Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 22 2011,Kavala,67,,Ilysiakos,68,,,
Sat Oct 22 2011,Ikaros Kallitheas,63,,Rethymno,76,,,
Sat Oct 22 2011,Panionios,67,,Kolossos Rodou,72,,,
Sun Oct 23 2011,Aris,72,,Panathinaikos,84,,,
Sun Oct 23 2011,KAOD,65,,Peristeri,73,,,
Mon Oct 24 2011,Olympiacos,65,,PAOK,52,,,
Sat Oct 29 2011,Kolossos Rodou,75,,Aris,66,,,
Sat Oct 29 2011,Panathinaikos,95,,KAOD,74,,,
Sat Oct 29 2011,Ilysiakos,66,,Panionios,76,,,
Sun Oct 30 2011,Peristeri,65,,Ikaros Kallitheas,55,,,
Sun Oct 30 2011,PAOK,60,,Kavala,75,,,
Sun Oct 30 2011,Maroussi,63,,Olympiacos,92,,,
Sat Nov 5 2011,Kavala,70,,Maroussi,59,,,
Sat Nov 5 2011,Ilysiakos,70,,PAOK,84,,,
Sat Nov 5 2011,Olympiacos,97,,Rethymno,84,,,
Sun Nov 6 2011,Ikaros Kallitheas,58,,Panathinaikos,93,,,
Sun Nov 6 2011,Aris,66,,Panionios,78,,,
Sun Nov 6 2011,KAOD,73,,Kolossos Rodou,77,,,
Sat Nov 12 2011,Aris,81,,KAOD,84,,,
Sat Nov 12 2011,Kolossos Rodou,93,,Ikaros Kallitheas,84,,9OT,
Sat Nov 12 2011,Maroussi,60,,Ilysiakos,62,,,
Sat Nov 12 2011,Rethymno,57,,Kavala,60,,,
Sat Nov 12 2011,Panionios,58,,PAOK,51,,,
Sun Nov 13 2011,Peristeri,65,,Olympiacos,92,,,
Sat Nov 19 2011,Ikaros Kallitheas,68,,Aris,83,,,
Sat Nov 19 2011,PAOK,71,,Maroussi,69,,,
Sat Nov 19 2011,KAOD,63,,Panionios,92,,,
Sat Nov 19 2011,Kavala,67,,Peristeri,78,,,
Sat Nov 19 2011,Ilysiakos,66,,Rethymno,72,,,
Sun Nov 20 2011,Olympiacos,70,,Panathinaikos,74,,,
Sat Nov 26 2011,KAOD,68,,Ikaros Kallitheas,79,,,
Sat Nov 26 2011,Peristeri,59,,Ilysiakos,70,,,
Sat Nov 26 2011,Panionios,69,,Maroussi,67,,,
Sat Nov 26 2011,Kolossos Rodou,82,,Olympiacos,93,,,
Sat Nov 26 2011,Rethymno,71,,PAOK,76,,,
Sun Nov 27 2011,Panathinaikos,70,,Kavala,79,,,
Sat Dec 3 2011,Ilysiakos,58,,Panathinaikos,84,,,
Sat Dec 3 2011,PAOK,63,,Peristeri,73,,,
Sat Dec 3 2011,Maroussi,64,,Rethymno,79,,,
Sun Dec 4 2011,Olympiacos,71,,Aris,70,,,
Sun Dec 4 2011,Ikaros Kallitheas,64,,Panionios,78,,,
Sun Dec 4 2011,Kavala,55,,Kolossos Rodou,83,,,
Sat Dec 10 2011,Kolossos Rodou,76,,Ilysiakos,70,,,
Sat Dec 10 2011,Aris,68,,Kavala,60,,,
Sat Dec 10 2011,Panathinaikos,77,,PAOK,60,,,
Sat Dec 10 2011,Panionios,67,,Rethymno,77,,,
Sun Dec 11 2011,Peristeri,67,,Maroussi,55,,,
Sun Dec 11 2011,KAOD,61,,Olympiacos,83,,,
Sat Dec 17 2011,Ilysiakos,67,,Aris,83,,,
Sat Dec 17 2011,Kavala,58,,KAOD,81,,,
Sat Dec 17 2011,Rethymno,75,,Peristeri,62,,,
Sat Dec 17 2011,PAOK,67,,Kolossos Rodou,76,,,
Sun Dec 18 2011,Olympiacos,105,,Ikaros Kallitheas,57,,,
Mon Dec 19 2011,Maroussi,84,,Panathinaikos,93,,,
Wed Dec 28 2011,KAOD,73,,Ilysiakos,76,,,
Wed Dec 28 2011,Ikaros Kallitheas,67,,Kavala,81,,,
Wed Dec 28 2011,Kolossos Rodou,85,,Maroussi,60,,,
Wed Dec 28 2011,Aris,87,,PAOK,92,,,
Wed Dec 28 2011,Panionios,56,,Peristeri,49,,,
Wed Dec 28 2011,Panathinaikos,77,,Rethymno,72,,,
Wed Jan 4 2012,Maroussi,71,,Aris,79,,,
Wed Jan 4 2012,PAOK,72,,KAOD,93,,,
Wed Jan 4 2012,Ilysiakos,69,,Ikaros Kallitheas,75,,,
Wed Jan 4 2012,Olympiacos,80,,Panionios,69,,,
Wed Jan 4 2012,Rethymno,90,,Kolossos Rodou,93,,9OT,
Thu Jan 5 2012,Peristeri,69,,Panathinaikos,104,,,
