Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 13 2012,Ilysiakos,68,,Kavala,66,,,
Sat Oct 13 2012,Panelefsiniakos,75,,Peristeri,77,,,
Sun Oct 14 2012,Panionios,64,,KAOD,62,,,
Sun Oct 14 2012,PAOK,64,,Olympiacos,89,,,
Sun Oct 14 2012,Rethymno,80,,Kolossos Rodou,82,,9OT,
Mon Oct 15 2012,Panathinaikos,71,,Aris,56,,,
Mon Oct 15 2012,Apollon Patras,65,,Ikaros Kallitheas,67,,,
Sat Oct 20 2012,KAOD,92,,Apollon Patras,89,,9OT,
Sat Oct 20 2012,Kavala,74,,Panelefsiniakos,87,,,
Sun Oct 21 2012,Kolossos Rodou,65,,Ilysiakos,49,,,
Sun Oct 21 2012,Peristeri,65,,Panionios,79,,,
Sun Oct 21 2012,Ikaros Kallitheas,48,,PAOK,71,,,
Sun Oct 21 2012,Aris,50,,Rethymno,68,,,
Mon Oct 22 2012,Olympiacos,64,,Panathinaikos,60,,,
Sat Oct 27 2012,Ilysiakos,63,,Aris,64,,,
Sat Oct 27 2012,PAOK,78,,KAOD,89,,,
Sat Oct 27 2012,Panionios,87,,Kavala,84,,,
Sat Oct 27 2012,Apollon Patras,74,,Peristeri,76,,,
Sat Oct 27 2012,Panelefsiniakos,71,,Kolossos Rodou,78,,,
Sun Oct 28 2012,Olympiacos,97,,Ikaros Kallitheas,53,,,
Mon Oct 29 2012,Rethymno,50,,Panathinaikos,92,,,
Sat Nov 3 2012,Kavala,79,,Apollon Patras,80,,,
Sat Nov 3 2012,Aris,85,,Panelefsiniakos,76,,,
Sat Nov 3 2012,Kolossos Rodou,77,,Panionios,89,,,
Sat Nov 3 2012,Peristeri,68,,PAOK,83,,,
Sun Nov 4 2012,Panathinaikos,68,,Ikaros Kallitheas,72,,,
Sun Nov 4 2012,Rethymno,72,,Ilysiakos,66,,,
Sun Nov 4 2012,KAOD,67,,Olympiacos,103,,,
Sat Nov 10 2012,Panionios,82,,Aris,60,,,
Sat Nov 10 2012,Ikaros Kallitheas,69,,KAOD,76,,,
Sun Nov 11 2012,PAOK,91,,Kavala,70,,,
Sun Nov 11 2012,Olympiacos,92,,Peristeri,78,,,
Sun Nov 11 2012,Panelefsiniakos,69,,Rethymno,75,,,
Sun Nov 11 2012,Apollon Patras,80,,Kolossos Rodou,67,,,
Mon Nov 12 2012,Ilysiakos,49,,Panathinaikos,101,,,
Sun Nov 18 2012,Panathinaikos,63,,KAOD,60,,,
Sun Nov 18 2012,Peristeri,55,,Ikaros Kallitheas,66,,,
Sun Nov 18 2012,Ilysiakos,84,,Panelefsiniakos,96,,,
Sun Nov 18 2012,Rethymno,86,,Panionios,70,,,
Mon Nov 19 2012,Aris,53,,Apollon Patras,64,,,
Mon Nov 19 2012,Kavala,62,,Olympiacos,113,,,
Mon Nov 19 2012,Kolossos Rodou,63,,PAOK,68,,,
Sat Nov 24 2012,PAOK,72,,Aris,63,,,
Sat Nov 24 2012,Panionios,75,,Ilysiakos,69,,,
Sun Nov 25 2012,Ikaros Kallitheas,83,,Kavala,82,,,
Sun Nov 25 2012,KAOD,76,,Peristeri,78,,,
Sun Nov 25 2012,Apollon Patras,71,,Rethymno,77,,,
Sun Nov 25 2012,Olympiacos,88,,Kolossos Rodou,72,,,
Mon Nov 26 2012,Panelefsiniakos,68,,Panathinaikos,95,,,
Sat Dec 1 2012,Ilysiakos,72,,Apollon Patras,94,,,
Sat Dec 1 2012,Panelefsiniakos,73,,Panionios,81,,,
Sat Dec 1 2012,Rethymno,85,,PAOK,91,,9OT,
Sun Dec 2 2012,Kavala,73,,KAOD,72,,,
Sun Dec 2 2012,Kolossos Rodou,66,,Ikaros Kallitheas,86,,,
Sun Dec 2 2012,Panathinaikos,76,,Peristeri,41,,,
Mon Dec 3 2012,Aris,65,,Olympiacos,100,,,
Sat Dec 8 2012,Ikaros Kallitheas,60,,Aris,70,,,
