Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 2 2021,Kolossos H Hotels,77,,Larisa,81,,OT,
Sat Oct 2 2021,Lavrio Megabolt,89,,PAOK mateco,73,,,
Sat Oct 2 2021,Promitheas Patras,88,,Peristeri bwin,81,,,
Sun Oct 3 2021,Ionikos,72,,Apollon Patras,80,,,
Sun Oct 3 2021,Panathinaikos OPAP,71,,Aris,81,,,
Sun Oct 3 2021,AEK Athens,78,,Olympiacos,103,,,
Sat Oct 9 2021,Larisa,69,,AEK Athens,81,,,
Sat Oct 9 2021,Aris,83,,Ionikos,93,,OT,
Sat Oct 9 2021,PAOK mateco,77,,Promitheas Patras,84,,,
Sun Oct 10 2021,Peristeri bwin,79,,Iraklis,76,,,
Sun Oct 10 2021,Olympiacos,108,,Lavrio Megabolt,72,,,
Sun Oct 10 2021,Apollon Patras,56,,Kolossos H Hotels,73,,,
Sat Oct 16 2021,AEK Athens,68,,Apollon Patras,84,,,
Sat Oct 16 2021,Kolossos H Hotels,85,,Aris,81,,,
Sat Oct 16 2021,Iraklis,69,,PAOK mateco,72,,,
Sun Oct 17 2021,Lavrio Megabolt,75,,Larisa,66,,,
Sun Oct 17 2021,Promitheas Patras,75,,Olympiacos,108,,,
Mon Oct 18 2021,Ionikos,78,,Panathinaikos OPAP,92,,,
Sat Oct 23 2021,Aris,63,,AEK Athens,64,,,
Sat Oct 23 2021,Larisa,77,,Promitheas Patras,91,,,
Sat Oct 23 2021,Ionikos,81,,Kolossos H Hotels,88,,,
Sun Oct 24 2021,Olympiacos,96,,Iraklis,90,,OT,
Sun Oct 24 2021,Apollon Patras,66,,Lavrio Megabolt,82,,,
Sun Oct 24 2021,Panathinaikos OPAP,77,,Peristeri bwin,62,,,
Sat Oct 30 2021,Promitheas Patras,71,,Apollon Patras,59,,,
Sat Oct 30 2021,Lavrio Megabolt,73,,Aris,69,,,
Sat Oct 30 2021,AEK Athens,65,,Ionikos,59,,,
Sun Oct 31 2021,Iraklis,70,,Larisa,55,,,
Sun Oct 31 2021,Peristeri bwin,87,,PAOK mateco,86,,,
Mon Nov 1 2021,Kolossos H Hotels,54,,Panathinaikos OPAP,77,,,
Sat Nov 6 2021,Kolossos H Hotels,85,,AEK Athens,82,,,
Sat Nov 6 2021,Ionikos,61,,Lavrio Megabolt,59,,,
Sat Nov 6 2021,Aris,82,,Promitheas Patras,62,,,
Sun Nov 7 2021,Apollon Patras,82,,Iraklis,81,,,
Sun Nov 7 2021,Panathinaikos OPAP,81,,PAOK mateco,64,,,
Sun Nov 7 2021,Olympiacos,93,,Peristeri bwin,67,,,
Sat Nov 13 2021,Promitheas Patras,88,,Ionikos,65,,,
Sat Nov 13 2021,AEK Athens,75,,Panathinaikos OPAP,100,,,
Sat Nov 13 2021,Lavrio Megabolt,59,,Kolossos H Hotels,82,,,
Sun Nov 14 2021,Iraklis,78,,Aris,83,,OT,
Sun Nov 14 2021,Peristeri bwin,78,,Larisa,63,,,
Sun Nov 14 2021,PAOK mateco,68,,Olympiacos,86,,,
Sat Nov 20 2021,AEK Athens,82,,Lavrio Megabolt,81,,,
Sat Nov 20 2021,Apollon Patras,68,,Peristeri bwin,78,,,
Sat Nov 20 2021,Kolossos H Hotels,61,,Promitheas Patras,76,,,
Sun Nov 21 2021,Ionikos,,,Iraklis,,,,Postponed
Sun Nov 21 2021,Larisa,71,,PAOK mateco,82,,,
Mon Nov 22 2021,Panathinaikos OPAP,81,,Olympiacos,76,,,
Sat Dec 4 2021,Promitheas Patras,77,,AEK Athens,81,,,
Sat Dec 4 2021,PAOK mateco,91,,Apollon Patras,95,,,
Sun Dec 5 2021,Peristeri bwin,68,,Aris,87,,,
Sun Dec 5 2021,Iraklis,59,,Kolossos H Hotels,76,,,
Mon Dec 6 2021,Olympiacos,101,,Larisa,70,,,
Tue Dec 7 2021,Lavrio Megabolt,83,,Panathinaikos OPAP,102,,,
Sat Dec 11 2021,AEK Athens,74,,Iraklis,86,,,
Sat Dec 11 2021,Aris,64,,PAOK mateco,96,,,
Sat Dec 11 2021,Lavrio Megabolt,71,,Promitheas Patras,79,,,
Sun Dec 12 2021,Panathinaikos OPAP,,,Larisa,,,,Postponed
Sun Dec 12 2021,Apollon Patras,78,,Olympiacos,98,,,
Sun Dec 12 2021,Ionikos,82,,Peristeri bwin,79,,,
Wed Dec 15 2021,Ionikos,84,,Iraklis,89,,,
Sat Dec 18 2021,Larisa,82,,Apollon Patras,74,,,
Sat Dec 18 2021,PAOK mateco,,,Ionikos,,,,Postponed
Sat Dec 18 2021,Iraklis,71,,Lavrio Megabolt,87,,,
Sun Dec 19 2021,Promitheas Patras,67,,Panathinaikos OPAP,92,,,
Sun Dec 19 2021,Peristeri bwin,65,,Kolossos H Hotels,74,,,
Mon Dec 20 2021,Olympiacos,,,Aris,,,,Postponed
Sun Jan 2 2022,Panathinaikos OPAP,,,Apollon Patras,,,,Postponed
Sun Jan 2 2022,Promitheas Patras,,,Iraklis,,,,Postponed
Sun Jan 2 2022,Aris,,,Larisa,,,,Postponed
Sun Jan 2 2022,Ionikos,,,Olympiacos,,,,Postponed
Sun Jan 2 2022,Kolossos H Hotels,,,PAOK mateco,,,,Postponed
