Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 7 2017,Trikala Aries,72,,AEK Athens,91,,,
Sat Oct 7 2017,Panionios,68,,Gymnastikos Larissas Faros,98,,,
Sat Oct 7 2017,Promitheas Patras,79,,PAOK,73,,,
Sat Oct 7 2017,Rethymno Cretan Kings,63,,Kolossos H Hotels,64,,,
Sun Oct 8 2017,Aris,55,,Koroivos,71,,,
Sun Oct 8 2017,Panathinaikos Superfoods,71,,Olympiacos,68,,,
Mon Oct 9 2017,Kymis Seajets,65,,Lavrio Megabolt,78,,,
Sat Oct 14 2017,Lavrio Megabolt,79,,Trikala Aries,91,,,
Sat Oct 14 2017,AEK Athens,62,,Aris,64,,,
Sat Oct 14 2017,Kolossos H Hotels,90,,Panionios,70,,,
Sat Oct 14 2017,Gymnastikos Larissas Faros,80,,Promitheas Patras,91,,,
Sat Oct 14 2017,Koroivos,90,,Rethymno Cretan Kings,95,,,
Sun Oct 15 2017,Olympiacos,85,,Kymis Seajets,56,,,
Sun Oct 15 2017,PAOK,74,,Panathinaikos Superfoods,89,,,
Sat Oct 21 2017,Rethymno Cretan Kings,74,,AEK Athens,81,,,
Sat Oct 21 2017,Kolossos H Hotels,76,,Koroivos,79,,,
Sat Oct 21 2017,Aris,71,,Lavrio Megabolt,70,,,
Sat Oct 21 2017,Promitheas Patras,87,,Panionios,80,,,
Sat Oct 21 2017,Kymis Seajets,83,,PAOK,94,,,
Sun Oct 22 2017,Panathinaikos Superfoods,89,,Gymnastikos Larissas Faros,52,,,
Sun Oct 22 2017,Trikala Aries,51,,Olympiacos,86,,,
Sat Oct 28 2017,PAOK,78,,Trikala Aries,87,,,
Sat Oct 28 2017,Panionios,67,,Koroivos,68,,,
Sat Oct 28 2017,Gymnastikos Larissas Faros,71,,Kymis Seajets,70,,,
Sat Oct 28 2017,Lavrio Megabolt,95,,Rethymno Cretan Kings,73,,,
Sat Oct 28 2017,AEK Athens,78,,Kolossos H Hotels,82,,,
Sun Oct 29 2017,Olympiacos,80,,Aris,55,,,
Mon Oct 30 2017,Promitheas Patras,64,,Panathinaikos Superfoods,96,,,
Sat Nov 11 2017,Koroivos,60,,AEK Athens,86,,,
Sat Nov 11 2017,Trikala Aries,70,,Gymnastikos Larissas Faros,77,,,
Sat Nov 11 2017,Kolossos H Hotels,62,,Lavrio Megabolt,80,,,
Sat Nov 11 2017,Aris,57,,PAOK,63,,,
Sat Nov 11 2017,Kymis Seajets,82,,Promitheas Patras,93,,,
Sun Nov 12 2017,Rethymno Cretan Kings,72,,Olympiacos,90,,,
Sun Nov 12 2017,Panathinaikos Superfoods,89,,Panionios,66,,,
Sat Nov 18 2017,Panionios,73,,AEK Athens,83,,,
