Date,Team,PTS,,Opp,PTS,,OT,Notes
Sun Oct 12 2014,Trikala Aries,57,,KAOD,62,,,
Sun Oct 12 2014,AEK Athens,67,,Koroivos,80,,,
Sun Oct 12 2014,Apollon Patras,56,,Olympiacos,82,,,
Sun Oct 12 2014,Nea Kifissia,66,,Panathinaikos,76,,,
Sun Oct 12 2014,Aris,78,,Panelefsiniakos,70,,,
Sun Oct 12 2014,Kolossos Rodou,92,,Panionios,76,,,
Sun Oct 12 2014,Rethymno Aegean,79,,PAOK,88,,,
Sat Oct 18 2014,Panelefsiniakos,82,,Apollon Patras,91,,,
Sat Oct 18 2014,Koroivos,93,,Trikala Aries,102,,,
Sat Oct 18 2014,KAOD,66,,Rethymno Aegean,72,,,
Sun Oct 19 2014,Panionios,64,,AEK Athens,77,,,
Sun Oct 19 2014,Olympiacos,67,,Nea Kifissia,68,,,
Mon Oct 20 2014,Panathinaikos,81,,Kolossos Rodou,61,,,
Sat Oct 25 2014,Apollon Patras,64,,Aris,69,,,
Sat Oct 25 2014,PAOK,68,,KAOD,64,,,
Sat Oct 25 2014,Rethymno Aegean,75,,Koroivos,72,,,
Sat Oct 25 2014,Nea Kifissia,79,,Panelefsiniakos,68,,,
Sat Oct 25 2014,Trikala Aries,98,,Panionios,60,,,
Sun Oct 26 2014,Kolossos Rodou,65,,Olympiacos,93,,,
Sun Oct 26 2014,AEK Athens,58,,Panathinaikos,92,,,
Sat Nov 1 2014,Aris,74,,KAOD,70,,,
Sat Nov 1 2014,Apollon Patras,54,,Nea Kifissia,63,,,
Sat Nov 1 2014,Koroivos,71,,PAOK,84,,,
Sat Nov 1 2014,Panionios,65,,Rethymno Aegean,75,,,
Sat Nov 1 2014,Panelefsiniakos,68,,Kolossos Rodou,83,,,
Sun Nov 2 2014,Panathinaikos,96,,Trikala Aries,70,,,
Mon Nov 3 2014,Olympiacos,81,,AEK Athens,62,,,
Sat Nov 8 2014,Kolossos Rodou,55,,Apollon Patras,71,,,
Sat Nov 8 2014,Nea Kifissia,80,,Aris,83,,,
Sat Nov 8 2014,KAOD,69,,Koroivos,71,,,
Sat Nov 8 2014,AEK Athens,72,,Panelefsiniakos,81,,,
Sat Nov 8 2014,PAOK,65,,Panionios,61,,,
Sun Nov 9 2014,Rethymno Aegean,70,,Panathinaikos,79,,,
Mon Nov 10 2014,Trikala Aries,72,,Olympiacos,87,,,
Sat Nov 15 2014,Panelefsiniakos,70,,Trikala Aries,65,,,
Sat Nov 15 2014,Panionios,69,,KAOD,80,,,
Sat Nov 15 2014,Aris,69,,Koroivos,73,,,
Sat Nov 15 2014,Nea Kifissia,73,,Kolossos Rodou,64,,,
Sun Nov 16 2014,Apollon Patras,64,,AEK Athens,67,,,
Sun Nov 16 2014,Olympiacos,64,,Rethymno Aegean,54,,,
Sat Nov 22 2014,Trikala Aries,70,,Apollon Patras,83,,,
Sat Nov 22 2014,Kolossos Rodou,77,,Aris,65,,,
Sat Nov 22 2014,AEK Athens,80,,Nea Kifissia,75,,,
Sat Nov 22 2014,Rethymno Aegean,80,,Panelefsiniakos,70,,,
Sat Nov 22 2014,Koroivos,69,,Panionios,74,,,
Sun Nov 23 2014,PAOK,55,,Olympiacos,80,,,
Sun Nov 23 2014,KAOD,55,,Panathinaikos,86,,,
Sat Nov 29 2014,Nea Kifissia,96,,Trikala Aries,89,,,
Sat Nov 29 2014,Aris,65,,Panionios,71,,,
Sat Nov 29 2014,Panelefsiniakos,59,,PAOK,69,,,
Sat Nov 29 2014,Apollon Patras,81,,Rethymno Aegean,88,,,
Sun Nov 30 2014,Kolossos Rodou,73,,AEK Athens,96,,,
Sun Nov 30 2014,Olympiacos,82,,KAOD,64,,,
Mon Dec 1 2014,Panathinaikos,72,,Koroivos,59,,,
Sat Dec 6 2014,PAOK,70,,Apollon Patras,80,,,
Sat Dec 6 2014,AEK Athens,75,,Aris,86,,,
Sat Dec 6 2014,Rethymno Aegean,74,,Nea Kifissia,64,,,
Sat Dec 6 2014,Panionios,61,,Panathinaikos,92,,,
Sat Dec 6 2014,KAOD,69,,Panelefsiniakos,83,,,
Sat Dec 6 2014,Trikala Aries,69,,Kolossos Rodou,77,,,
Sun Dec 7 2014,Koroivos,73,,Olympiacos,79,,,
Sat Dec 13 2014,AEK Athens,83,,Trikala Aries,87,,,
Sat Dec 13 2014,Apollon Patras,76,,KAOD,82,,,
Sat Dec 13 2014,Panelefsiniakos,74,,Koroivos,73,,,
Sat Dec 13 2014,Nea Kifissia,67,,PAOK,78,,,
Sat Dec 13 2014,Kolossos Rodou,66,,Rethymno Aegean,70,,,
Mon Dec 15 2014,Olympiacos,73,,Panionios,56,,,
Tue Dec 16 2014,Aris,69,,Panathinaikos,76,,,
Sat Dec 27 2014,Koroivos,72,,Apollon Patras,77,,,
Sat Dec 27 2014,Trikala Aries,60,,Aris,91,,,
Sat Dec 27 2014,KAOD,79,,Nea Kifissia,78,,,
Sat Dec 27 2014,Panathinaikos,75,,Olympiacos,81,,,
Sat Dec 27 2014,Panionios,70,,Panelefsiniakos,68,,,
Sat Dec 27 2014,PAOK,69,,Kolossos Rodou,67,,,
Sun Dec 28 2014,Rethymno Aegean,77,,AEK Athens,85,,,
Sun Jan 4 2015,Panathinaikos,54,,PAOK,71,,,
Sat Jan 10 2015,Kolossos Rodou,72,,KAOD,68,,,
Sat Jan 10 2015,Nea Kifissia,70,,Koroivos,79,,,
Sat Jan 10 2015,Apollon Patras,71,,Panionios,68,,,
Sat Jan 10 2015,Trikala Aries,83,,Rethymno Aegean,81,,,
Sun Jan 11 2015,AEK Athens,71,,PAOK,73,,,
Mon Jan 12 2015,Aris,68,,Olympiacos,84,,,
Mon Jan 12 2015,Panelefsiniakos,54,,Panathinaikos,91,,,
Sat Jan 17 2015,PAOK,81,,Trikala Aries,79,,,
Sat Jan 17 2015,Rethymno Aegean,62,,Aris,68,,,
Sat Jan 17 2015,Panionios,85,,Nea Kifissia,86,,,
Sat Jan 17 2015,Koroivos,75,,Kolossos Rodou,82,,,
Sun Jan 18 2015,KAOD,79,,AEK Athens,89,,,
Mon Jan 19 2015,Panathinaikos,77,,Apollon Patras,71,,,
Mon Jan 19 2015,Olympiacos,102,,Panelefsiniakos,66,,,
Sat Jan 24 2015,Koroivos,67,,AEK Athens,76,,,
Sat Jan 24 2015,KAOD,76,,Trikala Aries,80,,,
Sat Jan 24 2015,Panelefsiniakos,61,,Aris,79,,,
Sat Jan 24 2015,PAOK,79,,Rethymno Aegean,71,,,
Sat Jan 24 2015,Panionios,56,,Kolossos Rodou,70,,,
Mon Jan 26 2015,Olympiacos,67,,Apollon Patras,56,,,
Mon Jan 26 2015,Panathinaikos,72,,Nea Kifissia,66,,,
Sun Feb 1 2015,PAOK,57,,Aris,62,,,
Sat Feb 7 2015,Rethymno Aegean,76,,KAOD,91,,,
Sat Feb 7 2015,Trikala Aries,58,,Koroivos,80,,,
Sat Feb 7 2015,Apollon Patras,72,,Panelefsiniakos,71,,,
Sat Feb 7 2015,AEK Athens,94,,Panionios,78,,,
Sat Feb 7 2015,Aris,78,,PAOK,77,,,
Sun Feb 8 2015,Nea Kifissia,63,,Olympiacos,77,,,
Mon Feb 9 2015,Kolossos Rodou,65,,Panathinaikos,90,,,
Sat Feb 14 2015,Aris,60,,Apollon Patras,76,,,
Sat Feb 14 2015,Panionios,69,,Trikala Aries,78,,,
Sat Feb 14 2015,Panelefsiniakos,67,,Nea Kifissia,68,,,
Sat Feb 14 2015,KAOD,64,,PAOK,72,,,
Sat Feb 14 2015,Koroivos,66,,Rethymno Aegean,78,,,
Sun Feb 15 2015,Olympiacos,88,,Kolossos Rodou,64,,,
Mon Feb 16 2015,Panathinaikos,70,,AEK Athens,62,,,
Wed Feb 18 2015,Nea Kifissia,65,,Apollon Patras,69,,,
Wed Feb 18 2015,KAOD,75,,Aris,78,,,
Wed Feb 18 2015,PAOK,61,,Koroivos,65,,,
Wed Feb 18 2015,Trikala Aries,76,,Panathinaikos,107,,,
Wed Feb 18 2015,Kolossos Rodou,69,,Panelefsiniakos,75,,,
Wed Feb 18 2015,Rethymno Aegean,84,,Panionios,79,,,
Thu Feb 19 2015,AEK Athens,77,,Olympiacos,83,,,
Sat Feb 28 2015,Koroivos,62,,KAOD,78,,,
Sat Feb 28 2015,Aris,79,,Nea Kifissia,65,,,
Sat Feb 28 2015,Panionios,65,,PAOK,79,,,
Sat Feb 28 2015,Apollon Patras,63,,Kolossos Rodou,64,,,
Sun Mar 1 2015,Panelefsiniakos,80,,AEK Athens,105,,,
Sun Mar 1 2015,Panathinaikos,94,,Rethymno Aegean,77,,,
Mon Mar 2 2015,Olympiacos,105,,Trikala Aries,87,,,
Sat Mar 7 2015,AEK Athens,89,,Apollon Patras,48,,,
Sat Mar 7 2015,Koroivos,59,,Aris,80,,,
Sat Mar 7 2015,Kolossos Rodou,84,,Nea Kifissia,73,,,
Sat Mar 7 2015,Trikala Aries,81,,Panelefsiniakos,77,,,
Sat Mar 7 2015,KAOD,79,,Panionios,72,,,
Sun Mar 8 2015,PAOK,69,,Panathinaikos,83,,,
Mon Mar 9 2015,Rethymno Aegean,60,,Olympiacos,80,,,
Sat Mar 14 2015,Apollon Patras,70,,Trikala Aries,83,,,
Sat Mar 14 2015,Panionios,74,,Koroivos,83,,,
Sat Mar 14 2015,Panelefsiniakos,67,,Rethymno Aegean,85,,,
Sat Mar 14 2015,Aris,77,,Kolossos Rodou,78,,,
Sun Mar 15 2015,Nea Kifissia,73,,AEK Athens,97,,,
Mon Mar 16 2015,Panathinaikos,81,,KAOD,65,,,
Mon Mar 16 2015,Olympiacos,88,,PAOK,72,,,
Sat Mar 21 2015,Rethymno Aegean,71,,Apollon Patras,56,,,
Sat Mar 21 2015,Panionios,63,,Aris,67,,,
Sat Mar 21 2015,Trikala Aries,72,,Nea Kifissia,81,,,
Sat Mar 21 2015,PAOK,69,,Panelefsiniakos,58,,,
Sat Mar 21 2015,AEK Athens,72,,Kolossos Rodou,65,,,
Mon Mar 23 2015,KAOD,62,,Olympiacos,72,,,
