Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 10 2015,PAOK,53,,AEK Athens,65,,,
Sat Oct 10 2015,Lavrio,66,,Kavala,68,,,
Sat Oct 10 2015,Trikala Aries,73,,Koroivos,64,,,
Sat Oct 10 2015,Apollon Patras Carna,73,,Rethymno Cretan Kings,87,,,
Sun Oct 11 2015,Panathinaikos,76,,Aris,70,,,
Sun Oct 11 2015,Arkadikos,66,,Nea Kifissia,68,,,
Sun Oct 11 2015,Kolossos H Hotels,62,,Olympiacos,88,,,
Sat Oct 17 2015,Koroivos,62,,Apollon Patras Carna,60,,,
Sat Oct 17 2015,Kavala,64,,Trikala Aries,73,,,
Sat Oct 17 2015,Aris,90,,Arkadikos,50,,,
Sat Oct 17 2015,Nea Kifissia,73,,PAOK,67,,,
Sat Oct 17 2015,Rethymno Cretan Kings,67,,Kolossos H Hotels,80,,,
Sun Oct 18 2015,AEK Athens,70,,Lavrio,65,,,
Mon Oct 19 2015,Olympiacos,69,,Panathinaikos,73,,,
Sat Oct 24 2015,Trikala Aries,65,,AEK Athens,82,,,
Sat Oct 24 2015,Kolossos H Hotels,74,,Apollon Patras Carna,58,,,
Sat Oct 24 2015,PAOK,72,,Aris,84,,,
Sat Oct 24 2015,Koroivos,89,,Kavala,74,,,
Sun Oct 25 2015,Panathinaikos,84,,Rethymno Cretan Kings,60,,,
Mon Oct 26 2015,Arkadikos,44,,Olympiacos,89,,,
Sat Oct 31 2015,Nea Kifissia,76,,Trikala Aries,73,,,
Sat Oct 31 2015,Rethymno Cretan Kings,70,,Arkadikos,75,,,
Sat Oct 31 2015,Apollon Patras Carna,91,,Kavala,72,,,
Sat Oct 31 2015,AEK Athens,76,,Koroivos,67,,,
Sat Oct 31 2015,Aris,76,,Lavrio,68,,,
Sun Nov 1 2015,Kolossos H Hotels,66,,Panathinaikos,107,,,
Mon Nov 2 2015,Olympiacos,104,,PAOK,99,,,
Sat Nov 7 2015,Kavala,72,,AEK Athens,80,,,
Sat Nov 7 2015,Trikala Aries,79,,Aris,84,,,
Sat Nov 7 2015,Koroivos,61,,Nea Kifissia,60,,,
Sat Nov 7 2015,PAOK,74,,Rethymno Cretan Kings,63,,,
Sat Nov 7 2015,Arkadikos,70,,Kolossos H Hotels,83,,,
Sun Nov 8 2015,Lavrio,39,,Olympiacos,108,,,
Mon Nov 9 2015,Panathinaikos,90,,Apollon Patras Carna,80,,,
Sat Nov 14 2015,Apollon Patras Carna,78,,AEK Athens,84,,,
Sat Nov 14 2015,Nea Kifissia,77,,Kavala,72,,,
Sat Nov 14 2015,Aris,65,,Koroivos,67,,,
Sat Nov 14 2015,Rethymno Cretan Kings,67,,Lavrio,69,,,
Sat Nov 14 2015,Kolossos H Hotels,59,,PAOK,64,,,
Sun Nov 15 2015,Olympiacos,89,,Trikala Aries,69,,,
Mon Nov 16 2015,Panathinaikos,78,,Arkadikos,61,,,
Sat Nov 21 2015,Arkadikos,76,,Apollon Patras Carna,56,,,
Sat Nov 21 2015,Kavala,50,,Aris,68,,,
Sat Nov 21 2015,AEK Athens,78,,Nea Kifissia,54,,,
Sat Nov 21 2015,Trikala Aries,79,,Rethymno Cretan Kings,83,,,
Sat Nov 21 2015,Lavrio,72,,Kolossos H Hotels,61,,,
Sun Nov 22 2015,Koroivos,64,,Olympiacos,83,,,
Sat Nov 28 2015,Aris,83,,AEK Athens,74,,,
Sat Nov 28 2015,Kolossos H Hotels,86,,Trikala Aries,89,,,
Sat Nov 28 2015,Rethymno Cretan Kings,79,,Koroivos,83,,,
Sat Nov 28 2015,Apollon Patras Carna,82,,Nea Kifissia,79,,,
Sat Nov 28 2015,Arkadikos,54,,PAOK,74,,,
Sun Nov 29 2015,Olympiacos,71,,Kavala,57,,,
Mon Nov 30 2015,Panathinaikos,79,,Lavrio,72,,,
Sat Dec 5 2015,PAOK,68,,Apollon Patras Carna,69,,,
Sat Dec 5 2015,Nea Kifissia,68,,Aris,81,,,
Sat Dec 5 2015,Lavrio,90,,Arkadikos,98,,,
Sat Dec 5 2015,Kavala,74,,Rethymno Cretan Kings,84,,,
Sat Dec 5 2015,Koroivos,73,,Kolossos H Hotels,94,,,
Sun Dec 6 2015,AEK Athens,71,,Olympiacos,79,,,
Mon Dec 7 2015,Trikala Aries,64,,Panathinaikos,77,,,
Mon Dec 14 2015,PAOK,69,,Panathinaikos,70,,,
Sat Dec 19 2015,Rethymno Cretan Kings,70,,AEK Athens,86,,,
Sat Dec 19 2015,Arkadikos,54,,Trikala Aries,82,,,
Sat Dec 19 2015,Apollon Patras Carna,50,,Aris,77,,,
Sat Dec 19 2015,Kolossos H Hotels,85,,Kavala,72,,,
Sat Dec 19 2015,PAOK,78,,Lavrio,62,,,
Sun Dec 20 2015,Panathinaikos,75,,Koroivos,57,,,
Mon Dec 21 2015,Olympiacos,75,,Nea Kifissia,73,,,
Wed Dec 23 2015,Lavrio,73,,Apollon Patras Carna,90,,,
Wed Dec 23 2015,Koroivos,89,,Arkadikos,88,,,
Wed Dec 23 2015,Kavala,54,,Panathinaikos,88,,,
Wed Dec 23 2015,Trikala Aries,67,,PAOK,82,,,
Wed Dec 23 2015,AEK Athens,86,,Kolossos H Hotels,85,,,
Thu Dec 24 2015,Aris,64,,Olympiacos,76,,,
Thu Dec 24 2015,Nea Kifissia,61,,Rethymno Cretan Kings,74,,,
Sat Jan 2 2016,Lavrio,77,,Trikala Aries,81,,,
Sat Jan 2 2016,Rethymno Cretan Kings,60,,Aris,72,,,
Sat Jan 2 2016,Arkadikos,74,,Kavala,85,,,
Sat Jan 2 2016,Kolossos H Hotels,69,,Nea Kifissia,77,,,
Sun Jan 3 2016,Panathinaikos,67,,AEK Athens,64,,,
Sun Jan 3 2016,PAOK,75,,Koroivos,65,,,
Sun Jan 3 2016,Apollon Patras Carna,62,,Olympiacos,83,,,
Sat Jan 9 2016,Trikala Aries,77,,Apollon Patras Carna,83,,,
Sat Jan 9 2016,AEK Athens,78,,Arkadikos,74,,,
Sat Jan 9 2016,Koroivos,72,,Lavrio,81,,,
Sat Jan 9 2016,Kavala,60,,PAOK,71,,,
Sat Jan 9 2016,Aris,70,,Kolossos H Hotels,76,,,
Sun Jan 10 2016,Olympiacos,85,,Rethymno Cretan Kings,70,,,
Mon Jan 11 2016,Nea Kifissia,67,,Panathinaikos,73,,,
Sat Jan 16 2016,Rethymno Cretan Kings,57,,Apollon Patras Carna,75,,,
Sat Jan 16 2016,Koroivos,74,,Trikala Aries,85,,,
Sat Jan 16 2016,Nea Kifissia,78,,Arkadikos,64,,,
Sat Jan 16 2016,Kavala,63,,Lavrio,99,,,
Sat Jan 16 2016,AEK Athens,75,,PAOK,79,,,
Sun Jan 17 2016,Aris,59,,Panathinaikos,80,,,
Mon Jan 18 2016,Lavrio,80,,Nea Kifissia,83,,,
Mon Jan 18 2016,Olympiacos,73,,Kolossos H Hotels,53,,,
Sat Jan 23 2016,Lavrio,82,,AEK Athens,90,,,
Sat Jan 23 2016,Arkadikos,52,,Aris,86,,,
Sat Jan 23 2016,Trikala Aries,72,,Kavala,90,,,
Sat Jan 23 2016,Apollon Patras Carna,59,,Koroivos,58,,,
Sat Jan 23 2016,PAOK,92,,Nea Kifissia,97,,,
Sat Jan 23 2016,Kolossos H Hotels,87,,Rethymno Cretan Kings,95,,,
Mon Jan 25 2016,Panathinaikos,66,,Olympiacos,80,,,
Sat Jan 30 2016,AEK Athens,70,,Trikala Aries,65,,,
Sat Jan 30 2016,Kavala,78,,Koroivos,72,,,
Sat Jan 30 2016,Nea Kifissia,70,,Lavrio,74,,,
Sat Jan 30 2016,Apollon Patras Carna,54,,Kolossos H Hotels,60,,,
Sun Jan 31 2016,Olympiacos,103,,Arkadikos,60,,,
Sun Jan 31 2016,Aris,77,,PAOK,69,,,
Mon Feb 1 2016,Rethymno Cretan Kings,62,,Panathinaikos,84,,,
Sat Feb 6 2016,Koroivos,49,,AEK Athens,70,,,
Sat Feb 6 2016,Kavala,59,,Apollon Patras Carna,66,,,
Sat Feb 6 2016,Lavrio,68,,Aris,82,,,
Sat Feb 6 2016,Trikala Aries,79,,Nea Kifissia,115,,,
Sat Feb 6 2016,Arkadikos,76,,Rethymno Cretan Kings,89,,,
Sun Feb 7 2016,Panathinaikos,77,,Kolossos H Hotels,64,,,
Mon Feb 8 2016,PAOK,76,,Olympiacos,83,,,
Sat Feb 13 2016,Aris,83,,Trikala Aries,68,,,
Sat Feb 13 2016,Kolossos H Hotels,67,,Arkadikos,77,,,
Sat Feb 13 2016,AEK Athens,65,,Kavala,55,,,
Sat Feb 13 2016,Nea Kifissia,77,,Koroivos,87,,,
Sat Feb 13 2016,Rethymno Cretan Kings,94,,PAOK,87,,,
Mon Feb 15 2016,Olympiacos,71,,Lavrio,55,,,
Mon Feb 15 2016,Apollon Patras Carna,81,,Panathinaikos,87,,,
Wed Feb 17 2016,Koroivos,56,,Aris,99,,,
Wed Feb 17 2016,Kavala,79,,Nea Kifissia,83,,,
Wed Feb 17 2016,PAOK,56,,Kolossos H Hotels,74,,,
Thu Feb 18 2016,AEK Athens,82,,Apollon Patras Carna,63,,,
Thu Feb 18 2016,Trikala Aries,52,,Olympiacos,84,,,
Thu Feb 18 2016,Arkadikos,69,,Panathinaikos,90,,,
Thu Feb 18 2016,Lavrio,85,,Rethymno Cretan Kings,87,,,
Sat Feb 20 2016,Aris,77,,Kavala,71,,,
Sun Feb 21 2016,Nea Kifissia,73,,AEK Athens,76,,,
Sun Feb 21 2016,Panathinaikos,90,,PAOK,67,,,
Mon Feb 22 2016,Rethymno Cretan Kings,58,,Trikala Aries,87,,,
Mon Feb 22 2016,Apollon Patras Carna,59,,Arkadikos,82,,,
Mon Feb 22 2016,Olympiacos,84,,Koroivos,65,,,
Mon Feb 22 2016,Kolossos H Hotels,73,,Lavrio,84,,,
Sat Feb 27 2016,Nea Kifissia,66,,Apollon Patras Carna,73,,,
Sat Feb 27 2016,PAOK,68,,Arkadikos,66,,,
Sat Feb 27 2016,Koroivos,67,,Rethymno Cretan Kings,75,,,
Sat Feb 27 2016,Trikala Aries,69,,Kolossos H Hotels,79,,,
Sun Feb 28 2016,AEK Athens,76,,Aris,77,,,
Mon Feb 29 2016,Kavala,61,,Olympiacos,115,,,
Mon Feb 29 2016,Lavrio,56,,Panathinaikos,94,,,
Sat Mar 12 2016,Rethymno Cretan Kings,102,,Kavala,103,,,
Sat Mar 12 2016,Kolossos H Hotels,71,,Koroivos,68,,,
Sat Mar 12 2016,Arkadikos,67,,Lavrio,79,,,
Sat Mar 12 2016,Aris,67,,Nea Kifissia,65,,,
Sat Mar 12 2016,Apollon Patras Carna,67,,PAOK,80,,,
Sun Mar 13 2016,Olympiacos,100,,AEK Athens,93,,,
Mon Mar 14 2016,Panathinaikos,98,,Trikala Aries,81,,,
Sat Mar 19 2016,Aris,73,,Apollon Patras Carna,65,,,
Sat Mar 19 2016,Trikala Aries,66,,Arkadikos,79,,,
Sat Mar 19 2016,Lavrio,75,,PAOK,69,,,
Sat Mar 19 2016,AEK Athens,69,,Rethymno Cretan Kings,70,,,
Sat Mar 19 2016,Kavala,79,,Kolossos H Hotels,98,,,
Sun Mar 20 2016,Koroivos,76,,Panathinaikos,88,,,
Mon Mar 21 2016,Nea Kifissia,59,,Olympiacos,97,,,
Sat Mar 26 2016,Kolossos H Hotels,57,,AEK Athens,92,,,
Sat Mar 26 2016,PAOK,88,,Trikala Aries,79,,,
Sat Mar 26 2016,Arkadikos,61,,Koroivos,60,,,
Sat Mar 26 2016,Apollon Patras Carna,64,,Lavrio,80,,,
Sat Mar 26 2016,Rethymno Cretan Kings,88,,Nea Kifissia,100,,,
Sun Mar 27 2016,Panathinaikos,82,,Kavala,76,,,
Mon Mar 28 2016,Olympiacos,74,,Aris,70,,,
Sat Apr 2 2016,Kavala,68,,Arkadikos,74,,,
Sat Apr 2 2016,Trikala Aries,80,,Lavrio,75,,,
Sat Apr 2 2016,Koroivos,78,,PAOK,92,,,
Sat Apr 2 2016,Aris,88,,Rethymno Cretan Kings,83,,,
Sat Apr 2 2016,Nea Kifissia,90,,Kolossos H Hotels,87,,,
Mon Apr 4 2016,Olympiacos,77,,Apollon Patras Carna,72,,,
Mon Apr 4 2016,AEK Athens,71,,Panathinaikos,78,,,
Sat Apr 9 2016,Arkadikos,74,,AEK Athens,87,,,
Sat Apr 9 2016,Apollon Patras Carna,67,,Trikala Aries,84,,,
Sat Apr 9 2016,Kolossos H Hotels,68,,Aris,83,,,
Sat Apr 9 2016,PAOK,87,,Kavala,74,,,
Sat Apr 9 2016,Lavrio,69,,Koroivos,86,,,
Sat Apr 9 2016,Panathinaikos,84,,Nea Kifissia,75,,,
