Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Dec 28 2019,Larisa,98,,Lavrio Megabolt,78,,,
Sat Dec 28 2019,Ifaistos Lemnos,79,,Peristeri Winmasters,75,,,
Sat Dec 28 2019,Aris,79,,Promitheas Patras,95,,,
Sat Dec 28 2019,Kolossos H Hotels,61,,Rethymno Cretan Kings,72,,,
Sun Dec 29 2019,Panathinaikos OPAP,115,,Panionios Su Casa,74,,,
Sat Jan 4 2020,Peristeri Winmasters,76,,Iraklis,69,,,
Sat Jan 4 2020,Ionikos Nikaias Affidea,68,,Lavrio Megabolt,82,,,
Sat Jan 4 2020,Kolossos H Hotels,67,,Panionios Su Casa,76,,,
Sat Jan 4 2020,Larisa,76,,Promitheas Patras,62,,,
Sat Jan 4 2020,Ifaistos Lemnos,59,,Rethymno Cretan Kings,75,,,
Sun Jan 5 2020,Panathinaikos OPAP,97,,AEK Athens,100,,,
Sun Jan 5 2020,Aris,84,,PAOK,101,,,
Sat Jan 11 2020,Iraklis,63,,Aris,69,,,
Sat Jan 11 2020,Panionios Su Casa,74,,Ifaistos Lemnos,79,,,
Sat Jan 11 2020,PAOK,85,,Larisa,95,,,
Sat Jan 11 2020,Rethymno Cretan Kings,61,,Peristeri Winmasters,71,,,
Sat Jan 11 2020,AEK Athens,79,,Kolossos H Hotels,70,,,
Sun Jan 12 2020,Promitheas Patras,73,,Ionikos Nikaias Affidea,69,,,
Sun Jan 12 2020,Lavrio Megabolt,74,,Panathinaikos OPAP,105,,,
Sat Jan 18 2020,Ifaistos Lemnos,68,,AEK Athens,74,,,
Sat Jan 18 2020,Larisa,72,,Aris,90,,,
Sat Jan 18 2020,Kolossos H Hotels,68,,Lavrio Megabolt,78,,,
Sat Jan 18 2020,Peristeri Winmasters,61,,Panionios Su Casa,48,,,
Sat Jan 18 2020,Ionikos Nikaias Affidea,80,,PAOK,110,,,
Sat Jan 18 2020,Iraklis,63,,Rethymno Cretan Kings,69,,,
Sun Jan 19 2020,Panathinaikos OPAP,99,,Promitheas Patras,76,,,
Sat Jan 25 2020,Lavrio Megabolt,65,,Ifaistos Lemnos,67,,,
Sat Jan 25 2020,Larisa,67,,Iraklis,83,,,
Sat Jan 25 2020,AEK Athens,77,,Peristeri Winmasters,73,,,
Sat Jan 25 2020,Panionios Su Casa,61,,Rethymno Cretan Kings,73,,,
Sat Jan 25 2020,Promitheas Patras,70,,Kolossos H Hotels,73,,,
Sun Jan 26 2020,Aris,65,,Ionikos Nikaias Affidea,72,,,
Mon Jan 27 2020,PAOK,79,,Panathinaikos OPAP,117,,,
Sat Feb 1 2020,Ionikos Nikaias Affidea,72,,Larisa,82,,,
Sat Feb 1 2020,Peristeri Winmasters,61,,Lavrio Megabolt,75,,,
Sat Feb 1 2020,Iraklis,76,,Panionios Su Casa,60,,,
Sat Feb 1 2020,Ifaistos Lemnos,61,,Promitheas Patras,81,,,
Sun Feb 2 2020,Kolossos H Hotels,88,,PAOK,77,,,
Sat Feb 15 2020,Panathinaikos OPAP,88,,Aris,81,,,
Sat Feb 22 2020,Lavrio Megabolt,77,,Rethymno Cretan Kings,75,,,
Wed Feb 26 2020,Rethymno Cretan Kings,83,,AEK Athens,84,,,
Sat Feb 29 2020,PAOK,69,,Ifaistos Lemnos,77,,,
Sat Feb 29 2020,Larisa,78,,Panathinaikos OPAP,121,,,
Sat Feb 29 2020,AEK Athens,101,,Panionios Su Casa,96,,,
Sat Feb 29 2020,Promitheas Patras,64,,Peristeri Winmasters,78,,,
Sat Feb 29 2020,Aris,86,,Kolossos H Hotels,90,,,
Sun Mar 1 2020,Ionikos Nikaias Affidea,75,,Iraklis,107,,,
Sat Mar 7 2020,Iraklis,61,,AEK Athens,86,,,
Sat Mar 7 2020,Ifaistos Lemnos,77,,Aris,88,,,
Sat Mar 7 2020,Kolossos H Hotels,90,,Larisa,95,,,
Sat Mar 7 2020,Panionios Su Casa,71,,Lavrio Megabolt,104,,,
Sat Mar 7 2020,Peristeri Winmasters,75,,PAOK,68,,,
Sun Mar 8 2020,Panathinaikos OPAP,110,,Ionikos Nikaias Affidea,65,,,
