Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Nov 16 2013,Trikala Aries,72,,Kolossos Rodou,76,,,
Sun Nov 17 2013,KAOD,73,,Ikaros Chalkidas,89,,,
Sun Nov 17 2013,Panionios,65,,Panathinaikos,90,,,
Sun Nov 17 2013,Panelefsiniakos,72,,PAOK,81,,9OT,
Mon Nov 18 2013,Aris,78,,Apollon Patras,76,,,
Mon Nov 18 2013,Olympiacos,103,,Rethymno Aegean,79,,,
Sat Nov 23 2013,Kolossos Rodou,79,,KAOD,76,,,
Sat Nov 23 2013,Ilysiakos,64,,Panionios,69,,,
Sat Nov 23 2013,PAOK,76,,Trikala Aries,87,,,
Sun Nov 24 2013,Panathinaikos,75,,Aris,59,,,
Sun Nov 24 2013,Ikaros Chalkidas,66,,Nea Kifissia,75,,,
Sun Nov 24 2013,Rethymno Aegean,87,,Panelefsiniakos,72,,,
Mon Nov 25 2013,Apollon Patras,71,,Olympiacos,93,,,
Sat Nov 30 2013,Panelefsiniakos,69,,Apollon Patras,70,,,
Sat Nov 30 2013,Panionios,80,,Ikaros Chalkidas,73,,,
Sat Nov 30 2013,Aris,61,,Olympiacos,93,,,
Sat Nov 30 2013,KAOD,65,,PAOK,82,,,
Sat Nov 30 2013,Nea Kifissia,59,,Kolossos Rodou,62,,,
Sun Dec 1 2013,Trikala Aries,77,,Rethymno Aegean,79,,,
Mon Dec 2 2013,Panathinaikos,87,,Ilysiakos,60,,,
Sat Dec 7 2013,Ilysiakos,64,,Aris,75,,,
Sat Dec 7 2013,Apollon Patras,65,,Trikala Aries,68,,,
Sun Dec 8 2013,Rethymno Aegean,82,,KAOD,83,,,
Sun Dec 8 2013,PAOK,86,,Nea Kifissia,95,,,
Sun Dec 8 2013,Olympiacos,101,,Panelefsiniakos,63,,,
Sun Dec 8 2013,Kolossos Rodou,66,,Panionios,73,,,
Mon Dec 9 2013,Ikaros Chalkidas,61,,Panathinaikos,77,,,
Sat Dec 14 2013,KAOD,64,,Apollon Patras,62,,,
Sat Dec 14 2013,Ilysiakos,71,,Ikaros Chalkidas,72,,,
Sat Dec 14 2013,Trikala Aries,45,,Olympiacos,84,,,
Sat Dec 14 2013,Panionios,100,,PAOK,91,,,
Sun Dec 15 2013,Aris,60,,Panelefsiniakos,72,,,
Sun Dec 15 2013,Nea Kifissia,55,,Rethymno Aegean,54,,,
Mon Dec 16 2013,Panathinaikos,73,,Kolossos Rodou,58,,,
Sat Dec 28 2013,Ikaros Chalkidas,67,,Aris,84,,,
Sat Dec 28 2013,Apollon Patras,54,,Nea Kifissia,72,,,
Sat Dec 28 2013,Rethymno Aegean,66,,Panionios,74,,,
Sat Dec 28 2013,Panelefsiniakos,59,,Trikala Aries,70,,,
Sun Dec 29 2013,Olympiacos,69,,KAOD,75,,,
Sun Dec 29 2013,Kolossos Rodou,62,,Ilysiakos,74,,,
Sun Dec 29 2013,PAOK,61,,Panathinaikos,81,,,
Sat Jan 4 2014,Panionios,89,,Apollon Patras,81,,,
Sat Jan 4 2014,KAOD,67,,Panelefsiniakos,73,,,
Sat Jan 4 2014,Ilysiakos,49,,PAOK,84,,,
Sat Jan 4 2014,Ikaros Chalkidas,64,,Kolossos Rodou,70,,,
Sat Jan 4 2014,Aris,76,,Trikala Aries,82,,9OT,
Sun Jan 5 2014,Nea Kifissia,64,,Olympiacos,69,,,
Sun Jan 5 2014,Panathinaikos,82,,Rethymno Aegean,63,,,
Sat Jan 11 2014,Kolossos Rodou,68,,Aris,57,,,
Sat Jan 11 2014,Trikala Aries,70,,KAOD,83,,,
Sat Jan 11 2014,PAOK,86,,Ikaros Chalkidas,78,,,
Sat Jan 11 2014,Panelefsiniakos,73,,Nea Kifissia,81,,,
Sun Jan 12 2014,Rethymno Aegean,72,,Ilysiakos,86,,,
Sun Jan 12 2014,Olympiacos,77,,Panionios,66,,,
Mon Jan 13 2014,Apollon Patras,73,,Panathinaikos,81,,,
Sat Jan 18 2014,KAOD,59,,Aris,77,,,
Sat Jan 18 2014,Apollon Patras,76,,Ilysiakos,67,,,
Sat Jan 18 2014,Trikala Aries,85,,Nea Kifissia,97,,,
Sun Jan 19 2014,Rethymno Aegean,78,,Ikaros Chalkidas,89,,,
Sun Jan 19 2014,Panelefsiniakos,70,,Panionios,92,,,
Sun Jan 19 2014,PAOK,49,,Kolossos Rodou,62,,,
Mon Jan 20 2014,Olympiacos,48,,Panathinaikos,58,,,
Sat Jan 25 2014,Nea Kifissia,77,,KAOD,76,,9OT,
Sat Jan 25 2014,Aris,49,,PAOK,56,,,
Sat Jan 25 2014,Kolossos Rodou,67,,Rethymno Aegean,86,,,
Sat Jan 25 2014,Panionios,84,,Trikala Aries,83,,9OT,
Sun Jan 26 2014,Ikaros Chalkidas,65,,Apollon Patras,71,,,
Sun Jan 26 2014,Panathinaikos,76,,Panelefsiniakos,54,,,
Mon Jan 27 2014,Ilysiakos,73,,Olympiacos,83,,,
Sat Feb 1 2014,Panelefsiniakos,75,,Ilysiakos,84,,,
Sat Feb 1 2014,Aris,74,,Nea Kifissia,81,,,
Sat Feb 1 2014,Rethymno Aegean,90,,PAOK,97,,,
Sat Feb 1 2014,Apollon Patras,84,,Kolossos Rodou,82,,,
Sun Feb 2 2014,Olympiacos,87,,Ikaros Chalkidas,64,,,
Sun Feb 2 2014,Trikala Aries,63,,Panathinaikos,83,,,
Sun Feb 2 2014,KAOD,71,,Panionios,77,,,
Wed Feb 5 2014,Rethymno Aegean,67,,Aris,73,,,
Wed Feb 5 2014,Panathinaikos,87,,KAOD,85,,9OT,
Wed Feb 5 2014,Kolossos Rodou,68,,Olympiacos,77,,,
Thu Feb 6 2014,PAOK,81,,Apollon Patras,77,,,
Thu Feb 6 2014,Panionios,60,,Nea Kifissia,64,,,
Thu Feb 6 2014,Ikaros Chalkidas,60,,Panelefsiniakos,71,,,
Thu Feb 6 2014,Ilysiakos,87,,Trikala Aries,88,,,
Sat Feb 15 2014,Trikala Aries,74,,Ikaros Chalkidas,81,,,
Sat Feb 15 2014,KAOD,74,,Ilysiakos,70,,,
Sat Feb 15 2014,Aris,68,,Panionios,63,,,
Sat Feb 15 2014,Panelefsiniakos,57,,Kolossos Rodou,67,,,
Sun Feb 16 2014,Nea Kifissia,59,,Panathinaikos,72,,,
Sun Feb 16 2014,Olympiacos,74,,PAOK,72,,,
Sun Feb 16 2014,Apollon Patras,72,,Rethymno Aegean,92,,,
Sat Feb 22 2014,Ikaros Chalkidas,79,,KAOD,96,,,
Sat Feb 22 2014,Ilysiakos,66,,Nea Kifissia,81,,,
Sat Feb 22 2014,PAOK,79,,Panelefsiniakos,56,,,
Sat Feb 22 2014,Kolossos Rodou,70,,Trikala Aries,77,,,
Sun Feb 23 2014,Rethymno Aegean,64,,Olympiacos,105,,,
Sun Feb 23 2014,Panathinaikos,69,,Panionios,64,,,
Mon Feb 24 2014,Apollon Patras,75,,Aris,67,,9OT,
Sat Mar 1 2014,Nea Kifissia,81,,Ikaros Chalkidas,83,,,
Sat Mar 1 2014,Panionios,87,,Ilysiakos,73,,,
Sat Mar 1 2014,Trikala Aries,77,,PAOK,82,,,
Sat Mar 1 2014,Panelefsiniakos,69,,Rethymno Aegean,85,,,
Sun Mar 2 2014,Aris,59,,Panathinaikos,71,,,
Sun Mar 2 2014,KAOD,76,,Kolossos Rodou,70,,,
Mon Mar 3 2014,Olympiacos,76,,Apollon Patras,67,,,
Sat Mar 15 2014,PAOK,85,,KAOD,90,,9OT,
Sat Mar 15 2014,Apollon Patras,73,,Panelefsiniakos,66,,9OT,
Sat Mar 15 2014,Ikaros Chalkidas,54,,Panionios,89,,,
Sat Mar 15 2014,Rethymno Aegean,63,,Trikala Aries,75,,,
Sun Mar 16 2014,Kolossos Rodou,74,,Nea Kifissia,80,,,
Mon Mar 17 2014,Olympiacos,64,,Aris,59,,,
Mon Mar 17 2014,Ilysiakos,77,,Panathinaikos,83,,,
Sat Mar 22 2014,Trikala Aries,74,,Apollon Patras,67,,,
Sat Mar 22 2014,Aris,63,,Ilysiakos,51,,,
Sat Mar 22 2014,Nea Kifissia,83,,PAOK,92,,9OT,
Sat Mar 22 2014,Panionios,64,,Kolossos Rodou,75,,,
Sun Mar 23 2014,Panathinaikos,85,,Ikaros Chalkidas,64,,,
Sun Mar 23 2014,Panelefsiniakos,64,,Olympiacos,94,,,
Sun Mar 23 2014,KAOD,72,,Rethymno Aegean,77,,,
Sat Mar 29 2014,Panelefsiniakos,61,,Aris,75,,,
Sat Mar 29 2014,Apollon Patras,83,,KAOD,81,,,
Sat Mar 29 2014,Ikaros Chalkidas,71,,Ilysiakos,79,,,
Sun Mar 30 2014,Rethymno Aegean,76,,Nea Kifissia,84,,,
Sun Mar 30 2014,Olympiacos,84,,Trikala Aries,70,,,
Mon Mar 31 2014,Kolossos Rodou,69,,Panathinaikos,102,,,
Mon Mar 31 2014,PAOK,92,,Panionios,95,,9OT,
Sat Apr 5 2014,Nea Kifissia,67,,Apollon Patras,75,,,
Sat Apr 5 2014,Aris,88,,Ikaros Chalkidas,77,,,
Sat Apr 5 2014,Trikala Aries,77,,Panelefsiniakos,94,,,
Sat Apr 5 2014,Panionios,67,,Rethymno Aegean,64,,,
Sat Apr 5 2014,Ilysiakos,60,,Kolossos Rodou,72,,,
Sun Apr 6 2014,Panathinaikos,82,,PAOK,71,,,
Mon Apr 7 2014,KAOD,71,,Olympiacos,83,,,
Thu Apr 24 2014,Trikala Aries,57,,Aris,88,,,
Thu Apr 24 2014,Panelefsiniakos,68,,KAOD,81,,,
Thu Apr 24 2014,Kolossos Rodou,88,,Ikaros Chalkidas,96,,,
Thu Apr 24 2014,PAOK,77,,Ilysiakos,78,,,
Thu Apr 24 2014,Apollon Patras,47,,Panionios,79,,,
Tue Apr 29 2014,Olympiacos,75,,Nea Kifissia,67,,,
Tue Apr 29 2014,Rethymno Aegean,61,,Panathinaikos,76,,,
Sat May 3 2014,Panathinaikos,95,,Apollon Patras,79,,,
Sat May 3 2014,Panionios,66,,Olympiacos,76,,,
Sat May 3 2014,Nea Kifissia,71,,Panelefsiniakos,63,,,
Sat May 3 2014,Ikaros Chalkidas,74,,PAOK,88,,,
Sat May 3 2014,Ilysiakos,62,,Rethymno Aegean,63,,,
Sat May 3 2014,Aris,69,,Kolossos Rodou,72,,,
Sat May 3 2014,KAOD,108,,Trikala Aries,103,,,
