Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 17 2020,AEK Athens,,,Ionikos Hellenic Coin,,,,Postponed
Sat Oct 17 2020,PAOK,,,Iraklis,,,,Postponed
Sat Oct 17 2020,Promitheas Patras,,,Lavrio Megabolt,,,,Postponed
Sat Oct 17 2020,Aris,,,Messolonghi BAXI,,,,Postponed
Sat Oct 17 2020,Kolossos H Hotels,,,Peristeri,,,,Postponed
Sun Oct 18 2020,Larisa Bread factory,,,Panathinaikos OPAP,,,,Postponed
Sat Oct 24 2020,AEK Athens,81,,Ionikos Hellenic Coin,68,,,
Sat Oct 24 2020,PAOK,57,,Iraklis,75,,,
Sat Oct 24 2020,Promitheas Patras,,,Lavrio Megabolt,,,,Postponed
Sat Oct 24 2020,Aris,70,,Messolonghi BAXI,73,,,
Sat Oct 24 2020,Kolossos H Hotels,81,,Peristeri,84,,,
Sun Oct 25 2020,Larisa Bread factory,60,,Panathinaikos OPAP,69,,,
Sat Oct 31 2020,Larisa Bread factory,68,,AEK Athens,87,,,
Sat Oct 31 2020,Peristeri,80,,Ionikos Hellenic Coin,75,,,
Sat Oct 31 2020,Lavrio Megabolt,,,PAOK,,,,Postponed
Sat Oct 31 2020,Messolonghi BAXI,77,,Kolossos H Hotels,66,,,
Sun Nov 1 2020,Iraklis,,,Aris,,,,Postponed
Sun Nov 1 2020,Panathinaikos OPAP,,,Promitheas Patras,,,,Postponed
Wed Nov 4 2020,Iraklis,,,Aris,,,,Postponed
Sat Nov 7 2020,Ionikos Hellenic Coin,66,,Messolonghi BAXI,79,,,
Sat Nov 7 2020,AEK Athens,66,,Peristeri,62,,,
Sun Nov 8 2020,PAOK,67,,Panathinaikos OPAP,96,,,
Tue Nov 10 2020,Iraklis,75,,Aris,81,,,
Sat Nov 14 2020,Promitheas Patras,,,AEK Athens,,,,Postponed
Sat Nov 14 2020,Iraklis,77,,Ionikos Hellenic Coin,67,,,
Sat Nov 14 2020,Kolossos H Hotels,,,Iraklis,,,,Postponed
Sat Nov 14 2020,Promitheas Patras,,,Larisa Bread factory,,,,Postponed
Sat Nov 14 2020,Aris,,,Lavrio Megabolt,,,,Postponed
Sat Nov 14 2020,Larisa Bread factory,,,PAOK,,,,Postponed
Sat Nov 14 2020,Lavrio Megabolt,62,,Kolossos H Hotels,77,,,
Sun Nov 15 2020,Panathinaikos OPAP,,,Aris,,,,Postponed
Sun Nov 15 2020,Messolonghi BAXI,72,,Peristeri,84,,,
Wed Nov 18 2020,Kolossos H Hotels,65,,Iraklis,66,,,
Wed Nov 18 2020,Lavrio Megabolt,65,,PAOK,83,,,
Sat Nov 21 2020,Aris,,,Larisa Bread factory,,,,Postponed
Sat Nov 21 2020,AEK Athens,87,,Messolonghi BAXI,66,,,
Sat Nov 21 2020,PAOK,80,,Promitheas Patras,83,,,
Sun Nov 22 2020,Peristeri,75,,Iraklis,71,,OT,
Sun Nov 22 2020,Ionikos Hellenic Coin,91,,Lavrio Megabolt,81,,,
Sun Nov 22 2020,Kolossos H Hotels,67,,Panathinaikos OPAP,90,,,
Sat Nov 28 2020,Aris,,,Lavrio Megabolt,,,,Postponed
Sat Dec 5 2020,PAOK,,,AEK Athens,,,,Cancelled
Sat Dec 5 2020,Promitheas Patras,83,,Aris,94,,,
Sat Dec 5 2020,Iraklis,71,,Messolonghi BAXI,68,,,
Sat Dec 5 2020,Lavrio Megabolt,78,,Peristeri,70,,,
Sat Dec 5 2020,Larisa Bread factory,64,,Kolossos H Hotels,90,,,
Sun Dec 6 2020,Panathinaikos OPAP,79,,Ionikos Hellenic Coin,53,,,
Wed Dec 9 2020,Aris,71,,Lavrio Megabolt,92,,,
Wed Dec 9 2020,Larisa Bread factory,93,,PAOK,91,,,
Sat Dec 12 2020,AEK Athens,79,,Iraklis,72,,,
Sat Dec 12 2020,Ionikos Hellenic Coin,97,,Larisa Bread factory,76,,,
Sat Dec 12 2020,Messolonghi BAXI,70,,Lavrio Megabolt,87,,,
Sun Dec 13 2020,Peristeri,57,,Panathinaikos OPAP,76,,,
Sun Dec 13 2020,Aris,64,,PAOK,75,,,
Sun Dec 13 2020,Kolossos H Hotels,67,,Promitheas Patras,69,,,
Wed Dec 16 2020,Aris,88,,Larisa Bread factory,84,,,
Sat Dec 19 2020,Promitheas Patras,77,,Ionikos Hellenic Coin,86,,,
Sat Dec 19 2020,Lavrio Megabolt,77,,Iraklis,60,,,
Sat Dec 19 2020,Larisa Bread factory,,,Peristeri,,,,Cancelled
Sat Dec 19 2020,PAOK,85,,Kolossos H Hotels,84,,,
Sun Dec 20 2020,Aris,67,,AEK Athens,84,,,
Sun Dec 20 2020,Panathinaikos OPAP,73,,Messolonghi BAXI,66,,,
Sat Dec 26 2020,Kolossos H Hotels,84,,Aris,74,,,
Sat Dec 26 2020,Peristeri,58,,Promitheas Patras,75,,,
Sun Dec 27 2020,Messolonghi BAXI,58,,Larisa Bread factory,84,,,
Sun Dec 27 2020,AEK Athens,70,,Lavrio Megabolt,78,,,
Sun Dec 27 2020,Iraklis,74,,Panathinaikos OPAP,106,,,
Sun Dec 27 2020,Ionikos Hellenic Coin,84,,PAOK,86,,,
Sat Jan 2 2021,Kolossos H Hotels,72,,AEK Athens,89,,,
Sat Jan 2 2021,Larisa Bread factory,69,,Iraklis,73,,,
Sun Jan 3 2021,Aris,64,,Ionikos Hellenic Coin,68,,,
Sun Jan 3 2021,Panathinaikos OPAP,82,,Lavrio Megabolt,92,,,
Sun Jan 3 2021,Promitheas Patras,88,,Messolonghi BAXI,82,,,
Sun Jan 3 2021,PAOK,67,,Peristeri,76,,,
Wed Jan 6 2021,Promitheas Patras,81,,Larisa Bread factory,85,,,
Sat Jan 9 2021,Peristeri,84,,Aris,71,,,
Sat Jan 9 2021,Messolonghi BAXI,87,,PAOK,96,,,
Sat Jan 9 2021,Ionikos Hellenic Coin,74,,Kolossos H Hotels,94,,,
Sun Jan 10 2021,AEK Athens,75,,Panathinaikos OPAP,80,,,
Sun Jan 10 2021,Iraklis,61,,Promitheas Patras,85,,,
Mon Jan 11 2021,Lavrio Megabolt,66,,Larisa Bread factory,58,,,
Sat Jan 16 2021,Promitheas Patras,82,,AEK Athens,75,,,
Sun Jan 17 2021,Panathinaikos OPAP,93,,Aris,75,,,
Wed Jan 20 2021,Promitheas Patras,72,,Lavrio Megabolt,75,,,
Sat Jan 23 2021,Ionikos Hellenic Coin,74,,AEK Athens,81,,,
Sat Jan 23 2021,Messolonghi BAXI,48,,Aris,77,,,
Sat Jan 23 2021,Iraklis,72,,PAOK,79,,,
Sat Jan 23 2021,Lavrio Megabolt,88,,Promitheas Patras,90,,,
Sat Jan 23 2021,Peristeri,65,,Kolossos H Hotels,80,,,
Sun Jan 24 2021,Panathinaikos OPAP,98,,Larisa Bread factory,89,,,
Wed Jan 27 2021,PAOK,56,,AEK Athens,76,,,
Sat Jan 30 2021,Aris,,,Iraklis,,,,Postponed
Sat Jan 30 2021,AEK Athens,75,,Larisa Bread factory,76,,,
Sat Jan 30 2021,PAOK,77,,Lavrio Megabolt,84,,,
Sat Jan 30 2021,Kolossos H Hotels,77,,Messolonghi BAXI,87,,,
Sat Jan 30 2021,Ionikos Hellenic Coin,70,,Peristeri,86,,,
Sun Jan 31 2021,Promitheas Patras,80,,Panathinaikos OPAP,78,,,
Sat Feb 6 2021,Peristeri,59,,AEK Athens,91,,,
Sat Feb 6 2021,Lavrio Megabolt,94,,Aris,89,,,
Sat Feb 6 2021,Messolonghi BAXI,85,,Ionikos Hellenic Coin,100,,,
Sat Feb 6 2021,Larisa Bread factory,63,,Promitheas Patras,81,,,
Sat Feb 6 2021,Iraklis,61,,Kolossos H Hotels,84,,,
Sun Feb 7 2021,Panathinaikos OPAP,,,PAOK,,,,Postponed
Sat Feb 27 2021,Kolossos H Hotels,,,Lavrio Megabolt,,,,Postponed
Sat Feb 27 2021,Peristeri,70,,Messolonghi BAXI,63,,,
Sat Feb 27 2021,AEK Athens,,,Promitheas Patras,,,,Postponed
Sun Feb 28 2021,Ionikos Hellenic Coin,78,,Iraklis,75,,,
Sun Feb 28 2021,PAOK,91,,Larisa Bread factory,88,,OT,
Sun Feb 28 2021,Aris,72,,Panathinaikos OPAP,94,,,
Sat Mar 6 2021,Messolonghi BAXI,76,,AEK Athens,98,,,
Sat Mar 6 2021,Larisa Bread factory,52,,Aris,70,,,
Sat Mar 6 2021,Promitheas Patras,78,,PAOK,81,,,
Sat Mar 6 2021,Iraklis,79,,Peristeri,70,,,
Sun Mar 7 2021,Lavrio Megabolt,89,,Ionikos Hellenic Coin,88,,,
Sun Mar 7 2021,Panathinaikos OPAP,95,,Kolossos H Hotels,82,,,
Wed Mar 10 2021,Aris,76,,Iraklis,54,,,
Wed Mar 10 2021,Kolossos H Hotels,77,,Lavrio Megabolt,83,,OT,
Sat Mar 13 2021,Ionikos Hellenic Coin,74,,Panathinaikos OPAP,98,,,
Sat Mar 13 2021,AEK Athens,87,,PAOK,85,,OT,
Sat Mar 13 2021,Aris,,,Promitheas Patras,,,,Postponed
Sun Mar 14 2021,Messolonghi BAXI,78,,Iraklis,100,,,
Sun Mar 14 2021,Kolossos H Hotels,73,,Larisa Bread factory,82,,,
Sun Mar 14 2021,Peristeri,71,,Lavrio Megabolt,88,,,
Tue Mar 16 2021,Panathinaikos OPAP,,,Promitheas Patras,,,,Postponed
Sat Mar 20 2021,Iraklis,97,,AEK Athens,100,,OT,
Sat Mar 20 2021,PAOK,77,,Aris,71,,,
Sat Mar 20 2021,Lavrio Megabolt,79,,Messolonghi BAXI,75,,,
Sun Mar 21 2021,Larisa Bread factory,76,,Ionikos Hellenic Coin,83,,,
Sun Mar 21 2021,Promitheas Patras,,,Kolossos H Hotels,,,,Postponed
Mon Mar 22 2021,Panathinaikos OPAP,74,,Peristeri,68,,,
Sat Mar 27 2021,AEK Athens,73,,Aris,68,,,
Sat Mar 27 2021,Messolonghi BAXI,68,,Panathinaikos OPAP,102,,,
Sat Mar 27 2021,Ionikos Hellenic Coin,72,,Promitheas Patras,82,,,
Sun Mar 28 2021,Peristeri,98,,Larisa Bread factory,78,,,
Sun Mar 28 2021,Kolossos H Hotels,74,,PAOK,82,,,
Wed Mar 31 2021,Iraklis,,,Lavrio Megabolt,,,,Postponed
Wed Mar 31 2021,Aris,69,,Promitheas Patras,90,,,
Sat Apr 3 2021,Lavrio Megabolt,97,,AEK Athens,94,,OT,
Sat Apr 3 2021,PAOK,84,,Ionikos Hellenic Coin,83,,,
Sat Apr 3 2021,Larisa Bread factory,77,,Messolonghi BAXI,79,,,
Sat Apr 3 2021,Aris,72,,Kolossos H Hotels,83,,,
Sun Apr 4 2021,Panathinaikos OPAP,,,Iraklis,,,,Postponed
Sun Apr 4 2021,Promitheas Patras,73,,Peristeri,70,,,
Wed Apr 7 2021,Promitheas Patras,84,,Kolossos H Hotels,79,,,
Sat Apr 10 2021,Ionikos Hellenic Coin,62,,Aris,74,,,
Sat Apr 10 2021,Lavrio Megabolt,69,,Panathinaikos OPAP,105,,,
Sat Apr 10 2021,AEK Athens,72,,Kolossos H Hotels,79,,,
Sun Apr 11 2021,Iraklis,76,,Larisa Bread factory,80,,,
Sun Apr 11 2021,Peristeri,66,,PAOK,85,,,
Sun Apr 11 2021,Messolonghi BAXI,68,,Promitheas Patras,84,,,
Wed Apr 14 2021,Iraklis,77,,Lavrio Megabolt,105,,,
Wed Apr 14 2021,AEK Athens,78,,Promitheas Patras,80,,,
Sun Apr 18 2021,Panathinaikos OPAP,74,,PAOK,68,,,
Tue Apr 20 2021,Panathinaikos OPAP,100,,Iraklis,66,,,
Sat Apr 24 2021,Panathinaikos OPAP,83,,Promitheas Patras,61,,,
Sun Apr 25 2021,Larisa Bread factory,56,,Peristeri,80,,,
Wed Apr 28 2021,Panathinaikos OPAP,104,,AEK Athens,95,,,
Wed Apr 28 2021,Kolossos H Hotels,85,,Ionikos Hellenic Coin,86,,OT,
Wed Apr 28 2021,Promitheas Patras,90,,Iraklis,85,,,
Wed Apr 28 2021,Larisa Bread factory,75,,Lavrio Megabolt,81,,,
Wed Apr 28 2021,PAOK,84,,Messolonghi BAXI,69,,,
Wed Apr 28 2021,Aris,65,,Peristeri,82,,,
