Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 8 2022,Kolossos H Hotels,84,,Ionikos,89,,OT,
Sat Oct 8 2022,Promitheas Patras,90,,Lavrio Megabolt,80,,,
Sat Oct 8 2022,PAOK mateco,77,,Peristeri bwin,85,,,
Sun Oct 9 2022,ASK Karditsas,63,,AEK Athens,79,,,
Sun Oct 9 2022,Panathinaikos OPAP,65,,Aris,69,,,
Mon Oct 10 2022,Olympiacos,87,,Apollon Patras,61,,,
Sat Oct 15 2022,Apollon Patras,68,,AEK Athens,83,,,
Sat Oct 15 2022,Kolossos H Hotels,57,,ASK Karditsas,59,,,
Sat Oct 15 2022,Aris,66,,PAOK mateco,88,,,
Sun Oct 16 2022,Peristeri bwin,79,,Olympiacos,101,,,
Sun Oct 16 2022,Lavrio Megabolt,70,,Panathinaikos OPAP,93,,,
Sun Oct 16 2022,Ionikos,84,,Promitheas Patras,97,,,
Sat Oct 22 2022,ASK Karditsas,72,,Apollon Patras,78,,OT,
Sat Oct 22 2022,PAOK mateco,75,,Lavrio Megabolt,70,,,
Sat Oct 22 2022,Promitheas Patras,67,,Kolossos H Hotels,69,,,
Sun Oct 23 2022,Panathinaikos OPAP,86,,Ionikos,62,,,
Sun Oct 23 2022,AEK Athens,84,,Peristeri bwin,80,,,
Mon Oct 24 2022,Olympiacos,83,,Aris,66,,,
Sat Oct 29 2022,Aris,76,,AEK Athens,63,,,
Sat Oct 29 2022,Peristeri bwin,77,,Apollon Patras,71,,,
Sat Oct 29 2022,Ionikos,78,,PAOK mateco,82,,,
Sun Oct 30 2022,Lavrio Megabolt,61,,Olympiacos,98,,,
Sun Oct 30 2022,Kolossos H Hotels,67,,Panathinaikos OPAP,77,,,
Sat Nov 5 2022,Apollon Patras,57,,Aris,70,,,
Sat Nov 5 2022,AEK Athens,84,,Lavrio Megabolt,67,,,
Sat Nov 5 2022,PAOK mateco,76,,Kolossos H Hotels,80,,,
Sun Nov 6 2022,Olympiacos,107,,Ionikos,81,,,
Sun Nov 6 2022,ASK Karditsas,77,,Peristeri bwin,102,,,
Sun Nov 6 2022,Panathinaikos OPAP,,,Promitheas Patras,,,,Postponed
Sat Nov 19 2022,Ionikos,77,,AEK Athens,92,,,
Sat Nov 19 2022,Kolossos H Hotels,64,,Olympiacos,99,,,
Sat Nov 19 2022,Aris,90,,Peristeri bwin,92,,,
Sun Nov 20 2022,Lavrio Megabolt,54,,Apollon Patras,71,,,
Sun Nov 20 2022,Panathinaikos OPAP,99,,ASK Karditsas,82,,,
Sun Nov 20 2022,Promitheas Patras,92,,PAOK mateco,97,,,
Sat Nov 26 2022,ASK Karditsas,68,,Aris,85,,,
Sat Nov 26 2022,Peristeri bwin,85,,Lavrio Megabolt,79,,,
Sun Nov 27 2022,Apollon Patras,75,,Ionikos,79,,,
Sun Nov 27 2022,PAOK mateco,63,,Panathinaikos OPAP,87,,,
Sun Nov 27 2022,Olympiacos,100,,Promitheas Patras,72,,,
Mon Nov 28 2022,AEK Athens,67,,Kolossos H Hotels,73,,,
Sat Dec 3 2022,Promitheas Patras,70,,AEK Athens,73,,,
Sat Dec 3 2022,Kolossos H Hotels,66,,Apollon Patras,85,,,
Sat Dec 3 2022,Ionikos,67,,Peristeri bwin,96,,,
Sun Dec 4 2022,Lavrio Megabolt,61,,Aris,87,,,
Sun Dec 4 2022,PAOK mateco,92,,ASK Karditsas,63,,,
Mon Dec 5 2022,Panathinaikos OPAP,66,,Olympiacos,68,,,
Sat Dec 10 2022,ASK Karditsas,80,,Lavrio Megabolt,81,,,
Sat Dec 10 2022,Apollon Patras,71,,Promitheas Patras,80,,,
Sat Dec 10 2022,Peristeri bwin,,,Kolossos H Hotels,,,,Postponed
Sun Dec 11 2022,Aris,97,,Ionikos,90,,OT,
Sun Dec 11 2022,AEK Athens,57,,Panathinaikos OPAP,71,,,
Sun Dec 11 2022,Olympiacos,88,,PAOK mateco,68,,,
Tue Dec 27 2022,PAOK mateco,83,,AEK Athens,71,,,
Mon Dec 26 2022,Panathinaikos OPAP,96,,Apollon Patras,65,,,
Mon Dec 26 2022,Kolossos H Hotels,74,,Aris,68,,,
Tue Dec 27 2022,Olympiacos,89,,ASK Karditsas,75,,,
Tue Dec 27 2022,Ionikos,,,Lavrio Megabolt,,,,Postponed
Mon Dec 26 2022,Promitheas Patras,68,,Peristeri bwin,88,,,
Fri Dec 30 2022,Promitheas Patras,81,,ASK Karditsas,68,,,
Fri Dec 30 2022,Peristeri bwin,82,,Kolossos H Hotels,88,,,
Mon Jan 2 2023,Ionikos,63,,Lavrio Megabolt,95,,,
Mon Jan 2 2023,Panathinaikos OPAP,75,,Promitheas Patras,44,,,
Sat Jan 7 2023,ASK Karditsas,71,,Ionikos,78,,,
Sun Jan 8 2023,AEK Athens,71,,Olympiacos,111,,,
Sat Jan 7 2023,Peristeri bwin,71,,Panathinaikos OPAP,72,,,
Sun Jan 8 2023,Apollon Patras,60,,PAOK mateco,97,,,
Sat Jan 7 2023,Aris,61,,Promitheas Patras,64,,,
Sun Jan 8 2023,Lavrio Megabolt,87,,Kolossos H Hotels,90,,,
Sat Jan 14 2023,AEK Athens,70,,ASK Karditsas,64,,,
Mon Jan 16 2023,Apollon Patras,60,,Olympiacos,97,,,
Sun Jan 15 2023,Aris,79,,Panathinaikos OPAP,96,,,
Sun Jan 15 2023,Peristeri bwin,81,,PAOK mateco,70,,,
Sat Jan 14 2023,Lavrio Megabolt,71,,Promitheas Patras,74,,,
Sat Jan 14 2023,Ionikos,48,,Kolossos H Hotels,89,,,
Sat Jan 21 2023,AEK Athens,69,,Apollon Patras,61,,,
Sun Jan 22 2023,PAOK mateco,70,,Aris,77,,,
Sat Jan 21 2023,Promitheas Patras,74,,Ionikos,66,,,
Sun Jan 22 2023,Panathinaikos OPAP,86,,Lavrio Megabolt,84,,,
Mon Jan 23 2023,Olympiacos,87,,Peristeri bwin,86,,,
Sat Jan 21 2023,ASK Karditsas,62,,Kolossos H Hotels,73,,,
Sat Jan 28 2023,Peristeri bwin,64,,AEK Athens,68,,,
Sun Jan 29 2023,Apollon Patras,65,,ASK Karditsas,80,,,
Sun Jan 29 2023,Aris,75,,Olympiacos,89,,,
Sat Jan 28 2023,Ionikos,70,,Panathinaikos OPAP,102,,,
Sun Jan 29 2023,Lavrio Megabolt,68,,PAOK mateco,93,,,
Sat Jan 28 2023,Kolossos H Hotels,76,,Promitheas Patras,80,,,
Sat Feb 4 2023,AEK Athens,64,,Aris,74,,,
Sun Feb 5 2023,PAOK mateco,71,,Ionikos,74,,,
Sun Feb 5 2023,Olympiacos,,,Lavrio Megabolt,,,,Postponed
Sat Feb 4 2023,Apollon Patras,69,,Peristeri bwin,75,,,
Sat Feb 4 2023,ASK Karditsas,66,,Promitheas Patras,76,,,
Mon Feb 6 2023,Panathinaikos OPAP,,,Kolossos H Hotels,,,,Postponed
Sat Feb 11 2023,Lavrio Megabolt,95,,AEK Athens,81,,,
Sun Feb 12 2023,Aris,82,,Apollon Patras,74,,,
Sat Feb 11 2023,Peristeri bwin,80,,ASK Karditsas,86,,,
Sun Feb 12 2023,Ionikos,68,,Olympiacos,100,,,
Mon Feb 13 2023,Promitheas Patras,79,,Panathinaikos OPAP,87,,,
Sat Feb 11 2023,Kolossos H Hotels,82,,PAOK mateco,89,,,
Sun Mar 5 2023,Peristeri bwin,83,,Aris,78,,,
Sat Mar 4 2023,AEK Athens,98,,Ionikos,79,,,
Sat Mar 4 2023,Apollon Patras,68,,Lavrio Megabolt,74,,,
Sat Mar 4 2023,ASK Karditsas,75,,Panathinaikos OPAP,91,,,
Sat Mar 4 2023,PAOK mateco,69,,Promitheas Patras,90,,,
Sun Mar 5 2023,Olympiacos,80,,Kolossos H Hotels,79,,,
Sat Mar 11 2023,Kolossos H Hotels,89,,AEK Athens,95,,,
Sat Mar 11 2023,Ionikos,66,,Apollon Patras,93,,,
Sun Mar 12 2023,Aris,77,,ASK Karditsas,78,,OT,
Sun Mar 12 2023,Promitheas Patras,77,,Olympiacos,89,,,
Mon Mar 13 2023,Panathinaikos OPAP,73,,PAOK mateco,81,,,
Sat Mar 11 2023,Lavrio Megabolt,66,,Peristeri bwin,77,,,
Sat Mar 18 2023,Peristeri bwin,102,,Ionikos,75,,,
Sat Mar 18 2023,Aris,70,,Lavrio Megabolt,81,,,
Sun Mar 19 2023,Olympiacos,76,,Panathinaikos OPAP,74,,,
Sun Mar 19 2023,ASK Karditsas,79,,PAOK mateco,87,,,
Sat Mar 18 2023,AEK Athens,,,Promitheas Patras,,,,Postponed
Sun Mar 19 2023,Apollon Patras,68,,Kolossos H Hotels,88,,,
Tue Mar 21 2023,Olympiacos,103,,Lavrio Megabolt,75,,,
Sat Mar 25 2023,Panathinaikos OPAP,73,,AEK Athens,77,,,
Sat Mar 25 2023,Promitheas Patras,57,,Apollon Patras,68,,,
Sat Mar 25 2023,Ionikos,64,,Aris,103,,,
Sun Mar 26 2023,Lavrio Megabolt,85,,ASK Karditsas,70,,,
Sun Mar 26 2023,PAOK mateco,70,,Olympiacos,100,,,
Sun Mar 26 2023,Kolossos H Hotels,78,,Peristeri bwin,88,,,
Thu Mar 30 2023,AEK Athens,72,,Promitheas Patras,85,,,
Sat Apr 1 2023,Lavrio Megabolt,90,,Ionikos,82,,,
Sun Apr 2 2023,ASK Karditsas,61,,Olympiacos,92,,,
Sun Apr 2 2023,Apollon Patras,77,,Panathinaikos OPAP,108,,,
Sat Apr 1 2023,AEK Athens,72,,PAOK mateco,78,,,
Sun Apr 2 2023,Peristeri bwin,83,,Promitheas Patras,91,,,
Sat Apr 1 2023,Aris,90,,Kolossos H Hotels,96,,,
Tue Apr 4 2023,Panathinaikos OPAP,96,,Kolossos H Hotels,59,,,
Sun Apr 9 2023,Olympiacos,85,,AEK Athens,78,,,
Sun Apr 9 2023,PAOK mateco,88,,Apollon Patras,65,,,
Sun Apr 9 2023,Promitheas Patras,79,,Aris,95,,,
Sat Apr 8 2023,Ionikos,83,,ASK Karditsas,85,,,
Sun Apr 9 2023,Kolossos H Hotels,97,,Lavrio Megabolt,83,,,
Sun Apr 9 2023,Panathinaikos OPAP,89,,Peristeri bwin,96,,,
