Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Sat Jul 12 2014,Atlanta Dream,93,Indiana Fever,74,Box Score
Sat Jul 12 2014,Washington Mystics,91,Tulsa Shock,74,Box Score
Sun Jul 13 2014,Chicago Sky,79,Atlanta Dream,81,Box Score
Sun Jul 13 2014,Los Angeles Sparks,90,Connecticut Sun,64,Box Score
Sun Jul 13 2014,Seattle Storm,60,Minnesota Lynx,77,Box Score
Sun Jul 13 2014,San Antonio Silver Stars,61,Phoenix Mercury,90,Box Score
Tue Jul 15 2014,Los Angeles Sparks,86,Indiana Fever,78,Box Score
Tue Jul 15 2014,Washington Mystics,78,Phoenix Mercury,90,Box Score
Tue Jul 15 2014,Connecticut Sun,86,Seattle Storm,63,Box Score
Wed Jul 16 2014,Tulsa Shock,82,Minnesota Lynx,93,Box Score
Wed Jul 16 2014,Atlanta Dream,75,New York Liberty,77,Box Score
Thu Jul 17 2014,Chicago Sky,64,Indiana Fever,82,Box Score
Thu Jul 17 2014,Washington Mystics,79,Los Angeles Sparks,75,Box Score
Thu Jul 17 2014,Connecticut Sun,85,Phoenix Mercury,101,Box Score
Thu Jul 17 2014,San Antonio Silver Stars,90,Tulsa Shock,95,Box Score
Tue Jul 22 2014,Indiana Fever,57,Chicago Sky,60,Box Score
Tue Jul 22 2014,Atlanta Dream,108,Minnesota Lynx,112,Box Score
Tue Jul 22 2014,Tulsa Shock,93,San Antonio Silver Stars,95,Box Score
Tue Jul 22 2014,Phoenix Mercury,89,Seattle Storm,71,Box Score
Wed Jul 23 2014,New York Liberty,66,Los Angeles Sparks,64,Box Score
Wed Jul 23 2014,Connecticut Sun,75,Washington Mystics,89,Box Score
Thu Jul 24 2014,Phoenix Mercury,93,Los Angeles Sparks,73,Box Score
Thu Jul 24 2014,New York Liberty,84,Seattle Storm,80,Box Score
Fri Jul 25 2014,Chicago Sky,79,Atlanta Dream,75,Box Score
Fri Jul 25 2014,San Antonio Silver Stars,78,Minnesota Lynx,88,Box Score
Fri Jul 25 2014,Tulsa Shock,77,Washington Mystics,82,Box Score
Sat Jul 26 2014,New York Liberty,63,Phoenix Mercury,78,Box Score
Sat Jul 26 2014,Indiana Fever,75,San Antonio Silver Stars,68,Box Score
Sat Jul 26 2014,Los Angeles Sparks,77,Seattle Storm,69,Box Score
Sun Jul 27 2014,Minnesota Lynx,76,Connecticut Sun,65,Box Score
Sun Jul 27 2014,Chicago Sky,69,Tulsa Shock,79,Box Score
Sun Jul 27 2014,Atlanta Dream,67,Washington Mystics,77,Box Score
Mon Jul 28 2014,Indiana Fever,73,Los Angeles Sparks,77,Box Score
Tue Jul 29 2014,Connecticut Sun,80,Atlanta Dream,89,Box Score
Tue Jul 29 2014,Washington Mystics,76,New York Liberty,80,Box Score
Tue Jul 29 2014,Los Angeles Sparks,69,Phoenix Mercury,90,Box Score
Tue Jul 29 2014,Chicago Sky,74,San Antonio Silver Stars,92,Box Score
Tue Jul 29 2014,Seattle Storm,74,Tulsa Shock,80,Box Score
Thu Jul 31 2014,New York Liberty,74,Chicago Sky,87,Box Score
Thu Jul 31 2014,Phoenix Mercury,67,Minnesota Lynx,75,Box Score
Thu Jul 31 2014,Indiana Fever,76,Seattle Storm,67,Box Score
Thu Jul 31 2014,Atlanta Dream,85,Tulsa Shock,75,Box Score
Fri Aug 1 2014,Connecticut Sun,89,San Antonio Silver Stars,79,Box Score
Sat Aug 2 2014,Indiana Fever,69,Phoenix Mercury,79,Box Score
Sat Aug 2 2014,Minnesota Lynx,84,Tulsa Shock,75,Box Score
Sun Aug 3 2014,New York Liberty,83,Atlanta Dream,76,Box Score
Sun Aug 3 2014,Washington Mystics,65,Chicago Sky,76,Box Score
Sun Aug 3 2014,Connecticut Sun,69,Los Angeles Sparks,70,Box Score
Sun Aug 3 2014,San Antonio Silver Stars,65,Seattle Storm,71,Box Score
Tue Aug 5 2014,Chicago Sky,82,Connecticut Sun,66,Box Score
Tue Aug 5 2014,Minnesota Lynx,66,Indiana Fever,64,Box Score
Tue Aug 5 2014,Tulsa Shock,96,Los Angeles Sparks,90,Box Score
Tue Aug 5 2014,Atlanta Dream,67,Phoenix Mercury,75,Box Score
Tue Aug 5 2014,New York Liberty,46,Washington Mystics,79,Box Score
Thu Aug 7 2014,Chicago Sky,64,Minnesota Lynx,74,Box Score
Thu Aug 7 2014,Phoenix Mercury,78,San Antonio Silver Stars,73,Box Score
Thu Aug 7 2014,Atlanta Dream,68,Seattle Storm,88,Box Score
Fri Aug 8 2014,Washington Mystics,74,Indiana Fever,61,Box Score
Fri Aug 8 2014,Atlanta Dream,77,Los Angeles Sparks,80,Box Score
Fri Aug 8 2014,Connecticut Sun,66,New York Liberty,71,Box Score
Fri Aug 8 2014,San Antonio Silver Stars,62,Tulsa Shock,79,Box Score
Sat Aug 9 2014,Minnesota Lynx,80,Phoenix Mercury,82,Box Score
Sun Aug 10 2014,Atlanta Dream,69,Chicago Sky,80,Box Score
Sun Aug 10 2014,Washington Mystics,81,Connecticut Sun,89,Box Score
Sun Aug 10 2014,Indiana Fever,90,New York Liberty,76,Box Score
Sun Aug 10 2014,Los Angeles Sparks,76,San Antonio Silver Stars,82,Box Score
Sun Aug 10 2014,Tulsa Shock,68,Seattle Storm,74,Box Score
Tue Aug 12 2014,Los Angeles Sparks,71,Minnesota Lynx,63,Box Score
Tue Aug 12 2014,Phoenix Mercury,76,New York Liberty,64,Box Score
Wed Aug 13 2014,Phoenix Mercury,82,Atlanta Dream,96,Box Score
Wed Aug 13 2014,Chicago Sky,72,Washington Mystics,69,Box Score
Thu Aug 14 2014,New York Liberty,63,Indiana Fever,76,Box Score
Fri Aug 15 2014,Tulsa Shock,76,Atlanta Dream,92,Box Score
Fri Aug 15 2014,Washington Mystics,71,Connecticut Sun,67,Box Score
Fri Aug 15 2014,Seattle Storm,65,Los Angeles Sparks,77,Box Score
Fri Aug 15 2014,Minnesota Lynx,76,San Antonio Silver Stars,92,Box Score
Sat Aug 16 2014,Chicago Sky,67,Indiana Fever,71,Box Score
Sat Aug 16 2014,Tulsa Shock,63,Minnesota Lynx,80,Box Score
Sat Aug 16 2014,Los Angeles Sparks,69,Phoenix Mercury,76,Box Score
Sat Aug 16 2014,New York Liberty,73,Washington Mystics,61,Box Score
Sun Aug 17 2014,San Antonio Silver Stars,84,Chicago Sky,72,Box Score
Sun Aug 17 2014,Atlanta Dream,55,Connecticut Sun,84,Box Score
Sun Aug 17 2014,Indiana Fever,61,New York Liberty,73,Box Score
Sun Aug 17 2014,Phoenix Mercury,78,Seattle Storm,65,Box Score
Thu Aug 21 2014,Washington Mystics,73,Indiana Fever,78,Box Score
Thu Aug 21 2014,San Antonio Silver Stars,84,Minnesota Lynx,88,Box Score
Fri Aug 22 2014,Chicago Sky,80,Atlanta Dream,77,Box Score
Fri Aug 22 2014,Los Angeles Sparks,72,Phoenix Mercury,75,Box Score
Sat Aug 23 2014,Minnesota Lynx,94,San Antonio Silver Stars,89,Box Score
Sat Aug 23 2014,Indiana Fever,81,Washington Mystics,76,Box Score
Sun Aug 24 2014,Atlanta Dream,92,Chicago Sky,83,Box Score
Sun Aug 24 2014,Phoenix Mercury,93,Los Angeles Sparks,68,Box Score
Tue Aug 26 2014,Chicago Sky,81,Atlanta Dream,80,Box Score
Fri Aug 29 2014,Minnesota Lynx,71,Phoenix Mercury,85,Box Score
Sat Aug 30 2014,Chicago Sky,70,Indiana Fever,77,Box Score
Sun Aug 31 2014,Phoenix Mercury,77,Minnesota Lynx,82,Box Score
Mon Sep 1 2014,Indiana Fever,84,Chicago Sky,86,Box Score
Tue Sep 2 2014,Minnesota Lynx,78,Phoenix Mercury,96,Box Score
Wed Sep 3 2014,Chicago Sky,75,Indiana Fever,62,Box Score
Sun Sep 7 2014,Chicago Sky,62,Phoenix Mercury,83,Box Score
Tue Sep 9 2014,Chicago Sky,68,Phoenix Mercury,97,Box Score
Fri Sep 12 2014,Phoenix Mercury,87,Chicago Sky,82,Box Score
