Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Wed Jun 19 2019,Chicago Sky,91,New York Liberty,83,Box Score
Thu Jun 20 2019,Phoenix Mercury,54,Dallas Wings,69,Box Score
Thu Jun 20 2019,Washington Mystics,95,Las Vegas Aces,72,Box Score
Fri Jun 21 2019,Indiana Fever,76,Chicago Sky,69,Box Score
Fri Jun 21 2019,Atlanta Dream,76,Connecticut Sun,86,Box Score
Fri Jun 21 2019,Los Angeles Sparks,62,Seattle Storm,84,Box Score
Sat Jun 22 2019,Dallas Wings,68,Las Vegas Aces,86,Box Score
Sat Jun 22 2019,New York Liberty,83,Minnesota Lynx,92,Box Score
Sun Jun 23 2019,Washington Mystics,89,Atlanta Dream,73,Box Score
Sun Jun 23 2019,Connecticut Sun,75,Chicago Sky,93,Box Score
Sun Jun 23 2019,Los Angeles Sparks,72,Phoenix Mercury,82,Box Score
Sun Jun 23 2019,Indiana Fever,61,Seattle Storm,65,Box Score
Tue Jun 25 2019,Minnesota Lynx,78,Indiana Fever,74,Box Score
Tue Jun 25 2019,Seattle Storm,56,Las Vegas Aces,60,Box Score
Wed Jun 26 2019,Washington Mystics,81,Chicago Sky,74,Box Score
Wed Jun 26 2019,Connecticut Sun,73,Dallas Wings,74,Box Score
Thu Jun 27 2019,Las Vegas Aces,74,Los Angeles Sparks,86,Box Score
Fri Jun 28 2019,Dallas Wings,68,New York Liberty,69,Box Score
Fri Jun 28 2019,Indiana Fever,69,Phoenix Mercury,91,Box Score
Fri Jun 28 2019,Chicago Sky,76,Seattle Storm,79,Box Score
Sat Jun 29 2019,Indiana Fever,97,Las Vegas Aces,102,Box Score
Sat Jun 29 2019,Connecticut Sun,59,Washington Mystics,102,Box Score
Sun Jun 30 2019,New York Liberty,74,Atlanta Dream,58,Box Score
Sun Jun 30 2019,Minnesota Lynx,86,Dallas Wings,89,Box Score
Sun Jun 30 2019,Chicago Sky,69,Los Angeles Sparks,94,Box Score
Sun Jun 30 2019,Phoenix Mercury,69,Seattle Storm,67,Box Score
Tue Jul 2 2019,Chicago Sky,82,Las Vegas Aces,90,Box Score
Tue Jul 2 2019,Atlanta Dream,68,Minnesota Lynx,85,Box Score
Wed Jul 3 2019,New York Liberty,84,Seattle Storm,83,Box Score
Fri Jul 5 2019,Indiana Fever,76,Dallas Wings,56,Box Score
Fri Jul 5 2019,New York Liberty,80,Phoenix Mercury,76,Box Score
Fri Jul 5 2019,Atlanta Dream,77,Seattle Storm,66,Box Score
Sat Jul 6 2019,Minnesota Lynx,74,Connecticut Sun,71,Box Score
Sun Jul 7 2019,Dallas Wings,66,Chicago Sky,78,Box Score
Sun Jul 7 2019,Washington Mystics,81,Los Angeles Sparks,98,Box Score
Sun Jul 7 2019,Las Vegas Aces,90,New York Liberty,58,Box Score
Sun Jul 7 2019,Atlanta Dream,63,Phoenix Mercury,65,Box Score
Tue Jul 9 2019,Los Angeles Sparks,62,Dallas Wings,74,Box Score
Wed Jul 10 2019,Connecticut Sun,75,Atlanta Dream,78,Box Score
Wed Jul 10 2019,Minnesota Lynx,73,Chicago Sky,72,Box Score
Wed Jul 10 2019,Las Vegas Aces,74,Indiana Fever,71,Box Score
Wed Jul 10 2019,Phoenix Mercury,91,Washington Mystics,68,Box Score
Fri Jul 12 2019,Minnesota Lynx,53,Atlanta Dream,60,Box Score
Fri Jul 12 2019,New York Liberty,83,Chicago Sky,99,Box Score
Fri Jul 12 2019,Phoenix Mercury,64,Connecticut Sun,79,Box Score
Fri Jul 12 2019,Los Angeles Sparks,90,Indiana Fever,84,Box Score
Fri Jul 12 2019,Dallas Wings,81,Seattle Storm,95,Box Score
Sat Jul 13 2019,Las Vegas Aces,85,Washington Mystics,81,Box Score
Sun Jul 14 2019,Los Angeles Sparks,76,Atlanta Dream,71,Box Score
Sun Jul 14 2019,Chicago Sky,89,Dallas Wings,79,Box Score
Sun Jul 14 2019,Connecticut Sun,76,Indiana Fever,63,Box Score
Sun Jul 14 2019,Phoenix Mercury,62,Minnesota Lynx,75,Box Score
Sun Jul 14 2019,New York Liberty,69,Seattle Storm,78,Box Score
Wed Jul 17 2019,Atlanta Dream,76,Chicago Sky,77,Box Score
Wed Jul 17 2019,Seattle Storm,90,Minnesota Lynx,79,Box Score
Wed Jul 17 2019,Dallas Wings,64,Phoenix Mercury,69,Box Score
Thu Jul 18 2019,Dallas Wings,64,Los Angeles Sparks,69,Box Score
Fri Jul 19 2019,Atlanta Dream,69,Connecticut Sun,98,Box Score
Fri Jul 19 2019,Washington Mystics,95,Indiana Fever,88,Box Score
Fri Jul 19 2019,Las Vegas Aces,66,Seattle Storm,69,Box Score
Sat Jul 20 2019,Phoenix Mercury,70,Dallas Wings,66,Box Score
Sat Jul 20 2019,Los Angeles Sparks,78,New York Liberty,83,Box Score
Sun Jul 21 2019,Indiana Fever,70,Chicago Sky,78,Box Score
Sun Jul 21 2019,Minnesota Lynx,74,Las Vegas Aces,79,Box Score
Sun Jul 21 2019,Atlanta Dream,65,Washington Mystics,93,Box Score
Tue Jul 23 2019,Los Angeles Sparks,78,Atlanta Dream,66,Box Score
Tue Jul 23 2019,Seattle Storm,62,Las Vegas Aces,79,Box Score
Tue Jul 23 2019,Indiana Fever,77,Phoenix Mercury,95,Box Score
Wed Jul 24 2019,New York Liberty,63,Connecticut Sun,70,Box Score
Wed Jul 24 2019,Washington Mystics,79,Minnesota Lynx,71,Box Score
Tue Jul 30 2019,Chicago Sky,94,Connecticut Sun,100,Box Score
Tue Jul 30 2019,Dallas Wings,54,Las Vegas Aces,86,Box Score
Tue Jul 30 2019,Phoenix Mercury,93,Washington Mystics,99,Box Score
Wed Jul 31 2019,Atlanta Dream,59,Indiana Fever,61,Box Score
Thu Aug 1 2019,Phoenix Mercury,62,Connecticut Sun,68,Box Score
Thu Aug 1 2019,New York Liberty,64,Dallas Wings,87,Box Score
Thu Aug 1 2019,Las Vegas Aces,68,Los Angeles Sparks,76,Box Score
Fri Aug 2 2019,Washington Mystics,99,Seattle Storm,79,Box Score
Sat Aug 3 2019,Chicago Sky,87,Atlanta Dream,75,Box Score
Sat Aug 3 2019,Las Vegas Aces,75,Dallas Wings,70,Box Score
Sat Aug 3 2019,Minnesota Lynx,75,Indiana Fever,86,Box Score
Sun Aug 4 2019,Seattle Storm,75,Los Angeles Sparks,83,Box Score
Sun Aug 4 2019,Connecticut Sun,94,New York Liberty,79,Box Score
Sun Aug 4 2019,Washington Mystics,82,Phoenix Mercury,103,Box Score
Mon Aug 5 2019,Washington Mystics,99,Las Vegas Aces,70,Box Score
Tue Aug 6 2019,Minnesota Lynx,85,Atlanta Dream,69,Box Score
Wed Aug 7 2019,New York Liberty,92,Chicago Sky,101,Box Score
Thu Aug 8 2019,Phoenix Mercury,74,Los Angeles Sparks,84,Box Score
Thu Aug 8 2019,Dallas Wings,57,Seattle Storm,69,Box Score
Thu Aug 8 2019,Indiana Fever,78,Washington Mystics,91,Box Score
Fri Aug 9 2019,Chicago Sky,87,Las Vegas Aces,84,Box Score
Fri Aug 9 2019,Connecticut Sun,57,Minnesota Lynx,89,Box Score
Sat Aug 10 2019,Atlanta Dream,82,Indiana Fever,87,Box Score
Sat Aug 10 2019,Dallas Wings,80,Phoenix Mercury,77,Box Score
Sun Aug 11 2019,Chicago Sky,81,Los Angeles Sparks,84,Box Score
Sun Aug 11 2019,Connecticut Sun,81,Las Vegas Aces,89,Box Score
Sun Aug 11 2019,Seattle Storm,84,New York Liberty,69,Box Score
Sun Aug 11 2019,Minnesota Lynx,78,Washington Mystics,101,Box Score
Tue Aug 13 2019,Atlanta Dream,90,Las Vegas Aces,94,Box Score
Tue Aug 13 2019,Minnesota Lynx,89,New York Liberty,73,Box Score
Wed Aug 14 2019,Los Angeles Sparks,78,Dallas Wings,84,Box Score
Wed Aug 14 2019,Connecticut Sun,78,Phoenix Mercury,71,Box Score
Wed Aug 14 2019,Seattle Storm,59,Washington Mystics,88,Box Score
Fri Aug 16 2019,Los Angeles Sparks,81,Chicago Sky,91,Box Score
Fri Aug 16 2019,Seattle Storm,78,Connecticut Sun,79,Box Score
Fri Aug 16 2019,New York Liberty,77,Dallas Wings,83,Box Score
Fri Aug 16 2019,Washington Mystics,86,Minnesota Lynx,79,Box Score
Fri Aug 16 2019,Atlanta Dream,68,Phoenix Mercury,77,Box Score
Sun Aug 18 2019,Las Vegas Aces,100,Chicago Sky,85,Box Score
Sun Aug 18 2019,Dallas Wings,68,Connecticut Sun,78,Box Score
Sun Aug 18 2019,New York Liberty,72,Phoenix Mercury,78,Box Score
Sun Aug 18 2019,Minnesota Lynx,74,Seattle Storm,82,Box Score
Sun Aug 18 2019,Indiana Fever,68,Washington Mystics,107,Box Score
Tue Aug 20 2019,Chicago Sky,87,Atlanta Dream,83,Box Score
Tue Aug 20 2019,New York Liberty,82,Indiana Fever,76,Box Score
Tue Aug 20 2019,Minnesota Lynx,71,Los Angeles Sparks,81,Box Score
Tue Aug 20 2019,Phoenix Mercury,79,Las Vegas Aces,84,Box Score
Thu Aug 22 2019,Indiana Fever,65,Los Angeles Sparks,98,Box Score
Thu Aug 22 2019,Dallas Wings,70,Minnesota Lynx,86,Box Score
Fri Aug 23 2019,Washington Mystics,78,Chicago Sky,85,Box Score
Fri Aug 23 2019,Las Vegas Aces,85,Connecticut Sun,89,Box Score
Fri Aug 23 2019,Atlanta Dream,90,New York Liberty,87,Box Score
Sun Aug 25 2019,Atlanta Dream,77,Dallas Wings,73,Box Score
Sun Aug 25 2019,Connecticut Sun,72,Los Angeles Sparks,84,Box Score
Sun Aug 25 2019,Las Vegas Aces,77,Minnesota Lynx,98,Box Score
Sun Aug 25 2019,Chicago Sky,94,Phoenix Mercury,86,Box Score
Sun Aug 25 2019,Indiana Fever,63,Seattle Storm,54,Box Score
Sun Aug 25 2019,New York Liberty,72,Washington Mystics,101,Box Score
Tue Aug 27 2019,Las Vegas Aces,71,Indiana Fever,86,Box Score
Tue Aug 27 2019,Chicago Sky,85,Minnesota Lynx,93,Box Score
Tue Aug 27 2019,Phoenix Mercury,95,New York Liberty,82,Box Score
Tue Aug 27 2019,Connecticut Sun,89,Seattle Storm,70,Box Score
Tue Aug 27 2019,Los Angeles Sparks,66,Washington Mystics,95,Box Score
Thu Aug 29 2019,Phoenix Mercury,65,Atlanta Dream,58,Box Score
Thu Aug 29 2019,Dallas Wings,88,Chicago Sky,83,Box Score
Thu Aug 29 2019,Los Angeles Sparks,87,Indiana Fever,83,Box Score
Fri Aug 30 2019,Connecticut Sun,94,New York Liberty,84,Box Score
Sat Aug 31 2019,Washington Mystics,91,Dallas Wings,85,Box Score
Sat Aug 31 2019,Los Angeles Sparks,86,Las Vegas Aces,92,Box Score
Sun Sep 1 2019,Phoenix Mercury,78,Chicago Sky,105,Box Score
Sun Sep 1 2019,Indiana Fever,73,Minnesota Lynx,81,Box Score
Sun Sep 1 2019,Atlanta Dream,75,Seattle Storm,92,Box Score
Tue Sep 3 2019,Atlanta Dream,60,Los Angeles Sparks,70,Box Score
Tue Sep 3 2019,Washington Mystics,93,New York Liberty,77,Box Score
Tue Sep 3 2019,Seattle Storm,82,Phoenix Mercury,70,Box Score
Wed Sep 4 2019,Dallas Wings,72,Connecticut Sun,102,Box Score
Thu Sep 5 2019,Las Vegas Aces,74,Atlanta Dream,78,Box Score
Thu Sep 5 2019,Seattle Storm,68,Los Angeles Sparks,102,Box Score
Fri Sep 6 2019,Chicago Sky,109,Connecticut Sun,104,Box Score
Fri Sep 6 2019,Indiana Fever,86,New York Liberty,81,Box Score
Fri Sep 6 2019,Minnesota Lynx,83,Phoenix Mercury,69,Box Score
Fri Sep 6 2019,Dallas Wings,73,Washington Mystics,86,Box Score
Sun Sep 8 2019,New York Liberty,71,Atlanta Dream,63,Box Score
Sun Sep 8 2019,Seattle Storm,78,Dallas Wings,64,Box Score
Sun Sep 8 2019,Connecticut Sun,76,Indiana Fever,104,Box Score
Sun Sep 8 2019,Minnesota Lynx,68,Los Angeles Sparks,77,Box Score
Sun Sep 8 2019,Las Vegas Aces,98,Phoenix Mercury,89,Box Score
Sun Sep 8 2019,Chicago Sky,86,Washington Mystics,100,Box Score
Wed Sep 11 2019,Phoenix Mercury,76,Chicago Sky,105,Box Score
Wed Sep 11 2019,Minnesota Lynx,74,Seattle Storm,84,Box Score
Sun Sep 15 2019,Seattle Storm,69,Los Angeles Sparks,92,Box Score
Sun Sep 15 2019,Chicago Sky,92,Las Vegas Aces,93,Box Score
Tue Sep 17 2019,Los Angeles Sparks,75,Connecticut Sun,84,Box Score
Tue Sep 17 2019,Las Vegas Aces,95,Washington Mystics,97,Box Score
Thu Sep 19 2019,Los Angeles Sparks,68,Connecticut Sun,94,Box Score
Thu Sep 19 2019,Las Vegas Aces,91,Washington Mystics,103,Box Score
Sun Sep 22 2019,Connecticut Sun,78,Los Angeles Sparks,56,Box Score
Sun Sep 22 2019,Washington Mystics,75,Las Vegas Aces,92,Box Score
Tue Sep 24 2019,Washington Mystics,94,Las Vegas Aces,90,Box Score
Sun Sep 29 2019,Connecticut Sun,86,Washington Mystics,95,Box Score
Tue Oct 1 2019,Connecticut Sun,99,Washington Mystics,87,Box Score
Sun Oct 6 2019,Washington Mystics,94,Connecticut Sun,81,Box Score
Tue Oct 8 2019,Washington Mystics,86,Connecticut Sun,90,Box Score
Thu Oct 10 2019,Connecticut Sun,78,Washington Mystics,89,Box Score
