Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Wed Jul 11 2018,New York Liberty,79,Connecticut Sun,76,Box Score
Wed Jul 11 2018,Minnesota Lynx,87,Indiana Fever,65,Box Score
Wed Jul 11 2018,Atlanta Dream,106,Washington Mystics,89,Box Score
Thu Jul 12 2018,Dallas Wings,92,Los Angeles Sparks,77,Box Score
Fri Jul 13 2018,Indiana Fever,74,Atlanta Dream,98,Box Score
Fri Jul 13 2018,Phoenix Mercury,87,Connecticut Sun,91,Box Score
Fri Jul 13 2018,Las Vegas Aces,85,Minnesota Lynx,77,Box Score
Fri Jul 13 2018,Chicago Sky,72,Washington Mystics,88,Box Score
Sat Jul 14 2018,Dallas Wings,84,Seattle Storm,91,Box Score
Sun Jul 15 2018,Washington Mystics,77,Atlanta Dream,80,Box Score
Sun Jul 15 2018,Phoenix Mercury,101,Indiana Fever,82,Box Score
Sun Jul 15 2018,Los Angeles Sparks,99,Las Vegas Aces,78,Box Score
Sun Jul 15 2018,Connecticut Sun,83,Minnesota Lynx,64,Box Score
Sun Jul 15 2018,Chicago Sky,84,New York Liberty,107,Box Score
Tue Jul 17 2018,Atlanta Dream,86,Connecticut Sun,83,Box Score
Tue Jul 17 2018,New York Liberty,87,Dallas Wings,104,Box Score
Wed Jul 18 2018,Seattle Storm,101,Chicago Sky,83,Box Score
Wed Jul 18 2018,Indiana Fever,65,Minnesota Lynx,89,Box Score
Thu Jul 19 2018,New York Liberty,68,Atlanta Dream,82,Box Score
Thu Jul 19 2018,Washington Mystics,81,Dallas Wings,90,Box Score
Thu Jul 19 2018,Las Vegas Aces,85,Phoenix Mercury,82,Box Score
Fri Jul 20 2018,Dallas Wings,99,Chicago Sky,114,Box Score
Fri Jul 20 2018,Seattle Storm,78,Connecticut Sun,65,Box Score
Fri Jul 20 2018,Indiana Fever,78,Los Angeles Sparks,76,Box Score
Sat Jul 21 2018,Washington Mystics,95,New York Liberty,78,Box Score
Sat Jul 21 2018,Minnesota Lynx,80,Phoenix Mercury,75,Box Score
Sun Jul 22 2018,Seattle Storm,74,Atlanta Dream,87,Box Score
Sun Jul 22 2018,Los Angeles Sparks,93,Chicago Sky,76,Box Score
Sun Jul 22 2018,Connecticut Sun,92,Dallas Wings,75,Box Score
Sun Jul 22 2018,Indiana Fever,74,Las Vegas Aces,88,Box Score
Tue Jul 24 2018,Washington Mystics,68,Connecticut Sun,94,Box Score
Tue Jul 24 2018,Seattle Storm,92,Indiana Fever,72,Box Score
Tue Jul 24 2018,Atlanta Dream,81,Los Angeles Sparks,71,Box Score
Tue Jul 24 2018,New York Liberty,82,Minnesota Lynx,85,Box Score
Wed Jul 25 2018,Chicago Sky,101,Phoenix Mercury,87,Box Score
Tue Jul 31 2018,Washington Mystics,86,Atlanta Dream,71,Box Score
Tue Jul 31 2018,Chicago Sky,92,Dallas Wings,91,Box Score
Tue Jul 31 2018,Seattle Storm,102,Phoenix Mercury,91,Box Score
Wed Aug 1 2018,New York Liberty,77,Connecticut Sun,92,Box Score
Wed Aug 1 2018,Phoenix Mercury,104,Las Vegas Aces,93,Box Score
Thu Aug 2 2018,Dallas Wings,78,Indiana Fever,84,Box Score
Thu Aug 2 2018,Minnesota Lynx,57,Los Angeles Sparks,79,Box Score
Fri Aug 3 2018,Chicago Sky,74,Atlanta Dream,89,Box Score
Fri Aug 3 2018,Minnesota Lynx,75,Seattle Storm,85,Box Score
Fri Aug 3 2018,Las Vegas Aces,0,Washington Mystics,1,
Sat Aug 4 2018,Indiana Fever,68,New York Liberty,55,Box Score
Sun Aug 5 2018,Las Vegas Aces,88,Connecticut Sun,109,Box Score
Sun Aug 5 2018,Washington Mystics,76,Dallas Wings,74,Box Score
Sun Aug 5 2018,Phoenix Mercury,75,Los Angeles Sparks,78,Box Score
Sun Aug 5 2018,Atlanta Dream,86,Minnesota Lynx,66,Box Score
Mon Aug 6 2018,Seattle Storm,96,New York Liberty,80,Box Score
Tue Aug 7 2018,Las Vegas Aces,100,Atlanta Dream,109,Box Score
Tue Aug 7 2018,Minnesota Lynx,85,Chicago Sky,64,Box Score
Tue Aug 7 2018,Seattle Storm,94,Indiana Fever,79,Box Score
Tue Aug 7 2018,Washington Mystics,103,Phoenix Mercury,98,Box Score
Wed Aug 8 2018,Connecticut Sun,101,Dallas Wings,92,Box Score
Wed Aug 8 2018,Los Angeles Sparks,82,New York Liberty,81,Box Score
Thu Aug 9 2018,Los Angeles Sparks,73,Atlanta Dream,79,Box Score
Thu Aug 9 2018,Minnesota Lynx,89,Las Vegas Aces,73,Box Score
Thu Aug 9 2018,Seattle Storm,77,Washington Mystics,100,Box Score
Fri Aug 10 2018,Connecticut Sun,86,Chicago Sky,97,Box Score
Fri Aug 10 2018,Indiana Fever,74,Phoenix Mercury,94,Box Score
Sat Aug 11 2018,Dallas Wings,82,Atlanta Dream,92,Box Score
Sat Aug 11 2018,Indiana Fever,74,Las Vegas Aces,92,Box Score
Sun Aug 12 2018,Chicago Sky,75,Connecticut Sun,82,Box Score
Sun Aug 12 2018,Seattle Storm,81,Minnesota Lynx,72,Box Score
Sun Aug 12 2018,Atlanta Dream,86,New York Liberty,77,Box Score
Sun Aug 12 2018,Los Angeles Sparks,78,Phoenix Mercury,86,Box Score
Sun Aug 12 2018,Dallas Wings,80,Washington Mystics,93,Box Score
Tue Aug 14 2018,Dallas Wings,76,Connecticut Sun,96,Box Score
Tue Aug 14 2018,New York Liberty,66,Los Angeles Sparks,74,Box Score
Tue Aug 14 2018,Chicago Sky,91,Minnesota Lynx,88,Box Score
Wed Aug 15 2018,Washington Mystics,76,Indiana Fever,62,Box Score
Wed Aug 15 2018,New York Liberty,72,Las Vegas Aces,85,Box Score
Fri Aug 17 2018,Minnesota Lynx,79,Connecticut Sun,96,Box Score
Fri Aug 17 2018,Las Vegas Aces,102,Dallas Wings,107,Box Score
Fri Aug 17 2018,Atlanta Dream,95,Phoenix Mercury,104,Box Score
Fri Aug 17 2018,New York Liberty,77,Seattle Storm,85,Box Score
Fri Aug 17 2018,Los Angeles Sparks,67,Washington Mystics,69,Box Score
Sat Aug 18 2018,Chicago Sky,115,Indiana Fever,106,Box Score
Sun Aug 19 2018,Indiana Fever,97,Chicago Sky,92,Box Score
Sun Aug 19 2018,Los Angeles Sparks,86,Connecticut Sun,89,Box Score
Sun Aug 19 2018,Atlanta Dream,93,Las Vegas Aces,78,Box Score
Sun Aug 19 2018,Washington Mystics,83,Minnesota Lynx,88,Box Score
Sun Aug 19 2018,New York Liberty,85,Phoenix Mercury,96,Box Score
Sun Aug 19 2018,Dallas Wings,68,Seattle Storm,84,Box Score
Tue Aug 21 2018,Minnesota Lynx,68,Los Angeles Sparks,75,Box Score
Tue Aug 21 2018,Dallas Wings,83,Phoenix Mercury,101,Box Score
Thu Aug 23 2018,Phoenix Mercury,96,Connecticut Sun,86,Box Score
Thu Aug 23 2018,Los Angeles Sparks,64,Washington Mystics,96,Box Score
Sun Aug 26 2018,Washington Mystics,87,Atlanta Dream,84,Box Score
Sun Aug 26 2018,Phoenix Mercury,87,Seattle Storm,91,Box Score
Tue Aug 28 2018,Washington Mystics,75,Atlanta Dream,78,Box Score
Tue Aug 28 2018,Phoenix Mercury,87,Seattle Storm,91,Box Score
Fri Aug 31 2018,Seattle Storm,66,Phoenix Mercury,86,Box Score
Fri Aug 31 2018,Atlanta Dream,81,Washington Mystics,76,Box Score
Sun Sep 2 2018,Seattle Storm,84,Phoenix Mercury,86,Box Score
Sun Sep 2 2018,Atlanta Dream,76,Washington Mystics,97,Box Score
Tue Sep 4 2018,Washington Mystics,86,Atlanta Dream,81,Box Score
Tue Sep 4 2018,Phoenix Mercury,84,Seattle Storm,94,Box Score
Fri Sep 7 2018,Washington Mystics,76,Seattle Storm,89,Box Score
Sun Sep 9 2018,Washington Mystics,73,Seattle Storm,75,Box Score
Wed Sep 12 2018,Seattle Storm,98,Washington Mystics,82,Box Score
