Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Sat Jun 12 2010,New York Liberty,65,Washington Mystics,82,Box Score
Sun Jun 13 2010,San Antonio Silver Stars,83,Atlanta Dream,90,Box Score
Sun Jun 13 2010,Connecticut Sun,67,Indiana Fever,77,Box Score
Sun Jun 13 2010,Minnesota Lynx,84,Los Angeles Sparks,88,Box Score
Tue Jun 15 2010,Atlanta Dream,93,Chicago Sky,86,Box Score
Thu Jun 17 2010,Seattle Storm,65,Indiana Fever,72,Box Score
Fri Jun 18 2010,Connecticut Sun,78,Los Angeles Sparks,75,Box Score
Fri Jun 18 2010,Tulsa Shock,67,Minnesota Lynx,78,Box Score
Fri Jun 18 2010,Seattle Storm,92,New York Liberty,84,Box Score
Fri Jun 18 2010,San Antonio Silver Stars,108,Phoenix Mercury,105,Box Score
Sat Jun 19 2010,Atlanta Dream,91,Indiana Fever,94,Box Score
Sat Jun 19 2010,Minnesota Lynx,92,Tulsa Shock,78,Box Score
Sat Jun 19 2010,Chicago Sky,61,Washington Mystics,65,Box Score
Sun Jun 20 2010,Connecticut Sun,96,Phoenix Mercury,94,Box Score
Sun Jun 20 2010,San Antonio Silver Stars,61,Seattle Storm,82,Box Score
Tue Jun 22 2010,Chicago Sky,86,Connecticut Sun,77,Box Score
Tue Jun 22 2010,Minnesota Lynx,75,New York Liberty,68,Box Score
Wed Jun 23 2010,Tulsa Shock,90,Atlanta Dream,96,Box Score
Thu Jun 24 2010,Los Angeles Sparks,53,Washington Mystics,68,Box Score
Fri Jun 25 2010,Washington Mystics,72,Chicago Sky,79,Box Score
Fri Jun 25 2010,Phoenix Mercury,79,Connecticut Sun,82,Box Score
Fri Jun 25 2010,Indiana Fever,81,Seattle Storm,85,Box Score
Fri Jun 25 2010,New York Liberty,92,Tulsa Shock,78,Box Score
Sat Jun 26 2010,Minnesota Lynx,66,San Antonio Silver Stars,80,Box Score
Sun Jun 27 2010,Los Angeles Sparks,81,Atlanta Dream,89,Box Score
Sun Jun 27 2010,Indiana Fever,70,Chicago Sky,64,Box Score
Sun Jun 27 2010,Connecticut Sun,68,New York Liberty,77,Box Score
Sun Jun 27 2010,Seattle Storm,83,Tulsa Shock,72,Box Score
Sun Jun 27 2010,Phoenix Mercury,85,Washington Mystics,95,Box Score
Tue Jun 29 2010,Phoenix Mercury,88,Atlanta Dream,94,Box Score
Tue Jun 29 2010,New York Liberty,80,Los Angeles Sparks,68,Box Score
Tue Jun 29 2010,San Antonio Silver Stars,72,Seattle Storm,86,Box Score
Tue Jun 29 2010,Connecticut Sun,101,Tulsa Shock,89,Box Score
Tue Jun 29 2010,Indiana Fever,65,Washington Mystics,68,Box Score
Thu Jul 1 2010,Minnesota Lynx,58,Atlanta Dream,76,Box Score
Thu Jul 1 2010,Connecticut Sun,80,Chicago Sky,92,Box Score
Thu Jul 1 2010,San Antonio Silver Stars,63,Los Angeles Sparks,73,Box Score
Thu Jul 1 2010,Washington Mystics,107,Phoenix Mercury,104,Box Score
Sat Jul 3 2010,Chicago Sky,88,Atlanta Dream,82,Box Score
Sat Jul 3 2010,Seattle Storm,75,Los Angeles Sparks,62,Box Score
Sat Jul 3 2010,New York Liberty,82,Phoenix Mercury,97,Box Score
Sat Jul 3 2010,Washington Mystics,69,Tulsa Shock,54,Box Score
Tue Jul 6 2010,Indiana Fever,58,Chicago Sky,51,Box Score
Tue Jul 6 2010,Phoenix Mercury,98,Los Angeles Sparks,89,Box Score
Tue Jul 6 2010,Connecticut Sun,66,San Antonio Silver Stars,79,Box Score
Tue Jul 6 2010,New York Liberty,70,Seattle Storm,78,Box Score
Wed Jul 7 2010,Connecticut Sun,103,Atlanta Dream,108,Box Score
Thu Jul 8 2010,Tulsa Shock,72,Indiana Fever,100,Box Score
Thu Jul 8 2010,San Antonio Silver Stars,66,Minnesota Lynx,89,Box Score
Sun Jul 11 2010,Chicago Sky,54,New York Liberty,57,Box Score
Tue Jul 13 2010,Los Angeles Sparks,87,Tulsa Shock,71,Box Score
Wed Jul 14 2010,San Antonio Silver Stars,61,Chicago Sky,88,Box Score
Wed Jul 14 2010,Connecticut Sun,77,Indiana Fever,68,Box Score
Wed Jul 14 2010,Atlanta Dream,81,Minnesota Lynx,83,Box Score
Wed Jul 14 2010,Seattle Storm,111,Phoenix Mercury,107,Box Score
Thu Jul 15 2010,Washington Mystics,67,New York Liberty,75,Box Score
Fri Jul 16 2010,Los Angeles Sparks,68,Chicago Sky,80,Box Score
Fri Jul 16 2010,Atlanta Dream,70,Indiana Fever,89,Box Score
Fri Jul 16 2010,Tulsa Shock,75,San Antonio Silver Stars,70,Box Score
Sat Jul 17 2010,Atlanta Dream,80,Connecticut Sun,96,Box Score
Sat Jul 17 2010,Seattle Storm,73,Minnesota Lynx,71,Box Score
Sat Jul 17 2010,Tulsa Shock,88,Phoenix Mercury,97,Box Score
Sun Jul 18 2010,Indiana Fever,84,New York Liberty,81,Box Score
Sun Jul 18 2010,Los Angeles Sparks,73,San Antonio Silver Stars,83,Box Score
Sun Jul 18 2010,Chicago Sky,61,Washington Mystics,59,Box Score
Tue Jul 20 2010,New York Liberty,82,Connecticut Sun,74,Box Score
Tue Jul 20 2010,Tulsa Shock,83,Los Angeles Sparks,86,Box Score
Tue Jul 20 2010,Seattle Storm,80,San Antonio Silver Stars,74,Box Score
Wed Jul 21 2010,Atlanta Dream,72,Washington Mystics,82,Box Score
Thu Jul 22 2010,Los Angeles Sparks,57,Indiana Fever,76,Box Score
Thu Jul 22 2010,San Antonio Silver Stars,74,Minnesota Lynx,72,Box Score
Thu Jul 22 2010,Phoenix Mercury,123,Tulsa Shock,91,Box Score
Fri Jul 23 2010,New York Liberty,79,Chicago Sky,71,Box Score
Sat Jul 24 2010,Los Angeles Sparks,89,Connecticut Sun,80,Box Score
Sat Jul 24 2010,Phoenix Mercury,127,Minnesota Lynx,124,Box Score
Sat Jul 24 2010,Chicago Sky,75,San Antonio Silver Stars,72,Box Score
Sat Jul 24 2010,Indiana Fever,78,Washington Mystics,73,Box Score
Sun Jul 25 2010,New York Liberty,75,Atlanta Dream,82,Box Score
Sun Jul 25 2010,Tulsa Shock,59,Seattle Storm,75,Box Score
Tue Jul 27 2010,Washington Mystics,78,Connecticut Sun,88,Box Score
Tue Jul 27 2010,Chicago Sky,74,Indiana Fever,78,Box Score
Tue Jul 27 2010,Los Angeles Sparks,71,Minnesota Lynx,58,Box Score
Tue Jul 27 2010,San Antonio Silver Stars,72,New York Liberty,77,Box Score
Tue Jul 27 2010,Phoenix Mercury,85,Seattle Storm,91,Box Score
Tue Jul 27 2010,Atlanta Dream,105,Tulsa Shock,89,Box Score
Thu Jul 29 2010,Minnesota Lynx,92,Phoenix Mercury,110,Box Score
Thu Jul 29 2010,San Antonio Silver Stars,79,Washington Mystics,75,Box Score
Fri Jul 30 2010,Atlanta Dream,94,Connecticut Sun,62,Box Score
Fri Jul 30 2010,Washington Mystics,77,Indiana Fever,73,Box Score
Fri Jul 30 2010,Los Angeles Sparks,79,New York Liberty,88,Box Score
Fri Jul 30 2010,Chicago Sky,60,Seattle Storm,80,Box Score
Fri Jul 30 2010,San Antonio Silver Stars,101,Tulsa Shock,85,Box Score
Sun Aug 1 2010,Indiana Fever,74,Atlanta Dream,90,Box Score
Sun Aug 1 2010,Seattle Storm,71,Minnesota Lynx,72,Box Score
Sun Aug 1 2010,Connecticut Sun,67,New York Liberty,71,Box Score
Sun Aug 1 2010,Chicago Sky,96,Phoenix Mercury,97,Box Score
Sun Aug 1 2010,Tulsa Shock,62,Washington Mystics,87,Box Score
Tue Aug 3 2010,Washington Mystics,86,Atlanta Dream,78,Box Score
Tue Aug 3 2010,New York Liberty,82,Indiana Fever,72,Box Score
Tue Aug 3 2010,Connecticut Sun,103,Minnesota Lynx,111,Box Score
Tue Aug 3 2010,Phoenix Mercury,103,San Antonio Silver Stars,92,Box Score
Tue Aug 3 2010,Seattle Storm,75,Tulsa Shock,84,Box Score
Wed Aug 4 2010,Chicago Sky,77,Los Angeles Sparks,82,Box Score
Thu Aug 5 2010,Connecticut Sun,82,Seattle Storm,83,Box Score
Fri Aug 6 2010,Atlanta Dream,93,Indiana Fever,95,Box Score
Fri Aug 6 2010,Tulsa Shock,70,Los Angeles Sparks,77,Box Score
Fri Aug 6 2010,Washington Mystics,77,New York Liberty,85,Box Score
Fri Aug 6 2010,San Antonio Silver Stars,87,Phoenix Mercury,103,Box Score
Sat Aug 7 2010,Minnesota Lynx,87,Chicago Sky,82,Box Score
Sat Aug 7 2010,Tulsa Shock,65,Seattle Storm,111,Box Score
Sun Aug 8 2010,Washington Mystics,67,Connecticut Sun,76,Box Score
Sun Aug 8 2010,San Antonio Silver Stars,92,Los Angeles Sparks,83,Box Score
Sun Aug 8 2010,New York Liberty,74,Minnesota Lynx,72,Box Score
Sun Aug 8 2010,Indiana Fever,104,Phoenix Mercury,82,Box Score
Tue Aug 10 2010,Seattle Storm,80,Atlanta Dream,70,Box Score
Tue Aug 10 2010,Phoenix Mercury,82,Chicago Sky,91,Box Score
Tue Aug 10 2010,Indiana Fever,82,Los Angeles Sparks,76,Box Score
Tue Aug 10 2010,Minnesota Lynx,73,San Antonio Silver Stars,66,Box Score
Tue Aug 10 2010,Connecticut Sun,74,Washington Mystics,84,Box Score
Thu Aug 12 2010,Los Angeles Sparks,78,Minnesota Lynx,77,Box Score
Fri Aug 13 2010,New York Liberty,90,Atlanta Dream,83,Box Score
Fri Aug 13 2010,Seattle Storm,68,Connecticut Sun,88,Box Score
Fri Aug 13 2010,Phoenix Mercury,90,Indiana Fever,110,Box Score
Fri Aug 13 2010,Tulsa Shock,74,San Antonio Silver Stars,94,Box Score
Fri Aug 13 2010,Minnesota Lynx,58,Washington Mystics,61,Box Score
Sat Aug 14 2010,Atlanta Dream,98,Chicago Sky,74,Box Score
Sat Aug 14 2010,Phoenix Mercury,69,New York Liberty,107,Box Score
Sat Aug 14 2010,Los Angeles Sparks,92,Tulsa Shock,87,Box Score
Sun Aug 15 2010,Indiana Fever,79,Connecticut Sun,66,Box Score
Sun Aug 15 2010,San Antonio Silver Stars,78,Minnesota Lynx,84,Box Score
Sun Aug 15 2010,Seattle Storm,71,Washington Mystics,80,Box Score
Tue Aug 17 2010,Chicago Sky,84,Atlanta Dream,79,Box Score
Tue Aug 17 2010,Tulsa Shock,62,Connecticut Sun,90,Box Score
Tue Aug 17 2010,Phoenix Mercury,90,Los Angeles Sparks,84,Box Score
Tue Aug 17 2010,Indiana Fever,57,New York Liberty,78,Box Score
Tue Aug 17 2010,Washington Mystics,76,San Antonio Silver Stars,66,Box Score
Tue Aug 17 2010,Minnesota Lynx,64,Seattle Storm,68,Box Score
Thu Aug 19 2010,Tulsa Shock,85,New York Liberty,95,Box Score
Fri Aug 20 2010,Connecticut Sun,78,Chicago Sky,71,Box Score
Fri Aug 20 2010,Minnesota Lynx,91,Los Angeles Sparks,98,Box Score
Fri Aug 20 2010,Seattle Storm,78,Phoenix Mercury,73,Box Score
Fri Aug 20 2010,Indiana Fever,61,San Antonio Silver Stars,75,Box Score
Fri Aug 20 2010,New York Liberty,74,Washington Mystics,75,Box Score
Sat Aug 21 2010,Los Angeles Sparks,75,Seattle Storm,76,Box Score
Sat Aug 21 2010,Chicago Sky,71,Tulsa Shock,84,Box Score
Sun Aug 22 2010,Washington Mystics,90,Atlanta Dream,81,Box Score
Sun Aug 22 2010,Minnesota Lynx,83,Indiana Fever,79,Box Score
Sun Aug 22 2010,Connecticut Sun,87,New York Liberty,88,Box Score
Sun Aug 22 2010,Phoenix Mercury,82,San Antonio Silver Stars,83,Box Score
Wed Aug 25 2010,Los Angeles Sparks,66,Seattle Storm,79,Box Score
Wed Aug 25 2010,Atlanta Dream,95,Washington Mystics,90,Box Score
Thu Aug 26 2010,Indiana Fever,73,New York Liberty,85,Box Score
Thu Aug 26 2010,San Antonio Silver Stars,93,Phoenix Mercury,106,Box Score
Fri Aug 27 2010,Washington Mystics,77,Atlanta Dream,101,Box Score
Sat Aug 28 2010,Seattle Storm,81,Los Angeles Sparks,66,Box Score
Sat Aug 28 2010,Phoenix Mercury,92,San Antonio Silver Stars,73,Box Score
Sun Aug 29 2010,New York Liberty,67,Indiana Fever,75,Box Score
Wed Sep 1 2010,Indiana Fever,74,New York Liberty,77,Box Score
Thu Sep 2 2010,Phoenix Mercury,74,Seattle Storm,82,Box Score
Sun Sep 5 2010,Atlanta Dream,81,New York Liberty,75,Box Score
Sun Sep 5 2010,Seattle Storm,91,Phoenix Mercury,88,Box Score
Tue Sep 7 2010,New York Liberty,93,Atlanta Dream,105,Box Score
Sun Sep 12 2010,Atlanta Dream,77,Seattle Storm,79,Box Score
Tue Sep 14 2010,Atlanta Dream,84,Seattle Storm,87,Box Score
Thu Sep 16 2010,Seattle Storm,87,Atlanta Dream,84,Box Score
