Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Thu Sep 13 2012,Chicago Sky,77,Los Angeles Sparks,86,Box Score
Fri Sep 14 2012,Minnesota Lynx,66,Indiana Fever,64,Box Score
Fri Sep 14 2012,Connecticut Sun,82,Los Angeles Sparks,93,Box Score
Fri Sep 14 2012,Tulsa Shock,92,Phoenix Mercury,84,Box Score
Fri Sep 14 2012,Seattle Storm,66,San Antonio Silver Stars,90,Box Score
Fri Sep 14 2012,Atlanta Dream,82,Washington Mystics,74,Box Score
Sun Sep 16 2012,Chicago Sky,86,Phoenix Mercury,55,Box Score
Sun Sep 16 2012,Tulsa Shock,80,San Antonio Silver Stars,70,Box Score
Sun Sep 16 2012,Connecticut Sun,60,Seattle Storm,58,Box Score
Sun Sep 16 2012,New York Liberty,75,Washington Mystics,68,Box Score
Mon Sep 17 2012,Indiana Fever,79,Minnesota Lynx,86,Box Score
Tue Sep 18 2012,Phoenix Mercury,76,Los Angeles Sparks,101,Box Score
Tue Sep 18 2012,New York Liberty,66,San Antonio Silver Stars,77,Box Score
Tue Sep 18 2012,Chicago Sky,60,Seattle Storm,75,Box Score
Wed Sep 19 2012,Indiana Fever,67,Connecticut Sun,73,Box Score
Thu Sep 20 2012,Atlanta Dream,75,Chicago Sky,66,Box Score
Thu Sep 20 2012,Minnesota Lynx,76,Los Angeles Sparks,92,Box Score
Thu Sep 20 2012,New York Liberty,66,Tulsa Shock,78,Box Score
Fri Sep 21 2012,Minnesota Lynx,89,Phoenix Mercury,66,Box Score
Fri Sep 21 2012,San Antonio Silver Stars,75,Seattle Storm,84,Box Score
Fri Sep 21 2012,Indiana Fever,66,Washington Mystics,53,Box Score
Sat Sep 22 2012,Washington Mystics,58,Chicago Sky,77,Box Score
Sat Sep 22 2012,Tulsa Shock,74,New York Liberty,91,Box Score
Sun Sep 23 2012,Atlanta Dream,72,Connecticut Sun,92,Box Score
Sun Sep 23 2012,Tulsa Shock,58,Indiana Fever,91,Box Score
Sun Sep 23 2012,Seattle Storm,71,Phoenix Mercury,57,Box Score
Sun Sep 23 2012,Minnesota Lynx,84,San Antonio Silver Stars,99,Box Score
Thu Sep 27 2012,New York Liberty,60,Connecticut Sun,65,Box Score
Thu Sep 27 2012,San Antonio Silver Stars,86,Los Angeles Sparks,93,Box Score
Fri Sep 28 2012,Atlanta Dream,75,Indiana Fever,66,Box Score
Fri Sep 28 2012,Seattle Storm,70,Minnesota Lynx,78,Box Score
Sat Sep 29 2012,Connecticut Sun,75,New York Liberty,62,Box Score
Sat Sep 29 2012,Los Angeles Sparks,101,San Antonio Silver Stars,94,Box Score
Sun Sep 30 2012,Indiana Fever,103,Atlanta Dream,88,Box Score
Sun Sep 30 2012,Minnesota Lynx,79,Seattle Storm,86,Box Score
Tue Oct 2 2012,Atlanta Dream,64,Indiana Fever,75,Box Score
Tue Oct 2 2012,Seattle Storm,72,Minnesota Lynx,73,Box Score
Thu Oct 4 2012,Los Angeles Sparks,77,Minnesota Lynx,94,Box Score
Fri Oct 5 2012,Indiana Fever,64,Connecticut Sun,76,Box Score
Sun Oct 7 2012,Minnesota Lynx,80,Los Angeles Sparks,79,Box Score
Mon Oct 8 2012,Connecticut Sun,76,Indiana Fever,78,Box Score
Thu Oct 11 2012,Indiana Fever,87,Connecticut Sun,71,Box Score
Sun Oct 14 2012,Indiana Fever,76,Minnesota Lynx,70,Box Score
Wed Oct 17 2012,Indiana Fever,71,Minnesota Lynx,83,Box Score
Fri Oct 19 2012,Minnesota Lynx,59,Indiana Fever,76,Box Score
Sun Oct 21 2012,Minnesota Lynx,78,Indiana Fever,87,Box Score
