Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Fri Jun 28 2013,Los Angeles Sparks,64,Minnesota Lynx,88,Box Score
Fri Jun 28 2013,New York Liberty,67,Seattle Storm,62,Box Score
Sat Jun 29 2013,Los Angeles Sparks,82,Chicago Sky,94,Box Score
Sat Jun 29 2013,Phoenix Mercury,89,Connecticut Sun,70,Box Score
Sun Jun 30 2013,San Antonio Silver Stars,67,Atlanta Dream,93,Box Score
Sun Jun 30 2013,Seattle Storm,63,Indiana Fever,71,Box Score
Sun Jun 30 2013,Tulsa Shock,61,Washington Mystics,84,Box Score
Tue Jul 2 2013,Seattle Storm,69,Chicago Sky,60,Box Score
Tue Jul 2 2013,Tulsa Shock,69,Connecticut Sun,88,Box Score
Tue Jul 2 2013,Minnesota Lynx,66,Los Angeles Sparks,96,Box Score
Tue Jul 2 2013,New York Liberty,87,Phoenix Mercury,94,Box Score
Thu Jul 4 2013,New York Liberty,89,Los Angeles Sparks,97,Box Score
Sat Jul 6 2013,Connecticut Sun,66,Indiana Fever,78,Box Score
Sat Jul 6 2013,San Antonio Silver Stars,66,Los Angeles Sparks,93,Box Score
Sat Jul 6 2013,Seattle Storm,59,Washington Mystics,62,Box Score
Sun Jul 7 2013,Phoenix Mercury,59,Minnesota Lynx,91,Box Score
Sun Jul 7 2013,Chicago Sky,93,New York Liberty,64,Box Score
Tue Jul 9 2013,Atlanta Dream,72,Minnesota Lynx,94,Box Score
Tue Jul 9 2013,Seattle Storm,57,New York Liberty,66,Box Score
Wed Jul 10 2013,Washington Mystics,85,Chicago Sky,89,Box Score
Wed Jul 10 2013,San Antonio Silver Stars,88,Phoenix Mercury,80,Box Score
Thu Jul 11 2013,Minnesota Lynx,69,Indiana Fever,62,Box Score
Thu Jul 11 2013,Los Angeles Sparks,94,Tulsa Shock,78,Box Score
Fri Jul 12 2013,Chicago Sky,83,Connecticut Sun,70,Box Score
Fri Jul 12 2013,Washington Mystics,83,San Antonio Silver Stars,73,Box Score
Sat Jul 13 2013,Indiana Fever,74,New York Liberty,53,Box Score
Sat Jul 13 2013,Minnesota Lynx,86,Tulsa Shock,75,Box Score
Sun Jul 14 2013,San Antonio Silver Stars,84,Connecticut Sun,86,Box Score
Sun Jul 14 2013,Los Angeles Sparks,88,Phoenix Mercury,76,Box Score
Sun Jul 14 2013,Atlanta Dream,65,Seattle Storm,73,Box Score
Tue Jul 16 2013,San Antonio Silver Stars,64,Washington Mystics,86,Box Score
Wed Jul 17 2013,Atlanta Dream,73,Los Angeles Sparks,77,Box Score
Wed Jul 17 2013,Tulsa Shock,86,Seattle Storm,59,Box Score
Thu Jul 18 2013,Phoenix Mercury,90,Los Angeles Sparks,84,Box Score
Thu Jul 18 2013,Chicago Sky,75,New York Liberty,55,Box Score
Fri Jul 19 2013,Washington Mystics,70,Indiana Fever,77,Box Score
Fri Jul 19 2013,Minnesota Lynx,87,San Antonio Silver Stars,71,Box Score
Fri Jul 19 2013,Connecticut Sun,58,Tulsa Shock,64,Box Score
Sat Jul 20 2013,New York Liberty,69,Chicago Sky,80,Box Score
Sat Jul 20 2013,Connecticut Sun,52,San Antonio Silver Stars,60,Box Score
Sat Jul 20 2013,Los Angeles Sparks,65,Seattle Storm,64,Box Score
Sun Jul 21 2013,Minnesota Lynx,82,Phoenix Mercury,77,Box Score
Sun Jul 21 2013,Atlanta Dream,63,Tulsa Shock,90,Box Score
Sun Jul 21 2013,Indiana Fever,65,Washington Mystics,52,Box Score
Tue Jul 23 2013,New York Liberty,77,Indiana Fever,72,Box Score
Wed Jul 24 2013,Connecticut Sun,65,Atlanta Dream,74,Box Score
Wed Jul 24 2013,Phoenix Mercury,69,Minnesota Lynx,81,Box Score
Wed Jul 24 2013,Chicago Sky,78,Washington Mystics,82,Box Score
Thu Jul 25 2013,Seattle Storm,73,Los Angeles Sparks,66,Box Score
Thu Jul 25 2013,New York Liberty,53,San Antonio Silver Stars,65,Box Score
Thu Jul 25 2013,Indiana Fever,71,Tulsa Shock,60,Box Score
Wed Jul 31 2013,New York Liberty,88,Washington Mystics,78,Box Score
Thu Aug 1 2013,Indiana Fever,64,Connecticut Sun,70,Box Score
Thu Aug 1 2013,Phoenix Mercury,79,Seattle Storm,88,Box Score
Fri Aug 2 2013,Washington Mystics,78,Chicago Sky,85,Box Score
Fri Aug 2 2013,San Antonio Silver Stars,63,Minnesota Lynx,85,Box Score
Fri Aug 2 2013,Los Angeles Sparks,89,Tulsa Shock,96,Box Score
Sat Aug 3 2013,Chicago Sky,58,Indiana Fever,79,Box Score
Sat Aug 3 2013,Connecticut Sun,88,New York Liberty,66,Box Score
Sat Aug 3 2013,Atlanta Dream,76,Phoenix Mercury,82,Box Score
Sun Aug 4 2013,Seattle Storm,72,Minnesota Lynx,90,Box Score
Sun Aug 4 2013,Tulsa Shock,65,San Antonio Silver Stars,69,Box Score
Sun Aug 4 2013,Los Angeles Sparks,75,Washington Mystics,57,Box Score
Tue Aug 6 2013,Indiana Fever,64,Chicago Sky,58,Box Score
Tue Aug 6 2013,Los Angeles Sparks,74,Connecticut Sun,72,Box Score
Tue Aug 6 2013,Washington Mystics,88,New York Liberty,93,Box Score
Tue Aug 6 2013,Seattle Storm,80,Phoenix Mercury,65,Box Score
Tue Aug 6 2013,Minnesota Lynx,93,San Antonio Silver Stars,80,Box Score
Thu Aug 8 2013,Los Angeles Sparks,74,Indiana Fever,64,Box Score
Thu Aug 8 2013,Washington Mystics,79,Minnesota Lynx,75,Box Score
Fri Aug 9 2013,Chicago Sky,77,Connecticut Sun,61,Box Score
Fri Aug 9 2013,Tulsa Shock,67,Phoenix Mercury,70,Box Score
Fri Aug 9 2013,San Antonio Silver Stars,77,Seattle Storm,56,Box Score
Sat Aug 10 2013,Atlanta Dream,66,Indiana Fever,80,Box Score
Sat Aug 10 2013,Los Angeles Sparks,85,New York Liberty,67,Box Score
Sun Aug 11 2013,New York Liberty,88,Atlanta Dream,82,Box Score
Sun Aug 11 2013,Minnesota Lynx,86,Chicago Sky,94,Box Score
Sun Aug 11 2013,Tulsa Shock,56,Phoenix Mercury,77,Box Score
Sun Aug 11 2013,San Antonio Silver Stars,63,Seattle Storm,69,Box Score
Sun Aug 11 2013,Connecticut Sun,63,Washington Mystics,74,Box Score
Tue Aug 13 2013,Chicago Sky,76,Los Angeles Sparks,80,Box Score
Wed Aug 14 2013,Atlanta Dream,86,Connecticut Sun,88,Box Score
Wed Aug 14 2013,Indiana Fever,58,Phoenix Mercury,75,Box Score
Thu Aug 15 2013,Chicago Sky,79,Seattle Storm,66,Box Score
Fri Aug 16 2013,Connecticut Sun,57,Atlanta Dream,88,Box Score
Fri Aug 16 2013,Indiana Fever,72,Los Angeles Sparks,94,Box Score
Fri Aug 16 2013,Tulsa Shock,83,Minnesota Lynx,77,Box Score
Fri Aug 16 2013,Washington Mystics,66,New York Liberty,57,Box Score
Sat Aug 17 2013,Phoenix Mercury,82,San Antonio Silver Stars,88,Box Score
Sat Aug 17 2013,Indiana Fever,70,Seattle Storm,77,Box Score
Sun Aug 18 2013,Washington Mystics,58,Atlanta Dream,76,Box Score
Sun Aug 18 2013,Connecticut Sun,78,Chicago Sky,89,Box Score
Sun Aug 18 2013,New York Liberty,57,Minnesota Lynx,88,Box Score
Tue Aug 20 2013,Minnesota Lynx,75,Atlanta Dream,88,Box Score
Tue Aug 20 2013,Los Angeles Sparks,57,Seattle Storm,77,Box Score
Tue Aug 20 2013,Phoenix Mercury,89,Tulsa Shock,86,Box Score
Tue Aug 20 2013,Chicago Sky,79,Washington Mystics,73,Box Score
Wed Aug 21 2013,San Antonio Silver Stars,63,Indiana Fever,80,Box Score
Thu Aug 22 2013,Minnesota Lynx,91,Connecticut Sun,77,Box Score
Fri Aug 23 2013,New York Liberty,64,Chicago Sky,82,Box Score
Fri Aug 23 2013,Seattle Storm,81,Phoenix Mercury,73,Box Score
Fri Aug 23 2013,San Antonio Silver Stars,67,Tulsa Shock,73,Box Score
Fri Aug 23 2013,Atlanta Dream,64,Washington Mystics,74,Box Score
Sat Aug 24 2013,Chicago Sky,67,Atlanta Dream,56,Box Score
Sat Aug 24 2013,Indiana Fever,77,Minnesota Lynx,84,Box Score
Sun Aug 25 2013,New York Liberty,74,Connecticut Sun,66,Box Score
Sun Aug 25 2013,Tulsa Shock,88,Los Angeles Sparks,90,Box Score
Sun Aug 25 2013,Seattle Storm,64,San Antonio Silver Stars,70,Box Score
Tue Aug 27 2013,Connecticut Sun,78,Los Angeles Sparks,91,Box Score
Tue Aug 27 2013,Minnesota Lynx,73,New York Liberty,47,Box Score
Tue Aug 27 2013,Seattle Storm,72,San Antonio Silver Stars,71,Box Score
Wed Aug 28 2013,Washington Mystics,85,Atlanta Dream,80,Box Score
Thu Aug 29 2013,Connecticut Sun,65,Seattle Storm,78,Box Score
Fri Aug 30 2013,Indiana Fever,73,New York Liberty,67,Box Score
Fri Aug 30 2013,San Antonio Silver Stars,74,Tulsa Shock,65,Box Score
Sat Aug 31 2013,Atlanta Dream,68,Chicago Sky,85,Box Score
Sat Aug 31 2013,Seattle Storm,74,Minnesota Lynx,97,Box Score
Sat Aug 31 2013,Connecticut Sun,68,Phoenix Mercury,76,Box Score
Sat Aug 31 2013,Los Angeles Sparks,80,San Antonio Silver Stars,67,Box Score
Sun Sep 1 2013,New York Liberty,88,Tulsa Shock,93,Box Score
Mon Sep 2 2013,Los Angeles Sparks,82,Atlanta Dream,92,Box Score
Wed Sep 4 2013,Indiana Fever,80,Atlanta Dream,89,Box Score
Wed Sep 4 2013,Los Angeles Sparks,74,Minnesota Lynx,83,Box Score
Fri Sep 6 2013,Indiana Fever,82,Chicago Sky,77,Box Score
Fri Sep 6 2013,Washington Mystics,70,Connecticut Sun,77,Box Score
Fri Sep 6 2013,Atlanta Dream,70,New York Liberty,57,Box Score
Fri Sep 6 2013,San Antonio Silver Stars,80,Phoenix Mercury,83,Box Score
Fri Sep 6 2013,Los Angeles Sparks,74,Tulsa Shock,70,Box Score
Sat Sep 7 2013,Connecticut Sun,60,Indiana Fever,69,Box Score
Sat Sep 7 2013,Minnesota Lynx,75,Seattle Storm,60,Box Score
Sun Sep 8 2013,Phoenix Mercury,79,Atlanta Dream,71,Box Score
Sun Sep 8 2013,Tulsa Shock,98,San Antonio Silver Stars,65,Box Score
Sun Sep 8 2013,Chicago Sky,93,Washington Mystics,79,Box Score
Tue Sep 10 2013,Washington Mystics,69,Indiana Fever,67,Box Score
Tue Sep 10 2013,Phoenix Mercury,80,New York Liberty,76,Box Score
Tue Sep 10 2013,Minnesota Lynx,73,Seattle Storm,60,Box Score
Wed Sep 11 2013,Phoenix Mercury,68,Chicago Sky,70,Box Score
Wed Sep 11 2013,Atlanta Dream,77,Connecticut Sun,78,Box Score
Thu Sep 12 2013,Minnesota Lynx,84,Los Angeles Sparks,85,Box Score
Thu Sep 12 2013,Seattle Storm,76,Tulsa Shock,67,Box Score
Fri Sep 13 2013,Atlanta Dream,82,Chicago Sky,87,Box Score
Fri Sep 13 2013,New York Liberty,63,Indiana Fever,66,Box Score
Fri Sep 13 2013,San Antonio Silver Stars,61,Phoenix Mercury,82,Box Score
Fri Sep 13 2013,Connecticut Sun,56,Washington Mystics,82,Box Score
Sat Sep 14 2013,Chicago Sky,66,Minnesota Lynx,79,Box Score
Sat Sep 14 2013,Tulsa Shock,73,Seattle Storm,85,Box Score
Sun Sep 15 2013,Indiana Fever,80,Connecticut Sun,82,Box Score
Sun Sep 15 2013,Phoenix Mercury,55,Los Angeles Sparks,89,Box Score
Sun Sep 15 2013,Atlanta Dream,68,San Antonio Silver Stars,97,Box Score
Sun Sep 15 2013,New York Liberty,52,Washington Mystics,70,Box Score
Thu Sep 19 2013,Washington Mystics,71,Atlanta Dream,56,Box Score
Thu Sep 19 2013,Phoenix Mercury,86,Los Angeles Sparks,75,Box Score
Fri Sep 20 2013,Indiana Fever,85,Chicago Sky,72,Box Score
Fri Sep 20 2013,Seattle Storm,64,Minnesota Lynx,80,Box Score
Sat Sep 21 2013,Los Angeles Sparks,82,Phoenix Mercury,73,Box Score
Sat Sep 21 2013,Atlanta Dream,63,Washington Mystics,45,Box Score
Sun Sep 22 2013,Chicago Sky,57,Indiana Fever,79,Box Score
Sun Sep 22 2013,Minnesota Lynx,58,Seattle Storm,55,Box Score
Mon Sep 23 2013,Washington Mystics,72,Atlanta Dream,80,Box Score
Mon Sep 23 2013,Phoenix Mercury,78,Los Angeles Sparks,77,Box Score
Thu Sep 26 2013,Indiana Fever,79,Atlanta Dream,84,Box Score
Thu Sep 26 2013,Phoenix Mercury,62,Minnesota Lynx,85,Box Score
Sun Sep 29 2013,Atlanta Dream,67,Indiana Fever,53,Box Score
Sun Sep 29 2013,Minnesota Lynx,72,Phoenix Mercury,65,Box Score
Sun Oct 6 2013,Atlanta Dream,59,Minnesota Lynx,84,Box Score
Tue Oct 8 2013,Atlanta Dream,63,Minnesota Lynx,88,Box Score
Thu Oct 10 2013,Minnesota Lynx,86,Atlanta Dream,77,Box Score
