Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Sat Jun 4 2005,Charlotte Sting,67,Minnesota Lynx,73,Box Score
Sat Jun 4 2005,Los Angeles Sparks,53,Sacramento Monarchs,81,Box Score
Sat Jun 4 2005,Indiana Fever,77,Seattle Storm,83,Box Score
Sun Jun 5 2005,Washington Mystics,58,New York Liberty,61,Box Score
Tue Jun 7 2005,Seattle Storm,69,Connecticut Sun,81,Box Score
Tue Jun 7 2005,Minnesota Lynx,62,Houston Comets,58,Box Score
Tue Jun 7 2005,Indiana Fever,51,Sacramento Monarchs,65,Box Score
Tue Jun 7 2005,Washington Mystics,62,San Antonio Silver Stars,71,Box Score
Wed Jun 8 2005,Seattle Storm,76,Detroit Shock,61,Box Score
Wed Jun 8 2005,Phoenix Mercury,66,Los Angeles Sparks,63,Box Score
Fri Jun 10 2005,Charlotte Sting,55,Detroit Shock,69,Box Score
Fri Jun 10 2005,Connecticut Sun,77,Houston Comets,57,Box Score
Fri Jun 10 2005,New York Liberty,59,Indiana Fever,62,Box Score
Fri Jun 10 2005,Phoenix Mercury,61,Sacramento Monarchs,73,Box Score
Fri Jun 10 2005,Seattle Storm,52,Washington Mystics,64,Box Score
Sat Jun 11 2005,Sacramento Monarchs,74,Los Angeles Sparks,81,Box Score
Sat Jun 11 2005,Washington Mystics,60,Minnesota Lynx,78,Box Score
Sat Jun 11 2005,Connecticut Sun,78,San Antonio Silver Stars,69,Box Score
Sun Jun 12 2005,Seattle Storm,62,Charlotte Sting,60,Box Score
Sun Jun 12 2005,Detroit Shock,69,New York Liberty,72,Box Score
Mon Jun 13 2005,Houston Comets,68,Sacramento Monarchs,74,Box Score
Wed Jun 15 2005,Detroit Shock,79,Indiana Fever,84,Box Score
Wed Jun 15 2005,Houston Comets,64,Los Angeles Sparks,83,Box Score
Wed Jun 15 2005,San Antonio Silver Stars,62,Phoenix Mercury,76,Box Score
Wed Jun 15 2005,Minnesota Lynx,86,Seattle Storm,81,Box Score
Thu Jun 16 2005,Indiana Fever,60,Charlotte Sting,57,Box Score
Fri Jun 17 2005,Minnesota Lynx,50,Sacramento Monarchs,67,Box Score
Sat Jun 18 2005,Detroit Shock,63,Connecticut Sun,73,Box Score
Sat Jun 18 2005,Minnesota Lynx,56,Los Angeles Sparks,69,Box Score
Sat Jun 18 2005,Phoenix Mercury,54,New York Liberty,65,Box Score
Sat Jun 18 2005,Houston Comets,75,San Antonio Silver Stars,69,Box Score
Sat Jun 18 2005,Indiana Fever,78,Washington Mystics,88,Box Score
Mon Jun 20 2005,Connecticut Sun,90,Los Angeles Sparks,70,Box Score
Tue Jun 21 2005,San Antonio Silver Stars,59,New York Liberty,77,Box Score
Tue Jun 21 2005,Phoenix Mercury,56,Washington Mystics,77,Box Score
Wed Jun 22 2005,Phoenix Mercury,59,Minnesota Lynx,75,Box Score
Wed Jun 22 2005,Connecticut Sun,86,Seattle Storm,95,Box Score
Thu Jun 23 2005,San Antonio Silver Stars,64,Charlotte Sting,49,Box Score
Fri Jun 24 2005,Washington Mystics,69,Detroit Shock,55,Box Score
Fri Jun 24 2005,Minnesota Lynx,55,Indiana Fever,57,Box Score
Fri Jun 24 2005,Seattle Storm,65,Los Angeles Sparks,76,Box Score
Fri Jun 24 2005,Connecticut Sun,61,Sacramento Monarchs,50,Box Score
Sat Jun 25 2005,New York Liberty,61,Charlotte Sting,67,Box Score
Sat Jun 25 2005,San Antonio Silver Stars,44,Houston Comets,62,Box Score
Sat Jun 25 2005,Connecticut Sun,77,Phoenix Mercury,69,Box Score
Sun Jun 26 2005,Los Angeles Sparks,73,Detroit Shock,79,Box Score
Sun Jun 26 2005,Seattle Storm,70,Minnesota Lynx,73,Box Score
Sun Jun 26 2005,Sacramento Monarchs,62,Washington Mystics,57,Box Score
Tue Jun 28 2005,Washington Mystics,66,Charlotte Sting,61,Box Score
Tue Jun 28 2005,Sacramento Monarchs,66,Connecticut Sun,70,Box Score
Tue Jun 28 2005,Seattle Storm,67,Houston Comets,71,Box Score
Tue Jun 28 2005,Los Angeles Sparks,61,Indiana Fever,58,Box Score
Tue Jun 28 2005,San Antonio Silver Stars,53,Minnesota Lynx,63,Box Score
Thu Jun 30 2005,Minnesota Lynx,56,Connecticut Sun,71,Box Score
Thu Jun 30 2005,Sacramento Monarchs,61,New York Liberty,50,Box Score
Thu Jun 30 2005,Seattle Storm,69,San Antonio Silver Stars,81,Box Score
Thu Jun 30 2005,Charlotte Sting,50,Washington Mystics,65,Box Score
Fri Jul 1 2005,Sacramento Monarchs,80,Detroit Shock,63,Box Score
Sat Jul 2 2005,Charlotte Sting,65,Houston Comets,75,Box Score
Sat Jul 2 2005,Phoenix Mercury,63,Los Angeles Sparks,86,Box Score
Sat Jul 2 2005,New York Liberty,57,San Antonio Silver Stars,69,Box Score
Sun Jul 3 2005,Sacramento Monarchs,67,Seattle Storm,74,Box Score
Tue Jul 5 2005,Houston Comets,75,Detroit Shock,66,Box Score
Tue Jul 5 2005,New York Liberty,67,Los Angeles Sparks,55,Box Score
Tue Jul 5 2005,Phoenix Mercury,76,San Antonio Silver Stars,69,Box Score
Wed Jul 6 2005,Seattle Storm,61,Phoenix Mercury,73,Box Score
Thu Jul 7 2005,Minnesota Lynx,58,Charlotte Sting,66,Box Score
Thu Jul 7 2005,Houston Comets,65,Indiana Fever,63,Box Score
Thu Jul 7 2005,Connecticut Sun,79,New York Liberty,89,Box Score
Thu Jul 7 2005,Detroit Shock,76,Washington Mystics,62,Box Score
Tue Jul 12 2005,New York Liberty,68,Houston Comets,65,Box Score
Tue Jul 12 2005,Charlotte Sting,59,Los Angeles Sparks,71,Box Score
Wed Jul 13 2005,Connecticut Sun,53,Indiana Fever,64,Box Score
Wed Jul 13 2005,Detroit Shock,61,Minnesota Lynx,71,Box Score
Wed Jul 13 2005,Charlotte Sting,62,Phoenix Mercury,82,Box Score
Wed Jul 13 2005,Washington Mystics,78,Seattle Storm,71,Box Score
Thu Jul 14 2005,San Antonio Silver Stars,61,Sacramento Monarchs,72,Box Score
Fri Jul 15 2005,Houston Comets,66,Connecticut Sun,70,Box Score
Fri Jul 15 2005,Detroit Shock,57,Indiana Fever,62,Box Score
Fri Jul 15 2005,Minnesota Lynx,64,New York Liberty,60,Box Score
Fri Jul 15 2005,Washington Mystics,66,Phoenix Mercury,77,Box Score
Fri Jul 15 2005,San Antonio Silver Stars,70,Seattle Storm,92,Box Score
Sat Jul 16 2005,Seattle Storm,78,Los Angeles Sparks,70,Box Score
Sat Jul 16 2005,Washington Mystics,59,Sacramento Monarchs,73,Box Score
Sun Jul 17 2005,Houston Comets,67,Charlotte Sting,55,Box Score
Sun Jul 17 2005,Indiana Fever,59,Detroit Shock,58,Box Score
Sun Jul 17 2005,Connecticut Sun,72,Minnesota Lynx,53,Box Score
Tue Jul 19 2005,Connecticut Sun,64,Charlotte Sting,55,Box Score
Tue Jul 19 2005,Sacramento Monarchs,54,Houston Comets,58,Box Score
Tue Jul 19 2005,Washington Mystics,74,Los Angeles Sparks,68,Box Score
Tue Jul 19 2005,Indiana Fever,45,Minnesota Lynx,66,Box Score
Tue Jul 19 2005,New York Liberty,78,Seattle Storm,87,Box Score
Wed Jul 20 2005,Connecticut Sun,57,Detroit Shock,66,Box Score
Thu Jul 21 2005,Washington Mystics,70,Houston Comets,65,Box Score
Thu Jul 21 2005,San Antonio Silver Stars,53,Indiana Fever,66,Box Score
Thu Jul 21 2005,New York Liberty,80,Phoenix Mercury,70,Box Score
Fri Jul 22 2005,Charlotte Sting,63,Connecticut Sun,73,Box Score
Fri Jul 22 2005,New York Liberty,73,Sacramento Monarchs,63,Box Score
Sat Jul 23 2005,Indiana Fever,63,Charlotte Sting,46,Box Score
Sat Jul 23 2005,Los Angeles Sparks,69,Houston Comets,59,Box Score
Sat Jul 23 2005,Phoenix Mercury,66,San Antonio Silver Stars,49,Box Score
Sat Jul 23 2005,Detroit Shock,71,Seattle Storm,74,Box Score
Sun Jul 24 2005,New York Liberty,59,Minnesota Lynx,47,Box Score
Sun Jul 24 2005,Detroit Shock,51,Sacramento Monarchs,91,Box Score
Tue Jul 26 2005,Indiana Fever,55,Connecticut Sun,68,Box Score
Tue Jul 26 2005,Los Angeles Sparks,60,Phoenix Mercury,77,Box Score
Tue Jul 26 2005,Charlotte Sting,54,Sacramento Monarchs,64,Box Score
Tue Jul 26 2005,Minnesota Lynx,71,San Antonio Silver Stars,78,Box Score
Tue Jul 26 2005,Houston Comets,83,Washington Mystics,65,Box Score
Wed Jul 27 2005,Houston Comets,71,New York Liberty,69,Box Score
Thu Jul 28 2005,New York Liberty,70,Connecticut Sun,73,Box Score
Thu Jul 28 2005,San Antonio Silver Stars,58,Washington Mystics,73,Box Score
Fri Jul 29 2005,Washington Mystics,58,Indiana Fever,62,Box Score
Fri Jul 29 2005,Phoenix Mercury,69,Minnesota Lynx,65,Box Score
Fri Jul 29 2005,Los Angeles Sparks,59,Sacramento Monarchs,79,Box Score
Fri Jul 29 2005,Charlotte Sting,68,Seattle Storm,79,Box Score
Sat Jul 30 2005,Detroit Shock,75,Connecticut Sun,66,Box Score
Sat Jul 30 2005,San Antonio Silver Stars,68,Houston Comets,63,Box Score
Sun Jul 31 2005,Phoenix Mercury,63,Detroit Shock,66,Box Score
Sun Jul 31 2005,Indiana Fever,53,New York Liberty,67,Box Score
Sun Jul 31 2005,Minnesota Lynx,54,Sacramento Monarchs,67,Box Score
Sun Jul 31 2005,Los Angeles Sparks,72,Seattle Storm,77,Box Score
Tue Aug 2 2005,Detroit Shock,61,Houston Comets,62,Box Score
Tue Aug 2 2005,Connecticut Sun,72,New York Liberty,65,Box Score
Tue Aug 2 2005,Sacramento Monarchs,67,San Antonio Silver Stars,57,Box Score
Tue Aug 2 2005,Charlotte Sting,63,Washington Mystics,65,Box Score
Wed Aug 3 2005,Minnesota Lynx,64,Phoenix Mercury,70,Box Score
Thu Aug 4 2005,Sacramento Monarchs,76,Charlotte Sting,58,Box Score
Thu Aug 4 2005,Seattle Storm,68,Indiana Fever,78,Box Score
Fri Aug 5 2005,Houston Comets,75,Phoenix Mercury,80,Box Score
Fri Aug 5 2005,Los Angeles Sparks,66,San Antonio Silver Stars,63,Box Score
Sat Aug 6 2005,Detroit Shock,73,Charlotte Sting,82,Box Score
Sat Aug 6 2005,Connecticut Sun,74,Indiana Fever,65,Box Score
Sat Aug 6 2005,Seattle Storm,67,New York Liberty,79,Box Score
Sun Aug 7 2005,New York Liberty,67,Detroit Shock,72,Box Score
Sun Aug 7 2005,Los Angeles Sparks,72,Minnesota Lynx,76,Box Score
Sun Aug 7 2005,Houston Comets,45,Sacramento Monarchs,55,Box Score
Sun Aug 7 2005,Indiana Fever,60,Washington Mystics,61,Box Score
Tue Aug 9 2005,Los Angeles Sparks,51,Connecticut Sun,64,Box Score
Tue Aug 9 2005,Charlotte Sting,64,Detroit Shock,71,Box Score
Tue Aug 9 2005,San Antonio Silver Stars,72,Minnesota Lynx,76,Box Score
Tue Aug 9 2005,Houston Comets,68,Seattle Storm,71,Box Score
Wed Aug 10 2005,Los Angeles Sparks,69,New York Liberty,74,Box Score
Thu Aug 11 2005,Minnesota Lynx,66,Detroit Shock,72,Box Score
Thu Aug 11 2005,Indiana Fever,57,San Antonio Silver Stars,50,Box Score
Thu Aug 11 2005,Connecticut Sun,80,Washington Mystics,65,Box Score
Fri Aug 12 2005,New York Liberty,82,Charlotte Sting,74,Box Score
Fri Aug 12 2005,Seattle Storm,72,Minnesota Lynx,66,Box Score
Fri Aug 12 2005,Sacramento Monarchs,62,Phoenix Mercury,76,Box Score
Sat Aug 13 2005,Indiana Fever,59,Los Angeles Sparks,69,Box Score
Sat Aug 13 2005,Detroit Shock,60,San Antonio Silver Stars,59,Box Score
Sun Aug 14 2005,Washington Mystics,77,Connecticut Sun,80,Box Score
Sun Aug 14 2005,Seattle Storm,72,Houston Comets,75,Box Score
Sun Aug 14 2005,Charlotte Sting,65,New York Liberty,73,Box Score
Sun Aug 14 2005,Indiana Fever,62,Phoenix Mercury,56,Box Score
Tue Aug 16 2005,Sacramento Monarchs,72,Los Angeles Sparks,63,Box Score
Tue Aug 16 2005,Houston Comets,62,Minnesota Lynx,73,Box Score
Tue Aug 16 2005,Washington Mystics,66,New York Liberty,72,Box Score
Tue Aug 16 2005,Detroit Shock,51,Phoenix Mercury,58,Box Score
Thu Aug 18 2005,Charlotte Sting,70,Connecticut Sun,84,Box Score
Thu Aug 18 2005,Phoenix Mercury,66,Houston Comets,77,Box Score
Thu Aug 18 2005,Washington Mystics,57,Indiana Fever,67,Box Score
Thu Aug 18 2005,San Antonio Silver Stars,57,Sacramento Monarchs,64,Box Score
Thu Aug 18 2005,Minnesota Lynx,60,Seattle Storm,76,Box Score
Fri Aug 19 2005,Detroit Shock,67,Los Angeles Sparks,74,Box Score
Fri Aug 19 2005,San Antonio Silver Stars,57,Phoenix Mercury,91,Box Score
Sat Aug 20 2005,New York Liberty,64,Connecticut Sun,58,Box Score
Sat Aug 20 2005,Charlotte Sting,53,Indiana Fever,62,Box Score
Sat Aug 20 2005,Seattle Storm,65,Sacramento Monarchs,75,Box Score
Sun Aug 21 2005,Washington Mystics,52,Detroit Shock,66,Box Score
Sun Aug 21 2005,Houston Comets,50,Los Angeles Sparks,55,Box Score
Sun Aug 21 2005,Minnesota Lynx,69,Phoenix Mercury,83,Box Score
Tue Aug 23 2005,Detroit Shock,49,Charlotte Sting,56,Box Score
Tue Aug 23 2005,Indiana Fever,69,Connecticut Sun,63,Box Score
Tue Aug 23 2005,Minnesota Lynx,63,Los Angeles Sparks,74,Box Score
Tue Aug 23 2005,Phoenix Mercury,70,Sacramento Monarchs,76,Box Score
Tue Aug 23 2005,Seattle Storm,78,San Antonio Silver Stars,51,Box Score
Tue Aug 23 2005,New York Liberty,69,Washington Mystics,82,Box Score
Thu Aug 25 2005,Indiana Fever,40,Detroit Shock,55,Box Score
Thu Aug 25 2005,Charlotte Sting,78,New York Liberty,66,Box Score
Thu Aug 25 2005,Houston Comets,80,Phoenix Mercury,72,Box Score
Thu Aug 25 2005,Sacramento Monarchs,63,Seattle Storm,76,Box Score
Fri Aug 26 2005,Washington Mystics,47,Connecticut Sun,81,Box Score
Fri Aug 26 2005,Los Angeles Sparks,70,San Antonio Silver Stars,67,Box Score
Sat Aug 27 2005,Connecticut Sun,78,Charlotte Sting,69,Box Score
Sat Aug 27 2005,Los Angeles Sparks,51,Houston Comets,77,Box Score
Sat Aug 27 2005,New York Liberty,50,Indiana Fever,75,Box Score
Sat Aug 27 2005,Sacramento Monarchs,61,Minnesota Lynx,52,Box Score
Sat Aug 27 2005,Phoenix Mercury,74,Seattle Storm,85,Box Score
Sat Aug 27 2005,Detroit Shock,67,Washington Mystics,76,Box Score
Tue Aug 30 2005,Seattle Storm,75,Houston Comets,67,Box Score
Tue Aug 30 2005,Indiana Fever,63,New York Liberty,51,Box Score
Wed Aug 31 2005,Connecticut Sun,73,Detroit Shock,62,Box Score
Wed Aug 31 2005,Sacramento Monarchs,75,Los Angeles Sparks,72,Box Score
Thu Sep 1 2005,New York Liberty,50,Indiana Fever,58,Box Score
Thu Sep 1 2005,Houston Comets,67,Seattle Storm,64,Box Score
Fri Sep 2 2005,Detroit Shock,67,Connecticut Sun,75,Box Score
Fri Sep 2 2005,Los Angeles Sparks,63,Sacramento Monarchs,81,Box Score
Sat Sep 3 2005,Houston Comets,75,Seattle Storm,58,Box Score
Thu Sep 8 2005,Sacramento Monarchs,73,Houston Comets,69,Box Score
Thu Sep 8 2005,Connecticut Sun,73,Indiana Fever,68,Box Score
Sat Sep 10 2005,Indiana Fever,67,Connecticut Sun,77,Box Score
Sat Sep 10 2005,Houston Comets,65,Sacramento Monarchs,74,Box Score
Wed Sep 14 2005,Sacramento Monarchs,69,Connecticut Sun,65,Box Score
Thu Sep 15 2005,Sacramento Monarchs,70,Connecticut Sun,77,Box Score
Sun Sep 18 2005,Connecticut Sun,55,Sacramento Monarchs,66,Box Score
Tue Sep 20 2005,Connecticut Sun,59,Sacramento Monarchs,62,Box Score
