Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Fri Jun 23 2017,Phoenix Mercury,85,Seattle Storm,82,Box Score
Sat Jun 24 2017,Los Angeles Sparks,84,Indiana Fever,73,Box Score
Sun Jun 25 2017,Washington Mystics,97,Chicago Sky,63,Box Score
Sun Jun 25 2017,Connecticut Sun,82,Dallas Wings,96,Box Score
Sun Jun 25 2017,San Antonio Silver Stars,78,Minnesota Lynx,87,Box Score
Tue Jun 27 2017,Los Angeles Sparks,87,Connecticut Sun,79,Box Score
Tue Jun 27 2017,Seattle Storm,70,Washington Mystics,100,Box Score
Wed Jun 28 2017,Indiana Fever,82,Chicago Sky,75,Box Score
Thu Jun 29 2017,Seattle Storm,89,Connecticut Sun,96,Box Score
Thu Jun 29 2017,New York Liberty,54,Washington Mystics,67,Box Score
Fri Jun 30 2017,Los Angeles Sparks,85,Atlanta Dream,76,Box Score
Fri Jun 30 2017,Minnesota Lynx,91,Phoenix Mercury,83,Box Score
Fri Jun 30 2017,Chicago Sky,82,San Antonio Silver Stars,89,Box Score
Sat Jul 1 2017,Seattle Storm,89,Dallas Wings,69,Box Score
Sat Jul 1 2017,Connecticut Sun,91,Indiana Fever,85,Box Score
Sun Jul 2 2017,New York Liberty,72,Atlanta Dream,81,Box Score
Sun Jul 2 2017,Washington Mystics,69,Los Angeles Sparks,76,Box Score
Wed Jul 5 2017,Atlanta Dream,84,Dallas Wings,94,Box Score
Wed Jul 5 2017,Washington Mystics,80,Phoenix Mercury,88,Box Score
Wed Jul 5 2017,Connecticut Sun,89,San Antonio Silver Stars,56,Box Score
Thu Jul 6 2017,Los Angeles Sparks,77,Minnesota Lynx,88,Box Score
Thu Jul 6 2017,New York Liberty,79,Seattle Storm,70,Box Score
Fri Jul 7 2017,Indiana Fever,68,Atlanta Dream,89,Box Score
Fri Jul 7 2017,Phoenix Mercury,92,San Antonio Silver Stars,77,Box Score
Sat Jul 8 2017,Minnesota Lynx,76,Chicago Sky,100,Box Score
Sat Jul 8 2017,Washington Mystics,92,Connecticut Sun,96,Box Score
Sat Jul 8 2017,Los Angeles Sparks,69,Seattle Storm,81,Box Score
Sun Jul 9 2017,Dallas Wings,78,Atlanta Dream,98,Box Score
Sun Jul 9 2017,New York Liberty,69,Phoenix Mercury,81,Box Score
Wed Jul 12 2017,Dallas Wings,84,Chicago Sky,90,Box Score
Wed Jul 12 2017,San Antonio Silver Stars,79,Indiana Fever,72,Box Score
Wed Jul 12 2017,Atlanta Dream,84,Phoenix Mercury,89,Box Score
Wed Jul 12 2017,Connecticut Sun,83,Seattle Storm,79,Box Score
Thu Jul 13 2017,Connecticut Sun,77,Los Angeles Sparks,87,Box Score
Fri Jul 14 2017,Washington Mystics,72,Indiana Fever,58,Box Score
Fri Jul 14 2017,Chicago Sky,78,New York Liberty,68,Box Score
Fri Jul 14 2017,Minnesota Lynx,88,Phoenix Mercury,71,Box Score
Sat Jul 15 2017,Atlanta Dream,84,Seattle Storm,90,Box Score
Sun Jul 16 2017,San Antonio Silver Stars,75,Connecticut Sun,89,Box Score
Sun Jul 16 2017,Chicago Sky,106,Dallas Wings,112,Box Score
Sun Jul 16 2017,Phoenix Mercury,66,Minnesota Lynx,81,Box Score
Sun Jul 16 2017,Washington Mystics,55,New York Liberty,85,Box Score
Mon Jul 17 2017,Indiana Fever,62,Los Angeles Sparks,80,Box Score
Tue Jul 18 2017,San Antonio Silver Stars,75,Atlanta Dream,88,Box Score
Tue Jul 18 2017,Chicago Sky,94,Seattle Storm,83,Box Score
Wed Jul 19 2017,Dallas Wings,74,Minnesota Lynx,100,Box Score
Wed Jul 19 2017,Connecticut Sun,80,New York Liberty,96,Box Score
Wed Jul 19 2017,Indiana Fever,84,Phoenix Mercury,77,Box Score
Wed Jul 19 2017,Atlanta Dream,96,Washington Mystics,100,Box Score
Thu Jul 20 2017,Chicago Sky,82,Los Angeles Sparks,80,Box Score
Thu Jul 20 2017,Indiana Fever,61,San Antonio Silver Stars,85,Box Score
Tue Jul 25 2017,Phoenix Mercury,91,Atlanta Dream,99,Box Score
Tue Jul 25 2017,Chicago Sky,72,Connecticut Sun,93,Box Score
Tue Jul 25 2017,Indiana Fever,82,Dallas Wings,84,Box Score
Tue Jul 25 2017,Seattle Storm,60,Los Angeles Sparks,68,Box Score
Tue Jul 25 2017,New York Liberty,75,Minnesota Lynx,76,Box Score
Tue Jul 25 2017,Washington Mystics,85,San Antonio Silver Stars,76,Box Score
Fri Jul 28 2017,Minnesota Lynx,90,Atlanta Dream,80,Box Score
Fri Jul 28 2017,Phoenix Mercury,86,Chicago Sky,80,Box Score
Fri Jul 28 2017,New York Liberty,85,Indiana Fever,84,Box Score
Fri Jul 28 2017,Los Angeles Sparks,85,San Antonio Silver Stars,73,Box Score
Fri Jul 28 2017,Dallas Wings,93,Seattle Storm,109,Box Score
Sun Jul 30 2017,Washington Mystics,77,Atlanta Dream,70,Box Score
Sun Jul 30 2017,New York Liberty,86,Chicago Sky,82,Box Score
Sun Jul 30 2017,Indiana Fever,73,Connecticut Sun,89,Box Score
Sun Jul 30 2017,Dallas Wings,74,Los Angeles Sparks,95,Box Score
Sun Jul 30 2017,Seattle Storm,82,Minnesota Lynx,93,Box Score
Sun Jul 30 2017,San Antonio Silver Stars,64,Phoenix Mercury,81,Box Score
Tue Aug 1 2017,New York Liberty,81,San Antonio Silver Stars,93,Box Score
Thu Aug 3 2017,Atlanta Dream,54,Minnesota Lynx,69,Box Score
Fri Aug 4 2017,Phoenix Mercury,92,Connecticut Sun,93,Box Score
Fri Aug 4 2017,Seattle Storm,80,Dallas Wings,93,Box Score
Fri Aug 4 2017,Chicago Sky,81,Indiana Fever,70,Box Score
Fri Aug 4 2017,New York Liberty,74,Los Angeles Sparks,87,Box Score
Fri Aug 4 2017,Washington Mystics,74,San Antonio Silver Stars,76,Box Score
Sat Aug 5 2017,Atlanta Dream,86,Chicago Sky,91,Box Score
Sat Aug 5 2017,Seattle Storm,80,San Antonio Silver Stars,87,Box Score
Sun Aug 6 2017,Los Angeles Sparks,79,Dallas Wings,85,Box Score
Sun Aug 6 2017,Minnesota Lynx,82,Indiana Fever,84,Box Score
Sun Aug 6 2017,Phoenix Mercury,80,Washington Mystics,85,Box Score
Tue Aug 8 2017,Minnesota Lynx,81,Atlanta Dream,72,Box Score
Tue Aug 8 2017,Seattle Storm,71,Connecticut Sun,84,Box Score
Tue Aug 8 2017,Indiana Fever,76,New York Liberty,81,Box Score
Thu Aug 10 2017,San Antonio Silver Stars,74,Chicago Sky,94,Box Score
Thu Aug 10 2017,Phoenix Mercury,101,Dallas Wings,100,Box Score
Fri Aug 11 2017,New York Liberty,83,Atlanta Dream,77,Box Score
Fri Aug 11 2017,Los Angeles Sparks,70,Minnesota Lynx,64,Box Score
Sat Aug 12 2017,Dallas Wings,88,Connecticut Sun,96,Box Score
Sat Aug 12 2017,Seattle Storm,98,Phoenix Mercury,89,Box Score
Sat Aug 12 2017,Atlanta Dream,68,San Antonio Silver Stars,84,Box Score
Sat Aug 12 2017,Indiana Fever,80,Washington Mystics,100,Box Score
Sun Aug 13 2017,Los Angeles Sparks,69,New York Liberty,83,Box Score
Tue Aug 15 2017,Connecticut Sun,96,Atlanta Dream,75,Box Score
Wed Aug 16 2017,Minnesota Lynx,61,Seattle Storm,62,Box Score
Wed Aug 16 2017,Los Angeles Sparks,95,Washington Mystics,62,Box Score
Fri Aug 18 2017,Los Angeles Sparks,115,Chicago Sky,106,Box Score
Fri Aug 18 2017,New York Liberty,82,Connecticut Sun,70,Box Score
Fri Aug 18 2017,Indiana Fever,52,Minnesota Lynx,111,Box Score
Fri Aug 18 2017,San Antonio Silver Stars,78,Seattle Storm,79,Box Score
Fri Aug 18 2017,Phoenix Mercury,89,Washington Mystics,79,Box Score
Sat Aug 19 2017,Atlanta Dream,86,Dallas Wings,90,Box Score
Sun Aug 20 2017,Seattle Storm,103,Chicago Sky,66,Box Score
Sun Aug 20 2017,Phoenix Mercury,66,Connecticut Sun,94,Box Score
Sun Aug 20 2017,Washington Mystics,87,Indiana Fever,82,Box Score
Sun Aug 20 2017,Minnesota Lynx,61,New York Liberty,70,Box Score
Tue Aug 22 2017,San Antonio Silver Stars,55,Los Angeles Sparks,75,Box Score
Tue Aug 22 2017,Phoenix Mercury,69,Minnesota Lynx,105,Box Score
Wed Aug 23 2017,Seattle Storm,83,Atlanta Dream,89,Box Score
Wed Aug 23 2017,Dallas Wings,87,Connecticut Sun,93,Box Score
Wed Aug 23 2017,New York Liberty,71,Indiana Fever,50,Box Score
Thu Aug 24 2017,Los Angeles Sparks,82,Phoenix Mercury,67,Box Score
Fri Aug 25 2017,Chicago Sky,96,Connecticut Sun,83,Box Score
Fri Aug 25 2017,Washington Mystics,66,New York Liberty,74,Box Score
Fri Aug 25 2017,Minnesota Lynx,89,San Antonio Silver Stars,70,Box Score
Sat Aug 26 2017,Indiana Fever,74,Atlanta Dream,79,Box Score
Sat Aug 26 2017,Dallas Wings,83,Washington Mystics,78,Box Score
Sun Aug 27 2017,Minnesota Lynx,67,Los Angeles Sparks,78,Box Score
Sun Aug 27 2017,Chicago Sky,62,New York Liberty,92,Box Score
Sun Aug 27 2017,Phoenix Mercury,75,Seattle Storm,71,Box Score
Tue Aug 29 2017,Connecticut Sun,86,Washington Mystics,76,Box Score
Wed Aug 30 2017,Dallas Wings,99,Chicago Sky,96,Box Score
Wed Aug 30 2017,Minnesota Lynx,80,Indiana Fever,69,Box Score
Fri Sep 1 2017,Atlanta Dream,56,Los Angeles Sparks,81,Box Score
Fri Sep 1 2017,Chicago Sky,87,Minnesota Lynx,110,Box Score
Fri Sep 1 2017,San Antonio Silver Stars,69,New York Liberty,81,Box Score
Fri Sep 1 2017,Connecticut Sun,66,Phoenix Mercury,86,Box Score
Fri Sep 1 2017,Seattle Storm,106,Washington Mystics,110,Box Score
Sat Sep 2 2017,San Antonio Silver Stars,75,Indiana Fever,71,Box Score
Sun Sep 3 2017,Seattle Storm,85,Chicago Sky,80,Box Score
Sun Sep 3 2017,New York Liberty,82,Dallas Wings,81,Box Score
Sun Sep 3 2017,Connecticut Sun,70,Los Angeles Sparks,81,Box Score
Sun Sep 3 2017,Washington Mystics,72,Minnesota Lynx,86,Box Score
Sun Sep 3 2017,Atlanta Dream,70,Phoenix Mercury,84,Box Score
Wed Sep 6 2017,Seattle Storm,69,Phoenix Mercury,79,Box Score
Wed Sep 6 2017,Dallas Wings,76,Washington Mystics,86,Box Score
Sun Sep 10 2017,Phoenix Mercury,88,Connecticut Sun,83,Box Score
Sun Sep 10 2017,Washington Mystics,82,New York Liberty,68,Box Score
Tue Sep 12 2017,Phoenix Mercury,66,Los Angeles Sparks,79,Box Score
Tue Sep 12 2017,Washington Mystics,81,Minnesota Lynx,101,Box Score
Thu Sep 14 2017,Phoenix Mercury,72,Los Angeles Sparks,86,Box Score
Thu Sep 14 2017,Washington Mystics,83,Minnesota Lynx,93,Box Score
Sun Sep 17 2017,Los Angeles Sparks,89,Phoenix Mercury,87,Box Score
Sun Sep 17 2017,Minnesota Lynx,81,Washington Mystics,70,Box Score
Sun Sep 24 2017,Los Angeles Sparks,85,Minnesota Lynx,84,Box Score
Tue Sep 26 2017,Los Angeles Sparks,68,Minnesota Lynx,70,Box Score
Fri Sep 29 2017,Minnesota Lynx,64,Los Angeles Sparks,75,Box Score
Sun Oct 1 2017,Minnesota Lynx,80,Los Angeles Sparks,69,Box Score
Wed Oct 4 2017,Los Angeles Sparks,76,Minnesota Lynx,85,Box Score
