Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 4 2014,Laboral Kutxa Baskonia,65,,FC Barcelona,87,,,
Sat Oct 4 2014,La Bruixa d'Or Manresa,64,,Rio Natura Monbus Obradoiro,88,,,
Sat Oct 4 2014,Iberostar Tenerife,96,,Baloncesto Sevilla,87,,,
Sun Oct 5 2014,Montakit Fuenlabrada,54,,Dominion Bilbao Basket,73,,,
Sun Oct 5 2014,Gipuzkoa Basket,74,,Movistar Estudiantes,91,,,
Sun Oct 5 2014,Valencia Basket,76,,UCAM Murcia,85,,,
Sun Oct 5 2014,Herbalife Gran Canaria,57,,Real Madrid,70,,,
Sun Oct 5 2014,Mora Banc Andorra,69,,Unicaja,83,,,
Sun Oct 5 2014,FIATC Joventut,79,,CAI Zaragoza,74,,,
Sat Oct 11 2014,Dominion Bilbao Basket,76,,Mora Banc Andorra,75,,,
Sat Oct 11 2014,UCAM Murcia,71,,Montakit Fuenlabrada,66,,,
Sat Oct 11 2014,Baloncesto Sevilla,73,,Valencia Basket,96,,,
Sat Oct 11 2014,Unicaja,88,,Laboral Kutxa Baskonia,79,,,
Sun Oct 12 2014,CAI Zaragoza,67,,Iberostar Tenerife,66,,,
Sun Oct 12 2014,Rio Natura Monbus Obradoiro,57,,Herbalife Gran Canaria,72,,,
Sun Oct 12 2014,Movistar Estudiantes,60,,FIATC Joventut,65,,,
Sun Oct 12 2014,Real Madrid,90,,Gipuzkoa Basket,76,,,
Tue Oct 14 2014,FC Barcelona,88,,La Bruixa d'Or Manresa,69,,,
Sat Oct 18 2014,Laboral Kutxa Baskonia,85,,Mora Banc Andorra,87,,,
Sun Oct 19 2014,Herbalife Gran Canaria,61,,FC Barcelona,80,,,
Sun Oct 19 2014,UCAM Murcia,74,,Dominion Bilbao Basket,82,,,
Sun Oct 19 2014,Iberostar Tenerife,79,,Movistar Estudiantes,66,,,
Sun Oct 19 2014,Gipuzkoa Basket,69,,Rio Natura Monbus Obradoiro,85,,,
Sun Oct 19 2014,FIATC Joventut,88,,Real Madrid,90,,,
Sun Oct 19 2014,Montakit Fuenlabrada,71,,Baloncesto Sevilla,68,,,
Sun Oct 19 2014,La Bruixa d'Or Manresa,65,,Unicaja,81,,,
Sun Oct 19 2014,Valencia Basket,77,,CAI Zaragoza,69,,,
Sun Oct 26 2014,Real Madrid,93,,Iberostar Tenerife,82,,,
Sun Oct 26 2014,CAI Zaragoza,69,,Montakit Fuenlabrada,67,,,
Sun Oct 26 2014,Unicaja,74,,Herbalife Gran Canaria,67,,,
Sun Oct 26 2014,Rio Natura Monbus Obradoiro,78,,FIATC Joventut,72,,,
Sun Oct 26 2014,Mora Banc Andorra,80,,La Bruixa d'Or Manresa,88,,,
Sun Oct 26 2014,Baloncesto Sevilla,68,,UCAM Murcia,98,,,
Sun Oct 26 2014,FC Barcelona,57,,Gipuzkoa Basket,43,,,
Sun Oct 26 2014,Movistar Estudiantes,67,,Valencia Basket,84,,,
Sun Oct 26 2014,Dominion Bilbao Basket,74,,Laboral Kutxa Baskonia,86,,,
Sat Nov 1 2014,Herbalife Gran Canaria,86,,Mora Banc Andorra,91,,,
Sat Nov 1 2014,Baloncesto Sevilla,61,,Dominion Bilbao Basket,89,,,
Sun Nov 2 2014,FIATC Joventut,83,,FC Barcelona,82,,,
Sun Nov 2 2014,Montakit Fuenlabrada,79,,Movistar Estudiantes,86,,,
Sun Nov 2 2014,Iberostar Tenerife,82,,Rio Natura Monbus Obradoiro,63,,,
Sun Nov 2 2014,Valencia Basket,71,,Real Madrid,90,,,
Sun Nov 2 2014,Gipuzkoa Basket,59,,Unicaja,74,,,
Sun Nov 2 2014,La Bruixa d'Or Manresa,67,,Laboral Kutxa Baskonia,87,,,
Sun Nov 2 2014,UCAM Murcia,63,,CAI Zaragoza,82,,,
Sat Nov 8 2014,Mora Banc Andorra,64,,Gipuzkoa Basket,67,,,
Sun Nov 9 2014,FC Barcelona,80,,Iberostar Tenerife,66,,,
Sun Nov 9 2014,Real Madrid,96,,Montakit Fuenlabrada,94,,,
Sun Nov 9 2014,Laboral Kutxa Baskonia,77,,Herbalife Gran Canaria,93,,,
Sun Nov 9 2014,Unicaja,74,,FIATC Joventut,82,,,
Sun Nov 9 2014,Dominion Bilbao Basket,77,,La Bruixa d'Or Manresa,76,,,
Sun Nov 9 2014,Movistar Estudiantes,65,,UCAM Murcia,79,,,
Sun Nov 9 2014,CAI Zaragoza,73,,Baloncesto Sevilla,77,,,
Sun Nov 9 2014,Rio Natura Monbus Obradoiro,64,,Valencia Basket,81,,,
Sat Nov 15 2014,FIATC Joventut,81,,Mora Banc Andorra,84,,,
Sat Nov 15 2014,Montakit Fuenlabrada,63,,Rio Natura Monbus Obradoiro,75,,,
Sat Nov 15 2014,Gipuzkoa Basket,62,,Laboral Kutxa Baskonia,79,,,
Sun Nov 16 2014,Valencia Basket,57,,FC Barcelona,76,,,
Sun Nov 16 2014,CAI Zaragoza,82,,Dominion Bilbao Basket,71,,,
Sun Nov 16 2014,Baloncesto Sevilla,82,,Movistar Estudiantes,65,,,
Sun Nov 16 2014,Herbalife Gran Canaria,81,,La Bruixa d'Or Manresa,73,,,
Sun Nov 16 2014,UCAM Murcia,65,,Real Madrid,90,,,
Sun Nov 16 2014,Iberostar Tenerife,68,,Unicaja,84,,,
Sun Nov 23 2014,Mora Banc Andorra,56,,Iberostar Tenerife,83,,,
Sun Nov 23 2014,FC Barcelona,79,,Montakit Fuenlabrada,64,,,
Sun Nov 23 2014,Dominion Bilbao Basket,70,,Herbalife Gran Canaria,60,,,
Sun Nov 23 2014,Laboral Kutxa Baskonia,82,,FIATC Joventut,83,,,
Sun Nov 23 2014,Rio Natura Monbus Obradoiro,64,,UCAM Murcia,68,,,
Sun Nov 23 2014,La Bruixa d'Or Manresa,75,,Gipuzkoa Basket,82,,,
Sun Nov 23 2014,Real Madrid,81,,Baloncesto Sevilla,72,,,
Sun Nov 23 2014,Unicaja,75,,Valencia Basket,64,,,
Sun Nov 23 2014,Movistar Estudiantes,72,,CAI Zaragoza,82,,,
Sat Nov 29 2014,FIATC Joventut,84,,La Bruixa d'Or Manresa,79,,,
Sat Nov 29 2014,Baloncesto Sevilla,77,,Rio Natura Monbus Obradoiro,88,,,
Sun Nov 30 2014,Valencia Basket,65,,Mora Banc Andorra,64,,,
Sun Nov 30 2014,UCAM Murcia,70,,FC Barcelona,90,,,
Sun Nov 30 2014,Movistar Estudiantes,63,,Dominion Bilbao Basket,64,,,
Sun Nov 30 2014,Gipuzkoa Basket,70,,Herbalife Gran Canaria,71,,,
Sun Nov 30 2014,CAI Zaragoza,71,,Real Madrid,89,,,
Sun Nov 30 2014,Montakit Fuenlabrada,63,,Unicaja,72,,,
Sun Nov 30 2014,Iberostar Tenerife,74,,Laboral Kutxa Baskonia,84,,,
Sat Dec 6 2014,Herbalife Gran Canaria,79,,FIATC Joventut,81,,,
Sat Dec 6 2014,Dominion Bilbao Basket,67,,Gipuzkoa Basket,80,,,
Sat Dec 6 2014,Rio Natura Monbus Obradoiro,74,,CAI Zaragoza,82,,,
Sun Dec 7 2014,La Bruixa d'Or Manresa,62,,Iberostar Tenerife,66,,,
Sun Dec 7 2014,Real Madrid,84,,Movistar Estudiantes,89,,,
Sun Dec 7 2014,FC Barcelona,74,,Baloncesto Sevilla,85,,,
Sun Dec 7 2014,Laboral Kutxa Baskonia,70,,Valencia Basket,85,,,
Mon Dec 8 2014,Mora Banc Andorra,65,,Montakit Fuenlabrada,88,,,
Mon Dec 8 2014,Unicaja,96,,UCAM Murcia,86,,,
Sat Dec 13 2014,UCAM Murcia,74,,Mora Banc Andorra,68,,,
Sat Dec 13 2014,Movistar Estudiantes,59,,Rio Natura Monbus Obradoiro,60,,,
Sat Dec 13 2014,FIATC Joventut,66,,Gipuzkoa Basket,63,,,
Sun Dec 14 2014,CAI Zaragoza,67,,FC Barcelona,90,,,
