Date,Team,PTS,,Opp,PTS,,OT,Notes
Wed Sep 28 2022,Real Madrid,94,,Bàsquet Girona,88,,,
Thu Sep 29 2022,Covirán Granada,83,,Carplus Fuenlabrada,81,,,
Thu Sep 29 2022,Lenovo Tenerife,89,,Baxi Manresa,70,,,
Thu Sep 29 2022,Río Breogán,84,,UCAM Murcia,70,,,
Thu Sep 29 2022,Casademont Zaragoza,73,,Monbus Obradoiro,76,,,
Fri Sep 30 2022,Barça,85,,Gran Canaria,88,,,
Fri Sep 30 2022,Surne Bilbao Basket,81,,Joventut,76,,,
Fri Sep 30 2022,Valencia Basket,83,,Real Betis,78,,,
Fri Sep 30 2022,Unicaja,89,,Cazoo Baskonia,103,,,
Sat Oct 1 2022,Bàsquet Girona,67,,Lenovo Tenerife,76,,,
Sat Oct 1 2022,Baxi Manresa,87,,Covirán Granada,84,,,
Sat Oct 1 2022,UCAM Murcia,81,,Casademont Zaragoza,64,,,
Sun Oct 2 2022,Cazoo Baskonia,74,,Barça,89,,,
Sun Oct 2 2022,Real Betis,70,,Surne Bilbao Basket,85,,,
Sun Oct 2 2022,Carplus Fuenlabrada,70,,Río Breogán,78,,,
Sun Oct 2 2022,Monbus Obradoiro,79,,Real Madrid,93,,,
Sun Oct 2 2022,Gran Canaria,63,,Unicaja,70,,,
Sun Oct 2 2022,Joventut,97,,Valencia Basket,101,,OT,
Sat Oct 8 2022,Casademont Zaragoza,72,,Gran Canaria,88,,,
Sat Oct 8 2022,Río Breogán,66,,Joventut,85,,,
Sat Oct 8 2022,Bàsquet Girona,63,,Monbus Obradoiro,89,,,
Sat Oct 8 2022,Baxi Manresa,83,,Real Betis,87,,,
Sun Oct 9 2022,Valencia Basket,65,,Surne Bilbao Basket,71,,,
Sun Oct 9 2022,Barça,84,,Carplus Fuenlabrada,56,,,
Sun Oct 9 2022,Covirán Granada,89,,UCAM Murcia,82,,,
Sun Oct 9 2022,Real Madrid,76,,Unicaja,71,,,
Sun Oct 9 2022,Lenovo Tenerife,85,,Cazoo Baskonia,79,,,
Sat Oct 15 2022,Monbus Obradoiro,67,,Lenovo Tenerife,86,,,
Sat Oct 15 2022,Real Betis,77,,Carplus Fuenlabrada,83,,,
Sat Oct 15 2022,Surne Bilbao Basket,84,,Covirán Granada,99,,,
Sat Oct 15 2022,Barça,101,,Baxi Manresa,78,,,
Sun Oct 16 2022,Unicaja,73,,Bàsquet Girona,59,,,
Sun Oct 16 2022,Gran Canaria,71,,Río Breogán,53,,,
Sun Oct 16 2022,Joventut,79,,Real Madrid,96,,,
Sun Oct 16 2022,UCAM Murcia,75,,Valencia Basket,74,,,
Sun Oct 16 2022,Cazoo Baskonia,97,,Casademont Zaragoza,83,,,
Sat Oct 22 2022,Surne Bilbao Basket,70,,Río Breogán,86,,,
Sat Oct 22 2022,Covirán Granada,76,,Gran Canaria,94,,,
Sat Oct 22 2022,Baxi Manresa,83,,UCAM Murcia,96,,,
Sat Oct 22 2022,Carplus Fuenlabrada,82,,Casademont Zaragoza,79,,,
Sun Oct 23 2022,Lenovo Tenerife,65,,Barça,67,,,
Sun Oct 23 2022,Unicaja,65,,Joventut,74,,,
Sun Oct 23 2022,Valencia Basket,103,,Monbus Obradoiro,98,,OT,
Sun Oct 23 2022,Bàsquet Girona,79,,Real Betis,71,,,
Sun Oct 23 2022,Real Madrid,82,,Cazoo Baskonia,88,,,
Sat Oct 29 2022,Monbus Obradoiro,89,,Covirán Granada,93,,,
Sat Oct 29 2022,Lenovo Tenerife,86,,Gran Canaria,70,,,
Sat Oct 29 2022,Casademont Zaragoza,84,,Joventut,89,,OT,
Sat Oct 29 2022,Río Breogán,106,,Baxi Manresa,70,,,
Sun Oct 30 2022,UCAM Murcia,89,,Bàsquet Girona,100,,,
Sun Oct 30 2022,Cazoo Baskonia,81,,Surne Bilbao Basket,70,,,
Sun Oct 30 2022,Carplus Fuenlabrada,69,,Real Madrid,91,,,
Sun Oct 30 2022,Real Betis,60,,Unicaja,106,,,
Sun Oct 30 2022,Barça,92,,Valencia Basket,80,,,
Sat Nov 5 2022,Baxi Manresa,97,,Carplus Fuenlabrada,101,,,
Sat Nov 5 2022,Joventut,76,,UCAM Murcia,88,,,
Sat Nov 5 2022,Gran Canaria,85,,Monbus Obradoiro,58,,,
Sun Nov 6 2022,Bàsquet Girona,69,,Barça,72,,,
Sun Nov 6 2022,Valencia Basket,88,,Río Breogán,83,,,
Sun Nov 6 2022,Surne Bilbao Basket,57,,Lenovo Tenerife,73,,,
Sun Nov 6 2022,Covirán Granada,68,,Unicaja,94,,,
Sun Nov 6 2022,Real Betis,103,,Cazoo Baskonia,107,,OT,
Sun Nov 6 2022,Real Madrid,89,,Casademont Zaragoza,94,,,
Sat Nov 19 2022,Gran Canaria,78,,Bàsquet Girona,69,,OT,
Sat Nov 19 2022,Valencia Basket,78,,Lenovo Tenerife,94,,,
Sat Nov 19 2022,Unicaja,87,,Monbus Obradoiro,86,,,
Sat Nov 19 2022,Casademont Zaragoza,83,,Real Betis,67,,,
Sun Nov 20 2022,Carplus Fuenlabrada,82,,Surne Bilbao Basket,109,,,
Sun Nov 20 2022,Río Breogán,70,,Covirán Granada,80,,,
Sun Nov 20 2022,Barça,79,,Joventut,82,,,
Sun Nov 20 2022,Cazoo Baskonia,80,,Baxi Manresa,93,,,
Sun Nov 20 2022,UCAM Murcia,57,,Real Madrid,93,,,
Sat Nov 26 2022,Lenovo Tenerife,86,,Río Breogán,61,,,
Sat Nov 26 2022,Joventut,85,,Carplus Fuenlabrada,81,,,
Sat Nov 26 2022,Baxi Manresa,88,,Gran Canaria,99,,,
Sat Nov 26 2022,Surne Bilbao Basket,74,,Casademont Zaragoza,67,,,
Sun Nov 27 2022,Covirán Granada,82,,Barça,100,,,
Sun Nov 27 2022,Monbus Obradoiro,84,,UCAM Murcia,80,,,
Sun Nov 27 2022,Real Madrid,73,,Real Betis,55,,,
Sun Nov 27 2022,Unicaja,83,,Valencia Basket,67,,,
Sun Nov 27 2022,Bàsquet Girona,68,,Cazoo Baskonia,95,,,
Sat Dec 3 2022,Gran Canaria,72,,Surne Bilbao Basket,76,,,
Sat Dec 3 2022,Joventut,90,,Baxi Manresa,68,,,
Sat Dec 3 2022,Barça,74,,Monbus Obradoiro,76,,,
Sat Dec 3 2022,Casademont Zaragoza,78,,Unicaja,104,,,
Sun Dec 4 2022,Río Breogán,73,,Bàsquet Girona,66,,,
Sun Dec 4 2022,Carplus Fuenlabrada,72,,Lenovo Tenerife,97,,,
Sun Dec 4 2022,Real Betis,76,,Covirán Granada,66,,OT,
Sun Dec 4 2022,Valencia Basket,62,,Real Madrid,79,,,
Sun Dec 4 2022,UCAM Murcia,73,,Cazoo Baskonia,102,,,
Sat Dec 10 2022,Unicaja,117,,Carplus Fuenlabrada,85,,,
Sat Dec 10 2022,Lenovo Tenerife,69,,Joventut,78,,,
Sat Dec 10 2022,Real Betis,72,,UCAM Murcia,76,,,
Sat Dec 10 2022,Covirán Granada,57,,Casademont Zaragoza,73,,,
Sun Dec 11 2022,Monbus Obradoiro,80,,Surne Bilbao Basket,77,,,
Sun Dec 11 2022,Barça,78,,Río Breogán,74,,,
Sun Dec 11 2022,Cazoo Baskonia,96,,Gran Canaria,68,,,
Sun Dec 11 2022,Baxi Manresa,89,,Real Madrid,103,,,
Sun Dec 11 2022,Bàsquet Girona,69,,Valencia Basket,104,,,
Sat Dec 17 2022,Surne Bilbao Basket,86,,Baxi Manresa,76,,,
Sat Dec 17 2022,Gran Canaria,85,,UCAM Murcia,99,,,
Sat Dec 17 2022,Joventut,91,,Monbus Obradoiro,74,,,
Sat Dec 17 2022,Río Breogán,89,,Real Betis,84,,,
Sun Dec 18 2022,Unicaja,60,,Barça,75,,,
Sun Dec 18 2022,Casademont Zaragoza,69,,Bàsquet Girona,78,,,
Sun Dec 18 2022,Real Madrid,80,,Lenovo Tenerife,67,,,
Sun Dec 18 2022,Valencia Basket,110,,Covirán Granada,81,,,
Sun Dec 18 2022,Carplus Fuenlabrada,88,,Cazoo Baskonia,102,,,
Tue Dec 27 2022,Real Madrid,85,,Surne Bilbao Basket,80,,,
Tue Dec 27 2022,Cazoo Baskonia,86,,Río Breogán,77,,,
Tue Dec 27 2022,Valencia Basket,89,,Gran Canaria,95,,,
Wed Dec 28 2022,Casademont Zaragoza,63,,Barça,68,,,
Wed Dec 28 2022,UCAM Murcia,66,,Unicaja,82,,,
Thu Dec 29 2022,Covirán Granada,66,,Lenovo Tenerife,98,,,
Thu Dec 29 2022,Real Betis,81,,Joventut,93,,,
Fri Dec 30 2022,Monbus Obradoiro,82,,Carplus Fuenlabrada,79,,,
Fri Dec 30 2022,Bàsquet Girona,79,,Baxi Manresa,82,,,
Mon Jan 2 2023,Barça,87,,Real Madrid,78,,,
Tue Jan 3 2023,Cazoo Baskonia,95,,Covirán Granada,84,,,
Tue Jan 3 2023,Carplus Fuenlabrada,86,,Valencia Basket,92,,,
Tue Jan 3 2023,Joventut,66,,Bàsquet Girona,79,,,
Tue Jan 3 2023,Gran Canaria,82,,Real Betis,88,,,
Fri Jan 6 2023,Lenovo Tenerife,64,,UCAM Murcia,85,,,
Wed Jan 4 2023,Baxi Manresa,99,,Monbus Obradoiro,104,,OT,
Wed Jan 4 2023,Surne Bilbao Basket,79,,Unicaja,92,,,
Wed Jan 4 2023,Río Breogán,90,,Casademont Zaragoza,88,,OT,
Sat Jan 7 2023,Real Betis,70,,Barça,104,,,
Sat Jan 7 2023,Bàsquet Girona,83,,Carplus Fuenlabrada,75,,,
Sat Jan 7 2023,Covirán Granada,72,,Joventut,90,,,
Sun Jan 8 2023,UCAM Murcia,81,,Surne Bilbao Basket,99,,,
Sat Jan 7 2023,Monbus Obradoiro,59,,Río Breogán,64,,,
Sun Jan 8 2023,Unicaja,84,,Lenovo Tenerife,91,,,
Sun Jan 8 2023,Casademont Zaragoza,72,,Baxi Manresa,65,,,
Sun Jan 8 2023,Gran Canaria,85,,Real Madrid,105,,,
Sun Jan 8 2023,Valencia Basket,79,,Cazoo Baskonia,85,,,
Sat Jan 14 2023,Surne Bilbao Basket,59,,Bàsquet Girona,84,,,
Sat Jan 14 2023,Carplus Fuenlabrada,65,,Gran Canaria,110,,,
Sat Jan 14 2023,Río Breogán,66,,Unicaja,100,,,
Sat Jan 14 2023,Lenovo Tenerife,87,,Casademont Zaragoza,83,,OT,
Sun Jan 15 2023,Real Madrid,82,,Covirán Granada,62,,,
Sun Jan 15 2023,Barça,86,,UCAM Murcia,72,,,
Sun Jan 15 2023,Monbus Obradoiro,73,,Real Betis,71,,,
