Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Sep 30 2016,Unicaja,90,,Real Madrid,101,,,
Sat Oct 1 2016,Real Betis Energía Plus,95,,Movistar Estudiantes,82,,,
Sat Oct 1 2016,Baskonia,92,,Rio Natura Monbus Obradoiro,76,,,
Sun Oct 2 2016,RETAbet Bilbao Basket,89,,Montakit Fuenlabrada,80,,,
Sun Oct 2 2016,Iberostar Tenerife,92,,Herbalife Gran Canaria,81,,,
Sun Oct 2 2016,FC Barcelona Lassa,56,,ICL Manresa,50,,,
Sun Oct 2 2016,Divina Seguros Joventut,65,,UCAM Murcia,67,,,
Sun Oct 2 2016,Valencia Basket,80,,Tecnyconta Zaragoza,68,,,
Thu Oct 6 2016,Herbalife Gran Canaria,89,,MoraBanc Andorra,97,,,
Thu Oct 6 2016,ICL Manresa,80,,Real Betis Energía Plus,75,,,
Thu Oct 6 2016,Real Madrid,94,,Valencia Basket,75,,,
Fri Oct 7 2016,Movistar Estudiantes,74,,RETAbet Bilbao Basket,79,,,
Fri Oct 7 2016,Rio Natura Monbus Obradoiro,55,,Iberostar Tenerife,70,,,
Fri Oct 7 2016,Montakit Fuenlabrada,82,,Divina Seguros Joventut,65,,,
Fri Oct 7 2016,Tecnyconta Zaragoza,80,,Unicaja,71,,,
Fri Oct 7 2016,UCAM Murcia,75,,Baskonia,87,,,
Sun Oct 9 2016,Divina Seguros Joventut,73,,MoraBanc Andorra,92,,,
Sun Oct 9 2016,Baskonia,92,,FC Barcelona Lassa,98,,,
Sun Oct 9 2016,Real Betis Energía Plus,74,,Iberostar Tenerife,96,,,
Sun Oct 9 2016,Unicaja,98,,Montakit Fuenlabrada,85,,,
Sun Oct 9 2016,Valencia Basket,84,,Herbalife Gran Canaria,75,,,
Sun Oct 9 2016,ICL Manresa,61,,UCAM Murcia,85,,,
Sun Oct 9 2016,Movistar Estudiantes,73,,Rio Natura Monbus Obradoiro,64,,,
Sun Oct 9 2016,RETAbet Bilbao Basket,75,,Tecnyconta Zaragoza,69,,,
Sat Oct 15 2016,Herbalife Gran Canaria,78,,Unicaja,89,,,
Sun Oct 16 2016,FC Barcelona Lassa,79,,RETAbet Bilbao Basket,92,,,
Sun Oct 16 2016,Montakit Fuenlabrada,74,,Movistar Estudiantes,86,,,
Sun Oct 16 2016,Iberostar Tenerife,78,,Divina Seguros Joventut,73,,,
Sun Oct 16 2016,Rio Natura Monbus Obradoiro,82,,ICL Manresa,78,,,
Sun Oct 16 2016,UCAM Murcia,86,,Real Madrid,93,,,
Sun Oct 16 2016,Tecnyconta Zaragoza,84,,Real Betis Energía Plus,87,,,
Sun Oct 16 2016,MoraBanc Andorra,77,,Baskonia,95,,,
Sat Oct 22 2016,RETAbet Bilbao Basket,81,,MoraBanc Andorra,85,,,
Sat Oct 22 2016,UCAM Murcia,77,,Tecnyconta Zaragoza,95,,,
Sun Oct 23 2016,Real Betis Energía Plus,58,,FC Barcelona Lassa,80,,,
Sun Oct 23 2016,Unicaja,73,,Iberostar Tenerife,72,,,
Sun Oct 23 2016,Real Madrid,96,,Movistar Estudiantes,88,,,
Sun Oct 23 2016,Montakit Fuenlabrada,60,,Herbalife Gran Canaria,111,,,
Sun Oct 23 2016,Baskonia,90,,Divina Seguros Joventut,83,,,
Sun Oct 23 2016,Valencia Basket,92,,Rio Natura Monbus Obradoiro,75,,,
