Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Sep 29 2017,Kirolbet Baskonia,82,,FC Barcelona Lassa,87,,,
Sat Sep 30 2017,RETAbet Bilbao Basket,68,,Montakit Fuenlabrada,82,,,
Sat Sep 30 2017,Tecnyconta Zaragoza,74,,Monbus Obradoiro,80,,,
Sun Oct 1 2017,Delteco GBC,76,,Herbalife Gran Canaria,84,,,
Sun Oct 1 2017,Iberostar Tenerife,81,,San Pablo Burgos,65,,,
Sun Oct 1 2017,Unicaja,74,,UCAM Murcia,64,,,
Sun Oct 1 2017,MoraBanc Andorra,88,,Real Madrid,94,,,
Sun Oct 1 2017,Valencia Basket,90,,Real Betis Energía Plus,80,,,
Wed Oct 4 2017,Montakit Fuenlabrada,95,,MoraBanc Andorra,94,,,
Wed Oct 4 2017,UCAM Murcia,78,,Iberostar Tenerife,84,,,
Wed Oct 4 2017,Real Betis Energía Plus,60,,Delteco GBC,94,,,
Wed Oct 4 2017,Monbus Obradoiro,67,,Valencia Basket,80,,,
Wed Oct 4 2017,Herbalife Gran Canaria,99,,Tecnyconta Zaragoza,95,,,
Thu Oct 5 2017,Real Madrid,87,,RETAbet Bilbao Basket,80,,,
Thu Oct 5 2017,FC Barcelona Lassa,74,,Divina Seguros Joventut,72,,,
Thu Oct 5 2017,San Pablo Burgos,72,,Unicaja,93,,,
Thu Oct 5 2017,Movistar Estudiantes,76,,Kirolbet Baskonia,94,,,
Sat Oct 7 2017,Kirolbet Baskonia,82,,Herbalife Gran Canaria,100,,,
Sat Oct 7 2017,Divina Seguros Joventut,68,,Monbus Obradoiro,77,,,
Sun Oct 8 2017,San Pablo Burgos,81,,FC Barcelona Lassa,111,,,
Sun Oct 8 2017,Valencia Basket,70,,Iberostar Tenerife,67,,,
Sun Oct 8 2017,Delteco GBC,92,,Movistar Estudiantes,75,,,
Sun Oct 8 2017,Unicaja,69,,Montakit Fuenlabrada,77,,,
Sun Oct 8 2017,MoraBanc Andorra,77,,UCAM Murcia,81,,,
Sun Oct 8 2017,Tecnyconta Zaragoza,65,,Real Madrid,93,,,
Sun Oct 8 2017,RETAbet Bilbao Basket,94,,Real Betis Energía Plus,86,,,
Sat Oct 14 2017,Movistar Estudiantes,87,,San Pablo Burgos,72,,,
Sat Oct 14 2017,Real Betis Energía Plus,71,,Unicaja,99,,,
Sun Oct 15 2017,Herbalife Gran Canaria,76,,MoraBanc Andorra,78,,,
Sun Oct 15 2017,Monbus Obradoiro,58,,FC Barcelona Lassa,102,,,
Sun Oct 15 2017,Tecnyconta Zaragoza,72,,RETAbet Bilbao Basket,77,,,
Sun Oct 15 2017,Kirolbet Baskonia,75,,Montakit Fuenlabrada,80,,,
Sun Oct 15 2017,Iberostar Tenerife,76,,Divina Seguros Joventut,73,,,
Sun Oct 15 2017,UCAM Murcia,69,,Delteco GBC,67,,,
Sun Oct 15 2017,Real Madrid,86,,Valencia Basket,82,,,
Sat Oct 21 2017,RETAbet Bilbao Basket,69,,Iberostar Tenerife,83,,,
Sat Oct 21 2017,San Pablo Burgos,69,,Monbus Obradoiro,94,,,
Sun Oct 22 2017,FC Barcelona Lassa,70,,Movistar Estudiantes,80,,,
Sun Oct 22 2017,Divina Seguros Joventut,69,,Herbalife Gran Canaria,94,,,
Sun Oct 22 2017,Valencia Basket,93,,UCAM Murcia,91,,,
Sun Oct 22 2017,Unicaja,85,,Real Madrid,99,,,
Sun Oct 22 2017,Montakit Fuenlabrada,73,,Real Betis Energía Plus,70,,,
Sun Oct 22 2017,Delteco GBC,86,,Kirolbet Baskonia,88,,,
Sun Oct 22 2017,MoraBanc Andorra,78,,Tecnyconta Zaragoza,95,,,
Sat Oct 28 2017,Monbus Obradoiro,73,,Montakit Fuenlabrada,65,,,
Sat Oct 28 2017,Real Madrid,100,,San Pablo Burgos,95,,,
Sun Oct 29 2017,Iberostar Tenerife,48,,MoraBanc Andorra,58,,,
Sun Oct 29 2017,UCAM Murcia,97,,FC Barcelona Lassa,94,,,
Sun Oct 29 2017,Real Betis Energía Plus,76,,Divina Seguros Joventut,81,,,
Sun Oct 29 2017,RETAbet Bilbao Basket,91,,Delteco GBC,87,,,
