Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Sep 29 2012,Lagun Aro GBC,73,,FIATC Mutua Joventut,89,,,
Sun Sep 30 2012,Blancos de Rueda Valladolid,78,,FC Barcelona Regal,71,,,
Sun Sep 30 2012,CB Canarias,86,,Asefa Estudiantes,101,,,
Sun Sep 30 2012,Uxúe Bilbao Basket,59,,Herbalife Gran Canaria,65,,,
Sun Sep 30 2012,La Bruixa d'Or,78,,Blu:sens Monbús,83,,,
Sun Sep 30 2012,Unicaja,64,,Real Madrid,79,,,
Sun Sep 30 2012,UCAM Murcia,93,,Cajasol,77,,,
Sun Sep 30 2012,Mad-Croc Fuenlabrada,65,,Valencia Basket,93,,,
Sun Sep 30 2012,Laboral Kutxa,75,,CAI Zaragoza,88,,,
Wed Oct 3 2012,Real Madrid,100,,Blancos de Rueda Valladolid,75,,,
Sat Oct 6 2012,CAI Zaragoza,85,,CB Canarias,65,,,
Sun Oct 7 2012,FC Barcelona Regal,77,,Uxúe Bilbao Basket,78,,,
Sun Oct 7 2012,Blu:sens Monbús,79,,Mad-Croc Fuenlabrada,71,,,
Sun Oct 7 2012,Herbalife Gran Canaria,80,,La Bruixa d'Or,64,,,
Sun Oct 7 2012,Valencia Basket,78,,UCAM Murcia,77,,,
Sun Oct 7 2012,Asefa Estudiantes,83,,Lagun Aro GBC,71,,,
Sun Oct 7 2012,FIATC Mutua Joventut,71,,Unicaja,73,,,
Sun Oct 7 2012,Cajasol,70,,Laboral Kutxa,90,,,
Sat Oct 13 2012,Laboral Kutxa,80,,Herbalife Gran Canaria,64,,,
Sun Oct 14 2012,UCAM Murcia,68,,FC Barcelona Regal,87,,,
Sun Oct 14 2012,Cajasol,46,,Asefa Estudiantes,76,,,
Sun Oct 14 2012,La Bruixa d'Or,71,,FIATC Mutua Joventut,83,,,
Sun Oct 14 2012,CB Canarias,68,,Blu:sens Monbús,71,,,
Sun Oct 14 2012,Mad-Croc Fuenlabrada,79,,Real Madrid,100,,,
Sun Oct 14 2012,Uxúe Bilbao Basket,72,,Lagun Aro GBC,65,,,
Sun Oct 14 2012,Blancos de Rueda Valladolid,55,,Unicaja,79,,,
