Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Sep 18 2021,Lenovo Tenerife,73,,Río Breogán,92,,,
Sat Sep 18 2021,Surne Bilbao Basket,79,,Joventut,85,,,
Sat Sep 18 2021,MoraBanc Andorra,98,,Coosur Real Betis,102,,OT,
Sat Sep 18 2021,Bitci Baskonia,72,,Valencia Basket,67,,,
Sun Sep 19 2021,UCAM Murcia,78,,Barça,85,,,
Sun Sep 19 2021,Gran Canaria,92,,Urbas Fuenlabrada,87,,OT,
Sun Sep 19 2021,Hereda San Pablo Burgos,63,,Real Madrid,70,,,
Sun Sep 19 2021,Monbus Obradoiro,79,,Unicaja,91,,,
Sun Sep 19 2021,Baxi Manresa,91,,Casademont Zaragoza,98,,,
Wed Sep 22 2021,Barça,82,,Gran Canaria,64,,,
Thu Sep 23 2021,Casademont Zaragoza,100,,Surne Bilbao Basket,76,,,
Thu Sep 23 2021,Unicaja,82,,Lenovo Tenerife,87,,,
Thu Sep 23 2021,Río Breogán,87,,Hereda San Pablo Burgos,62,,,
Fri Sep 24 2021,Real Madrid,86,,MoraBanc Andorra,58,,,
Fri Sep 24 2021,Valencia Basket,89,,Baxi Manresa,69,,,
Fri Sep 24 2021,Coosur Real Betis,66,,UCAM Murcia,88,,,
Fri Sep 24 2021,Joventut,91,,Monbus Obradoiro,93,,,
Fri Sep 24 2021,Urbas Fuenlabrada,86,,Bitci Baskonia,95,,,
Sat Sep 25 2021,Río Breogán,69,,Barça,78,,,
Sat Sep 25 2021,Surne Bilbao Basket,79,,Lenovo Tenerife,89,,,
Sat Sep 25 2021,Gran Canaria,80,,Unicaja,79,,,
Sat Sep 25 2021,Hereda San Pablo Burgos,75,,Casademont Zaragoza,54,,,
Sun Sep 26 2021,MoraBanc Andorra,78,,Urbas Fuenlabrada,91,,,
Sun Sep 26 2021,Bitci Baskonia,61,,Joventut,72,,,
Sun Sep 26 2021,Monbus Obradoiro,68,,Real Madrid,78,,,
Sun Sep 26 2021,Baxi Manresa,106,,Coosur Real Betis,64,,,
Sun Sep 26 2021,UCAM Murcia,91,,Valencia Basket,86,,,
Sat Oct 2 2021,MoraBanc Andorra,70,,Hereda San Pablo Burgos,81,,,
Sat Oct 2 2021,Unicaja,84,,UCAM Murcia,79,,,
Sat Oct 2 2021,Urbas Fuenlabrada,81,,Monbus Obradoiro,93,,,
Sat Oct 2 2021,Valencia Basket,76,,Casademont Zaragoza,70,,,
Sun Oct 3 2021,Barça,84,,Surne Bilbao Basket,68,,,
Sun Oct 3 2021,Coosur Real Betis,65,,Río Breogán,97,,,
Sun Oct 3 2021,Joventut,71,,Gran Canaria,84,,,
Sun Oct 3 2021,Bitci Baskonia,67,,Baxi Manresa,74,,,
Sun Oct 3 2021,Lenovo Tenerife,77,,Real Madrid,86,,,
Tue Oct 5 2021,Casademont Zaragoza,63,,Barça,76,,,
Sat Oct 9 2021,Casademont Zaragoza,65,,Lenovo Tenerife,90,,,
Sat Oct 9 2021,Hereda San Pablo Burgos,96,,Urbas Fuenlabrada,91,,,
Sat Oct 9 2021,Baxi Manresa,61,,Joventut,105,,,
