Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Sep 19 2020,RETAbet Bilbao Basket,102,,Herbalife Gran Canaria,107,,OT,
Sat Sep 19 2020,Real Madrid,86,,Acunsa GBC,70,,,
Sun Sep 20 2020,UCAM Murcia,66,,MoraBanc Andorra,84,,,
Sun Sep 20 2020,Hereda San Pablo Burgos,86,,Barça,89,,,
Sun Sep 20 2020,Baxi Manresa,88,,Movistar Estudiantes,84,,,
Sun Sep 20 2020,Urbas Fuenlabrada,82,,Monbus Obradoiro,101,,,
Sun Sep 20 2020,Valencia Basket,73,,TD Systems Baskonia,76,,,
Mon Sep 21 2020,Casademont Zaragoza,86,,Lenovo Tenerife,91,,OT,
Mon Sep 21 2020,Unicaja,73,,Joventut,81,,,
Wed Sep 23 2020,Lenovo Tenerife,81,,RETAbet Bilbao Basket,70,,,
Thu Sep 24 2020,TD Systems Baskonia,89,,Urbas Fuenlabrada,73,,,
Thu Sep 24 2020,Monbus Obradoiro,80,,Baxi Manresa,76,,,
Thu Sep 24 2020,Movistar Estudiantes,80,,UCAM Murcia,93,,,
Thu Sep 24 2020,Barça,79,,Unicaja,70,,,
Fri Sep 25 2020,Herbalife Gran Canaria,60,,Hereda San Pablo Burgos,92,,,
Fri Sep 25 2020,Casademont Zaragoza,83,,Real Madrid,102,,,
Fri Sep 25 2020,Joventut,78,,Coosur Real Betis,57,,,
Fri Sep 25 2020,MoraBanc Andorra,76,,Valencia Basket,91,,,
Sat Sep 26 2020,TD Systems Baskonia,86,,Movistar Estudiantes,84,,,
Sat Sep 26 2020,Lenovo Tenerife,84,,UCAM Murcia,82,,,
Sun Sep 27 2020,Unicaja,81,,MoraBanc Andorra,78,,,
Sun Sep 27 2020,RETAbet Bilbao Basket,64,,Barça,82,,,
Sun Sep 27 2020,Real Madrid,87,,Joventut,64,,,
Sun Sep 27 2020,Valencia Basket,82,,Baxi Manresa,74,,,
Sun Sep 27 2020,Coosur Real Betis,80,,Monbus Obradoiro,87,,,
Sun Sep 27 2020,Hereda San Pablo Burgos,90,,Acunsa GBC,77,,,
Sun Sep 27 2020,Herbalife Gran Canaria,71,,Casademont Zaragoza,88,,,
Sat Oct 3 2020,Joventut,89,,MoraBanc Andorra,87,,,
Sat Oct 3 2020,Monbus Obradoiro,81,,RETAbet Bilbao Basket,99,,,
Sat Oct 3 2020,Baxi Manresa,90,,Unicaja,86,,,
Sun Oct 4 2020,Acunsa GBC,,,Barça,,,,Postponed
Sun Oct 4 2020,Movistar Estudiantes,82,,Urbas Fuenlabrada,81,,,
Sun Oct 4 2020,Real Madrid,,,Herbalife Gran Canaria,,,,Postponed
Sun Oct 4 2020,Valencia Basket,85,,Coosur Real Betis,95,,,
Sun Oct 4 2020,UCAM Murcia,83,,TD Systems Baskonia,75,,,
Thu Oct 8 2020,Hereda San Pablo Burgos,100,,Casademont Zaragoza,86,,,
Sat Oct 10 2020,Urbas Fuenlabrada,87,,Lenovo Tenerife,91,,,
Sat Oct 10 2020,MoraBanc Andorra,69,,Baxi Manresa,64,,,
Sat Oct 10 2020,Coosur Real Betis,72,,UCAM Murcia,74,,,
Sat Oct 10 2020,Casademont Zaragoza,67,,Acunsa GBC,70,,,
Sun Oct 11 2020,Real Madrid,90,,Herbalife Gran Canaria,65,,,
Sun Oct 11 2020,RETAbet Bilbao Basket,81,,Joventut,88,,,
Sun Oct 11 2020,TD Systems Baskonia,89,,Hereda San Pablo Burgos,91,,,
Sun Oct 11 2020,Unicaja,71,,Valencia Basket,66,,,
Thu Oct 15 2020,Herbalife Gran Canaria,68,,Movistar Estudiantes,94,,,
Sat Oct 17 2020,Hereda San Pablo Burgos,82,,MoraBanc Andorra,87,,OT,
Sat Oct 17 2020,Joventut,82,,Lenovo Tenerife,86,,,
Sat Oct 17 2020,Baxi Manresa,102,,Urbas Fuenlabrada,100,,,
Sat Oct 17 2020,Acunsa GBC,76,,Monbus Obradoiro,85,,,
Sun Oct 18 2020,Real Madrid,,,RETAbet Bilbao Basket,,,,Postponed
Sun Oct 18 2020,Unicaja,84,,Herbalife Gran Canaria,80,,,
Sun Oct 18 2020,Movistar Estudiantes,81,,Coosur Real Betis,80,,,
Sun Oct 18 2020,Barça,71,,TD Systems Baskonia,82,,,
Sun Oct 18 2020,UCAM Murcia,86,,Casademont Zaragoza,98,,,
Tue Oct 20 2020,Acunsa GBC,60,,Barça,87,,,
Tue Oct 20 2020,Monbus Obradoiro,77,,Real Madrid,84,,,
Sat Oct 24 2020,TD Systems Baskonia,82,,Joventut,83,,,
Sat Oct 24 2020,Coosur Real Betis,81,,Baxi Manresa,93,,,
Sat Oct 24 2020,Urbas Fuenlabrada,100,,Acunsa GBC,72,,,
Sat Oct 24 2020,Casademont Zaragoza,84,,Valencia Basket,93,,,
Sun Oct 25 2020,MoraBanc Andorra,71,,Barça,82,,,
Sun Oct 25 2020,Monbus Obradoiro,85,,Herbalife Gran Canaria,75,,,
Sun Oct 25 2020,UCAM Murcia,,,Hereda San Pablo Burgos,,,,Postponed
Sun Oct 25 2020,Movistar Estudiantes,77,,Real Madrid,93,,,
Sun Oct 25 2020,Lenovo Tenerife,86,,Unicaja,79,,,
Tue Oct 27 2020,Barça,73,,UCAM Murcia,77,,,
Tue Oct 27 2020,Valencia Basket,78,,Monbus Obradoiro,77,,,
Tue Oct 27 2020,Real Madrid,84,,Coosur Real Betis,65,,,
Wed Oct 28 2020,Acunsa GBC,61,,Movistar Estudiantes,80,,,
Wed Oct 28 2020,Baxi Manresa,68,,TD Systems Baskonia,87,,,
Thu Oct 29 2020,MoraBanc Andorra,,,RETAbet Bilbao Basket,,,,Postponed
Fri Oct 30 2020,Herbalife Gran Canaria,,,Lenovo Tenerife,,,,Postponed
Fri Oct 30 2020,Joventut,84,,Urbas Fuenlabrada,93,,,
Fri Oct 30 2020,Unicaja,92,,Casademont Zaragoza,63,,,
Sat Oct 31 2020,RETAbet Bilbao Basket,78,,Baxi Manresa,94,,,
Sat Oct 31 2020,Acunsa GBC,62,,Coosur Real Betis,74,,,
Sun Nov 1 2020,Casademont Zaragoza,,,MoraBanc Andorra,,,,Postponed
Sun Nov 1 2020,Lenovo Tenerife,74,,Barça,81,,,
Sun Nov 1 2020,TD Systems Baskonia,75,,Herbalife Gran Canaria,71,,,
Sun Nov 1 2020,Movistar Estudiantes,70,,Joventut,97,,,
Sun Nov 1 2020,Urbas Fuenlabrada,99,,Hereda San Pablo Burgos,78,,,
Sun Nov 1 2020,Monbus Obradoiro,76,,Unicaja,82,,,
Sun Nov 1 2020,Real Madrid,86,,Valencia Basket,78,,,
Wed Nov 4 2020,Real Madrid,85,,RETAbet Bilbao Basket,83,,,
Wed Nov 4 2020,UCAM Murcia,,,Hereda San Pablo Burgos,,,,Postponed
Sat Nov 7 2020,Herbalife Gran Canaria,78,,UCAM Murcia,74,,,
Sat Nov 7 2020,Joventut,,,Monbus Obradoiro,,,,Postponed
Sat Nov 7 2020,MoraBanc Andorra,,,Acunsa GBC,,,,Postponed
Sat Nov 7 2020,RETAbet Bilbao Basket,68,,TD Systems Baskonia,82,,,
Sun Nov 8 2020,Coosur Real Betis,73,,Lenovo Tenerife,77,,,
Sun Nov 8 2020,Barça,92,,Movistar Estudiantes,78,,,
Sun Nov 8 2020,Urbas Fuenlabrada,68,,Real Madrid,79,,,
Sun Nov 8 2020,Hereda San Pablo Burgos,99,,Valencia Basket,81,,,
Sun Nov 8 2020,Baxi Manresa,103,,Casademont Zaragoza,102,,,
Thu Nov 12 2020,Lenovo Tenerife,88,,Baxi Manresa,80,,,
Thu Nov 12 2020,UCAM Murcia,84,,Hereda San Pablo Burgos,89,,,
Sat Nov 14 2020,Coosur Real Betis,53,,Barça,82,,,
Sat Nov 14 2020,Casademont Zaragoza,81,,Urbas Fuenlabrada,82,,,
Sun Nov 15 2020,Real Madrid,,,MoraBanc Andorra,,,,Postponed
Sun Nov 15 2020,UCAM Murcia,73,,RETAbet Bilbao Basket,63,,,
Sun Nov 15 2020,Herbalife Gran Canaria,80,,Lenovo Tenerife,99,,,
Sun Nov 15 2020,Valencia Basket,,,Joventut,,,,Postponed
Sun Nov 15 2020,Movistar Estudiantes,71,,Hereda San Pablo Burgos,91,,,
Sun Nov 15 2020,Acunsa GBC,69,,Unicaja,104,,,
Sun Nov 15 2020,Monbus Obradoiro,74,,TD Systems Baskonia,80,,,
Sat Nov 21 2020,MoraBanc Andorra,79,,Herbalife Gran Canaria,62,,,
Sat Nov 21 2020,Urbas Fuenlabrada,81,,UCAM Murcia,84,,,
Sat Nov 21 2020,Hereda San Pablo Burgos,78,,Monbus Obradoiro,63,,,
Sun Nov 22 2020,Unicaja,92,,Movistar Estudiantes,90,,,
Sun Nov 22 2020,Baxi Manresa,78,,Real Madrid,100,,,
Sun Nov 22 2020,Joventut,99,,Acunsa GBC,68,,,
