Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Nov 8 2013,Sichuan Blue Whales,67,,Guangdong Southern Tigers,120,,,
Sun Nov 10 2013,Jilin Northeast Tigers,90,,Bayi Rockets,103,,,
Sun Nov 10 2013,Shandong Gold Lions,97,,Jiangsu Dragons,93,,,
Sun Nov 10 2013,Zhejiang Lions,101,,Liaoning Flying Leopards,105,,,
Sun Nov 10 2013,Fujian Sturgeons,113,,Shanghai Sharks,117,,,
Sun Nov 10 2013,Foshan Dralions,107,,Dongguan Leopards,97,,,
Sun Nov 10 2013,Shanxi Brave Dragons,88,,Tianjin Gold Lions,97,,,
Sun Nov 10 2013,Beijing Ducks,106,,Xinjiang Flying Tigers,98,,,
Sun Nov 10 2013,Qingdao Eagles,95,,Zhejiang Golden Bulls,129,,,
Tue Nov 12 2013,Zhejiang Golden Bulls,95,,Jiangsu Dragons,86,,,
Tue Nov 12 2013,Sichuan Blue Whales,90,,Shanghai Sharks,96,,,
Wed Nov 13 2013,Guangdong Southern Tigers,81,,Foshan Dralions,72,,,
Wed Nov 13 2013,Dongguan Leopards,97,,Liaoning Flying Leopards,106,,,
Wed Nov 13 2013,Bayi Rockets,77,,Shandong Gold Lions,87,,,
Wed Nov 13 2013,Beijing Ducks,104,,Shanxi Brave Dragons,94,,,
Wed Nov 13 2013,Qingdao Eagles,90,,Tianjin Gold Lions,100,,,
Wed Nov 13 2013,Fujian Sturgeons,98,,Xinjiang Flying Tigers,103,,,
Wed Nov 13 2013,Jilin Northeast Tigers,95,,Zhejiang Lions,104,,OT,
Fri Nov 15 2013,Qingdao Eagles,88,,Beijing Ducks,108,,,
Fri Nov 15 2013,Shanxi Brave Dragons,99,,Fujian Sturgeons,136,,,
Fri Nov 15 2013,Tianjin Gold Lions,87,,Jiangsu Dragons,98,,,
Fri Nov 15 2013,Dongguan Leopards,85,,Jilin Northeast Tigers,82,,,
Fri Nov 15 2013,Guangdong Southern Tigers,111,,Liaoning Flying Leopards,96,,,
Fri Nov 15 2013,Zhejiang Lions,100,,Shandong Gold Lions,111,,,
Fri Nov 15 2013,Foshan Dralions,123,,Sichuan Blue Whales,114,,,
Fri Nov 15 2013,Shanghai Sharks,61,,Xinjiang Flying Tigers,108,,,
Fri Nov 15 2013,Bayi Rockets,91,,Zhejiang Golden Bulls,115,,,
Sun Nov 17 2013,Tianjin Gold Lions,98,,Bayi Rockets,105,,OT,
Sun Nov 17 2013,Liaoning Flying Leopards,105,,Foshan Dralions,114,,,
Sun Nov 17 2013,Guangdong Southern Tigers,99,,Jilin Northeast Tigers,88,,,
Sun Nov 17 2013,Shanghai Sharks,111,,Shanxi Brave Dragons,102,,,
Sun Nov 17 2013,Xinjiang Flying Tigers,113,,Sichuan Blue Whales,79,,,
Sun Nov 17 2013,Zhejiang Lions,92,,Zhejiang Golden Bulls,96,,,
Tue Nov 19 2013,Shandong Gold Lions,103,,Dongguan Leopards,108,,,
Wed Nov 20 2013,Jiangsu Dragons,107,,Beijing Ducks,114,,,
Wed Nov 20 2013,Foshan Dralions,108,,Jilin Northeast Tigers,115,,,
Wed Nov 20 2013,Fujian Sturgeons,127,,Qingdao Eagles,110,,,
Wed Nov 20 2013,Xinjiang Flying Tigers,83,,Shanxi Brave Dragons,92,,,
Wed Nov 20 2013,Tianjin Gold Lions,115,,Zhejiang Lions,118,,,
Fri Nov 22 2013,Beijing Ducks,98,,Bayi Rockets,95,,,
Fri Nov 22 2013,Shandong Gold Lions,64,,Guangdong Southern Tigers,86,,,
Fri Nov 22 2013,Fujian Sturgeons,104,,Jiangsu Dragons,95,,,
Fri Nov 22 2013,Sichuan Blue Whales,94,,Liaoning Flying Leopards,114,,,
Fri Nov 22 2013,Shanghai Sharks,108,,Qingdao Eagles,104,,,
Fri Nov 22 2013,Zhejiang Golden Bulls,96,,Dongguan Leopards,101,,,
Sun Nov 24 2013,Bayi Rockets,104,,Fujian Sturgeons,109,,,
Sun Nov 24 2013,Zhejiang Golden Bulls,85,,Guangdong Southern Tigers,90,,,
Sun Nov 24 2013,Shandong Gold Lions,88,,Foshan Dralions,80,,,
Sun Nov 24 2013,Jilin Northeast Tigers,89,,Liaoning Flying Leopards,114,,,
Sun Nov 24 2013,Jiangsu Dragons,78,,Shanghai Sharks,84,,,
Sun Nov 24 2013,Shanxi Brave Dragons,89,,Sichuan Blue Whales,92,,,
Sun Nov 24 2013,Dongguan Leopards,101,,Tianjin Gold Lions,105,,,
Sun Nov 24 2013,Qingdao Eagles,107,,Xinjiang Flying Tigers,139,,,
Sun Nov 24 2013,Beijing Ducks,94,,Zhejiang Lions,97,,,
Tue Nov 26 2013,Fujian Sturgeons,87,,Zhejiang Lions,120,,,
Wed Nov 27 2013,Dongguan Leopards,95,,Beijing Ducks,98,,,
Wed Nov 27 2013,Zhejiang Golden Bulls,108,,Foshan Dralions,111,,,
Wed Nov 27 2013,Sichuan Blue Whales,66,,Jilin Northeast Tigers,90,,,
Wed Nov 27 2013,Shanxi Brave Dragons,110,,Qingdao Eagles,124,,,
Wed Nov 27 2013,Liaoning Flying Leopards,103,,Shandong Gold Lions,97,,,
Wed Nov 27 2013,Bayi Rockets,71,,Shanghai Sharks,89,,,
Wed Nov 27 2013,Guangdong Southern Tigers,97,,Tianjin Gold Lions,95,,,
Wed Nov 27 2013,Jiangsu Dragons,80,,Xinjiang Flying Tigers,109,,,
Fri Nov 29 2013,Xinjiang Flying Tigers,83,,Bayi Rockets,90,,,
Fri Nov 29 2013,Guangdong Southern Tigers,94,,Beijing Ducks,92,,,
Fri Nov 29 2013,Sichuan Blue Whales,107,,Qingdao Eagles,103,,,
Fri Nov 29 2013,Jilin Northeast Tigers,75,,Shandong Gold Lions,91,,,
Fri Nov 29 2013,Zhejiang Lions,93,,Shanghai Sharks,102,,,
Fri Nov 29 2013,Jiangsu Dragons,114,,Shanxi Brave Dragons,109,,,
Fri Nov 29 2013,Fujian Sturgeons,106,,Dongguan Leopards,119,,,
Fri Nov 29 2013,Foshan Dralions,100,,Tianjin Gold Lions,115,,,
Fri Nov 29 2013,Liaoning Flying Leopards,104,,Zhejiang Golden Bulls,110,,,
Sun Dec 1 2013,Shanxi Brave Dragons,110,,Bayi Rockets,115,,,
Sun Dec 1 2013,Fujian Sturgeons,92,,Guangdong Southern Tigers,113,,,
