Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Nov 1 2019,Liaoning Flying Leopards,98,,Guangdong Southern Tigers,107,,,
Sat Nov 2 2019,Shenzhen Aviators,103,,Beikong Royal Fighters,108,,,
Sat Nov 2 2019,Zhejiang Golden Bulls,97,,Jiangsu Dragons,96,,,
Sat Nov 2 2019,Jilin Northeast Tigers,105,,Qingdao Eagles,103,,,
Sat Nov 2 2019,Bayi Rockets,95,,Shandong Heroes,108,,,
Sat Nov 2 2019,Nanjing Monkey Kings,84,,Shanghai Sharks,93,,,
Sat Nov 2 2019,Xinjiang Flying Tigers,134,,Sichuan Blue Whales,87,,,
Sat Nov 2 2019,Fujian Sturgeons,90,,Zhejiang Guangsha Lions,93,,,
Sun Nov 3 2019,Shanxi Loongs,123,,Guangzhou Loong-Lions,96,,,
Sun Nov 3 2019,Beijing Ducks,103,,Tianjin Pioneers,81,,,
Mon Nov 4 2019,Zhejiang Guangsha Lions,103,,Liaoning Flying Leopards,90,,,
Tue Nov 5 2019,Shanghai Sharks,102,,Beikong Royal Fighters,98,,,
Tue Nov 5 2019,Sichuan Blue Whales,115,,Guangdong Southern Tigers,118,,,
Tue Nov 5 2019,Jiangsu Dragons,90,,Nanjing Monkey Kings,88,,,
Tue Nov 5 2019,Bayi Rockets,83,,Qingdao Eagles,113,,,
Tue Nov 5 2019,Fujian Sturgeons,107,,Shanxi Loongs,115,,,
Tue Nov 5 2019,Zhejiang Golden Bulls,138,,Xinjiang Flying Tigers,146,,,
Wed Nov 6 2019,Shandong Heroes,102,,Beijing Ducks,105,,,
Wed Nov 6 2019,Guangzhou Loong-Lions,119,,Shenzhen Aviators,103,,,
Wed Nov 6 2019,Jilin Northeast Tigers,121,,Tianjin Pioneers,107,,,
Thu Nov 7 2019,Qingdao Eagles,125,,Fujian Sturgeons,119,,,
Thu Nov 7 2019,Sichuan Blue Whales,101,,Nanjing Monkey Kings,103,,,
Thu Nov 7 2019,Zhejiang Guangsha Lions,110,,Xinjiang Flying Tigers,115,,,
Fri Nov 8 2019,Shanghai Sharks,88,,Beijing Ducks,94,,,
Fri Nov 8 2019,Shandong Heroes,110,,Guangdong Southern Tigers,126,,,
Fri Nov 8 2019,Beikong Royal Fighters,134,,Guangzhou Loong-Lions,123,,,
Fri Nov 8 2019,Tianjin Pioneers,92,,Jiangsu Dragons,98,,,
Fri Nov 8 2019,Bayi Rockets,84,,Jilin Northeast Tigers,105,,,
Fri Nov 8 2019,Shenzhen Aviators,107,,Liaoning Flying Leopards,123,,,
Sat Nov 9 2019,Zhejiang Golden Bulls,93,,Nanjing Monkey Kings,98,,,
Sun Nov 10 2019,Qingdao Eagles,104,,Beijing Ducks,115,,,
Sun Nov 10 2019,Xinjiang Flying Tigers,127,,Fujian Sturgeons,120,,,
Sun Nov 10 2019,Sichuan Blue Whales,101,,Jiangsu Dragons,117,,,
Sun Nov 10 2019,Guangdong Southern Tigers,115,,Jilin Northeast Tigers,120,,,
Sun Nov 10 2019,Bayi Rockets,89,,Liaoning Flying Leopards,114,,,
Sun Nov 10 2019,Guangzhou Loong-Lions,99,,Shandong Heroes,100,,,
Sun Nov 10 2019,Tianjin Pioneers,86,,Shanghai Sharks,94,,,
Sun Nov 10 2019,Beikong Royal Fighters,94,,Shenzhen Aviators,87,,,
Sun Nov 10 2019,Shanxi Loongs,91,,Zhejiang Guangsha Lions,100,,,
Tue Nov 12 2019,Nanjing Monkey Kings,107,,Liaoning Flying Leopards,126,,,
Tue Nov 12 2019,Guangzhou Loong-Lions,100,,Qingdao Eagles,115,,,
Tue Nov 12 2019,Tianjin Pioneers,82,,Shandong Heroes,96,,,
Tue Nov 12 2019,Shanghai Sharks,87,,Shanxi Loongs,106,,,
Wed Nov 13 2019,Fujian Sturgeons,129,,Bayi Rockets,107,,,
Wed Nov 13 2019,Beijing Ducks,104,,Shenzhen Aviators,109,,,
Wed Nov 13 2019,Jilin Northeast Tigers,107,,Xinjiang Flying Tigers,112,,,
Wed Nov 13 2019,Jiangsu Dragons,75,,Zhejiang Guangsha Lions,87,,,
Thu Nov 14 2019,Zhejiang Golden Bulls,104,,Beikong Royal Fighters,107,,,
Thu Nov 14 2019,Guangdong Southern Tigers,123,,Sichuan Blue Whales,100,,,
Fri Nov 15 2019,Beijing Ducks,100,,Jiangsu Dragons,91,,,
Fri Nov 15 2019,Liaoning Flying Leopards,105,,Xinjiang Flying Tigers,127,,,
Sat Nov 16 2019,Fujian Sturgeons,127,,Qingdao Eagles,136,,,
Sat Nov 16 2019,Guangdong Southern Tigers,123,,Shandong Heroes,99,,,
Sat Nov 16 2019,Nanjing Monkey Kings,85,,Shanxi Loongs,95,,,
Sat Nov 16 2019,Guangzhou Loong-Lions,99,,Sichuan Blue Whales,104,,,
Sat Nov 16 2019,Zhejiang Golden Bulls,105,,Tianjin Pioneers,94,,,
Sun Nov 17 2019,Jilin Northeast Tigers,94,,Bayi Rockets,104,,,
Sun Nov 17 2019,Zhejiang Guangsha Lions,86,,Beikong Royal Fighters,105,,,
Sun Nov 17 2019,Shanghai Sharks,122,,Shenzhen Aviators,130,,,
Tue Nov 19 2019,Bayi Rockets,101,,Fujian Sturgeons,122,,,
Tue Nov 19 2019,Xinjiang Flying Tigers,127,,Guangdong Southern Tigers,128,,,
Tue Nov 19 2019,Zhejiang Guangsha Lions,116,,Nanjing Monkey Kings,98,,,
Tue Nov 19 2019,Shandong Heroes,99,,Qingdao Eagles,104,,,
Tue Nov 19 2019,Jiangsu Dragons,92,,Shanghai Sharks,99,,,
Tue Nov 19 2019,Sichuan Blue Whales,93,,Tianjin Pioneers,95,,,
