Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Nov 1 2014,Guangdong Southern Tigers,89,,Beijing Ducks,103,,,
Sat Nov 1 2014,Shanghai Sharks,110,,Zhejiang Golden Bulls,126,,,
Sun Nov 2 2014,Tianjin Gold Lions,104,,Fujian Sturgeons,100,,,
Sun Nov 2 2014,Liaoning Flying Leopards,110,,Foshan Long-Lions,103,,,
Sun Nov 2 2014,Qingdao Eagles,117,,Jiangsu Tongxi Monkey Kings,105,,,
Sun Nov 2 2014,Jiangsu Dragons,94,,Shandong Golden Stars,104,,,
Sun Nov 2 2014,Chongqing Fly Dragons,110,,Shanxi Brave Dragons,121,,,
Sun Nov 2 2014,Jilin Northeast Tigers,125,,Dongguan Leopards,120,,,
Sun Nov 2 2014,Xinjiang Flying Tigers,109,,Sichuan Blue Whales,101,,,
Sun Nov 2 2014,Bayi Rockets,86,,Zhejiang Guangsha Lions,128,,,
Tue Nov 4 2014,Tianjin Gold Lions,93,,Foshan Long-Lions,121,,,
Wed Nov 5 2014,Beijing Ducks,100,,Bayi Rockets,89,,,
Wed Nov 5 2014,Xinjiang Flying Tigers,121,,Chongqing Fly Dragons,116,,,
Wed Nov 5 2014,Fujian Sturgeons,126,,Jiangsu Tongxi Monkey Kings,119,,,
Wed Nov 5 2014,Guangdong Southern Tigers,135,,Jilin Northeast Tigers,111,,,
Wed Nov 5 2014,Sichuan Blue Whales,93,,Liaoning Flying Leopards,117,,,
Wed Nov 5 2014,Jiangsu Dragons,98,,Qingdao Eagles,103,,,
Wed Nov 5 2014,Shanxi Brave Dragons,104,,Shanghai Sharks,97,,,
Wed Nov 5 2014,Shandong Golden Stars,94,,Dongguan Leopards,97,,,
Wed Nov 5 2014,Zhejiang Golden Bulls,115,,Zhejiang Guangsha Lions,139,,,
Fri Nov 7 2014,Jilin Northeast Tigers,97,,Bayi Rockets,88,,,
Fri Nov 7 2014,Shandong Golden Stars,85,,Guangdong Southern Tigers,96,,,
Fri Nov 7 2014,Fujian Sturgeons,107,,Jiangsu Dragons,119,,,
Fri Nov 7 2014,Foshan Long-Lions,112,,Jiangsu Tongxi Monkey Kings,121,,,
Fri Nov 7 2014,Chongqing Fly Dragons,85,,Liaoning Flying Leopards,141,,,
Fri Nov 7 2014,Zhejiang Guangsha Lions,91,,Shanghai Sharks,87,,,
Fri Nov 7 2014,Qingdao Eagles,117,,Dongguan Leopards,109,,,
Fri Nov 7 2014,Sichuan Blue Whales,108,,Tianjin Gold Lions,115,,,
Fri Nov 7 2014,Shanxi Brave Dragons,101,,Xinjiang Flying Tigers,119,,,
Fri Nov 7 2014,Beijing Ducks,116,,Zhejiang Golden Bulls,107,,,
Sun Nov 9 2014,Dongguan Leopards,130,,Fujian Sturgeons,112,,,
Sun Nov 9 2014,Qingdao Eagles,116,,Guangdong Southern Tigers,127,,,
Sun Nov 9 2014,Foshan Long-Lions,106,,Jiangsu Dragons,100,,,
Sun Nov 9 2014,Bayi Rockets,84,,Shandong Golden Stars,97,,,
Sun Nov 9 2014,Liaoning Flying Leopards,130,,Shanxi Brave Dragons,85,,,
Sun Nov 9 2014,Jiangsu Tongxi Monkey Kings,126,,Sichuan Blue Whales,129,,,
Sun Nov 9 2014,Chongqing Fly Dragons,108,,Tianjin Gold Lions,112,,,
Sun Nov 9 2014,Shanghai Sharks,90,,Xinjiang Flying Tigers,118,,,
Sun Nov 9 2014,Jilin Northeast Tigers,106,,Zhejiang Golden Bulls,133,,,
Sun Nov 9 2014,Beijing Ducks,95,,Zhejiang Guangsha Lions,111,,,
Tue Nov 11 2014,Dongguan Leopards,113,,Foshan Long-Lions,94,,,
Wed Nov 12 2014,Jiangsu Tongxi Monkey Kings,83,,Chongqing Fly Dragons,96,,,
Wed Nov 12 2014,Shanghai Sharks,94,,Beijing Ducks,119,,,
Wed Nov 12 2014,Guangdong Southern Tigers,114,,Fujian Sturgeons,105,,,
Wed Nov 12 2014,Bayi Rockets,94,,Qingdao Eagles,110,,,
Wed Nov 12 2014,Zhejiang Golden Bulls,116,,Shandong Golden Stars,128,,,
Wed Nov 12 2014,Tianjin Gold Lions,108,,Shanxi Brave Dragons,118,,,
Wed Nov 12 2014,Jiangsu Dragons,88,,Sichuan Blue Whales,99,,,
Wed Nov 12 2014,Liaoning Flying Leopards,112,,Xinjiang Flying Tigers,111,,,
Wed Nov 12 2014,Jilin Northeast Tigers,105,,Zhejiang Guangsha Lions,104,,,
Fri Nov 14 2014,Fujian Sturgeons,107,,Bayi Rockets,103,,,
Fri Nov 14 2014,Jiangsu Dragons,125,,Chongqing Fly Dragons,108,,,
Fri Nov 14 2014,Guangdong Southern Tigers,123,,Foshan Long-Lions,116,,,
Fri Nov 14 2014,Shanxi Brave Dragons,114,,Jiangsu Tongxi Monkey Kings,107,,,
Fri Nov 14 2014,Beijing Ducks,111,,Jilin Northeast Tigers,92,,,
Fri Nov 14 2014,Zhejiang Golden Bulls,120,,Qingdao Eagles,146,,,
Fri Nov 14 2014,Zhejiang Guangsha Lions,98,,Shandong Golden Stars,113,,,
Fri Nov 14 2014,Liaoning Flying Leopards,96,,Shanghai Sharks,91,,,
Fri Nov 14 2014,Sichuan Blue Whales,113,,Dongguan Leopards,131,,,
Fri Nov 14 2014,Tianjin Gold Lions,101,,Xinjiang Flying Tigers,128,,,
Sun Nov 16 2014,Foshan Long-Lions,98,,Bayi Rockets,93,,,
Sun Nov 16 2014,Shandong Golden Stars,71,,Beijing Ducks,95,,,
Sun Nov 16 2014,Sichuan Blue Whales,110,,Guangdong Southern Tigers,120,,,
Sun Nov 16 2014,Shanxi Brave Dragons,99,,Jiangsu Dragons,106,,,
Sun Nov 16 2014,Xinjiang Flying Tigers,96,,Jiangsu Tongxi Monkey Kings,84,,,
Sun Nov 16 2014,Tianjin Gold Lions,88,,Liaoning Flying Leopards,117,,,
Sun Nov 16 2014,Zhejiang Guangsha Lions,99,,Qingdao Eagles,96,,,
Sun Nov 16 2014,Jilin Northeast Tigers,117,,Shanghai Sharks,124,,OT,
Sun Nov 16 2014,Chongqing Fly Dragons,104,,Dongguan Leopards,118,,,
Sun Nov 16 2014,Fujian Sturgeons,118,,Zhejiang Golden Bulls,121,,,
Tue Nov 18 2014,Foshan Long-Lions,127,,Zhejiang Golden Bulls,122,,,
Wed Nov 19 2014,Qingdao Eagles,113,,Beijing Ducks,114,,,
Wed Nov 19 2014,Chongqing Fly Dragons,73,,Guangdong Southern Tigers,110,,,
Wed Nov 19 2014,Xinjiang Flying Tigers,106,,Jiangsu Dragons,117,,,
Wed Nov 19 2014,Shandong Golden Stars,109,,Jilin Northeast Tigers,118,,,
Wed Nov 19 2014,Jiangsu Tongxi Monkey Kings,95,,Liaoning Flying Leopards,116,,,
Wed Nov 19 2014,Dongguan Leopards,104,,Shanxi Brave Dragons,107,,,
Wed Nov 19 2014,Bayi Rockets,110,,Sichuan Blue Whales,107,,,
Wed Nov 19 2014,Shanghai Sharks,101,,Tianjin Gold Lions,99,,,
Wed Nov 19 2014,Fujian Sturgeons,87,,Zhejiang Guangsha Lions,114,,,
Fri Nov 21 2014,Bayi Rockets,122,,Chongqing Fly Dragons,101,,,
Fri Nov 21 2014,Beijing Ducks,105,,Fujian Sturgeons,92,,,
Fri Nov 21 2014,Qingdao Eagles,111,,Jilin Northeast Tigers,119,,,
Fri Nov 21 2014,Jiangsu Dragons,101,,Liaoning Flying Leopards,129,,,
Fri Nov 21 2014,Shanghai Sharks,88,,Shandong Golden Stars,97,,,
Fri Nov 21 2014,Guangdong Southern Tigers,107,,Shanxi Brave Dragons,96,,,
Fri Nov 21 2014,Zhejiang Golden Bulls,112,,Sichuan Blue Whales,126,,,
Fri Nov 21 2014,Jiangsu Tongxi Monkey Kings,104,,Tianjin Gold Lions,116,,,
Fri Nov 21 2014,Dongguan Leopards,102,,Xinjiang Flying Tigers,96,,,
Fri Nov 21 2014,Foshan Long-Lions,102,,Zhejiang Guangsha Lions,116,,,
Sun Nov 23 2014,Shanxi Brave Dragons,113,,Bayi Rockets,112,,,
Sun Nov 23 2014,Zhejiang Golden Bulls,116,,Chongqing Fly Dragons,120,,,
Sun Nov 23 2014,Jilin Northeast Tigers,123,,Fujian Sturgeons,108,,,
Sun Nov 23 2014,Beijing Ducks,120,,Foshan Long-Lions,118,,,
