Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 16 2021,Shandong Hi-Speed Kirin,105,,Beijing Royal Fighters,93,,,
Sat Oct 16 2021,Shenzhen Leopards,83,,Guangdong Southern Tigers,106,,,
Sat Oct 16 2021,Nanjing Monkey Kings,79,,Jilin Northeast Tigers,91,,,
Sat Oct 16 2021,Sichuan Blue Whales,93,,Qingdao Eagles,100,,,
Sun Oct 17 2021,Liaoning Flying Leopards,107,,Guangzhou Loong Lions,89,,,
Sat Oct 16 2021,Beijing Ducks,87,,Jiangsu Dragons,71,,,
Sun Oct 17 2021,Tianjin Pioneers,94,,Shanghai Sharks,120,,,
Sat Oct 16 2021,Ningbo Rockets,92,,Shanxi Loongs,105,,,
Sun Oct 17 2021,Zhejiang Lions,108,,Xinjiang Flying Tigers,69,,,
Sun Oct 17 2021,Fujian Sturgeons,85,,Zhejiang Golden Bulls,108,,,
Mon Oct 18 2021,Beijing Royal Fighters,93,,Jilin Northeast Tigers,73,,,
Mon Oct 18 2021,Guangdong Southern Tigers,103,,Qingdao Eagles,90,,,
Tue Oct 19 2021,Jiangsu Dragons,88,,Fujian Sturgeons,97,,,
Tue Oct 19 2021,Liaoning Flying Leopards,98,,Shandong Hi-Speed Kirin,87,,,
Tue Oct 19 2021,Guangzhou Loong Lions,99,,Shanxi Loongs,97,,,
Mon Oct 18 2021,Shenzhen Leopards,122,,Tianjin Pioneers,94,,,
Mon Oct 18 2021,Ningbo Rockets,79,,Xinjiang Flying Tigers,109,,,
Tue Oct 19 2021,Beijing Ducks,73,,Zhejiang Golden Bulls,96,,,
Wed Oct 20 2021,Zhejiang Lions,108,,Nanjing Monkey Kings,90,,,
Wed Oct 20 2021,Shanghai Sharks,118,,Sichuan Blue Whales,84,,,
Thu Oct 21 2021,Zhejiang Golden Bulls,94,,Guangdong Southern Tigers,110,,,
Wed Oct 20 2021,Beijing Royal Fighters,98,,Guangzhou Loong Lions,102,,,
Thu Oct 21 2021,Jilin Northeast Tigers,88,,Liaoning Flying Leopards,103,,,
Thu Oct 21 2021,Jiangsu Dragons,85,,Shenzhen Leopards,107,,,
Wed Oct 20 2021,Qingdao Eagles,79,,Tianjin Pioneers,91,,,
Thu Oct 21 2021,Shanxi Loongs,112,,Xinjiang Flying Tigers,97,,,
Fri Oct 22 2021,Shanghai Sharks,103,,Beijing Ducks,109,,,
Fri Oct 22 2021,Sichuan Blue Whales,101,,Fujian Sturgeons,80,,,
Fri Oct 22 2021,Nanjing Monkey Kings,97,,Ningbo Rockets,73,,,
Fri Oct 22 2021,Shandong Hi-Speed Kirin,92,,Zhejiang Lions,112,,,
Sat Oct 23 2021,Xinjiang Flying Tigers,105,,Beijing Royal Fighters,116,,OT,
Sat Oct 23 2021,Tianjin Pioneers,90,,Jiangsu Dragons,96,,,
Sat Oct 23 2021,Liaoning Flying Leopards,99,,Shanxi Loongs,107,,,
Sat Oct 23 2021,Qingdao Eagles,98,,Zhejiang Golden Bulls,105,,,
Sat Oct 23 2021,Shandong Hi-Speed Kirin,102,,Nanjing Monkey Kings,90,,,
Sun Oct 24 2021,Ningbo Rockets,86,,Jilin Northeast Tigers,111,,,
Sun Oct 24 2021,Guangdong Southern Tigers,112,,Shanghai Sharks,97,,,
Sat Oct 23 2021,Fujian Sturgeons,93,,Shenzhen Leopards,100,,,
Sun Oct 24 2021,Beijing Ducks,101,,Sichuan Blue Whales,66,,,
Sun Oct 24 2021,Guangzhou Loong Lions,67,,Zhejiang Lions,93,,,
Mon Oct 25 2021,Shanxi Loongs,102,,Beijing Royal Fighters,97,,,
Mon Oct 25 2021,Zhejiang Golden Bulls,128,,Tianjin Pioneers,89,,,
Mon Oct 25 2021,Liaoning Flying Leopards,109,,Xinjiang Flying Tigers,99,,,
Tue Oct 26 2021,Sichuan Blue Whales,108,,Guangdong Southern Tigers,111,,,
Tue Oct 26 2021,Nanjing Monkey Kings,88,,Guangzhou Loong Lions,100,,,
Tue Oct 26 2021,Shenzhen Leopards,102,,Qingdao Eagles,92,,,
Tue Oct 26 2021,Jilin Northeast Tigers,87,,Shandong Hi-Speed Kirin,93,,,
Mon Oct 25 2021,Fujian Sturgeons,93,,Shanghai Sharks,117,,,
Wed Oct 27 2021,Jiangsu Dragons,69,,Beijing Ducks,86,,,
Wed Oct 27 2021,Zhejiang Lions,121,,Ningbo Rockets,75,,,
Thu Oct 28 2021,Zhejiang Golden Bulls,100,,Fujian Sturgeons,90,,,
