Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 28 2017,Beikong Fly Dragons,113,,Nanjing Monkey Kings,119,,,
Sat Oct 28 2017,Qingdao Eagles,119,,Tianjin Gold Lions,117,,,
Sat Oct 28 2017,Jilin Northeast Tigers,95,,Xinjiang Flying Tigers,106,,,
Sun Oct 29 2017,Zhejiang Golden Bulls,103,,Bayi Rockets,96,,,
Sun Oct 29 2017,Jiangsu Dragons,93,,Beijing Ducks,87,,,
Sun Oct 29 2017,Shenzhen Leopards,96,,Guangdong Southern Tigers,114,,,
Sun Oct 29 2017,Shanghai Sharks,102,,Guangzhou Long-Lions,118,,,
Sun Oct 29 2017,Shanxi Brave Dragons,114,,Shandong Golden Stars,116,,,
Sun Oct 29 2017,Liaoning Flying Leopards,107,,Sichuan Blue Whales,96,,,
Sun Oct 29 2017,Fujian Sturgeons,99,,Zhejiang Guangsha Lions,105,,,
Tue Oct 31 2017,Shandong Golden Stars,102,,Beikong Fly Dragons,114,,,
Tue Oct 31 2017,Guangzhou Long-Lions,94,,Guangdong Southern Tigers,105,,,
Tue Oct 31 2017,Beijing Ducks,89,,Nanjing Monkey Kings,81,,,
Tue Oct 31 2017,Sichuan Blue Whales,105,,Shenzhen Leopards,117,,,
Tue Oct 31 2017,Shanghai Sharks,123,,Tianjin Gold Lions,112,,,
Wed Nov 1 2017,Shandong Golden Stars,102,,Beikong Fly Dragons,114,,,
Wed Nov 1 2017,Jiangsu Dragons,125,,Fujian Sturgeons,116,,OT,
Wed Nov 1 2017,Bayi Rockets,87,,Jilin Northeast Tigers,99,,,
Wed Nov 1 2017,Shanxi Brave Dragons,140,,Qingdao Eagles,121,,,
Wed Nov 1 2017,Liaoning Flying Leopards,110,,Xinjiang Flying Tigers,108,,,
Wed Nov 1 2017,Zhejiang Guangsha Lions,103,,Zhejiang Golden Bulls,97,,OT,
Thu Nov 2 2017,Shandong Golden Stars,87,,Beijing Ducks,86,,,
Thu Nov 2 2017,Sichuan Blue Whales,111,,Guangzhou Long-Lions,125,,,
Thu Nov 2 2017,Guangdong Southern Tigers,102,,Shanghai Sharks,87,,,
Fri Nov 3 2017,Qingdao Eagles,91,,Beikong Fly Dragons,106,,,
Fri Nov 3 2017,Nanjing Monkey Kings,109,,Fujian Sturgeons,102,,,
Fri Nov 3 2017,Zhejiang Golden Bulls,89,,Jiangsu Dragons,99,,,
Fri Nov 3 2017,Zhejiang Guangsha Lions,124,,Jilin Northeast Tigers,100,,,
Fri Nov 3 2017,Bayi Rockets,84,,Liaoning Flying Leopards,109,,,
Fri Nov 3 2017,Tianjin Gold Lions,117,,Shanxi Brave Dragons,129,,,
Fri Nov 3 2017,Xinjiang Flying Tigers,120,,Shenzhen Leopards,111,,,
Sat Nov 4 2017,Sichuan Blue Whales,109,,Guangdong Southern Tigers,113,,,
Sun Nov 5 2017,Shenzhen Leopards,104,,Bayi Rockets,79,,,
Sun Nov 5 2017,Qingdao Eagles,105,,Beijing Ducks,111,,,
Sun Nov 5 2017,Xinjiang Flying Tigers,137,,Guangzhou Long-Lions,110,,,
Sun Nov 5 2017,Jilin Northeast Tigers,96,,Jiangsu Dragons,108,,,
Sun Nov 5 2017,Zhejiang Guangsha Lions,117,,Liaoning Flying Leopards,101,,,
Sun Nov 5 2017,Fujian Sturgeons,104,,Shandong Golden Stars,111,,,
Sun Nov 5 2017,Shanxi Brave Dragons,121,,Shanghai Sharks,128,,,
Sun Nov 5 2017,Beikong Fly Dragons,95,,Tianjin Gold Lions,96,,,
