Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Nov 19 2011,Shandong Gold Lions,93,,Foshan Dralions,79,,,
Sun Nov 20 2011,Dongguan Leopards,101,,Bayi Rockets,111,,,
Sun Nov 20 2011,Jilin Northeast Tigers,89,,Beijing Ducks,103,,,
Sun Nov 20 2011,Shanxi Brave Dragons,95,,Fujian Sturgeons,111,,,
Sun Nov 20 2011,Zhejiang Golden Bulls,78,,Guangdong Southern Tigers,111,,,
Sun Nov 20 2011,Jiangsu Dragons,86,,Liaoning Flying Leopards,102,,,
Sun Nov 20 2011,Shanghai Sharks,83,,Qingdao Eagles,86,,,
Sun Nov 20 2011,Tianjin Gold Lions,115,,Zhejiang Lions,118,,2OT,
Tue Nov 22 2011,Dongguan Leopards,73,,Zhejiang Golden Bulls,101,,,
Wed Nov 23 2011,Fujian Sturgeons,106,,Bayi Rockets,111,,,
Wed Nov 23 2011,Liaoning Flying Leopards,101,,Beijing Ducks,102,,,
Wed Nov 23 2011,Guangdong Southern Tigers,105,,Jiangsu Dragons,90,,,
Wed Nov 23 2011,Zhejiang Lions,111,,Qingdao Eagles,94,,,
Wed Nov 23 2011,Shanghai Sharks,95,,Shandong Gold Lions,98,,OT,
Wed Nov 23 2011,Xinjiang Flying Tigers,80,,Shanxi Brave Dragons,102,,,
Wed Nov 23 2011,Jilin Northeast Tigers,114,,Tianjin Gold Lions,117,,,
Fri Nov 25 2011,Guangdong Southern Tigers,92,,Beijing Ducks,104,,,
Fri Nov 25 2011,Shanghai Sharks,98,,Foshan Dralions,102,,,
Fri Nov 25 2011,Qingdao Eagles,101,,Jilin Northeast Tigers,104,,,
Fri Nov 25 2011,Zhejiang Lions,89,,Shandong Gold Lions,97,,,
Fri Nov 25 2011,Jiangsu Dragons,103,,Dongguan Leopards,96,,,
Fri Nov 25 2011,Liaoning Flying Leopards,76,,Tianjin Gold Lions,93,,,
Fri Nov 25 2011,Bayi Rockets,92,,Xinjiang Flying Tigers,111,,,
Fri Nov 25 2011,Fujian Sturgeons,98,,Zhejiang Golden Bulls,113,,,
Sun Nov 27 2011,Jiangsu Dragons,90,,Fujian Sturgeons,89,,,
Sun Nov 27 2011,Shandong Gold Lions,66,,Jilin Northeast Tigers,81,,,
Sun Nov 27 2011,Qingdao Eagles,110,,Liaoning Flying Leopards,117,,,
Sun Nov 27 2011,Beijing Ducks,101,,Dongguan Leopards,100,,OT,
Sun Nov 27 2011,Guangdong Southern Tigers,125,,Tianjin Gold Lions,105,,,
Sun Nov 27 2011,Foshan Dralions,99,,Zhejiang Lions,106,,,
Mon Nov 28 2011,Bayi Rockets,105,,Shanxi Brave Dragons,109,,,
Tue Nov 29 2011,Shandong Gold Lions,87,,Liaoning Flying Leopards,91,,,
Wed Nov 30 2011,Beijing Ducks,111,,Fujian Sturgeons,79,,,
Wed Nov 30 2011,Jilin Northeast Tigers,103,,Foshan Dralions,99,,,
Wed Nov 30 2011,Guangdong Southern Tigers,94,,Qingdao Eagles,104,,,
Wed Nov 30 2011,Zhejiang Lions,75,,Shanghai Sharks,91,,,
Wed Nov 30 2011,Zhejiang Golden Bulls,102,,Shanxi Brave Dragons,99,,,
Wed Nov 30 2011,Tianjin Gold Lions,79,,Dongguan Leopards,97,,,
Wed Nov 30 2011,Jiangsu Dragons,84,,Xinjiang Flying Tigers,96,,,
Fri Dec 2 2011,Xinjiang Flying Tigers,97,,Beijing Ducks,99,,,
Fri Dec 2 2011,Shandong Gold Lions,93,,Guangdong Southern Tigers,98,,,
Fri Dec 2 2011,Liaoning Flying Leopards,108,,Foshan Dralions,111,,,
Fri Dec 2 2011,Dongguan Leopards,118,,Qingdao Eagles,109,,,
Fri Dec 2 2011,Jilin Northeast Tigers,67,,Shanghai Sharks,85,,,
Fri Dec 2 2011,Jiangsu Dragons,95,,Shanxi Brave Dragons,112,,,
Fri Dec 2 2011,Fujian Sturgeons,108,,Tianjin Gold Lions,101,,,
Fri Dec 2 2011,Bayi Rockets,91,,Zhejiang Golden Bulls,113,,,
Sun Dec 4 2011,Jiangsu Dragons,97,,Bayi Rockets,99,,OT,
Sun Dec 4 2011,Shanxi Brave Dragons,97,,Beijing Ducks,121,,,
Sun Dec 4 2011,Foshan Dralions,92,,Guangdong Southern Tigers,116,,,
Sun Dec 4 2011,Fujian Sturgeons,120,,Qingdao Eagles,96,,,
Sun Dec 4 2011,Dongguan Leopards,100,,Shandong Gold Lions,94,,,
Sun Dec 4 2011,Liaoning Flying Leopards,118,,Shanghai Sharks,99,,,
Sun Dec 4 2011,Xinjiang Flying Tigers,121,,Tianjin Gold Lions,108,,,
Sun Dec 4 2011,Jilin Northeast Tigers,89,,Zhejiang Lions,109,,,
Tue Dec 6 2011,Liaoning Flying Leopards,98,,Zhejiang Lions,103,,,
Wed Dec 7 2011,Beijing Ducks,110,,Bayi Rockets,75,,,
Wed Dec 7 2011,Shandong Gold Lions,105,,Fujian Sturgeons,112,,,
Wed Dec 7 2011,Dongguan Leopards,117,,Foshan Dralions,104,,,
Wed Dec 7 2011,Zhejiang Golden Bulls,104,,Jiangsu Dragons,99,,,
Wed Dec 7 2011,Guangdong Southern Tigers,95,,Shanghai Sharks,76,,,
Wed Dec 7 2011,Shanxi Brave Dragons,112,,Tianjin Gold Lions,90,,,
Wed Dec 7 2011,Qingdao Eagles,81,,Xinjiang Flying Tigers,91,,,
Fri Dec 9 2011,Tianjin Gold Lions,107,,Bayi Rockets,109,,,
Fri Dec 9 2011,Zhejiang Lions,107,,Guangdong Southern Tigers,118,,,
Fri Dec 9 2011,Fujian Sturgeons,95,,Foshan Dralions,98,,,
Fri Dec 9 2011,Liaoning Flying Leopards,106,,Jilin Northeast Tigers,87,,,
Fri Dec 9 2011,Qingdao Eagles,123,,Shanxi Brave Dragons,131,,,
Fri Dec 9 2011,Shanghai Sharks,99,,Dongguan Leopards,107,,,
Fri Dec 9 2011,Shandong Gold Lions,77,,Xinjiang Flying Tigers,92,,,
Fri Dec 9 2011,Beijing Ducks,101,,Zhejiang Golden Bulls,98,,,
Sun Dec 11 2011,Jiangsu Dragons,98,,Beijing Ducks,109,,,
Sun Dec 11 2011,Shanghai Sharks,93,,Fujian Sturgeons,95,,,
Sun Dec 11 2011,Xinjiang Flying Tigers,102,,Foshan Dralions,96,,,
Sun Dec 11 2011,Guangdong Southern Tigers,101,,Jilin Northeast Tigers,95,,,
Sun Dec 11 2011,Bayi Rockets,100,,Qingdao Eagles,95,,,
Sun Dec 11 2011,Shanxi Brave Dragons,106,,Shandong Gold Lions,86,,,
Sun Dec 11 2011,Zhejiang Lions,94,,Dongguan Leopards,101,,,
Sun Dec 11 2011,Zhejiang Golden Bulls,103,,Tianjin Gold Lions,91,,,
Wed Dec 14 2011,Zhejiang Lions,70,,Fujian Sturgeons,56,,,
Wed Dec 14 2011,Liaoning Flying Leopards,87,,Guangdong Southern Tigers,106,,,
Wed Dec 14 2011,Shanxi Brave Dragons,108,,Foshan Dralions,100,,,
Wed Dec 14 2011,Dongguan Leopards,100,,Jilin Northeast Tigers,104,,,
Wed Dec 14 2011,Zhejiang Golden Bulls,99,,Qingdao Eagles,100,,,
Wed Dec 14 2011,Bayi Rockets,87,,Shandong Gold Lions,112,,,
Wed Dec 14 2011,Xinjiang Flying Tigers,84,,Shanghai Sharks,88,,,
Wed Dec 14 2011,Jiangsu Dragons,107,,Tianjin Gold Lions,104,,,
Fri Dec 16 2011,Foshan Dralions,96,,Bayi Rockets,101,,,
Fri Dec 16 2011,Fujian Sturgeons,82,,Jilin Northeast Tigers,90,,,
Fri Dec 16 2011,Dongguan Leopards,117,,Liaoning Flying Leopards,95,,,
Fri Dec 16 2011,Jiangsu Dragons,86,,Qingdao Eagles,103,,,
Fri Dec 16 2011,Shanxi Brave Dragons,90,,Shanghai Sharks,92,,,
Fri Dec 16 2011,Beijing Ducks,107,,Tianjin Gold Lions,101,,,
Fri Dec 16 2011,Shandong Gold Lions,107,,Zhejiang Golden Bulls,94,,,
Fri Dec 16 2011,Xinjiang Flying Tigers,92,,Zhejiang Lions,102,,,
Sun Dec 18 2011,Shanghai Sharks,94,,Bayi Rockets,85,,,
Sun Dec 18 2011,Qingdao Eagles,97,,Beijing Ducks,105,,,
Sun Dec 18 2011,Dongguan Leopards,104,,Guangdong Southern Tigers,128,,,
Sun Dec 18 2011,Fujian Sturgeons,94,,Liaoning Flying Leopards,108,,,
Sun Dec 18 2011,Jiangsu Dragons,91,,Shandong Gold Lions,99,,,
Sun Dec 18 2011,Jilin Northeast Tigers,89,,Xinjiang Flying Tigers,94,,,
Sun Dec 18 2011,Foshan Dralions,96,,Zhejiang Golden Bulls,103,,,
Sun Dec 18 2011,Shanxi Brave Dragons,112,,Zhejiang Lions,126,,,
Tue Dec 20 2011,Shanghai Sharks,86,,Zhejiang Golden Bulls,89,,OT,
Wed Dec 21 2011,Zhejiang Lions,97,,Bayi Rockets,90,,,
Wed Dec 21 2011,Shandong Gold Lions,79,,Beijing Ducks,86,,,
Wed Dec 21 2011,Guangdong Southern Tigers,85,,Fujian Sturgeons,90,,,
Wed Dec 21 2011,Foshan Dralions,111,,Jiangsu Dragons,106,,,
Wed Dec 21 2011,Jilin Northeast Tigers,107,,Shanxi Brave Dragons,115,,,
Wed Dec 21 2011,Qingdao Eagles,78,,Tianjin Gold Lions,89,,,
Wed Dec 21 2011,Liaoning Flying Leopards,96,,Xinjiang Flying Tigers,98,,,
Fri Dec 23 2011,Dongguan Leopards,118,,Fujian Sturgeons,122,,2OT,
Fri Dec 23 2011,Beijing Ducks,101,,Foshan Dralions,105,,,
Fri Dec 23 2011,Shanghai Sharks,98,,Jiangsu Dragons,96,,,
Fri Dec 23 2011,Bayi Rockets,80,,Jilin Northeast Tigers,90,,,
Fri Dec 23 2011,Shanxi Brave Dragons,117,,Liaoning Flying Leopards,120,,,
Fri Dec 23 2011,Shandong Gold Lions,92,,Tianjin Gold Lions,95,,,
Fri Dec 23 2011,Guangdong Southern Tigers,109,,Xinjiang Flying Tigers,92,,,
Fri Dec 23 2011,Zhejiang Lions,96,,Zhejiang Golden Bulls,85,,,
Sun Dec 25 2011,Tianjin Gold Lions,108,,Foshan Dralions,93,,,
Sun Dec 25 2011,Zhejiang Golden Bulls,100,,Jilin Northeast Tigers,90,,,
Sun Dec 25 2011,Bayi Rockets,84,,Liaoning Flying Leopards,103,,,
Sun Dec 25 2011,Shandong Gold Lions,94,,Qingdao Eagles,100,,,
Sun Dec 25 2011,Beijing Ducks,87,,Shanghai Sharks,96,,,
Sun Dec 25 2011,Guangdong Southern Tigers,111,,Shanxi Brave Dragons,106,,,
Sun Dec 25 2011,Xinjiang Flying Tigers,90,,Dongguan Leopards,97,,,
Sun Dec 25 2011,Jiangsu Dragons,99,,Zhejiang Lions,106,,,
Wed Dec 28 2011,Guangdong Southern Tigers,106,,Bayi Rockets,105,,,
Wed Dec 28 2011,Zhejiang Lions,118,,Beijing Ducks,112,,,
Wed Dec 28 2011,Xinjiang Flying Tigers,92,,Fujian Sturgeons,115,,,
Wed Dec 28 2011,Jiangsu Dragons,105,,Jilin Northeast Tigers,111,,,
Wed Dec 28 2011,Zhejiang Golden Bulls,95,,Liaoning Flying Leopards,117,,,
Wed Dec 28 2011,Foshan Dralions,88,,Qingdao Eagles,100,,,
Wed Dec 28 2011,Tianjin Gold Lions,81,,Shanghai Sharks,93,,,
Wed Dec 28 2011,Shanxi Brave Dragons,91,,Dongguan Leopards,110,,,
Fri Dec 30 2011,Zhejiang Golden Bulls,97,,Guangdong Southern Tigers,92,,,
Fri Dec 30 2011,Beijing Ducks,104,,Jilin Northeast Tigers,98,,,
Fri Dec 30 2011,Jiangsu Dragons,122,,Liaoning Flying Leopards,118,,,
Fri Dec 30 2011,Foshan Dralions,100,,Shandong Gold Lions,108,,,
Fri Dec 30 2011,Qingdao Eagles,63,,Shanghai Sharks,69,,,
Fri Dec 30 2011,Fujian Sturgeons,112,,Shanxi Brave Dragons,128,,,
Fri Dec 30 2011,Bayi Rockets,96,,Dongguan Leopards,115,,,
Fri Dec 30 2011,Zhejiang Lions,115,,Tianjin Gold Lions,85,,,
Sun Jan 1 2012,Liaoning Flying Leopards,111,,Beijing Ducks,104,,,
Sun Jan 1 2012,Bayi Rockets,115,,Fujian Sturgeons,119,,2OT,
Sun Jan 1 2012,Guangdong Southern Tigers,124,,Jiangsu Dragons,96,,,
Sun Jan 1 2012,Tianjin Gold Lions,100,,Jilin Northeast Tigers,96,,,
Sun Jan 1 2012,Shandong Gold Lions,75,,Shanghai Sharks,92,,,
Sun Jan 1 2012,Zhejiang Golden Bulls,100,,Dongguan Leopards,88,,,
Sun Jan 1 2012,Shanxi Brave Dragons,94,,Xinjiang Flying Tigers,100,,,
Sun Jan 1 2012,Qingdao Eagles,93,,Zhejiang Lions,81,,,
Wed Jan 4 2012,Xinjiang Flying Tigers,102,,Bayi Rockets,83,,,
Wed Jan 4 2012,Guangdong Southern Tigers,112,,Beijing Ducks,99,,,
Wed Jan 4 2012,Jilin Northeast Tigers,95,,Qingdao Eagles,116,,,
Wed Jan 4 2012,Foshan Dralions,88,,Shanghai Sharks,95,,,
Wed Jan 4 2012,Jiangsu Dragons,84,,Dongguan Leopards,108,,,
Wed Jan 4 2012,Liaoning Flying Leopards,103,,Tianjin Gold Lions,82,,,
Wed Jan 4 2012,Fujian Sturgeons,102,,Zhejiang Golden Bulls,78,,,
Wed Jan 4 2012,Shandong Gold Lions,97,,Zhejiang Lions,98,,,
Fri Jan 6 2012,Shanxi Brave Dragons,110,,Bayi Rockets,105,,,
Fri Jan 6 2012,Dongguan Leopards,109,,Beijing Ducks,85,,,
Fri Jan 6 2012,Zhejiang Lions,96,,Foshan Dralions,97,,,
Fri Jan 6 2012,Fujian Sturgeons,105,,Jiangsu Dragons,84,,,
Fri Jan 6 2012,Shandong Gold Lions,100,,Jilin Northeast Tigers,99,,,
Fri Jan 6 2012,Liaoning Flying Leopards,96,,Qingdao Eagles,111,,,
Fri Jan 6 2012,Guangdong Southern Tigers,110,,Tianjin Gold Lions,97,,,
Fri Jan 6 2012,Xinjiang Flying Tigers,112,,Zhejiang Golden Bulls,114,,OT,
Sun Jan 8 2012,Fujian Sturgeons,109,,Beijing Ducks,105,,,
Sun Jan 8 2012,Qingdao Eagles,117,,Guangdong Southern Tigers,127,,,
Sun Jan 8 2012,Xinjiang Flying Tigers,84,,Jiangsu Dragons,97,,,
Sun Jan 8 2012,Foshan Dralions,78,,Jilin Northeast Tigers,98,,,
Sun Jan 8 2012,Shandong Gold Lions,102,,Liaoning Flying Leopards,94,,,
Sun Jan 8 2012,Zhejiang Golden Bulls,110,,Shanxi Brave Dragons,128,,,
Sun Jan 8 2012,Dongguan Leopards,91,,Tianjin Gold Lions,89,,,
Sun Jan 8 2012,Shanghai Sharks,97,,Zhejiang Lions,88,,,
Wed Jan 11 2012,Zhejiang Golden Bulls,101,,Bayi Rockets,105,,,
Wed Jan 11 2012,Shanghai Sharks,82,,Jilin Northeast Tigers,95,,,
Wed Jan 11 2012,Foshan Dralions,101,,Liaoning Flying Leopards,116,,,
Wed Jan 11 2012,Guangdong Southern Tigers,102,,Shandong Gold Lions,92,,,
Wed Jan 11 2012,Jiangsu Dragons,102,,Shanxi Brave Dragons,100,,,
Wed Jan 11 2012,Qingdao Eagles,93,,Dongguan Leopards,103,,,
Wed Jan 11 2012,Fujian Sturgeons,111,,Tianjin Gold Lions,114,,,
Wed Jan 11 2012,Beijing Ducks,101,,Xinjiang Flying Tigers,100,,,
Fri Jan 13 2012,Qingdao Eagles,110,,Fujian Sturgeons,104,,,
Fri Jan 13 2012,Guangdong Southern Tigers,133,,Foshan Dralions,124,,,
Fri Jan 13 2012,Bayi Rockets,94,,Jiangsu Dragons,112,,,
Fri Jan 13 2012,Zhejiang Lions,74,,Jilin Northeast Tigers,93,,,
