Date,Team,PTS,,Opp,PTS,,OT,Notes
Mon Oct 10 2022,Zhejiang Guangsha Lions,64,,Liaoning Flying Leopards,74,,,
Mon Oct 10 2022,Shandong Hi-Speed Kirin,90,,Shenzhen Leopards,102,,,
Mon Oct 10 2022,Nanjing Monkey Kings,90,,Tianjin Pioneers,88,,,
Tue Oct 11 2022,Guangdong Southern Tigers,,,Beijing Royal Fighters,20,,,
Tue Oct 11 2022,Fujian Sturgeons,81,,Beijing Ducks,80,,,
Tue Oct 11 2022,Jiangsu Dragons,85,,Jilin Northeast Tigers,100,,,
Tue Oct 11 2022,Shanghai Sharks,100,,Xinjiang Flying Tigers,118,,,
Wed Oct 12 2022,Qingdao Eagles,80,,Guangzhou Loong Lions,59,,,
Wed Oct 12 2022,Zhejiang Golden Bulls,97,,Ningbo Rockets,73,,,
Wed Oct 12 2022,Xinjiang Flying Tigers,92,,Shenzhen Leopards,91,,,
Wed Oct 12 2022,Shanxi Loongs,103,,Sichuan Blue Whales,108,,,
Thu Oct 13 2022,Jiangsu Dragons,107,,Fujian Sturgeons,96,,,
Thu Oct 13 2022,Sichuan Blue Whales,98,,Guangzhou Loong Lions,106,,,
Thu Oct 13 2022,Guangdong Southern Tigers,116,,Nanjing Monkey Kings,102,,,
Thu Oct 13 2022,Beijing Royal Fighters,93,,Shandong Hi-Speed Kirin,104,,,
Thu Oct 13 2022,Jilin Northeast Tigers,73,,Zhejiang Guangsha Lions,82,,,
Fri Oct 14 2022,Beijing Ducks,81,,Liaoning Flying Leopards,83,,,
Fri Oct 14 2022,Shanghai Sharks,108,,Ningbo Rockets,99,,,
Fri Oct 14 2022,Qingdao Eagles,102,,Shanxi Loongs,103,,,
Fri Oct 14 2022,Tianjin Pioneers,83,,Zhejiang Golden Bulls,105,,,
Sat Oct 15 2022,Xinjiang Flying Tigers,95,,Beijing Royal Fighters,98,,,
Sat Oct 15 2022,Jilin Northeast Tigers,93,,Fujian Sturgeons,85,,,
Sat Oct 15 2022,Shenzhen Leopards,91,,Guangdong Southern Tigers,90,,,
Sat Oct 15 2022,Zhejiang Guangsha Lions,80,,Jiangsu Dragons,86,,,
Sat Oct 15 2022,Guangzhou Loong Lions,102,,Shanxi Loongs,108,,,
Sat Oct 15 2022,Ningbo Rockets,76,,Tianjin Pioneers,102,,,
Sun Oct 16 2022,Sichuan Blue Whales,76,,Beijing Ducks,101,,,
Sun Oct 16 2022,Shandong Hi-Speed Kirin,92,,Nanjing Monkey Kings,80,,,
Sun Oct 16 2022,Liaoning Flying Leopards,93,,Qingdao Eagles,77,,,
Sun Oct 16 2022,Zhejiang Golden Bulls,121,,Shanghai Sharks,88,,,
Mon Oct 17 2022,Shenzhen Leopards,81,,Beijing Royal Fighters,101,,,
Mon Oct 17 2022,Zhejiang Guangsha Lions,105,,Fujian Sturgeons,83,,,
Mon Oct 17 2022,Shanxi Loongs,117,,Jilin Northeast Tigers,99,,,
Tue Oct 18 2022,Beijing Ducks,95,,Jiangsu Dragons,82,,,
Tue Oct 18 2022,Zhejiang Golden Bulls,123,,Nanjing Monkey Kings,87,,,
Tue Oct 18 2022,Guangzhou Loong Lions,90,,Liaoning Flying Leopards,107,,,
Tue Oct 18 2022,Ningbo Rockets,81,,Xinjiang Flying Tigers,94,,,
Wed Oct 19 2022,Fujian Sturgeons,78,,Guangzhou Loong Lions,109,,,
Wed Oct 19 2022,Beijing Royal Fighters,91,,Ningbo Rockets,73,,,
Wed Oct 19 2022,Guangdong Southern Tigers,95,,Shandong Hi-Speed Kirin,96,,OT,
Wed Oct 19 2022,Qingdao Eagles,81,,Sichuan Blue Whales,73,,,
Wed Oct 19 2022,Shanghai Sharks,99,,Tianjin Pioneers,105,,,
Thu Oct 20 2022,Shanxi Loongs,110,,Liaoning Flying Leopards,107,,OT,
Thu Oct 20 2022,Nanjing Monkey Kings,111,,Shenzhen Leopards,107,,,
Thu Oct 20 2022,Zhejiang Golden Bulls,107,,Xinjiang Flying Tigers,93,,,
Thu Oct 20 2022,Beijing Ducks,100,,Zhejiang Guangsha Lions,76,,,
Fri Oct 21 2022,Shanghai Sharks,108,,Guangdong Southern Tigers,131,,,
Fri Oct 21 2022,Qingdao Eagles,95,,Jilin Northeast Tigers,97,,OT,
Fri Oct 21 2022,Tianjin Pioneers,96,,Shandong Hi-Speed Kirin,95,,,
Fri Oct 21 2022,Jiangsu Dragons,91,,Sichuan Blue Whales,71,,,
Fri Oct 21 2022,Shanxi Loongs,90,,Zhejiang Guangsha Lions,123,,,
Sat Oct 22 2022,Guangzhou Loong Lions,71,,Beijing Ducks,66,,OT,
Sat Oct 22 2022,Liaoning Flying Leopards,81,,Fujian Sturgeons,70,,,
Sat Oct 22 2022,Shenzhen Leopards,122,,Ningbo Rockets,81,,,
Sat Oct 22 2022,Jiangsu Dragons,87,,Qingdao Eagles,80,,,
Sat Oct 22 2022,Beijing Royal Fighters,80,,Zhejiang Golden Bulls,98,,,
Sun Oct 23 2022,Tianjin Pioneers,83,,Guangdong Southern Tigers,99,,,
Sun Oct 23 2022,Sichuan Blue Whales,92,,Jilin Northeast Tigers,94,,,
Sun Oct 23 2022,Xinjiang Flying Tigers,92,,Shandong Hi-Speed Kirin,105,,,
Sun Oct 23 2022,Nanjing Monkey Kings,125,,Shanghai Sharks,122,,OT,
Mon Oct 24 2022,Qingdao Eagles,71,,Beijing Ducks,75,,,
Mon Oct 24 2022,Fujian Sturgeons,94,,Shanxi Loongs,119,,,
Mon Oct 24 2022,Xinjiang Flying Tigers,103,,Tianjin Pioneers,91,,,
Mon Oct 24 2022,Shenzhen Leopards,81,,Zhejiang Golden Bulls,113,,,
Tue Oct 25 2022,Nanjing Monkey Kings,107,,Beijing Royal Fighters,87,,,
Tue Oct 25 2022,Jiangsu Dragons,101,,Guangzhou Loong Lions,100,,,
Tue Oct 25 2022,Jilin Northeast Tigers,85,,Liaoning Flying Leopards,92,,,
Tue Oct 25 2022,Shandong Hi-Speed Kirin,106,,Shanghai Sharks,87,,,
Wed Oct 26 2022,Liaoning Flying Leopards,90,,Jiangsu Dragons,91,,,
Wed Oct 26 2022,Guangdong Southern Tigers,120,,Ningbo Rockets,90,,,
Wed Oct 26 2022,Sichuan Blue Whales,75,,Zhejiang Guangsha Lions,85,,,
Thu Oct 27 2022,Jilin Northeast Tigers,116,,Guangzhou Loong Lions,112,,OT,
Thu Oct 27 2022,Shenzhen Leopards,99,,Shanghai Sharks,103,,,
Thu Oct 27 2022,Beijing Ducks,95,,Shanxi Loongs,97,,,
Thu Oct 27 2022,Fujian Sturgeons,93,,Sichuan Blue Whales,102,,,
Thu Oct 27 2022,Beijing Royal Fighters,97,,Tianjin Pioneers,82,,,
Fri Oct 28 2022,Ningbo Rockets,84,,Nanjing Monkey Kings,107,,,
Fri Oct 28 2022,Zhejiang Guangsha Lions,79,,Qingdao Eagles,80,,,
Fri Oct 28 2022,Guangdong Southern Tigers,100,,Xinjiang Flying Tigers,81,,,
Fri Oct 28 2022,Shandong Hi-Speed Kirin,106,,Zhejiang Golden Bulls,108,,,
Sat Oct 29 2022,Shanghai Sharks,105,,Beijing Royal Fighters,98,,,
Sat Oct 29 2022,Shanxi Loongs,104,,Jiangsu Dragons,89,,,
Sat Oct 29 2022,Beijing Ducks,88,,Jilin Northeast Tigers,83,,,
Sat Oct 29 2022,Ningbo Rockets,79,,Shandong Hi-Speed Kirin,97,,,
Sat Oct 29 2022,Tianjin Pioneers,79,,Shenzhen Leopards,96,,,
