Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 29 2016,Sichuan Blue Whales,110,,Beikong Fly Dragons,89,,,
Sun Oct 30 2016,Shandong Golden Stars,102,,Bayi Rockets,82,,,
Sun Oct 30 2016,Xinjiang Flying Tigers,110,,Beijing Ducks,92,,,
Sun Oct 30 2016,Shanxi Brave Dragons,109,,Guangdong Southern Tigers,74,,,
Sun Oct 30 2016,Shenzhen Leopards,110,,Guangzhou Long-Lions,106,,,
Sun Oct 30 2016,Jilin Northeast Tigers,101,,Jiangsu Dragons,83,,,
Sun Oct 30 2016,Jiangsu Tongxi Monkey Kings,100,,Liaoning Flying Leopards,115,,,
Sun Oct 30 2016,Zhejiang Golden Bulls,105,,Shanghai Sharks,123,,,
Sun Oct 30 2016,Qingdao Eagles,111,,Tianjin Gold Lions,97,,,
Sun Oct 30 2016,Fujian Sturgeons,88,,Zhejiang Guangsha Lions,102,,,
Tue Nov 1 2016,Guangzhou Long-Lions,76,,Jilin Northeast Tigers,80,,,
Wed Nov 2 2016,Shenzhen Leopards,89,,Guangdong Southern Tigers,88,,,
Wed Nov 2 2016,Liaoning Flying Leopards,110,,Jiangsu Dragons,104,,,
Wed Nov 2 2016,Shanghai Sharks,110,,Jiangsu Tongxi Monkey Kings,101,,,
Wed Nov 2 2016,Beijing Ducks,129,,Qingdao Eagles,126,,,
Wed Nov 2 2016,Shandong Golden Stars,99,,Shanxi Brave Dragons,91,,,
Wed Nov 2 2016,Zhejiang Guangsha Lions,106,,Sichuan Blue Whales,86,,,
Wed Nov 2 2016,Bayi Rockets,99,,Tianjin Gold Lions,104,,,
Wed Nov 2 2016,Beikong Fly Dragons,94,,Xinjiang Flying Tigers,109,,,
Wed Nov 2 2016,Fujian Sturgeons,123,,Zhejiang Golden Bulls,115,,,
Fri Nov 4 2016,Beijing Ducks,99,,Bayi Rockets,87,,,
Fri Nov 4 2016,Jiangsu Tongxi Monkey Kings,113,,Fujian Sturgeons,115,,,
Fri Nov 4 2016,Guangdong Southern Tigers,99,,Jilin Northeast Tigers,77,,,
Fri Nov 4 2016,Guangzhou Long-Lions,95,,Liaoning Flying Leopards,101,,,
Fri Nov 4 2016,Beikong Fly Dragons,110,,Qingdao Eagles,111,,,
Fri Nov 4 2016,Tianjin Gold Lions,123,,Shandong Golden Stars,122,,,
Fri Nov 4 2016,Jiangsu Dragons,79,,Shanghai Sharks,86,,,
Fri Nov 4 2016,Shanxi Brave Dragons,119,,Shenzhen Leopards,107,,,
Fri Nov 4 2016,Zhejiang Golden Bulls,107,,Sichuan Blue Whales,89,,,
Fri Nov 4 2016,Zhejiang Guangsha Lions,113,,Xinjiang Flying Tigers,118,,,
Sun Nov 6 2016,Beikong Fly Dragons,87,,Bayi Rockets,84,,,
Sun Nov 6 2016,Shandong Golden Stars,89,,Beijing Ducks,106,,,
Sun Nov 6 2016,Jiangsu Dragons,117,,Fujian Sturgeons,93,,,
Sun Nov 6 2016,Shanghai Sharks,92,,Guangzhou Long-Lions,80,,,
Sun Nov 6 2016,Sichuan Blue Whales,108,,Jiangsu Tongxi Monkey Kings,91,,,
Sun Nov 6 2016,Shenzhen Leopards,108,,Jilin Northeast Tigers,88,,,
Sun Nov 6 2016,Guangdong Southern Tigers,124,,Liaoning Flying Leopards,115,,OT,
Sun Nov 6 2016,Shanxi Brave Dragons,112,,Tianjin Gold Lions,121,,,
Sun Nov 6 2016,Zhejiang Golden Bulls,87,,Xinjiang Flying Tigers,109,,,
Sun Nov 6 2016,Qingdao Eagles,85,,Zhejiang Guangsha Lions,102,,,
Wed Nov 9 2016,Shandong Golden Stars,114,,Beikong Fly Dragons,92,,,
Wed Nov 9 2016,Fujian Sturgeons,96,,Guangzhou Long-Lions,91,,,
Wed Nov 9 2016,Sichuan Blue Whales,92,,Jiangsu Dragons,86,,,
Wed Nov 9 2016,Shenzhen Leopards,109,,Liaoning Flying Leopards,113,,,
Wed Nov 9 2016,Bayi Rockets,82,,Zhejiang Guangsha Lions,105,,,
Fri Nov 11 2016,Tianjin Gold Lions,109,,Beijing Ducks,114,,,
Fri Nov 11 2016,Shanghai Sharks,111,,Guangdong Southern Tigers,88,,,
Fri Nov 11 2016,Xinjiang Flying Tigers,119,,Jiangsu Tongxi Monkey Kings,108,,,
Fri Nov 11 2016,Jilin Northeast Tigers,102,,Shanxi Brave Dragons,93,,,
Fri Nov 11 2016,Qingdao Eagles,96,,Zhejiang Golden Bulls,87,,,
Sun Nov 13 2016,Tianjin Gold Lions,100,,Beikong Fly Dragons,102,,,
Sun Nov 13 2016,Shanxi Brave Dragons,125,,Beijing Ducks,114,,,
Sun Nov 13 2016,Fujian Sturgeons,87,,Guangdong Southern Tigers,104,,,
Sun Nov 13 2016,Xinjiang Flying Tigers,115,,Jiangsu Dragons,106,,,
Sun Nov 13 2016,Liaoning Flying Leopards,115,,Jilin Northeast Tigers,102,,,
Sun Nov 13 2016,Jiangsu Tongxi Monkey Kings,96,,Qingdao Eagles,106,,,
Sun Nov 13 2016,Zhejiang Guangsha Lions,98,,Shandong Golden Stars,96,,,
Sun Nov 13 2016,Shanghai Sharks,112,,Shenzhen Leopards,108,,,
Sun Nov 13 2016,Guangzhou Long-Lions,97,,Sichuan Blue Whales,103,,OT,
Sun Nov 13 2016,Bayi Rockets,82,,Zhejiang Golden Bulls,93,,,
Tue Nov 15 2016,Guangzhou Long-Lions,89,,Xinjiang Flying Tigers,99,,,
Wed Nov 16 2016,Jiangsu Tongxi Monkey Kings,88,,Bayi Rockets,83,,,
Wed Nov 16 2016,Beijing Ducks,113,,Beikong Fly Dragons,95,,,
Wed Nov 16 2016,Shanxi Brave Dragons,152,,Liaoning Flying Leopards,157,,OT,
Wed Nov 16 2016,Jiangsu Dragons,111,,Qingdao Eagles,98,,,
Wed Nov 16 2016,Zhejiang Golden Bulls,103,,Shandong Golden Stars,82,,,
Wed Nov 16 2016,Jilin Northeast Tigers,104,,Shanghai Sharks,103,,,
Wed Nov 16 2016,Fujian Sturgeons,85,,Shenzhen Leopards,100,,,
Wed Nov 16 2016,Guangdong Southern Tigers,100,,Sichuan Blue Whales,93,,,
Wed Nov 16 2016,Zhejiang Guangsha Lions,130,,Tianjin Gold Lions,98,,,
Fri Nov 18 2016,Jiangsu Dragons,102,,Bayi Rockets,75,,,
Fri Nov 18 2016,Jilin Northeast Tigers,127,,Fujian Sturgeons,120,,OT,
Fri Nov 18 2016,Qingdao Eagles,89,,Guangzhou Long-Lions,88,,,
Fri Nov 18 2016,Shandong Golden Stars,105,,Jiangsu Tongxi Monkey Kings,94,,,
Fri Nov 18 2016,Liaoning Flying Leopards,105,,Shanghai Sharks,117,,,
Fri Nov 18 2016,Beikong Fly Dragons,104,,Shanxi Brave Dragons,115,,,
Fri Nov 18 2016,Shenzhen Leopards,109,,Sichuan Blue Whales,100,,,
Fri Nov 18 2016,Zhejiang Golden Bulls,91,,Tianjin Gold Lions,104,,,
Fri Nov 18 2016,Guangdong Southern Tigers,117,,Xinjiang Flying Tigers,85,,,
Fri Nov 18 2016,Beijing Ducks,85,,Zhejiang Guangsha Lions,110,,,
Sun Nov 20 2016,Liaoning Flying Leopards,118,,Fujian Sturgeons,80,,,
