Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Oct 7 2011,SLUC Nancy,76,,JDA Dijon,70,,,
Fri Oct 7 2011,Élan Béarnais Pau-Lacq-Orthez,89,,HTV Basket,75,,,
Fri Oct 7 2011,STB Le Havre,72,,Paris-Levallois Basket,88,,,
Sat Oct 8 2011,BCM Gravelines-Dunkerque,73,,Élan Chalon,77,,,
Sat Oct 8 2011,JSF Nanterre,72,,Le Mans Sarthe Basket,78,,,
Sat Oct 8 2011,Orléans Loiret Basket,61,,Poitiers Basket 86,65,,,
Sat Oct 8 2011,ASVEL Basket,76,,Chorale Roanne Basket,79,,,
Sat Oct 8 2011,Cholet Basket,74,,SIG Strasbourg,77,,,
Fri Oct 14 2011,Élan Chalon,84,,Orléans Loiret Basket,73,,,
Fri Oct 14 2011,Le Mans Sarthe Basket,83,,Élan Béarnais Pau-Lacq-Orthez,73,,,
Fri Oct 14 2011,Paris-Levallois Basket,73,,ASVEL Basket,75,,,
Sat Oct 15 2011,JSF Nanterre,82,,Cholet Basket,90,,,
Sat Oct 15 2011,Chorale Roanne Basket,59,,BCM Gravelines-Dunkerque,91,,,
Sat Oct 15 2011,JDA Dijon,92,,HTV Basket,75,,,
Sat Oct 15 2011,Poitiers Basket 86,82,,STB Le Havre,87,,,
Sat Oct 15 2011,SIG Strasbourg,62,,SLUC Nancy,67,,,
Fri Oct 21 2011,Paris-Levallois Basket,88,,Élan Béarnais Pau-Lacq-Orthez,78,,,
Fri Oct 21 2011,BCM Gravelines-Dunkerque,72,,ASVEL Basket,69,,,
Sat Oct 22 2011,Cholet Basket,79,,Élan Chalon,71,,,
Sat Oct 22 2011,Orléans Loiret Basket,76,,Le Mans Sarthe Basket,72,,,
Sat Oct 22 2011,SLUC Nancy,85,,JSF Nanterre,64,,,
Sat Oct 22 2011,JDA Dijon,49,,Poitiers Basket 86,66,,,
Sat Oct 22 2011,HTV Basket,90,,Chorale Roanne Basket,116,,,
Sat Oct 22 2011,STB Le Havre,69,,SIG Strasbourg,78,,,
Fri Oct 28 2011,Élan Chalon,77,,JDA Dijon,75,,,
Fri Oct 28 2011,Chorale Roanne Basket,92,,Paris-Levallois Basket,95,,,
Sat Oct 29 2011,ASVEL Basket,79,,Cholet Basket,70,,,
Sat Oct 29 2011,Élan Béarnais Pau-Lacq-Orthez,60,,BCM Gravelines-Dunkerque,89,,,
Sat Oct 29 2011,JSF Nanterre,97,,HTV Basket,94,,,
Sat Oct 29 2011,Le Mans Sarthe Basket,89,,STB Le Havre,86,,,
Sat Oct 29 2011,Poitiers Basket 86,66,,SLUC Nancy,76,,,
Sat Oct 29 2011,SIG Strasbourg,66,,Orléans Loiret Basket,73,,,
Fri Nov 4 2011,JDA Dijon,65,,Le Mans Sarthe Basket,68,,,
Fri Nov 4 2011,HTV Basket,90,,Paris-Levallois Basket,93,,,
Fri Nov 4 2011,Cholet Basket,100,,Élan Béarnais Pau-Lacq-Orthez,89,,,
Sat Nov 5 2011,SIG Strasbourg,70,,Élan Chalon,80,,,
Sat Nov 5 2011,Orléans Loiret Basket,75,,JSF Nanterre,77,,,
Sat Nov 5 2011,BCM Gravelines-Dunkerque,72,,Poitiers Basket 86,59,,,
Sat Nov 5 2011,STB Le Havre,74,,Chorale Roanne Basket,86,,,
Sun Nov 6 2011,SLUC Nancy,92,,ASVEL Basket,77,,,
Fri Nov 11 2011,BCM Gravelines-Dunkerque,76,,Cholet Basket,66,,,
Sat Nov 12 2011,Le Mans Sarthe Basket,91,,Élan Chalon,99,,9OT,
Sat Nov 12 2011,JSF Nanterre,66,,JDA Dijon,72,,,
Sat Nov 12 2011,Poitiers Basket 86,90,,HTV Basket,93,,,
Sat Nov 12 2011,ASVEL Basket,68,,STB Le Havre,77,,,
Sat Nov 12 2011,Paris-Levallois Basket,64,,SLUC Nancy,82,,,
Sat Nov 12 2011,Élan Béarnais Pau-Lacq-Orthez,62,,Orléans Loiret Basket,98,,,
Sat Nov 12 2011,Chorale Roanne Basket,80,,SIG Strasbourg,93,,,
Fri Nov 18 2011,Orléans Loiret Basket,76,,Paris-Levallois Basket,79,,,
Fri Nov 18 2011,Élan Chalon,63,,ASVEL Basket,86,,,
Sat Nov 19 2011,STB Le Havre,77,,Cholet Basket,90,,,
Sat Nov 19 2011,HTV Basket,57,,BCM Gravelines-Dunkerque,106,,,
Sat Nov 19 2011,SLUC Nancy,78,,Le Mans Sarthe Basket,80,,,
Sat Nov 19 2011,JSF Nanterre,84,,Élan Béarnais Pau-Lacq-Orthez,89,,9OT,
Sat Nov 19 2011,SIG Strasbourg,79,,Poitiers Basket 86,78,,,
Sat Nov 19 2011,JDA Dijon,58,,Chorale Roanne Basket,80,,,
Fri Nov 25 2011,Chorale Roanne Basket,50,,Orléans Loiret Basket,82,,,
Sat Nov 26 2011,Paris-Levallois Basket,82,,Élan Chalon,86,,,
Sat Nov 26 2011,Élan Béarnais Pau-Lacq-Orthez,86,,JDA Dijon,91,,9OT,
Sat Nov 26 2011,HTV Basket,101,,STB Le Havre,90,,,
Sat Nov 26 2011,Poitiers Basket 86,95,,Le Mans Sarthe Basket,106,,,
Sat Nov 26 2011,Cholet Basket,88,,SLUC Nancy,96,,,
Sat Nov 26 2011,BCM Gravelines-Dunkerque,107,,JSF Nanterre,85,,,
Sat Nov 26 2011,ASVEL Basket,80,,SIG Strasbourg,74,,,
Fri Dec 2 2011,Cholet Basket,70,,Orléans Loiret Basket,77,,,
Fri Dec 2 2011,SIG Strasbourg,70,,Élan Béarnais Pau-Lacq-Orthez,79,,,
Sat Dec 3 2011,Le Mans Sarthe Basket,76,,BCM Gravelines-Dunkerque,94,,,
Sat Dec 3 2011,ASVEL Basket,87,,HTV Basket,78,,,
