Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Sep 21 2018,Champagne Châlons-Reims,65,,JDA Dijon,87,,,
Fri Sep 21 2018,Nanterre 92,80,,BCM Gravelines-Dunkerque,84,,,
Sat Sep 22 2018,Limoges CSP,92,,Antibes Sharks,85,,,
Sat Sep 22 2018,ESSM Le Portel,57,,Boulazac Basket Dordogne,82,,,
Sat Sep 22 2018,Élan Béarnais Pau-Lacq-Orthez,64,,JL Bourg,72,,,
Sat Sep 22 2018,Fos Provence,74,,Élan Chalon,88,,,
Sat Sep 22 2018,SIG Strasbourg,112,,Cholet Basket,75,,,
Sat Sep 22 2018,Le Mans Sarthe Basket,74,,Levallois Metropolitans,85,,,
Sun Sep 23 2018,LDLC ASVEL,66,,AS Monaco Basket,63,,,
Mon Sep 24 2018,JL Bourg,64,,Nanterre 92,85,,,
Tue Sep 25 2018,Fos Provence,80,,Champagne Châlons-Reims,81,,,
Tue Sep 25 2018,Boulazac Basket Dordogne,66,,JDA Dijon,83,,,
Tue Sep 25 2018,Cholet Basket,77,,Le Mans Sarthe Basket,83,,,
Tue Sep 25 2018,BCM Gravelines-Dunkerque,99,,Limoges CSP,95,,,
Tue Sep 25 2018,Élan Chalon,81,,Levallois Metropolitans,68,,,
Tue Sep 25 2018,Antibes Sharks,60,,LDLC ASVEL,91,,,
Wed Sep 26 2018,SIG Strasbourg,79,,ESSM Le Portel,82,,,
Thu Sep 27 2018,AS Monaco Basket,70,,Élan Béarnais Pau-Lacq-Orthez,68,,,
Fri Sep 28 2018,Le Mans Sarthe Basket,92,,Antibes Sharks,78,,,
Fri Sep 28 2018,JDA Dijon,82,,Fos Provence,61,,,
Sat Sep 29 2018,AS Monaco Basket,61,,Boulazac Basket Dordogne,77,,,
Sat Sep 29 2018,Levallois Metropolitans,96,,Cholet Basket,69,,,
Sat Sep 29 2018,LDLC ASVEL,96,,BCM Gravelines-Dunkerque,84,,,
Sat Sep 29 2018,Limoges CSP,81,,ESSM Le Portel,90,,,
Sun Sep 30 2018,Élan Béarnais Pau-Lacq-Orthez,70,,SIG Strasbourg,65,,,
Mon Oct 1 2018,Élan Chalon,84,,JL Bourg,93,,,
Fri Oct 5 2018,SIG Strasbourg,86,,Antibes Sharks,81,,,
Fri Oct 5 2018,Cholet Basket,79,,Champagne Châlons-Reims,94,,,
Sat Oct 6 2018,Boulazac Basket Dordogne,65,,Élan Chalon,97,,,
Sat Oct 6 2018,Élan Béarnais Pau-Lacq-Orthez,78,,JDA Dijon,81,,,
Sat Oct 6 2018,ESSM Le Portel,82,,Le Mans Sarthe Basket,102,,,
Sat Oct 6 2018,JL Bourg,74,,Limoges CSP,103,,,
Sat Oct 6 2018,Fos Provence,64,,LDLC ASVEL,88,,,
Sun Oct 7 2018,Nanterre 92,63,,AS Monaco Basket,75,,,
Mon Oct 8 2018,BCM Gravelines-Dunkerque,83,,Levallois Metropolitans,86,,,
Fri Oct 12 2018,Cholet Basket,77,,Fos Provence,70,,,
Fri Oct 12 2018,Antibes Sharks,87,,ESSM Le Portel,98,,,
Sat Oct 13 2018,Le Mans Sarthe Basket,74,,Boulazac Basket Dordogne,69,,,
Sat Oct 13 2018,Champagne Châlons-Reims,83,,JL Bourg,102,,,
Sat Oct 13 2018,LDLC ASVEL,92,,Élan Chalon,89,,,
Sat Oct 13 2018,AS Monaco Basket,65,,BCM Gravelines-Dunkerque,74,,,
Sat Oct 13 2018,JDA Dijon,73,,Nanterre 92,77,,,
Sun Oct 14 2018,Limoges CSP,61,,SIG Strasbourg,81,,,
Mon Oct 15 2018,Levallois Metropolitans,69,,Élan Béarnais Pau-Lacq-Orthez,84,,,
Fri Oct 19 2018,Élan Chalon,100,,Antibes Sharks,63,,,
Fri Oct 19 2018,Fos Provence,83,,ESSM Le Portel,85,,,
Fri Oct 19 2018,SIG Strasbourg,65,,Levallois Metropolitans,80,,,
Sat Oct 20 2018,Nanterre 92,78,,Boulazac Basket Dordogne,83,,,
Sat Oct 20 2018,Élan Béarnais Pau-Lacq-Orthez,70,,Cholet Basket,63,,,
Sat Oct 20 2018,BCM Gravelines-Dunkerque,87,,Le Mans Sarthe Basket,89,,,
Sat Oct 20 2018,Champagne Châlons-Reims,59,,AS Monaco Basket,83,,,
Sun Oct 21 2018,Limoges CSP,68,,LDLC ASVEL,82,,,
Mon Oct 22 2018,JL Bourg,76,,JDA Dijon,73,,,
Fri Oct 26 2018,ESSM Le Portel,70,,Champagne Châlons-Reims,82,,,
Fri Oct 26 2018,Boulazac Basket Dordogne,76,,Fos Provence,88,,,
Sat Oct 27 2018,AS Monaco Basket,78,,Élan Chalon,79,,,
Sat Oct 27 2018,Antibes Sharks,55,,JDA Dijon,84,,,
Sat Oct 27 2018,Cholet Basket,76,,Limoges CSP,84,,,
Sat Oct 27 2018,Le Mans Sarthe Basket,77,,Nanterre 92,98,,,
Sat Oct 27 2018,BCM Gravelines-Dunkerque,84,,SIG Strasbourg,90,,,
Sun Oct 28 2018,LDLC ASVEL,79,,Élan Béarnais Pau-Lacq-Orthez,82,,,
Mon Oct 29 2018,Levallois Metropolitans,80,,JL Bourg,78,,,
Fri Nov 2 2018,Champagne Châlons-Reims,86,,Antibes Sharks,78,,,
Fri Nov 2 2018,Cholet Basket,83,,BCM Gravelines-Dunkerque,87,,,
Sat Nov 3 2018,Élan Béarnais Pau-Lacq-Orthez,77,,Boulazac Basket Dordogne,90,,,
Sat Nov 3 2018,JL Bourg,76,,Fos Provence,78,,,
Sat Nov 3 2018,SIG Strasbourg,75,,Le Mans Sarthe Basket,71,,,
Sat Nov 3 2018,Limoges CSP,68,,AS Monaco Basket,87,,,
Sat Nov 3 2018,JDA Dijon,62,,LDLC ASVEL,80,,,
Sun Nov 4 2018,Nanterre 92,92,,Levallois Metropolitans,85,,,
Mon Nov 5 2018,Élan Chalon,85,,ESSM Le Portel,82,,,
Fri Nov 9 2018,Le Mans Sarthe Basket,91,,Champagne Châlons-Reims,77,,,
Fri Nov 9 2018,Boulazac Basket Dordogne,77,,BCM Gravelines-Dunkerque,69,,,
Sat Nov 10 2018,Antibes Sharks,57,,JL Bourg,82,,,
Sat Nov 10 2018,AS Monaco Basket,87,,Cholet Basket,82,,,
Sat Nov 10 2018,Fos Provence,71,,Nanterre 92,93,,,
Sat Nov 10 2018,ESSM Le Portel,69,,Élan Béarnais Pau-Lacq-Orthez,92,,,
Sat Nov 10 2018,LDLC ASVEL,92,,SIG Strasbourg,97,,,
Sun Nov 11 2018,JDA Dijon,89,,Élan Chalon,81,,,
Mon Nov 12 2018,Limoges CSP,90,,Levallois Metropolitans,98,,,
Fri Nov 16 2018,Élan Béarnais Pau-Lacq-Orthez,73,,Antibes Sharks,83,,,
