Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Sep 20 2019,Élan Béarnais Pau-Lacq-Orthez,88,,Champagne Basket,83,,,
Fri Sep 20 2019,ESSM Le Portel,85,,JDA Dijon,88,,,
Fri Sep 20 2019,Orléans Loiret Basket,87,,Metropolitans 92,93,,,
Sat Sep 21 2019,Le Mans Sarthe Basket,72,,Boulazac Basket Dordogne,78,,,
Sat Sep 21 2019,SIG Strasbourg,72,,JL Bourg,80,,,
Sat Sep 21 2019,Nanterre 92,73,,Élan Chalon,75,,,
Sat Sep 21 2019,Chorale Roanne Basket,59,,Cholet Basket,85,,,
Sat Sep 21 2019,BCM Gravelines-Dunkerque,62,,AS Monaco Basket,67,,,
Sun Sep 22 2019,Limoges CSP,84,,LDLC ASVEL,94,,,
Wed Sep 25 2019,Boulazac Basket Dordogne,69,,LDLC ASVEL,78,,,
Fri Sep 27 2019,Orléans Loiret Basket,81,,Chorale Roanne Basket,82,,,
Sat Sep 28 2019,JDA Dijon,78,,Boulazac Basket Dordogne,68,,,
Sat Sep 28 2019,AS Monaco Basket,80,,Élan Chalon,56,,,
Sat Sep 28 2019,Metropolitans 92,86,,Cholet Basket,74,,,
Sat Sep 28 2019,Champagne Basket,72,,Le Mans Sarthe Basket,63,,,
Sat Sep 28 2019,ESSM Le Portel,65,,Limoges CSP,66,,,
Sat Sep 28 2019,JL Bourg,93,,Élan Béarnais Pau-Lacq-Orthez,87,,,
Sat Sep 28 2019,LDLC ASVEL,89,,SIG Strasbourg,88,,,
Sun Sep 29 2019,BCM Gravelines-Dunkerque,80,,Nanterre 92,98,,,
Fri Oct 4 2019,JL Bourg,81,,Champagne Basket,79,,,
Fri Oct 4 2019,Nanterre 92,80,,JDA Dijon,84,,,
Fri Oct 4 2019,Boulazac Basket Dordogne,106,,BCM Gravelines-Dunkerque,108,,,
Fri Oct 4 2019,SIG Strasbourg,103,,ESSM Le Portel,72,,,
Sat Oct 5 2019,Élan Chalon,80,,Le Mans Sarthe Basket,88,,,
Sat Oct 5 2019,Chorale Roanne Basket,65,,AS Monaco Basket,71,,,
Sat Oct 5 2019,Élan Béarnais Pau-Lacq-Orthez,87,,Orléans Loiret Basket,88,,,
Sun Oct 6 2019,Limoges CSP,106,,Metropolitans 92,108,,,
Sun Oct 6 2019,Cholet Basket,76,,LDLC ASVEL,85,,,
Fri Oct 11 2019,Orléans Loiret Basket,79,,JL Bourg,90,,,
Fri Oct 11 2019,BCM Gravelines-Dunkerque,109,,Chorale Roanne Basket,81,,,
Sat Oct 12 2019,Champagne Basket,83,,Élan Chalon,75,,,
Sat Oct 12 2019,Boulazac Basket Dordogne,90,,Cholet Basket,94,,,
Sat Oct 12 2019,AS Monaco Basket,86,,Limoges CSP,66,,,
Sat Oct 12 2019,Le Mans Sarthe Basket,79,,Nanterre 92,98,,,
Sat Oct 12 2019,ESSM Le Portel,57,,Élan Béarnais Pau-Lacq-Orthez,64,,,
Sat Oct 12 2019,Metropolitans 92,97,,SIG Strasbourg,81,,,
Sun Oct 13 2019,LDLC ASVEL,79,,JDA Dijon,70,,,
Fri Oct 18 2019,Nanterre 92,91,,Champagne Basket,98,,,
Fri Oct 18 2019,Élan Chalon,64,,BCM Gravelines-Dunkerque,63,,,
Fri Oct 18 2019,Chorale Roanne Basket,69,,ESSM Le Portel,79,,,
Sat Oct 19 2019,AS Monaco Basket,70,,Boulazac Basket Dordogne,74,,,
