Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Oct 4 2013,Le Mans Sarthe Basket,85,,Paris-Levallois Basket,62,,,
Sat Oct 5 2013,Orléans Loiret Basket,67,,Élan Chalon,54,,,
Sat Oct 5 2013,JDA Dijon,75,,Cholet Basket,85,,,
Sat Oct 5 2013,Chorale Roanne Basket,64,,BCM Gravelines-Dunkerque,65,,,
Sat Oct 5 2013,Élan Béarnais Pau-Lacq-Orthez,79,,STB Le Havre,106,,,
Sat Oct 5 2013,JSF Nanterre,78,,SIG Strasbourg,74,,,
Mon Oct 7 2013,Limoges CSP,89,,Antibes Sharks,71,,,
Tue Oct 8 2013,JSF Nanterre,72,,SLUC Nancy,68,,9OT,
Tue Oct 8 2013,SIG Strasbourg,86,,ASVEL Basket,82,,,
Fri Oct 11 2013,BCM Gravelines-Dunkerque,63,,Le Mans Sarthe Basket,69,,,
Sat Oct 12 2013,STB Le Havre,76,,Orléans Loiret Basket,81,,9OT,
Sat Oct 12 2013,ASVEL Basket,77,,Élan Béarnais Pau-Lacq-Orthez,89,,9OT,
Sat Oct 12 2013,Paris-Levallois Basket,74,,Chorale Roanne Basket,82,,,
Sat Oct 12 2013,Élan Chalon,68,,SIG Strasbourg,78,,,
Sun Oct 13 2013,Antibes Sharks,58,,JSF Nanterre,85,,,
Mon Oct 14 2013,SLUC Nancy,97,,JDA Dijon,99,,9OT,
Tue Oct 15 2013,Cholet Basket,85,,Limoges CSP,76,,,
Sat Oct 19 2013,SIG Strasbourg,69,,Antibes Sharks,50,,,
Sat Oct 19 2013,Le Mans Sarthe Basket,77,,Élan Chalon,89,,,
Sat Oct 19 2013,STB Le Havre,68,,Cholet Basket,80,,,
Sat Oct 19 2013,JDA Dijon,65,,BCM Gravelines-Dunkerque,57,,,
Sat Oct 19 2013,Chorale Roanne Basket,59,,Limoges CSP,73,,,
Sat Oct 19 2013,JSF Nanterre,94,,Paris-Levallois Basket,85,,,
Mon Oct 21 2013,Orléans Loiret Basket,82,,ASVEL Basket,79,,9OT,
Tue Oct 22 2013,SLUC Nancy,91,,Élan Béarnais Pau-Lacq-Orthez,89,,,
Sat Oct 26 2013,Paris-Levallois Basket,75,,Élan Chalon,65,,,
Sat Oct 26 2013,Le Mans Sarthe Basket,47,,JDA Dijon,63,,,
Sat Oct 26 2013,Limoges CSP,74,,STB Le Havre,47,,,
Sat Oct 26 2013,BCM Gravelines-Dunkerque,64,,SLUC Nancy,76,,,
Sat Oct 26 2013,Élan Béarnais Pau-Lacq-Orthez,62,,Orléans Loiret Basket,81,,,
Sun Oct 27 2013,ASVEL Basket,81,,JSF Nanterre,94,,,
Mon Oct 28 2013,Cholet Basket,81,,SIG Strasbourg,75,,,
Tue Oct 29 2013,Chorale Roanne Basket,68,,Antibes Sharks,73,,,
Sat Nov 2 2013,JSF Nanterre,79,,Cholet Basket,59,,,
Sat Nov 2 2013,SIG Strasbourg,72,,BCM Gravelines-Dunkerque,67,,,
Sat Nov 2 2013,Antibes Sharks,60,,Le Mans Sarthe Basket,63,,,
Sat Nov 2 2013,Élan Béarnais Pau-Lacq-Orthez,90,,Paris-Levallois Basket,83,,,
Sat Nov 2 2013,JDA Dijon,60,,Chorale Roanne Basket,69,,,
Sat Nov 2 2013,Élan Chalon,75,,ASVEL Basket,85,,,
Mon Nov 4 2013,SLUC Nancy,76,,STB Le Havre,88,,,
Tue Nov 5 2013,Orléans Loiret Basket,64,,Limoges CSP,72,,,
Sat Nov 9 2013,BCM Gravelines-Dunkerque,76,,Antibes Sharks,67,,,
Sat Nov 9 2013,JDA Dijon,73,,Élan Chalon,66,,,
Sat Nov 9 2013,Cholet Basket,80,,Orléans Loiret Basket,87,,,
Sat Nov 9 2013,Limoges CSP,85,,Élan Béarnais Pau-Lacq-Orthez,81,,,
Sat Nov 9 2013,Paris-Levallois Basket,89,,SIG Strasbourg,88,,9OT,
Sat Nov 9 2013,STB Le Havre,63,,ASVEL Basket,78,,,
Mon Nov 11 2013,Le Mans Sarthe Basket,69,,JSF Nanterre,67,,,
Tue Nov 12 2013,Chorale Roanne Basket,49,,SLUC Nancy,56,,,
Sat Nov 16 2013,Élan Béarnais Pau-Lacq-Orthez,87,,Cholet Basket,94,,,
Sat Nov 16 2013,Antibes Sharks,57,,JDA Dijon,77,,,
Sat Nov 16 2013,ASVEL Basket,69,,BCM Gravelines-Dunkerque,64,,,
Sat Nov 16 2013,Paris-Levallois Basket,85,,STB Le Havre,82,,9OT,
Sat Nov 16 2013,Élan Chalon,64,,Chorale Roanne Basket,58,,,
Sun Nov 17 2013,Orléans Loiret Basket,69,,JSF Nanterre,71,,,
Mon Nov 18 2013,SIG Strasbourg,68,,Le Mans Sarthe Basket,84,,,
Tue Nov 19 2013,SLUC Nancy,74,,Limoges CSP,71,,,
Sat Nov 23 2013,BCM Gravelines-Dunkerque,74,,Élan Chalon,102,,,
Sat Nov 23 2013,Le Mans Sarthe Basket,61,,Cholet Basket,58,,,
Sat Nov 23 2013,ASVEL Basket,59,,SLUC Nancy,60,,,
Sat Nov 23 2013,Antibes Sharks,76,,Orléans Loiret Basket,82,,,
Sat Nov 23 2013,JDA Dijon,63,,Paris-Levallois Basket,72,,,
Sun Nov 24 2013,Élan Béarnais Pau-Lacq-Orthez,43,,SIG Strasbourg,73,,,
Mon Nov 25 2013,JSF Nanterre,71,,Limoges CSP,87,,,
Tue Nov 26 2013,STB Le Havre,72,,Chorale Roanne Basket,82,,,
Fri Nov 29 2013,Cholet Basket,75,,Paris-Levallois Basket,83,,,
Sat Nov 30 2013,Élan Chalon,103,,Antibes Sharks,80,,,
Sat Nov 30 2013,JSF Nanterre,80,,JDA Dijon,82,,,
Sat Nov 30 2013,Limoges CSP,86,,Le Mans Sarthe Basket,60,,,
