Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Sep 23 2022,ESSM Le Portel,76,,JDA Dijon,87,,,
Fri Sep 23 2022,Metropolitans 92,73,,BCM Gravelines,85,,,
Fri Sep 23 2022,Blois,94,,Roanne,90,,,
Sat Sep 24 2022,Paris Basketball,99,,JL Bourg,102,,OT,
Sat Sep 24 2022,Fos Provence Basket,83,,Le Mans Sarthe,101,,,
Sat Sep 24 2022,Limoges CSP,78,,Nancy,87,,,
Sat Sep 24 2022,AS Monaco,78,,Nanterre 92,75,,,
Sat Sep 24 2022,SIG Strasbourg,80,,ÉB Pau-Lacq-Orthez,83,,,
Sun Sep 25 2022,LDLC ASVEL,89,,Cholet,91,,,
Tue Sep 27 2022,LDLC ASVEL,82,,Blois,86,,,
Tue Sep 27 2022,SIG Strasbourg,92,,JDA Dijon,100,,,
Tue Sep 27 2022,JL Bourg,73,,ESSM Le Portel,71,,,
Tue Sep 27 2022,Le Mans Sarthe,69,,Limoges CSP,62,,,
Tue Sep 27 2022,AS Monaco,89,,Nancy,76,,,
Tue Sep 27 2022,Paris Basketball,83,,Nanterre 92,97,,,
Tue Sep 27 2022,ÉB Pau-Lacq-Orthez,59,,Metropolitans 92,82,,,
Tue Sep 27 2022,BCM Gravelines,70,,Roanne,111,,,
Fri Sep 30 2022,ESSM Le Portel,82,,Metropolitans 92,92,,,
Sat Oct 1 2022,Nanterre 92,84,,Fos Provence Basket,87,,,
Sat Oct 1 2022,JDA Dijon,69,,BCM Gravelines,71,,,
Sat Oct 1 2022,Blois,104,,Paris Basketball,99,,,
Sat Oct 1 2022,JL Bourg,84,,LDLC ASVEL,102,,,
Sun Oct 2 2022,Roanne,85,,AS Monaco,109,,,
Sun Oct 2 2022,Limoges CSP,62,,ÉB Pau-Lacq-Orthez,81,,,
Sun Oct 2 2022,Nancy,69,,SIG Strasbourg,79,,,
Tue Oct 4 2022,Cholet,82,,Le Mans Sarthe,90,,,
Sat Oct 8 2022,Fos Provence Basket,70,,Blois,75,,,
Sat Oct 8 2022,ÉB Pau-Lacq-Orthez,77,,JL Bourg,92,,,
