Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Apr 3 2021,Orléans Loiret,80,,AS Monaco,92,,,
Sat Apr 3 2021,Boulazac Dordogne,86,,Nanterre 92,84,,,
Sun Apr 4 2021,Cholet,91,,ESSM Le Portel,65,,,
Wed Apr 7 2021,Le Mans Sarthe,105,,Boulazac Dordogne,99,,OT,
Wed Apr 7 2021,JL Bourg,98,,BCM Gravelines-Dunkerque,90,,OT,
Wed Apr 7 2021,Élan Chalon,80,,Metropolitans 92,88,,,
Fri Apr 9 2021,Limoges CSP,82,,Cholet,81,,,
Fri Apr 9 2021,Le Mans Sarthe,72,,Roanne,90,,,
Sat Apr 10 2021,LDLC ASVEL,,,JL Bourg,,,,Postponed
Sat Apr 10 2021,Boulazac Dordogne,77,,JDA Dijon,86,,,
Sat Apr 10 2021,BCM Gravelines-Dunkerque,65,,ESSM Le Portel,89,,,
Sat Apr 10 2021,SIG Strasbourg,69,,ÉB Pau-Lacq-Orthez,73,,,
Sun Apr 11 2021,Orléans Loiret,65,,Metropolitans 92,87,,,
Mon Apr 12 2021,Champagne Châlons Reims,76,,AS Monaco,94,,,
Tue Apr 13 2021,JL Bourg,81,,Boulazac Dordogne,68,,,
Tue Apr 13 2021,Cholet,,,Champagne Châlons Reims,,,,Postponed
Tue Apr 13 2021,LDLC ASVEL,,,BCM Gravelines-Dunkerque,,,,Postponed
Tue Apr 13 2021,ESSM Le Portel,61,,Le Mans Sarthe,90,,,
Tue Apr 13 2021,JDA Dijon,103,,Limoges CSP,69,,,
Tue Apr 13 2021,ÉB Pau-Lacq-Orthez,80,,Roanne,72,,,
Tue Apr 13 2021,Nanterre 92,81,,SIG Strasbourg,86,,,
Wed Apr 14 2021,AS Monaco,86,,Élan Chalon,78,,,
Thu Apr 15 2021,Cholet,84,,Le Mans Sarthe,85,,,
Fri Apr 16 2021,BCM Gravelines-Dunkerque,70,,,87,,,
Fri Apr 16 2021,BCM Gravelines-Dunkerque,70,,Champagne Châlons Reims,87,,,
Fri Apr 16 2021,Roanne,77,,ESSM Le Portel,79,,,
Sat Apr 17 2021,LDLC ASVEL,95,,Boulazac Dordogne,67,,,
Sat Apr 17 2021,SIG Strasbourg,97,,Cholet,90,,,
Sat Apr 17 2021,Élan Chalon,84,,Nanterre 92,97,,,
Sat Apr 17 2021,Le Mans Sarthe,87,,Orléans Loiret,79,,,
Sat Apr 17 2021,Metropolitans 92,98,,ÉB Pau-Lacq-Orthez,93,,,
Sun Apr 18 2021,Limoges CSP,69,,JL Bourg,66,,,
Tue Apr 20 2021,Cholet,61,,JL Bourg,93,,,
Tue Apr 20 2021,Nanterre 92,67,,JDA Dijon,78,,,
Tue Apr 20 2021,Orléans Loiret,77,,BCM Gravelines-Dunkerque,64,,,
Tue Apr 20 2021,Élan Chalon,78,,Le Mans Sarthe,98,,,
Tue Apr 20 2021,Boulazac Dordogne,77,,ESSM Le Portel,81,,,
Tue Apr 20 2021,SIG Strasbourg,81,,Limoges CSP,68,,,
Tue Apr 20 2021,AS Monaco,85,,Metropolitans 92,78,,,
Tue Apr 20 2021,Champagne Châlons Reims,83,,Roanne,98,,,
Tue Apr 20 2021,ÉB Pau-Lacq-Orthez,90,,LDLC ASVEL,106,,,
Fri Apr 23 2021,Cholet,83,,Boulazac Dordogne,77,,,
Fri Apr 23 2021,Élan Chalon,85,,JL Bourg,88,,,
Fri Apr 23 2021,Nanterre 92,98,,Orléans Loiret,89,,,
Fri Apr 23 2021,Le Mans Sarthe,92,,Metropolitans 92,101,,OT,
Fri Apr 23 2021,AS Monaco,82,,SIG Strasbourg,70,,,
Sun Apr 25 2021,SIG Strasbourg,,,AS Monaco,,,,Postponed
Sun Apr 25 2021,Roanne,74,,SIG Strasbourg,87,,,
Tue Apr 27 2021,Metropolitans 92,91,,Boulazac Dordogne,85,,,
Tue Apr 27 2021,BCM Gravelines-Dunkerque,80,,Élan Chalon,81,,,
Tue Apr 27 2021,JDA Dijon,90,,,80,,,
Tue Apr 27 2021,JDA Dijon,90,,Champagne Châlons Reims,80,,,
Tue Apr 27 2021,Roanne,72,,Cholet,83,,,
Tue Apr 27 2021,Le Mans Sarthe,,,AS Monaco,,,,Postponed
Tue Apr 27 2021,Limoges CSP,88,,Nanterre 92,66,,,
Tue Apr 27 2021,JL Bourg,70,,Orléans Loiret,78,,,
Tue Apr 27 2021,ESSM Le Portel,68,,ÉB Pau-Lacq-Orthez,90,,,
Tue Apr 27 2021,LDLC ASVEL,95,,SIG Strasbourg,98,,,
Fri Apr 30 2021,SIG Strasbourg,86,,Boulazac Dordogne,79,,,
Fri Apr 30 2021,Cholet,81,,JDA Dijon,89,,,
Fri Apr 30 2021,Champagne Châlons Reims,71,,Metropolitans 92,77,,,
Fri Apr 30 2021,Élan Chalon,75,,LDLC ASVEL,102,,,
Sat May 1 2021,ESSM Le Portel,72,,JL Bourg,101,,,
Sat May 1 2021,Nanterre 92,102,,BCM Gravelines-Dunkerque,81,,,
Sat May 1 2021,ÉB Pau-Lacq-Orthez,78,,Le Mans Sarthe,88,,,
Sat May 1 2021,Orléans Loiret,95,,Roanne,91,,,
Tue May 4 2021,Limoges CSP,96,,Élan Chalon,95,,OT,
Tue May 4 2021,Le Mans Sarthe,77,,,72,,,
Tue May 4 2021,Le Mans Sarthe,77,,Champagne Châlons Reims,72,,,
Tue May 4 2021,BCM Gravelines-Dunkerque,90,,Cholet,105,,,
Tue May 4 2021,LDLC ASVEL,,,AS Monaco,,,,Postponed
Tue May 4 2021,ESSM Le Portel,75,,Nanterre 92,76,,,
Tue May 4 2021,Boulazac Dordogne,68,,Orléans Loiret,91,,,
