Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Oct 1 2021,Paris Basketball,78,,JDA Dijon,94,,,
Fri Oct 1 2021,Champagne Châlons Reims,88,,Fos Provence Basket,58,,,
Fri Oct 1 2021,Orléans Loiret,72,,ESSM Le Portel,89,,,
Sat Oct 2 2021,Metropolitans 92,65,,Le Mans Sarthe,83,,,
Sat Oct 2 2021,Limoges CSP,87,,Nanterre 92,88,,,
Sat Oct 2 2021,JL Bourg,79,,ÉB Pau-Lacq-Orthez,71,,,
Sat Oct 2 2021,AS Monaco,80,,Roanne,75,,,
Sat Oct 2 2021,Cholet,74,,SIG Strasbourg,73,,,
Sun Oct 3 2021,BCM Gravelines-Dunkerque,81,,ASVEL,83,,,
Tue Oct 5 2021,Roanne,84,,,105,,,
Tue Oct 5 2021,Roanne,84,,Champagne Châlons Reims,105,,,
Tue Oct 5 2021,ÉB Pau-Lacq-Orthez,80,,Cholet,77,,,
Tue Oct 5 2021,Nanterre 92,75,,Le Mans Sarthe,86,,,
Tue Oct 5 2021,ASVEL,94,,ESSM Le Portel,69,,,
Tue Oct 5 2021,AS Monaco,81,,Metropolitans 92,108,,,
Wed Oct 6 2021,Paris Basketball,82,,BCM Gravelines-Dunkerque,90,,,
Wed Oct 6 2021,JL Bourg,59,,Limoges CSP,54,,,
Sat Oct 9 2021,SIG Strasbourg,57,,JL Bourg,65,,,
Sat Oct 9 2021,Fos Provence Basket,72,,BCM Gravelines-Dunkerque,74,,,
Sat Oct 9 2021,ESSM Le Portel,64,,Limoges CSP,77,,,
Sat Oct 9 2021,Metropolitans 92,104,,Nanterre 92,76,,,
Sat Oct 9 2021,Cholet,81,,Orléans Loiret,88,,,
Sat Oct 9 2021,Roanne,98,,Paris Basketball,97,,,
Sat Oct 9 2021,Champagne Châlons Reims,67,,ÉB Pau-Lacq-Orthez,92,,,
Sun Oct 10 2021,Le Mans Sarthe,70,,AS Monaco,81,,,
Sun Oct 10 2021,JDA Dijon,49,,ASVEL,73,,,
Fri Oct 15 2021,ESSM Le Portel,73,,,106,,,
Fri Oct 15 2021,ESSM Le Portel,73,,Champagne Châlons Reims,106,,,
Fri Oct 15 2021,Orléans Loiret,52,,Fos Provence Basket,83,,,
Fri Oct 15 2021,BCM Gravelines-Dunkerque,65,,Metropolitans 92,72,,,
Fri Oct 15 2021,Limoges CSP,93,,Roanne,70,,,
Sat Oct 16 2021,Nanterre 92,87,,JL Bourg,80,,,
Sat Oct 16 2021,Paris Basketball,85,,Cholet,83,,,
Sat Oct 16 2021,ÉB Pau-Lacq-Orthez,106,,Le Mans Sarthe,100,,OT,
Sun Oct 17 2021,JDA Dijon,73,,AS Monaco,93,,,
Sun Oct 17 2021,ASVEL,74,,SIG Strasbourg,82,,,
Fri Oct 22 2021,Roanne,77,,JDA Dijon,102,,,
Fri Oct 22 2021,SIG Strasbourg,95,,BCM Gravelines-Dunkerque,83,,,
Sat Oct 23 2021,JL Bourg,54,,ESSM Le Portel,71,,,
Sat Oct 23 2021,Cholet,91,,Limoges CSP,79,,,
Sat Oct 23 2021,Fos Provence Basket,85,,Nanterre 92,74,,,
Sat Oct 23 2021,Metropolitans 92,90,,Orléans Loiret,84,,,
Sun Oct 24 2021,Le Mans Sarthe,92,,Paris Basketball,81,,,
Sun Oct 24 2021,AS Monaco,74,,ÉB Pau-Lacq-Orthez,66,,,
Sun Oct 24 2021,Champagne Châlons Reims,81,,ASVEL,94,,,
Tue Oct 26 2021,Fos Provence Basket,72,,JDA Dijon,84,,,
Fri Oct 29 2021,ESSM Le Portel,76,,Fos Provence Basket,78,,,
Fri Oct 29 2021,JDA Dijon,74,,Metropolitans 92,87,,,
Fri Oct 29 2021,Cholet,81,,Roanne,105,,,
Sat Oct 30 2021,BCM Gravelines-Dunkerque,81,,JL Bourg,66,,,
Sat Oct 30 2021,Limoges CSP,72,,Le Mans Sarthe,77,,,
Sat Oct 30 2021,Champagne Châlons Reims,78,,Nanterre 92,83,,,
Sat Oct 30 2021,ÉB Pau-Lacq-Orthez,76,,SIG Strasbourg,82,,,
Sun Oct 31 2021,Paris Basketball,75,,AS Monaco,100,,,
Sun Oct 31 2021,Orléans Loiret,74,,ASVEL,99,,,
Tue Nov 2 2021,Orléans Loiret,75,,SIG Strasbourg,90,,,
Fri Nov 5 2021,Metropolitans 92,105,,,71,,,
Fri Nov 5 2021,Metropolitans 92,105,,Champagne Châlons Reims,71,,,
Fri Nov 5 2021,ESSM Le Portel,58,,BCM Gravelines-Dunkerque,101,,,
Sat Nov 6 2021,Le Mans Sarthe,88,,Cholet,94,,,
