Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Nov 28 2015,SIG Strasbourg,79,,Rouen Métropole Basket,88,,,
Mon Nov 30 2015,Paris-Levallois Basket,59,,BCM Gravelines-Dunkerque,71,,,
Mon Nov 30 2015,Cholet Basket,77,,SIG Strasbourg,89,,,
Fri Dec 4 2015,Nanterre 92,72,,Champagne Châlons-Reims,70,,,
Fri Dec 4 2015,JDA Dijon,89,,Paris-Levallois Basket,75,,,
Sat Dec 5 2015,Limoges CSP,71,,Antibes Sharks,83,,,
Sat Dec 5 2015,ASVEL Basket,86,,Élan Chalon,89,,,
Sat Dec 5 2015,STB Le Havre,84,,Cholet Basket,77,,,
Sat Dec 5 2015,Le Mans Sarthe Basket,74,,AS Monaco Basket,79,,,
Sat Dec 5 2015,Orléans Loiret Basket,70,,Élan Béarnais Pau-Lacq-Orthez,85,,,
Sun Dec 6 2015,Rouen Métropole Basket,74,,SLUC Nancy,90,,,
Mon Dec 7 2015,BCM Gravelines-Dunkerque,66,,SIG Strasbourg,85,,,
Tue Dec 8 2015,ASVEL Basket,70,,Orléans Loiret Basket,50,,,
Thu Dec 10 2015,Nanterre 92,74,,STB Le Havre,59,,,
Sat Dec 12 2015,Antibes Sharks,83,,Élan Chalon,89,,,
Sat Dec 12 2015,Champagne Châlons-Reims,68,,JDA Dijon,92,,,
Sat Dec 12 2015,SLUC Nancy,92,,STB Le Havre,85,,,
Sat Dec 12 2015,Rouen Métropole Basket,67,,Limoges CSP,88,,,
Sat Dec 12 2015,AS Monaco Basket,93,,Orléans Loiret Basket,71,,,
Sun Dec 13 2015,Nanterre 92,59,,ASVEL Basket,66,,,
Mon Dec 14 2015,Élan Béarnais Pau-Lacq-Orthez,72,,BCM Gravelines-Dunkerque,80,,,
Mon Dec 14 2015,SIG Strasbourg,70,,Le Mans Sarthe Basket,79,,,
Mon Dec 14 2015,Cholet Basket,71,,Paris-Levallois Basket,75,,,
Fri Dec 18 2015,SLUC Nancy,77,,Champagne Châlons-Reims,71,,,
Fri Dec 18 2015,JDA Dijon,68,,BCM Gravelines-Dunkerque,89,,,
Fri Dec 18 2015,STB Le Havre,72,,Rouen Métropole Basket,80,,,
Sat Dec 19 2015,Antibes Sharks,79,,Cholet Basket,94,,,
Sat Dec 19 2015,ASVEL Basket,64,,Le Mans Sarthe Basket,82,,,
Sat Dec 19 2015,Élan Chalon,71,,AS Monaco Basket,95,,,
Sat Dec 19 2015,Orléans Loiret Basket,61,,Nanterre 92,76,,,
Sat Dec 19 2015,Paris-Levallois Basket,66,,SIG Strasbourg,78,,,
Sun Dec 20 2015,Limoges CSP,61,,Élan Béarnais Pau-Lacq-Orthez,66,,,
Tue Dec 22 2015,Champagne Châlons-Reims,70,,Élan Chalon,82,,,
Tue Dec 22 2015,AS Monaco Basket,59,,JDA Dijon,65,,,
Tue Dec 22 2015,BCM Gravelines-Dunkerque,83,,STB Le Havre,63,,,
Tue Dec 22 2015,Cholet Basket,67,,SLUC Nancy,65,,,
Tue Dec 22 2015,Le Mans Sarthe Basket,82,,Nanterre 92,71,,,
Tue Dec 22 2015,Orléans Loiret Basket,77,,Rouen Métropole Basket,75,,,
Tue Dec 22 2015,Élan Béarnais Pau-Lacq-Orthez,73,,ASVEL Basket,82,,,
Wed Dec 23 2015,Paris-Levallois Basket,77,,Antibes Sharks,86,,,
Wed Dec 23 2015,SIG Strasbourg,76,,Limoges CSP,64,,,
Sat Dec 26 2015,Élan Chalon,76,,Élan Béarnais Pau-Lacq-Orthez,84,,,
Sat Dec 26 2015,SLUC Nancy,78,,SIG Strasbourg,87,,,
Sun Dec 27 2015,Rouen Métropole Basket,77,,Champagne Châlons-Reims,82,,,
Sun Dec 27 2015,Nanterre 92,82,,Cholet Basket,58,,,
Sun Dec 27 2015,Antibes Sharks,61,,BCM Gravelines-Dunkerque,79,,,
Sun Dec 27 2015,JDA Dijon,57,,Le Mans Sarthe Basket,62,,,
Sun Dec 27 2015,ASVEL Basket,66,,AS Monaco Basket,78,,,
Sun Dec 27 2015,Limoges CSP,73,,Orléans Loiret Basket,69,,,
Sun Dec 27 2015,STB Le Havre,73,,Paris-Levallois Basket,78,,,
Fri Jan 8 2016,Antibes Sharks,66,,Élan Béarnais Pau-Lacq-Orthez,80,,,
Sat Jan 9 2016,Élan Chalon,98,,JDA Dijon,82,,,
Sat Jan 9 2016,AS Monaco Basket,90,,STB Le Havre,85,,,
Sat Jan 9 2016,BCM Gravelines-Dunkerque,63,,Limoges CSP,79,,,
Sat Jan 9 2016,Le Mans Sarthe Basket,77,,SLUC Nancy,69,,,
Sat Jan 9 2016,Paris-Levallois Basket,70,,Orléans Loiret Basket,76,,,
Sat Jan 9 2016,Cholet Basket,90,,Rouen Métropole Basket,80,,,
Sat Jan 9 2016,Champagne Châlons-Reims,63,,ASVEL Basket,84,,,
Sun Jan 10 2016,SIG Strasbourg,63,,Nanterre 92,95,,,
Tue Jan 12 2016,SLUC Nancy,56,,JDA Dijon,83,,,
Fri Jan 15 2016,Rouen Métropole Basket,81,,Antibes Sharks,87,,,
Fri Jan 15 2016,SLUC Nancy,91,,Paris-Levallois Basket,75,,,
Sat Jan 16 2016,Nanterre 92,100,,Élan Chalon,94,,,
Sat Jan 16 2016,Orléans Loiret Basket,73,,Champagne Châlons-Reims,69,,,
Sat Jan 16 2016,ASVEL Basket,63,,BCM Gravelines-Dunkerque,79,,,
Sat Jan 16 2016,Élan Béarnais Pau-Lacq-Orthez,85,,STB Le Havre,78,,,
Sat Jan 16 2016,Cholet Basket,79,,Le Mans Sarthe Basket,69,,,
Sat Jan 16 2016,Limoges CSP,67,,AS Monaco Basket,79,,,
Sun Jan 17 2016,JDA Dijon,54,,SIG Strasbourg,71,,,
Fri Jan 29 2016,Paris-Levallois Basket,62,,Élan Béarnais Pau-Lacq-Orthez,76,,,
Fri Jan 29 2016,SLUC Nancy,92,,Rouen Métropole Basket,78,,,
Sat Jan 30 2016,BCM Gravelines-Dunkerque,69,,Champagne Châlons-Reims,98,,,
Sat Jan 30 2016,JDA Dijon,73,,Cholet Basket,79,,,
Sat Jan 30 2016,STB Le Havre,67,,Limoges CSP,86,,,
Sat Jan 30 2016,AS Monaco Basket,76,,Nanterre 92,82,,,
Sat Jan 30 2016,Le Mans Sarthe Basket,82,,Orléans Loiret Basket,73,,,
Sat Jan 30 2016,SIG Strasbourg,84,,ASVEL Basket,63,,,
Mon Feb 1 2016,Élan Chalon,111,,Antibes Sharks,82,,,
Sat Feb 6 2016,AS Monaco Basket,81,,Élan Chalon,101,,,
Sat Feb 6 2016,ASVEL Basket,82,,Cholet Basket,86,,,
Sat Feb 6 2016,SIG Strasbourg,79,,BCM Gravelines-Dunkerque,74,,,
Sat Feb 6 2016,Rouen Métropole Basket,79,,STB Le Havre,75,,,
Sat Feb 6 2016,Antibes Sharks,67,,Le Mans Sarthe Basket,74,,,
Sat Feb 6 2016,Champagne Châlons-Reims,66,,SLUC Nancy,84,,,
Sat Feb 6 2016,Nanterre 92,90,,Orléans Loiret Basket,80,,,
Sat Feb 6 2016,Limoges CSP,73,,Paris-Levallois Basket,80,,,
Mon Feb 8 2016,Élan Béarnais Pau-Lacq-Orthez,78,,JDA Dijon,77,,,
Fri Feb 12 2016,Cholet Basket,79,,Antibes Sharks,85,,,
Fri Feb 12 2016,Élan Chalon,111,,Champagne Châlons-Reims,101,,,
Fri Feb 12 2016,Paris-Levallois Basket,93,,Rouen Métropole Basket,78,,,
Sat Feb 13 2016,STB Le Havre,74,,BCM Gravelines-Dunkerque,85,,,
Sat Feb 13 2016,SLUC Nancy,73,,AS Monaco Basket,81,,,
Sat Feb 13 2016,JDA Dijon,72,,Nanterre 92,52,,,
Sat Feb 13 2016,Orléans Loiret Basket,74,,SIG Strasbourg,82,,,
Sat Feb 13 2016,Limoges CSP,78,,ASVEL Basket,73,,,
Mon Feb 15 2016,Le Mans Sarthe Basket,77,,Élan Béarnais Pau-Lacq-Orthez,90,,,
Fri Feb 26 2016,AS Monaco Basket,99,,Le Mans Sarthe Basket,96,,,
Fri Feb 26 2016,Champagne Châlons-Reims,101,,Paris-Levallois Basket,99,,,
Fri Feb 26 2016,ASVEL Basket,99,,Rouen Métropole Basket,65,,,
Sat Feb 27 2016,SIG Strasbourg,93,,Cholet Basket,85,,,
Sat Feb 27 2016,Antibes Sharks,46,,JDA Dijon,67,,,
Sat Feb 27 2016,Élan Chalon,94,,Limoges CSP,88,,,
Sat Feb 27 2016,STB Le Havre,68,,SLUC Nancy,98,,,
Sat Feb 27 2016,BCM Gravelines-Dunkerque,80,,Orléans Loiret Basket,85,,,
Sat Feb 27 2016,Nanterre 92,78,,Élan Béarnais Pau-Lacq-Orthez,86,,,
Fri Mar 4 2016,Élan Béarnais Pau-Lacq-Orthez,68,,Antibes Sharks,64,,,
Fri Mar 4 2016,Orléans Loiret Basket,57,,ASVEL Basket,79,,,
Sat Mar 5 2016,SLUC Nancy,83,,Élan Chalon,92,,,
Sat Mar 5 2016,Paris-Levallois Basket,75,,Cholet Basket,86,,,
Sat Mar 5 2016,Rouen Métropole Basket,70,,JDA Dijon,82,,,
Sat Mar 5 2016,Le Mans Sarthe Basket,79,,BCM Gravelines-Dunkerque,61,,,
Sat Mar 5 2016,Champagne Châlons-Reims,94,,STB Le Havre,66,,,
Sat Mar 5 2016,Limoges CSP,76,,Nanterre 92,90,,,
Mon Mar 7 2016,SIG Strasbourg,76,,AS Monaco Basket,70,,,
Sat Mar 12 2016,JDA Dijon,78,,Champagne Châlons-Reims,76,,,
Sat Mar 12 2016,Le Mans Sarthe Basket,72,,Limoges CSP,81,,,
Sat Mar 12 2016,Antibes Sharks,86,,SLUC Nancy,83,,,
Sat Mar 12 2016,STB Le Havre,75,,Orléans Loiret Basket,92,,,
Sat Mar 12 2016,AS Monaco Basket,94,,Paris-Levallois Basket,67,,,
Sat Mar 12 2016,Cholet Basket,71,,Élan Béarnais Pau-Lacq-Orthez,83,,,
Sat Mar 12 2016,Rouen Métropole Basket,71,,SIG Strasbourg,84,,,
Sat Mar 12 2016,Élan Chalon,81,,ASVEL Basket,84,,,
Mon Mar 14 2016,Nanterre 92,76,,BCM Gravelines-Dunkerque,66,,,
Sat Mar 19 2016,SIG Strasbourg,85,,Antibes Sharks,79,,,
Sat Mar 19 2016,Orléans Loiret Basket,79,,Élan Chalon,75,,,
Sat Mar 19 2016,Limoges CSP,79,,Cholet Basket,70,,,
Sat Mar 19 2016,BCM Gravelines-Dunkerque,74,,JDA Dijon,54,,,
Sat Mar 19 2016,Paris-Levallois Basket,98,,STB Le Havre,65,,,
Sat Mar 19 2016,Champagne Châlons-Reims,86,,Le Mans Sarthe Basket,80,,,
Sat Mar 19 2016,ASVEL Basket,78,,Nanterre 92,73,,,
Sat Mar 19 2016,AS Monaco Basket,74,,Rouen Métropole Basket,61,,,
Mon Mar 21 2016,Élan Béarnais Pau-Lacq-Orthez,59,,SLUC Nancy,58,,,
Fri Mar 25 2016,Cholet Basket,83,,Champagne Châlons-Reims,86,,,
Fri Mar 25 2016,Limoges CSP,54,,BCM Gravelines-Dunkerque,78,,,
Fri Mar 25 2016,STB Le Havre,81,,Élan Béarnais Pau-Lacq-Orthez,97,,,
Sat Mar 26 2016,Nanterre 92,82,,Le Mans Sarthe Basket,84,,,
Sat Mar 26 2016,JDA Dijon,69,,AS Monaco Basket,81,,,
Sat Mar 26 2016,Rouen Métropole Basket,65,,Orléans Loiret Basket,78,,,
Sat Mar 26 2016,Antibes Sharks,71,,Paris-Levallois Basket,75,,,
Sat Mar 26 2016,Élan Chalon,78,,SIG Strasbourg,86,,,
Sat Mar 26 2016,SLUC Nancy,62,,ASVEL Basket,66,,,
Mon Mar 28 2016,Élan Béarnais Pau-Lacq-Orthez,76,,Limoges CSP,79,,,
Tue Mar 29 2016,ASVEL Basket,61,,Antibes Sharks,72,,,
Tue Mar 29 2016,Le Mans Sarthe Basket,70,,Cholet Basket,69,,,
Tue Mar 29 2016,Orléans Loiret Basket,76,,AS Monaco Basket,81,,,
Tue Mar 29 2016,Paris-Levallois Basket,75,,SLUC Nancy,63,,,
Tue Mar 29 2016,Champagne Châlons-Reims,65,,Nanterre 92,74,,,
Tue Mar 29 2016,BCM Gravelines-Dunkerque,85,,Rouen Métropole Basket,84,,,
Fri Apr 1 2016,Orléans Loiret Basket,78,,Paris-Levallois Basket,82,,,
Sat Apr 2 2016,Rouen Métropole Basket,74,,Élan Chalon,108,,,
Sat Apr 2 2016,ASVEL Basket,72,,Champagne Châlons-Reims,82,,,
Sat Apr 2 2016,Cholet Basket,78,,BCM Gravelines-Dunkerque,82,,,
Sat Apr 2 2016,STB Le Havre,58,,Le Mans Sarthe Basket,98,,,
Sat Apr 2 2016,Antibes Sharks,66,,Limoges CSP,83,,,
Sat Apr 2 2016,JDA Dijon,64,,SLUC Nancy,80,,,
Sat Apr 2 2016,Nanterre 92,77,,SIG Strasbourg,74,,,
Mon Apr 4 2016,AS Monaco Basket,80,,Élan Béarnais Pau-Lacq-Orthez,66,,,
Wed Apr 6 2016,Élan Chalon,95,,STB Le Havre,70,,,
Fri Apr 8 2016,Champagne Châlons-Reims,98,,Rouen Métropole Basket,80,,,
Sat Apr 9 2016,SLUC Nancy,83,,Cholet Basket,85,,,
Sat Apr 9 2016,Limoges CSP,80,,JDA Dijon,99,,,
Sat Apr 9 2016,STB Le Havre,65,,AS Monaco Basket,82,,,
Sat Apr 9 2016,Antibes Sharks,72,,Orléans Loiret Basket,78,,,
Sat Apr 9 2016,BCM Gravelines-Dunkerque,64,,Élan Béarnais Pau-Lacq-Orthez,85,,,
Sat Apr 9 2016,Le Mans Sarthe Basket,82,,SIG Strasbourg,66,,,
Sat Apr 9 2016,Paris-Levallois Basket,63,,ASVEL Basket,72,,,
Mon Apr 11 2016,Élan Chalon,88,,Nanterre 92,82,,,
Tue Apr 12 2016,SIG Strasbourg,54,,JDA Dijon,77,,,
Fri Apr 15 2016,Nanterre 92,72,,Antibes Sharks,82,,,
Sat Apr 16 2016,Cholet Basket,77,,Élan Chalon,100,,,
Sat Apr 16 2016,Élan Béarnais Pau-Lacq-Orthez,83,,Champagne Châlons-Reims,72,,,
Sat Apr 16 2016,JDA Dijon,73,,STB Le Havre,66,,,
Sat Apr 16 2016,Rouen Métropole Basket,81,,Le Mans Sarthe Basket,82,,,
Sat Apr 16 2016,Orléans Loiret Basket,45,,Limoges CSP,82,,,
Sat Apr 16 2016,SIG Strasbourg,80,,SLUC Nancy,72,,,
Sat Apr 16 2016,BCM Gravelines-Dunkerque,63,,Paris-Levallois Basket,83,,,
Sat Apr 16 2016,AS Monaco Basket,74,,ASVEL Basket,67,,,
Mon Apr 18 2016,Élan Béarnais Pau-Lacq-Orthez,62,,SIG Strasbourg,68,,,
Tue Apr 19 2016,Paris-Levallois Basket,60,,Élan Chalon,95,,,
Tue Apr 19 2016,SLUC Nancy,77,,BCM Gravelines-Dunkerque,85,,,
Tue Apr 19 2016,ASVEL Basket,66,,STB Le Havre,79,,,
Tue Apr 19 2016,Antibes Sharks,61,,AS Monaco Basket,68,,,
Tue Apr 19 2016,Cholet Basket,81,,Nanterre 92,91,,,
Tue Apr 19 2016,Champagne Châlons-Reims,77,,Orléans Loiret Basket,78,,,
Tue Apr 19 2016,Limoges CSP,99,,Rouen Métropole Basket,94,,,
Wed Apr 20 2016,Le Mans Sarthe Basket,58,,JDA Dijon,76,,,
Fri Apr 22 2016,BCM Gravelines-Dunkerque,78,,Antibes Sharks,59,,,
Sat Apr 23 2016,Rouen Métropole Basket,90,,Cholet Basket,87,,,
Sat Apr 23 2016,Paris-Levallois Basket,63,,JDA Dijon,71,,,
Sat Apr 23 2016,Élan Chalon,83,,Le Mans Sarthe Basket,109,,,
Sat Apr 23 2016,Orléans Loiret Basket,99,,SLUC Nancy,92,,,
Sat Apr 23 2016,STB Le Havre,64,,Nanterre 92,97,,,
Sat Apr 23 2016,ASVEL Basket,87,,Élan Béarnais Pau-Lacq-Orthez,58,,,
Mon Apr 25 2016,AS Monaco Basket,79,,Limoges CSP,72,,,
Tue Apr 26 2016,Élan Béarnais Pau-Lacq-Orthez,96,,Élan Chalon,104,,,
Tue Apr 26 2016,Antibes Sharks,76,,Champagne Châlons-Reims,90,,,
Tue Apr 26 2016,Cholet Basket,85,,STB Le Havre,92,,,
Tue Apr 26 2016,JDA Dijon,64,,Orléans Loiret Basket,74,,,
Tue Apr 26 2016,Nanterre 92,80,,Rouen Métropole Basket,70,,,
Tue Apr 26 2016,Le Mans Sarthe Basket,56,,ASVEL Basket,90,,,
Thu Apr 28 2016,SLUC Nancy,66,,Limoges CSP,101,,,
Thu Apr 28 2016,BCM Gravelines-Dunkerque,80,,AS Monaco Basket,89,,,
Sat Apr 30 2016,Champagne Châlons-Reims,80,,SIG Strasbourg,92,,,
Tue May 3 2016,SIG Strasbourg,93,,Paris-Levallois Basket,87,,,
Thu May 5 2016,Paris-Levallois Basket,68,,Nanterre 92,93,,,
Fri May 6 2016,STB Le Havre,70,,Antibes Sharks,67,,,
Fri May 6 2016,Rouen Métropole Basket,74,,Élan Béarnais Pau-Lacq-Orthez,85,,,
Sat May 7 2016,AS Monaco Basket,88,,Champagne Châlons-Reims,87,,,
Sat May 7 2016,Orléans Loiret Basket,86,,Cholet Basket,65,,,
Sat May 7 2016,ASVEL Basket,49,,JDA Dijon,72,,,
Sat May 7 2016,Élan Chalon,71,,BCM Gravelines-Dunkerque,80,,,
Sat May 7 2016,SLUC Nancy,64,,Le Mans Sarthe Basket,81,,,
Sat May 7 2016,Limoges CSP,67,,SIG Strasbourg,81,,,
Tue May 10 2016,JDA Dijon,81,,Élan Chalon,85,,,
Tue May 10 2016,SIG Strasbourg,76,,STB Le Havre,69,,,
Tue May 10 2016,Champagne Châlons-Reims,86,,Limoges CSP,93,,,
Tue May 10 2016,Cholet Basket,79,,AS Monaco Basket,91,,,
Tue May 10 2016,Nanterre 92,120,,SLUC Nancy,121,,,
Tue May 10 2016,Élan Béarnais Pau-Lacq-Orthez,85,,Orléans Loiret Basket,82,,,
Tue May 10 2016,Le Mans Sarthe Basket,64,,Paris-Levallois Basket,60,,,
Tue May 10 2016,Antibes Sharks,80,,Rouen Métropole Basket,71,,,
Tue May 10 2016,BCM Gravelines-Dunkerque,56,,ASVEL Basket,59,,,
