Date,Team,PTS,,Opp,PTS,,OT,Notes
Mon Dec 5 2016,SIG Strasbourg,78,,Nanterre 92,73,,,
Fri Dec 9 2016,BCM Gravelines-Dunkerque,89,,Champagne Châlons-Reims,87,,,
Fri Dec 9 2016,AS Monaco Basket,84,,JDA Dijon,58,,,
Sat Dec 10 2016,ASVEL Basket,68,,Élan Chalon,98,,,
Sat Dec 10 2016,Orléans Loiret Basket,81,,Cholet Basket,86,,,
Sat Dec 10 2016,SLUC Nancy,70,,Le Mans Sarthe Basket,85,,,
Sat Dec 10 2016,ESSM Le Portel,72,,Limoges CSP,69,,,
Sat Dec 10 2016,HTV Basket,62,,SIG Strasbourg,76,,,
Sun Dec 11 2016,Élan Béarnais Pau-Lacq-Orthez,74,,Nanterre 92,85,,,
Mon Dec 12 2016,Paris-Levallois Basket,88,,Antibes Sharks,82,,,
Fri Dec 16 2016,SLUC Nancy,56,,HTV Basket,69,,,
Fri Dec 16 2016,Élan Chalon,83,,ESSM Le Portel,74,,,
Sat Dec 17 2016,Antibes Sharks,67,,BCM Gravelines-Dunkerque,75,,,
Sat Dec 17 2016,Limoges CSP,77,,Le Mans Sarthe Basket,71,,,
Sat Dec 17 2016,Champagne Châlons-Reims,84,,Orléans Loiret Basket,89,,,
Sat Dec 17 2016,JDA Dijon,67,,Élan Béarnais Pau-Lacq-Orthez,75,,,
Sat Dec 17 2016,Cholet Basket,67,,ASVEL Basket,71,,,
Sun Dec 18 2016,SIG Strasbourg,62,,AS Monaco Basket,77,,,
Mon Dec 19 2016,Nanterre 92,51,,Paris-Levallois Basket,78,,,
Wed Dec 21 2016,Limoges CSP,73,,Antibes Sharks,78,,,
Thu Dec 22 2016,Le Mans Sarthe Basket,73,,ASVEL Basket,64,,,
Fri Dec 23 2016,SIG Strasbourg,74,,Élan Chalon,81,,,
Fri Dec 23 2016,HTV Basket,75,,Champagne Châlons-Reims,80,,,
Fri Dec 23 2016,Cholet Basket,53,,JDA Dijon,93,,,
Fri Dec 23 2016,Élan Béarnais Pau-Lacq-Orthez,64,,AS Monaco Basket,77,,,
Fri Dec 23 2016,Orléans Loiret Basket,65,,SLUC Nancy,72,,,
Fri Dec 23 2016,ESSM Le Portel,62,,Paris-Levallois Basket,47,,,
Mon Dec 26 2016,Élan Chalon,74,,Le Mans Sarthe Basket,65,,,
Mon Dec 26 2016,JDA Dijon,66,,SIG Strasbourg,68,,,
Tue Dec 27 2016,Antibes Sharks,64,,Cholet Basket,67,,,
Tue Dec 27 2016,ASVEL Basket,61,,HTV Basket,49,,,
Tue Dec 27 2016,Champagne Châlons-Reims,64,,ESSM Le Portel,79,,,
Tue Dec 27 2016,BCM Gravelines-Dunkerque,79,,Limoges CSP,88,,,
Tue Dec 27 2016,SLUC Nancy,81,,Nanterre 92,90,,,
Tue Dec 27 2016,AS Monaco Basket,86,,Orléans Loiret Basket,61,,,
Tue Dec 27 2016,Paris-Levallois Basket,61,,Élan Béarnais Pau-Lacq-Orthez,77,,,
Sat Jan 7 2017,Nanterre 92,81,,BCM Gravelines-Dunkerque,91,,,
Fri Jan 13 2017,Le Mans Sarthe Basket,58,,Antibes Sharks,54,,,
Fri Jan 13 2017,Orléans Loiret Basket,84,,JDA Dijon,76,,,
Fri Jan 13 2017,SIG Strasbourg,65,,Paris-Levallois Basket,75,,,
Sat Jan 14 2017,Élan Chalon,69,,Champagne Châlons-Reims,74,,,
Sat Jan 14 2017,HTV Basket,86,,Cholet Basket,66,,,
Sat Jan 14 2017,Nanterre 92,70,,AS Monaco Basket,84,,,
Sat Jan 14 2017,SLUC Nancy,71,,ASVEL Basket,84,,,
Sun Jan 15 2017,Limoges CSP,57,,Élan Béarnais Pau-Lacq-Orthez,89,,,
Mon Jan 16 2017,ESSM Le Portel,71,,BCM Gravelines-Dunkerque,89,,,
Fri Jan 20 2017,Paris-Levallois Basket,65,,HTV Basket,70,,,
Fri Jan 20 2017,Antibes Sharks,75,,ESSM Le Portel,67,,,
Sat Jan 21 2017,JDA Dijon,83,,Élan Chalon,95,,,
Sat Jan 21 2017,BCM Gravelines-Dunkerque,81,,Le Mans Sarthe Basket,71,,,
Sat Jan 21 2017,Élan Béarnais Pau-Lacq-Orthez,78,,SLUC Nancy,69,,,
Sat Jan 21 2017,Cholet Basket,57,,Nanterre 92,86,,,
Sat Jan 21 2017,ASVEL Basket,69,,Orléans Loiret Basket,52,,,
Sun Jan 22 2017,AS Monaco Basket,77,,Limoges CSP,69,,,
Mon Jan 23 2017,Champagne Châlons-Reims,78,,SIG Strasbourg,106,,,
Fri Feb 3 2017,Antibes Sharks,67,,Paris-Levallois Basket,86,,,
Fri Feb 3 2017,Nanterre 92,88,,ASVEL Basket,74,,,
Sat Feb 4 2017,JDA Dijon,89,,BCM Gravelines-Dunkerque,87,,,
Sat Feb 4 2017,Orléans Loiret Basket,61,,HTV Basket,78,,,
Sat Feb 4 2017,ESSM Le Portel,57,,AS Monaco Basket,81,,,
Sat Feb 4 2017,Champagne Châlons-Reims,80,,SLUC Nancy,89,,,
Sat Feb 4 2017,Le Mans Sarthe Basket,63,,SIG Strasbourg,92,,,
Sun Feb 5 2017,Élan Chalon,88,,Élan Béarnais Pau-Lacq-Orthez,95,,,
Mon Feb 6 2017,Limoges CSP,68,,Cholet Basket,61,,,
Fri Feb 10 2017,AS Monaco Basket,91,,Antibes Sharks,84,,,
Fri Feb 10 2017,HTV Basket,72,,JDA Dijon,78,,,
Fri Feb 10 2017,SLUC Nancy,64,,ESSM Le Portel,98,,,
Sat Feb 11 2017,Cholet Basket,66,,Élan Chalon,79,,,
Sat Feb 11 2017,Nanterre 92,85,,Le Mans Sarthe Basket,75,,,
Sat Feb 11 2017,SIG Strasbourg,76,,Limoges CSP,83,,,
Sat Feb 11 2017,Élan Béarnais Pau-Lacq-Orthez,64,,Orléans Loiret Basket,53,,,
Sun Feb 12 2017,ASVEL Basket,81,,BCM Gravelines-Dunkerque,82,,,
Mon Feb 13 2017,Paris-Levallois Basket,94,,Champagne Châlons-Reims,88,,,
Fri Feb 24 2017,Champagne Châlons-Reims,90,,HTV Basket,71,,,
Sat Feb 25 2017,JDA Dijon,71,,Cholet Basket,72,,,
Sat Feb 25 2017,Élan Chalon,82,,Limoges CSP,70,,,
Sat Feb 25 2017,Le Mans Sarthe Basket,77,,AS Monaco Basket,88,,,
Sat Feb 25 2017,ESSM Le Portel,66,,Nanterre 92,76,,,
Sat Feb 25 2017,Antibes Sharks,87,,Orléans Loiret Basket,78,,,
Sat Feb 25 2017,BCM Gravelines-Dunkerque,64,,SIG Strasbourg,72,,,
Sun Feb 26 2017,Élan Béarnais Pau-Lacq-Orthez,72,,ASVEL Basket,63,,,
Mon Feb 27 2017,Paris-Levallois Basket,78,,SLUC Nancy,59,,,
Fri Mar 3 2017,Cholet Basket,73,,Antibes Sharks,57,,,
Fri Mar 3 2017,Nanterre 92,93,,Champagne Châlons-Reims,73,,,
Sat Mar 4 2017,Orléans Loiret Basket,64,,Le Mans Sarthe Basket,71,,,
Sat Mar 4 2017,JDA Dijon,70,,ESSM Le Portel,80,,,
Sat Mar 4 2017,SIG Strasbourg,80,,SLUC Nancy,71,,,
Sat Mar 4 2017,ASVEL Basket,86,,Paris-Levallois Basket,70,,,
Sat Mar 4 2017,HTV Basket,70,,Élan Béarnais Pau-Lacq-Orthez,85,,,
Sun Mar 5 2017,AS Monaco Basket,82,,Élan Chalon,72,,,
Mon Mar 6 2017,Limoges CSP,88,,BCM Gravelines-Dunkerque,77,,,
Sat Mar 11 2017,SLUC Nancy,85,,Cholet Basket,82,,,
Sat Mar 11 2017,Champagne Châlons-Reims,73,,JDA Dijon,86,,,
Sat Mar 11 2017,Paris-Levallois Basket,68,,Le Mans Sarthe Basket,44,,,
Sat Mar 11 2017,Antibes Sharks,66,,Limoges CSP,95,,,
Sat Mar 11 2017,AS Monaco Basket,88,,Nanterre 92,99,,,
Sat Mar 11 2017,BCM Gravelines-Dunkerque,67,,Orléans Loiret Basket,59,,,
Sat Mar 11 2017,Élan Chalon,77,,ASVEL Basket,68,,,
Sun Mar 12 2017,Élan Béarnais Pau-Lacq-Orthez,58,,SIG Strasbourg,67,,,
Fri Mar 17 2017,SIG Strasbourg,81,,Antibes Sharks,72,,,
Fri Mar 17 2017,Cholet Basket,74,,Paris-Levallois Basket,75,,,
Fri Mar 17 2017,Orléans Loiret Basket,78,,ASVEL Basket,82,,,
Sat Mar 18 2017,Nanterre 92,90,,Élan Chalon,94,,,
Sat Mar 18 2017,HTV Basket,80,,BCM Gravelines-Dunkerque,81,,,
Sat Mar 18 2017,Champagne Châlons-Reims,72,,AS Monaco Basket,81,,,
Sat Mar 18 2017,JDA Dijon,70,,SLUC Nancy,87,,,
Sun Mar 19 2017,Le Mans Sarthe Basket,71,,Élan Béarnais Pau-Lacq-Orthez,85,,,
Mon Mar 20 2017,Limoges CSP,59,,ESSM Le Portel,80,,,
Fri Mar 24 2017,ESSM Le Portel,68,,Champagne Châlons-Reims,77,,,
Fri Mar 24 2017,Antibes Sharks,52,,JDA Dijon,61,,,
Sat Mar 25 2017,Élan Béarnais Pau-Lacq-Orthez,76,,Cholet Basket,69,,,
Sat Mar 25 2017,AS Monaco Basket,80,,HTV Basket,71,,,
Sat Mar 25 2017,ASVEL Basket,74,,Le Mans Sarthe Basket,82,,,
Sat Mar 25 2017,BCM Gravelines-Dunkerque,88,,Nanterre 92,67,,,
Sat Mar 25 2017,SLUC Nancy,68,,Orléans Loiret Basket,78,,,
Sun Mar 26 2017,Élan Chalon,60,,SIG Strasbourg,84,,,
Mon Mar 27 2017,Paris-Levallois Basket,84,,Limoges CSP,76,,,
Fri Mar 31 2017,Élan Chalon,87,,Antibes Sharks,74,,,
Fri Mar 31 2017,SIG Strasbourg,79,,Champagne Châlons-Reims,58,,,
Fri Mar 31 2017,Limoges CSP,74,,JDA Dijon,93,,,
Fri Mar 31 2017,Orléans Loiret Basket,63,,ESSM Le Portel,85,,,
Sat Apr 1 2017,AS Monaco Basket,92,,BCM Gravelines-Dunkerque,72,,,
Sat Apr 1 2017,Nanterre 92,78,,SLUC Nancy,73,,,
Sun Apr 2 2017,Le Mans Sarthe Basket,58,,Cholet Basket,78,,,
Sun Apr 2 2017,Élan Béarnais Pau-Lacq-Orthez,64,,Paris-Levallois Basket,86,,,
Mon Apr 3 2017,HTV Basket,59,,ASVEL Basket,73,,,
Fri Apr 7 2017,Antibes Sharks,75,,HTV Basket,61,,,
Fri Apr 7 2017,Cholet Basket,84,,Orléans Loiret Basket,90,,,
Fri Apr 7 2017,ESSM Le Portel,75,,Élan Béarnais Pau-Lacq-Orthez,67,,,
Sat Apr 8 2017,Champagne Châlons-Reims,86,,Élan Chalon,104,,,
Sat Apr 8 2017,Le Mans Sarthe Basket,72,,BCM Gravelines-Dunkerque,75,,,
Sat Apr 8 2017,SLUC Nancy,74,,Limoges CSP,95,,,
Sat Apr 8 2017,JDA Dijon,55,,Nanterre 92,71,,,
Sat Apr 8 2017,Paris-Levallois Basket,67,,SIG Strasbourg,82,,,
Sun Apr 9 2017,ASVEL Basket,88,,AS Monaco Basket,92,,,
Tue Apr 11 2017,Limoges CSP,84,,Champagne Châlons-Reims,82,,,
Tue Apr 11 2017,Nanterre 92,54,,Cholet Basket,85,,,
Tue Apr 11 2017,SIG Strasbourg,81,,JDA Dijon,67,,,
Tue Apr 11 2017,HTV Basket,80,,Le Mans Sarthe Basket,64,,,
Tue Apr 11 2017,ASVEL Basket,58,,ESSM Le Portel,82,,,
Tue Apr 11 2017,Orléans Loiret Basket,74,,AS Monaco Basket,78,,,
Tue Apr 11 2017,Élan Chalon,106,,SLUC Nancy,74,,,
Tue Apr 11 2017,BCM Gravelines-Dunkerque,79,,Paris-Levallois Basket,98,,,
Fri Apr 14 2017,Champagne Châlons-Reims,69,,Antibes Sharks,82,,,
Sat Apr 15 2017,ESSM Le Portel,76,,Élan Chalon,83,,,
Sat Apr 15 2017,SLUC Nancy,83,,BCM Gravelines-Dunkerque,72,,,
Sat Apr 15 2017,Le Mans Sarthe Basket,68,,Limoges CSP,79,,,
Sat Apr 15 2017,Nanterre 92,92,,Orléans Loiret Basket,86,,,
Sat Apr 15 2017,HTV Basket,84,,Paris-Levallois Basket,88,,,
Sat Apr 15 2017,Cholet Basket,68,,SIG Strasbourg,85,,,
Sat Apr 15 2017,JDA Dijon,73,,ASVEL Basket,74,,,
Sun Apr 16 2017,AS Monaco Basket,85,,Élan Béarnais Pau-Lacq-Orthez,73,,,
Sun Apr 23 2017,Limoges CSP,88,,AS Monaco Basket,92,,,
Tue Apr 25 2017,Cholet Basket,76,,Champagne Châlons-Reims,71,,,
Tue Apr 25 2017,SIG Strasbourg,78,,HTV Basket,68,,,
Tue Apr 25 2017,ESSM Le Portel,77,,Le Mans Sarthe Basket,66,,,
Tue Apr 25 2017,ASVEL Basket,85,,SLUC Nancy,77,,,
Tue Apr 25 2017,Paris-Levallois Basket,78,,Orléans Loiret Basket,58,,,
Tue Apr 25 2017,BCM Gravelines-Dunkerque,83,,Élan Béarnais Pau-Lacq-Orthez,94,,,
Fri Apr 28 2017,Élan Chalon,84,,JDA Dijon,70,,,
Sat Apr 29 2017,Antibes Sharks,71,,Nanterre 92,90,,,
Sun Apr 30 2017,Élan Béarnais Pau-Lacq-Orthez,66,,Limoges CSP,75,,,
Mon May 1 2017,BCM Gravelines-Dunkerque,62,,ESSM Le Portel,75,,,
Tue May 2 2017,SLUC Nancy,77,,Antibes Sharks,86,,,
Tue May 2 2017,HTV Basket,81,,Élan Chalon,89,,,
Tue May 2 2017,Orléans Loiret Basket,75,,Champagne Châlons-Reims,89,,,
Tue May 2 2017,ASVEL Basket,72,,Cholet Basket,57,,,
Tue May 2 2017,Le Mans Sarthe Basket,74,,JDA Dijon,66,,,
Tue May 2 2017,Nanterre 92,74,,SIG Strasbourg,65,,,
Wed May 3 2017,AS Monaco Basket,91,,Paris-Levallois Basket,85,,,
Fri May 5 2017,Cholet Basket,78,,HTV Basket,70,,,
Fri May 5 2017,Paris-Levallois Basket,71,,ESSM Le Portel,79,,,
Sat May 6 2017,Champagne Châlons-Reims,84,,BCM Gravelines-Dunkerque,92,,,
Sat May 6 2017,Antibes Sharks,80,,Le Mans Sarthe Basket,72,,,
Sat May 6 2017,JDA Dijon,71,,AS Monaco Basket,88,,,
Sat May 6 2017,Limoges CSP,81,,Nanterre 92,91,,,
Sat May 6 2017,Élan Chalon,114,,Orléans Loiret Basket,96,,,
Sat May 6 2017,SLUC Nancy,61,,Élan Béarnais Pau-Lacq-Orthez,100,,,
Sun May 7 2017,SIG Strasbourg,75,,ASVEL Basket,71,,,
Tue May 9 2017,ESSM Le Portel,80,,Antibes Sharks,65,,,
Tue May 9 2017,BCM Gravelines-Dunkerque,76,,Élan Chalon,89,,,
Tue May 9 2017,Élan Béarnais Pau-Lacq-Orthez,97,,Champagne Châlons-Reims,78,,,
Tue May 9 2017,AS Monaco Basket,75,,Cholet Basket,81,,,
Tue May 9 2017,Paris-Levallois Basket,75,,JDA Dijon,67,,,
Tue May 9 2017,ASVEL Basket,91,,Limoges CSP,80,,,
Tue May 9 2017,Le Mans Sarthe Basket,82,,SLUC Nancy,76,,,
Tue May 9 2017,HTV Basket,65,,Nanterre 92,88,,,
Tue May 9 2017,Orléans Loiret Basket,89,,SIG Strasbourg,92,,,
Fri May 12 2017,Limoges CSP,71,,HTV Basket,82,,,
Fri May 12 2017,Élan Chalon,85,,Paris-Levallois Basket,83,,,
Fri May 12 2017,Antibes Sharks,65,,ASVEL Basket,75,,,
Sat May 13 2017,Cholet Basket,78,,BCM Gravelines-Dunkerque,73,,,
Sat May 13 2017,Champagne Châlons-Reims,83,,Le Mans Sarthe Basket,91,,,
Sat May 13 2017,SIG Strasbourg,77,,ESSM Le Portel,70,,,
Sat May 13 2017,SLUC Nancy,89,,AS Monaco Basket,97,,,
Sat May 13 2017,JDA Dijon,86,,Orléans Loiret Basket,76,,,
Sun May 14 2017,Nanterre 92,73,,Élan Béarnais Pau-Lacq-Orthez,71,,,
Tue May 16 2017,BCM Gravelines-Dunkerque,71,,Antibes Sharks,79,,,
Tue May 16 2017,Le Mans Sarthe Basket,94,,Élan Chalon,97,,,
Tue May 16 2017,ASVEL Basket,77,,Champagne Châlons-Reims,75,,,
Tue May 16 2017,ESSM Le Portel,84,,Cholet Basket,43,,,
Tue May 16 2017,Élan Béarnais Pau-Lacq-Orthez,82,,JDA Dijon,85,,,
Tue May 16 2017,Orléans Loiret Basket,101,,Limoges CSP,81,,,
Tue May 16 2017,HTV Basket,91,,SLUC Nancy,96,,,
Tue May 16 2017,Paris-Levallois Basket,81,,Nanterre 92,90,,,
Tue May 16 2017,AS Monaco Basket,92,,SIG Strasbourg,85,,,
