Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Nov 4 2017,Limoges CSP,89,,Cholet Basket,86,,,
Sat Nov 4 2017,Nanterre 92,86,,HTV Basket,90,,,
Sat Nov 4 2017,BCM Gravelines-Dunkerque,50,,SIG Strasbourg,73,,,
Sun Nov 5 2017,Le Mans Sarthe Basket,87,,Levallois Metropolitans,76,,,
Mon Nov 6 2017,JDA Dijon,85,,Élan Béarnais Pau-Lacq-Orthez,65,,,
Sat Nov 11 2017,Limoges CSP,75,,Boulazac Basket Dordogne,66,,,
Sat Nov 11 2017,Levallois Metropolitans,85,,JL Bourg,82,,,
Sat Nov 11 2017,Élan Chalon,64,,Cholet Basket,70,,,
Sat Nov 11 2017,Le Mans Sarthe Basket,62,,HTV Basket,88,,,
Sat Nov 11 2017,Champagne Châlons-Reims,69,,ESSM Le Portel,96,,,
Sat Nov 11 2017,BCM Gravelines-Dunkerque,89,,Nanterre 92,67,,,
Sat Nov 11 2017,JDA Dijon,69,,ASVEL Basket,86,,,
Sun Nov 12 2017,SIG Strasbourg,90,,AS Monaco Basket,83,,,
Mon Nov 13 2017,Élan Béarnais Pau-Lacq-Orthez,85,,Antibes Sharks,86,,,
Fri Nov 17 2017,Boulazac Basket Dordogne,81,,JDA Dijon,101,,,
Sat Nov 18 2017,HTV Basket,67,,Élan Chalon,82,,,
Sat Nov 18 2017,Nanterre 92,85,,Champagne Châlons-Reims,76,,,
Sat Nov 18 2017,ESSM Le Portel,63,,Le Mans Sarthe Basket,77,,,
Sat Nov 18 2017,Antibes Sharks,80,,Limoges CSP,98,,,
Sat Nov 18 2017,Cholet Basket,67,,Levallois Metropolitans,55,,,
Sat Nov 18 2017,AS Monaco Basket,90,,Élan Béarnais Pau-Lacq-Orthez,68,,,
Sun Nov 19 2017,JL Bourg,70,,BCM Gravelines-Dunkerque,78,,,
Sun Nov 19 2017,ASVEL Basket,76,,SIG Strasbourg,82,,,
Fri Dec 1 2017,JDA Dijon,74,,Antibes Sharks,77,,,
Fri Dec 1 2017,BCM Gravelines-Dunkerque,88,,HTV Basket,74,,,
Fri Dec 1 2017,Levallois Metropolitans,82,,ESSM Le Portel,77,,,
Sat Dec 2 2017,SIG Strasbourg,102,,Boulazac Basket Dordogne,109,,,
Sat Dec 2 2017,Champagne Châlons-Reims,68,,Cholet Basket,83,,,
Sat Dec 2 2017,Élan Chalon,57,,AS Monaco Basket,87,,,
Sat Dec 2 2017,Limoges CSP,75,,Nanterre 92,73,,,
Sun Dec 3 2017,Le Mans Sarthe Basket,71,,ASVEL Basket,79,,,
Mon Dec 4 2017,Élan Béarnais Pau-Lacq-Orthez,82,,JL Bourg,91,,,
Fri Dec 8 2017,HTV Basket,64,,Champagne Châlons-Reims,70,,,
Fri Dec 8 2017,ASVEL Basket,67,,BCM Gravelines-Dunkerque,73,,,
Sat Dec 9 2017,Boulazac Basket Dordogne,91,,JL Bourg,89,,,
Sat Dec 9 2017,Antibes Sharks,81,,Élan Chalon,95,,,
Sat Dec 9 2017,AS Monaco Basket,99,,JDA Dijon,71,,,
Sat Dec 9 2017,ESSM Le Portel,79,,Limoges CSP,88,,,
Sat Dec 9 2017,Cholet Basket,54,,SIG Strasbourg,88,,,
Sun Dec 10 2017,Levallois Metropolitans,79,,Élan Béarnais Pau-Lacq-Orthez,93,,,
Mon Dec 11 2017,Nanterre 92,87,,Le Mans Sarthe Basket,83,,,
Fri Dec 15 2017,JDA Dijon,72,,HTV Basket,75,,,
Fri Dec 15 2017,SIG Strasbourg,80,,ESSM Le Portel,75,,,
Sat Dec 16 2017,BCM Gravelines-Dunkerque,74,,Cholet Basket,77,,,
Sat Dec 16 2017,Le Mans Sarthe Basket,70,,Limoges CSP,74,,,
Sat Dec 16 2017,Antibes Sharks,76,,AS Monaco Basket,84,,,
Sat Dec 16 2017,Élan Chalon,82,,Nanterre 92,93,,,
Sat Dec 16 2017,Champagne Châlons-Reims,84,,Levallois Metropolitans,94,,,
Sun Dec 17 2017,JL Bourg,87,,ASVEL Basket,83,,,
Mon Dec 18 2017,Élan Béarnais Pau-Lacq-Orthez,81,,Boulazac Basket Dordogne,70,,,
Fri Dec 22 2017,HTV Basket,79,,Antibes Sharks,83,,,
Fri Dec 22 2017,Limoges CSP,70,,JDA Dijon,79,,,
Sat Dec 23 2017,SIG Strasbourg,85,,JL Bourg,87,,,
Sat Dec 23 2017,Boulazac Basket Dordogne,89,,Élan Chalon,87,,,
Sat Dec 23 2017,Levallois Metropolitans,65,,BCM Gravelines-Dunkerque,81,,,
Sat Dec 23 2017,Cholet Basket,47,,Le Mans Sarthe Basket,65,,,
Sat Dec 23 2017,ESSM Le Portel,66,,AS Monaco Basket,84,,,
Sat Dec 23 2017,Champagne Châlons-Reims,77,,Élan Béarnais Pau-Lacq-Orthez,69,,,
Sat Dec 23 2017,Nanterre 92,65,,ASVEL Basket,81,,,
Tue Dec 26 2017,AS Monaco Basket,103,,HTV Basket,99,,,
Tue Dec 26 2017,Élan Chalon,78,,SIG Strasbourg,91,,,
Wed Dec 27 2017,Le Mans Sarthe Basket,82,,Boulazac Basket Dordogne,68,,,
Wed Dec 27 2017,BCM Gravelines-Dunkerque,72,,Champagne Châlons-Reims,83,,,
Wed Dec 27 2017,Antibes Sharks,78,,Cholet Basket,90,,,
Wed Dec 27 2017,Élan Béarnais Pau-Lacq-Orthez,69,,ESSM Le Portel,77,,,
Wed Dec 27 2017,JL Bourg,75,,Limoges CSP,88,,,
Wed Dec 27 2017,JDA Dijon,72,,Nanterre 92,84,,,
Sun Jan 7 2018,ASVEL Basket,65,,Levallois Metropolitans,72,,,
Fri Jan 12 2018,Boulazac Basket Dordogne,70,,Antibes Sharks,75,,,
Fri Jan 12 2018,SIG Strasbourg,77,,JDA Dijon,65,,,
Sat Jan 13 2018,HTV Basket,88,,JL Bourg,99,,,
Sat Jan 13 2018,ASVEL Basket,52,,Élan Chalon,84,,,
Sat Jan 13 2018,Champagne Châlons-Reims,84,,Le Mans Sarthe Basket,90,,,
Sat Jan 13 2018,Nanterre 92,91,,Levallois Metropolitans,96,,,
Sat Jan 13 2018,Cholet Basket,78,,Élan Béarnais Pau-Lacq-Orthez,70,,,
Sun Jan 14 2018,Limoges CSP,90,,AS Monaco Basket,105,,,
Mon Jan 15 2018,ESSM Le Portel,63,,BCM Gravelines-Dunkerque,55,,,
Fri Jan 19 2018,Levallois Metropolitans,82,,Antibes Sharks,73,,,
Fri Jan 19 2018,JL Bourg,95,,Champagne Châlons-Reims,63,,,
Sat Jan 20 2018,Cholet Basket,91,,Boulazac Basket Dordogne,67,,,
Sat Jan 20 2018,Élan Chalon,83,,ESSM Le Portel,87,,,
Sat Jan 20 2018,BCM Gravelines-Dunkerque,72,,Limoges CSP,80,,,
Sat Jan 20 2018,Élan Béarnais Pau-Lacq-Orthez,88,,SIG Strasbourg,89,,,
Sat Jan 20 2018,HTV Basket,85,,ASVEL Basket,102,,,
Sun Jan 21 2018,AS Monaco Basket,69,,Nanterre 92,99,,,
Mon Jan 22 2018,Le Mans Sarthe Basket,72,,JDA Dijon,82,,,
Fri Jan 26 2018,Boulazac Basket Dordogne,89,,Champagne Châlons-Reims,82,,,
Fri Jan 26 2018,SIG Strasbourg,73,,HTV Basket,70,,,
Sat Jan 27 2018,JDA Dijon,77,,Élan Chalon,81,,,
Sat Jan 27 2018,ASVEL Basket,72,,Cholet Basket,69,,,
Sat Jan 27 2018,Limoges CSP,51,,ESSM Le Portel,73,,,
Sat Jan 27 2018,Levallois Metropolitans,77,,AS Monaco Basket,78,,,
Sat Jan 27 2018,Antibes Sharks,78,,Élan Béarnais Pau-Lacq-Orthez,72,,,
Sun Jan 28 2018,Le Mans Sarthe Basket,80,,Nanterre 92,77,,,
Mon Jan 29 2018,BCM Gravelines-Dunkerque,75,,JL Bourg,77,,,
Fri Feb 2 2018,Champagne Châlons-Reims,92,,Antibes Sharks,82,,,
Fri Feb 2 2018,JL Bourg,74,,Levallois Metropolitans,65,,,
Sat Feb 3 2018,Nanterre 92,55,,Élan Chalon,85,,,
Sat Feb 3 2018,Boulazac Basket Dordogne,111,,BCM Gravelines-Dunkerque,113,,,
Sat Feb 3 2018,HTV Basket,93,,Limoges CSP,110,,,
Sat Feb 3 2018,ESSM Le Portel,62,,SIG Strasbourg,85,,,
Sat Feb 3 2018,Élan Béarnais Pau-Lacq-Orthez,88,,ASVEL Basket,82,,,
Sun Feb 4 2018,AS Monaco Basket,85,,Le Mans Sarthe Basket,94,,,
Mon Feb 5 2018,Cholet Basket,62,,JDA Dijon,78,,,
Wed Feb 7 2018,JDA Dijon,99,,Boulazac Basket Dordogne,95,,,
Fri Feb 9 2018,Antibes Sharks,88,,HTV Basket,68,,,
Sat Feb 10 2018,ASVEL Basket,96,,JL Bourg,73,,,
Sat Feb 10 2018,Levallois Metropolitans,93,,Champagne Châlons-Reims,90,,,
Sat Feb 10 2018,SIG Strasbourg,73,,Cholet Basket,63,,,
Sat Feb 10 2018,ESSM Le Portel,54,,Nanterre 92,85,,,
Sat Feb 10 2018,Élan Chalon,93,,Élan Béarnais Pau-Lacq-Orthez,105,,,
Sun Feb 11 2018,Limoges CSP,65,,Le Mans Sarthe Basket,89,,,
Sun Feb 11 2018,BCM Gravelines-Dunkerque,101,,AS Monaco Basket,94,,,
Fri Mar 2 2018,Nanterre 92,89,,Antibes Sharks,70,,,
Fri Mar 2 2018,HTV Basket,71,,JDA Dijon,98,,,
Fri Mar 2 2018,AS Monaco Basket,73,,ESSM Le Portel,72,,,
Sat Mar 3 2018,Champagne Châlons-Reims,81,,Limoges CSP,66,,,
Sat Mar 3 2018,Élan Béarnais Pau-Lacq-Orthez,61,,Levallois Metropolitans,87,,,
Sat Mar 3 2018,JL Bourg,78,,SIG Strasbourg,79,,,
Sat Mar 3 2018,Boulazac Basket Dordogne,76,,ASVEL Basket,70,,,
Sun Mar 4 2018,Le Mans Sarthe Basket,72,,Élan Chalon,91,,,
Mon Mar 5 2018,Cholet Basket,65,,BCM Gravelines-Dunkerque,62,,,
Wed Mar 7 2018,Levallois Metropolitans,91,,Boulazac Basket Dordogne,87,,,
Fri Mar 9 2018,Élan Béarnais Pau-Lacq-Orthez,75,,HTV Basket,65,,,
Fri Mar 9 2018,Antibes Sharks,62,,Le Mans Sarthe Basket,93,,,
Sat Mar 10 2018,Limoges CSP,63,,JL Bourg,82,,,
Sat Mar 10 2018,SIG Strasbourg,72,,Champagne Châlons-Reims,80,,,
Sat Mar 10 2018,ESSM Le Portel,84,,Cholet Basket,76,,,
Sat Mar 10 2018,JDA Dijon,90,,AS Monaco Basket,94,,,
Sun Mar 11 2018,ASVEL Basket,80,,Nanterre 92,81,,,
Mon Mar 12 2018,Élan Chalon,86,,BCM Gravelines-Dunkerque,81,,,
Fri Mar 16 2018,AS Monaco Basket,85,,Antibes Sharks,76,,,
Fri Mar 16 2018,Boulazac Basket Dordogne,62,,ESSM Le Portel,87,,,
Fri Mar 16 2018,JL Bourg,82,,Élan Béarnais Pau-Lacq-Orthez,93,,,
Sat Mar 17 2018,Champagne Châlons-Reims,77,,Élan Chalon,91,,,
Sat Mar 17 2018,ASVEL Basket,89,,JDA Dijon,92,,,
Sat Mar 17 2018,HTV Basket,80,,Le Mans Sarthe Basket,92,,,
Sat Mar 17 2018,Cholet Basket,60,,Limoges CSP,67,,,
Sat Mar 17 2018,BCM Gravelines-Dunkerque,88,,Levallois Metropolitans,76,,,
Sun Mar 18 2018,Nanterre 92,78,,SIG Strasbourg,93,,,
Mon Mar 19 2018,Le Mans Sarthe Basket,76,,Champagne Châlons-Reims,75,,,
Tue Mar 20 2018,Antibes Sharks,91,,Boulazac Basket Dordogne,78,,,
Tue Mar 20 2018,JDA Dijon,96,,JL Bourg,78,,,
Tue Mar 20 2018,Levallois Metropolitans,65,,Cholet Basket,63,,,
Tue Mar 20 2018,SIG Strasbourg,76,,BCM Gravelines-Dunkerque,71,,,
Tue Mar 20 2018,Limoges CSP,68,,Élan Béarnais Pau-Lacq-Orthez,84,,,
Tue Mar 20 2018,Élan Chalon,90,,ASVEL Basket,104,,,
Wed Mar 21 2018,Nanterre 92,70,,AS Monaco Basket,91,,,
Fri Mar 23 2018,ESSM Le Portel,80,,HTV Basket,67,,,
Mon Mar 26 2018,Le Mans Sarthe Basket,91,,JL Bourg,92,,,
Fri Mar 30 2018,BCM Gravelines-Dunkerque,81,,Antibes Sharks,88,,,
Fri Mar 30 2018,Élan Béarnais Pau-Lacq-Orthez,81,,JDA Dijon,102,,,
Fri Mar 30 2018,ASVEL Basket,92,,HTV Basket,79,,,
Sat Mar 31 2018,Cholet Basket,66,,Élan Chalon,84,,,
Sat Mar 31 2018,JL Bourg,64,,ESSM Le Portel,67,,,
Sat Mar 31 2018,AS Monaco Basket,74,,Limoges CSP,82,,,
Sat Mar 31 2018,Champagne Châlons-Reims,72,,Nanterre 92,73,,,
Sat Mar 31 2018,Boulazac Basket Dordogne,75,,SIG Strasbourg,88,,,
Sun Apr 1 2018,Levallois Metropolitans,82,,Le Mans Sarthe Basket,90,,,
Mon Apr 2 2018,Antibes Sharks,86,,ASVEL Basket,90,,,
Tue Apr 3 2018,Cholet Basket,73,,Champagne Châlons-Reims,89,,,
Tue Apr 3 2018,Limoges CSP,66,,BCM Gravelines-Dunkerque,72,,,
Tue Apr 3 2018,HTV Basket,75,,Levallois Metropolitans,93,,,
Tue Apr 3 2018,ESSM Le Portel,72,,Élan Béarnais Pau-Lacq-Orthez,77,,,
Wed Apr 4 2018,Nanterre 92,70,,JDA Dijon,84,,,
Fri Apr 6 2018,Élan Chalon,91,,Antibes Sharks,76,,,
Fri Apr 6 2018,JL Bourg,82,,HTV Basket,61,,,
Sat Apr 7 2018,Boulazac Basket Dordogne,87,,Cholet Basket,79,,,
Sat Apr 7 2018,JDA Dijon,60,,Limoges CSP,82,,,
Sat Apr 7 2018,Champagne Châlons-Reims,83,,AS Monaco Basket,92,,,
Sat Apr 7 2018,Élan Béarnais Pau-Lacq-Orthez,87,,Nanterre 92,69,,,
Sat Apr 7 2018,Levallois Metropolitans,80,,SIG Strasbourg,95,,,
Sun Apr 8 2018,ASVEL Basket,92,,Le Mans Sarthe Basket,90,,,
Mon Apr 9 2018,BCM Gravelines-Dunkerque,80,,ESSM Le Portel,69,,,
Wed Apr 11 2018,AS Monaco Basket,94,,Boulazac Basket Dordogne,67,,,
Wed Apr 11 2018,SIG Strasbourg,72,,Élan Chalon,95,,,
Fri Apr 13 2018,Champagne Châlons-Reims,83,,BCM Gravelines-Dunkerque,97,,,
Fri Apr 13 2018,ESSM Le Portel,76,,Levallois Metropolitans,82,,,
Sat Apr 14 2018,Limoges CSP,83,,Élan Chalon,86,,,
Sat Apr 14 2018,AS Monaco Basket,89,,Cholet Basket,72,,,
Sat Apr 14 2018,Antibes Sharks,62,,JDA Dijon,77,,,
Sat Apr 14 2018,HTV Basket,79,,Nanterre 92,86,,,
Sat Apr 14 2018,Le Mans Sarthe Basket,73,,Élan Béarnais Pau-Lacq-Orthez,75,,,
Sun Apr 15 2018,SIG Strasbourg,73,,ASVEL Basket,76,,,
Mon Apr 16 2018,Nanterre 92,89,,JL Bourg,78,,,
Tue Apr 17 2018,Cholet Basket,76,,Antibes Sharks,74,,,
Tue Apr 17 2018,ESSM Le Portel,75,,Champagne Châlons-Reims,83,,,
Tue Apr 17 2018,Élan Chalon,88,,HTV Basket,79,,,
Tue Apr 17 2018,JDA Dijon,65,,Le Mans Sarthe Basket,88,,,
Tue Apr 17 2018,Boulazac Basket Dordogne,68,,Limoges CSP,87,,,
Tue Apr 17 2018,BCM Gravelines-Dunkerque,80,,Élan Béarnais Pau-Lacq-Orthez,86,,,
Tue Apr 17 2018,Levallois Metropolitans,82,,ASVEL Basket,77,,,
Wed Apr 18 2018,AS Monaco Basket,90,,SIG Strasbourg,71,,,
Sun Apr 22 2018,JDA Dijon,103,,Levallois Metropolitans,79,,,
Mon Apr 23 2018,Élan Chalon,90,,JL Bourg,96,,,
Tue Apr 24 2018,Nanterre 92,71,,Boulazac Basket Dordogne,83,,,
Tue Apr 24 2018,ASVEL Basket,99,,Champagne Châlons-Reims,90,,,
Tue Apr 24 2018,Élan Béarnais Pau-Lacq-Orthez,76,,Cholet Basket,86,,,
Tue Apr 24 2018,Le Mans Sarthe Basket,76,,BCM Gravelines-Dunkerque,68,,,
Tue Apr 24 2018,Antibes Sharks,82,,ESSM Le Portel,84,,,
Tue Apr 24 2018,HTV Basket,70,,AS Monaco Basket,92,,,
Tue Apr 24 2018,Limoges CSP,70,,SIG Strasbourg,100,,,
Fri Apr 27 2018,ESSM Le Portel,69,,JDA Dijon,79,,,
Fri Apr 27 2018,Champagne Châlons-Reims,85,,HTV Basket,62,,,
Sat Apr 28 2018,JL Bourg,75,,Antibes Sharks,77,,,
Sat Apr 28 2018,AS Monaco Basket,99,,Élan Chalon,73,,,
Sat Apr 28 2018,Boulazac Basket Dordogne,69,,Le Mans Sarthe Basket,94,,,
Sat Apr 28 2018,Cholet Basket,73,,Nanterre 92,77,,,
Sat Apr 28 2018,BCM Gravelines-Dunkerque,74,,ASVEL Basket,78,,,
Sun Apr 29 2018,SIG Strasbourg,103,,Élan Béarnais Pau-Lacq-Orthez,76,,,
Mon Apr 30 2018,Levallois Metropolitans,66,,Limoges CSP,79,,,
Fri May 4 2018,JDA Dijon,92,,Champagne Châlons-Reims,79,,,
Fri May 4 2018,Le Mans Sarthe Basket,79,,ESSM Le Portel,86,,,
Sat May 5 2018,HTV Basket,62,,Boulazac Basket Dordogne,71,,,
Sat May 5 2018,JL Bourg,73,,Cholet Basket,69,,,
Sat May 5 2018,Élan Chalon,72,,Levallois Metropolitans,83,,,
Sat May 5 2018,Antibes Sharks,77,,SIG Strasbourg,93,,,
Sun May 6 2018,ASVEL Basket,52,,Limoges CSP,78,,,
Mon May 7 2018,Nanterre 92,85,,BCM Gravelines-Dunkerque,81,,,
Tue May 8 2018,JL Bourg,62,,Boulazac Basket Dordogne,71,,,
Wed May 9 2018,Élan Béarnais Pau-Lacq-Orthez,86,,AS Monaco Basket,85,,,
Fri May 11 2018,Limoges CSP,86,,Antibes Sharks,78,,,
Fri May 11 2018,Cholet Basket,86,,HTV Basket,80,,,
Sat May 12 2018,Champagne Châlons-Reims,87,,JL Bourg,84,,,
Sat May 12 2018,ESSM Le Portel,76,,Élan Chalon,81,,,
Sat May 12 2018,BCM Gravelines-Dunkerque,82,,JDA Dijon,97,,,
Sat May 12 2018,SIG Strasbourg,80,,Le Mans Sarthe Basket,70,,,
Sat May 12 2018,Levallois Metropolitans,79,,Nanterre 92,85,,,
Sat May 12 2018,Boulazac Basket Dordogne,77,,Élan Béarnais Pau-Lacq-Orthez,101,,,
Sat May 12 2018,AS Monaco Basket,80,,ASVEL Basket,108,,,
Tue May 15 2018,Élan Chalon,86,,Boulazac Basket Dordogne,96,,,
Tue May 15 2018,Élan Béarnais Pau-Lacq-Orthez,94,,Champagne Châlons-Reims,102,,,
Tue May 15 2018,Le Mans Sarthe Basket,80,,Cholet Basket,81,,,
Tue May 15 2018,HTV Basket,63,,BCM Gravelines-Dunkerque,79,,,
Tue May 15 2018,ASVEL Basket,74,,ESSM Le Portel,77,,,
Tue May 15 2018,Nanterre 92,80,,Limoges CSP,82,,,
Tue May 15 2018,JL Bourg,77,,AS Monaco Basket,83,,,
Tue May 15 2018,Antibes Sharks,86,,Levallois Metropolitans,78,,,
Tue May 15 2018,JDA Dijon,77,,SIG Strasbourg,93,,,
