Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Oct 5 2012,ASVEL Basket,72,,Élan Chalon,71,,,
Fri Oct 5 2012,Orléans Loiret Basket,75,,Paris-Levallois Basket,93,,,
Sat Oct 6 2012,STB Le Havre,76,,Boulazac Basket Dordogne,56,,,
Sat Oct 6 2012,JDA Dijon,65,,Cholet Basket,63,,,
Sat Oct 6 2012,SIG Strasbourg,73,,BCM Gravelines-Dunkerque,82,,,
Sat Oct 6 2012,Limoges CSP,70,,JSF Nanterre,68,,,
Sat Oct 6 2012,Poitiers Basket 86,73,,Chorale Roanne Basket,69,,,
Mon Oct 8 2012,SLUC Nancy,56,,Le Mans Sarthe Basket,68,,,
Fri Oct 12 2012,Cholet Basket,84,,Orléans Loiret Basket,78,,,
Fri Oct 12 2012,Boulazac Basket Dordogne,73,,ASVEL Basket,80,,,
Sat Oct 13 2012,BCM Gravelines-Dunkerque,72,,JDA Dijon,54,,,
Sat Oct 13 2012,JSF Nanterre,79,,STB Le Havre,90,,,
Sat Oct 13 2012,Chorale Roanne Basket,45,,SLUC Nancy,58,,,
Sat Oct 13 2012,Le Mans Sarthe Basket,87,,Paris-Levallois Basket,88,,,
Sun Oct 14 2012,Élan Chalon,83,,Poitiers Basket 86,79,,,
Mon Oct 15 2012,SIG Strasbourg,70,,Limoges CSP,62,,,
Fri Oct 19 2012,Paris-Levallois Basket,65,,Chorale Roanne Basket,74,,,
Fri Oct 19 2012,JDA Dijon,67,,SIG Strasbourg,78,,9OT,
Sat Oct 20 2012,Poitiers Basket 86,67,,Boulazac Basket Dordogne,73,,,
Sat Oct 20 2012,STB Le Havre,62,,Cholet Basket,71,,,
Sat Oct 20 2012,Limoges CSP,67,,BCM Gravelines-Dunkerque,55,,,
Sat Oct 20 2012,Orléans Loiret Basket,64,,Le Mans Sarthe Basket,71,,,
Sat Oct 20 2012,ASVEL Basket,77,,JSF Nanterre,90,,,
Mon Oct 22 2012,SLUC Nancy,61,,Élan Chalon,76,,,
Fri Oct 26 2012,Le Mans Sarthe Basket,66,,Limoges CSP,65,,,
Fri Oct 26 2012,JSF Nanterre,81,,Paris-Levallois Basket,77,,,
Fri Oct 26 2012,Cholet Basket,67,,ASVEL Basket,70,,,
Sat Oct 27 2012,SIG Strasbourg,63,,STB Le Havre,59,,,
Sat Oct 27 2012,Boulazac Basket Dordogne,87,,SLUC Nancy,79,,9OT,
Sat Oct 27 2012,Chorale Roanne Basket,81,,Orléans Loiret Basket,87,,,
