Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
USA,MLS,2018,10/03/2018,23:00,Chicago Fire,Sporting Kansas City,3,4,A,2.64,3.37,2.86,2.68,3.37,2.9,2.56,3.19,2.78
USA,MLS,2018,10/03/2018,23:00,Houston Dynamo,Vancouver Whitecaps,1,2,A,1.65,4.22,5.25,1.68,4.25,6.25,1.61,4.02,5.17
USA,MLS,2018,11/03/2018,00:00,New York Red Bulls,Portland Timbers,4,0,H,2.43,3.52,3.04,2.43,3.6,3.25,2.31,3.4,2.96
USA,MLS,2018,11/03/2018,00:30,Orlando City,Minnesota United,1,2,A,1.74,4.08,4.86,1.76,4.14,5,1.7,3.89,4.56
USA,MLS,2018,11/03/2018,19:00,Atlanta Utd,DC United,3,1,H,1.56,4.42,6.35,1.6,4.7,6.8,1.51,4.24,6
USA,MLS,2018,11/03/2018,21:00,New York City,Los Angeles Galaxy,2,1,H,1.49,4.64,7.15,1.55,4.7,7.15,1.49,4.37,6.2
USA,MLS,2018,17/03/2018,17:30,DC United,Houston Dynamo,2,2,D,2.28,3.5,3.32,2.37,3.5,3.32,2.24,3.34,3.13
USA,MLS,2018,17/03/2018,18:00,Minnesota United,Chicago Fire,2,1,H,2.52,3.76,2.76,2.6,3.8,3,2.43,3.54,2.7
USA,MLS,2018,17/03/2018,18:00,Philadelphia Union,Columbus Crew,0,0,D,2.28,3.63,3.21,2.35,3.7,3.21,2.23,3.47,3.03
USA,MLS,2018,17/03/2018,19:00,CF Montreal,Toronto FC,1,0,H,2.93,3.64,2.45,3,3.66,2.68,2.78,3.43,2.42
USA,MLS,2018,17/03/2018,19:30,New York City,Orlando City,2,0,H,1.56,4.42,6.37,1.64,4.75,7,1.54,4.2,5.69
USA,MLS,2018,17/03/2018,23:30,Atlanta Utd,Vancouver Whitecaps,4,1,H,1.49,4.8,6.8,1.52,4.83,7,1.47,4.51,6.21
USA,MLS,2018,18/03/2018,00:30,Sporting Kansas City,San Jose Earthquakes,3,2,H,1.46,4.6,8.27,1.6,4.6,8.27,1.45,4.37,7.09
USA,MLS,2018,18/03/2018,01:00,Real Salt Lake,New York Red Bulls,1,0,H,2.14,3.85,3.35,2.25,3.85,3.42,2.12,3.6,3.19
USA,MLS,2018,18/03/2018,21:00,FC Dallas,Seattle Sounders,3,0,H,1.89,3.72,4.38,1.9,3.8,5,1.82,3.56,4.3
USA,MLS,2018,24/03/2018,17:30,New England Revolution,New York City,2,2,D,2.34,3.53,3.18,2.38,3.64,3.3,2.25,3.45,3.05
USA,MLS,2018,24/03/2018,19:30,FC Dallas,Portland Timbers,1,1,D,1.62,4.26,5.8,1.66,4.3,5.83,1.61,4.01,5.22
USA,MLS,2018,24/03/2018,22:00,Columbus Crew,DC United,3,1,H,1.67,4.21,5.28,1.75,4.22,5.31,1.66,3.93,4.94
USA,MLS,2018,24/03/2018,23:00,New York Red Bulls,Minnesota United,3,0,H,1.26,6.66,11.88,1.33,6.9,15,1.23,6.28,11.18
USA,MLS,2018,25/03/2018,02:00,Colorado Rapids,Sporting Kansas City,2,2,D,3.26,3.18,2.47,3.31,3.4,2.8,3.04,3.1,2.43
USA,MLS,2018,25/03/2018,03:00,Vancouver Whitecaps,Los Angeles Galaxy,0,0,D,1.68,4.22,5.19,1.71,4.22,5.5,1.64,4,4.91
USA,MLS,2018,31/03/2018,01:00,Toronto FC,Real Salt Lake,3,1,H,1.48,4.65,7.48,1.53,5,7.48,1.46,4.44,6.58
USA,MLS,2018,31/03/2018,18:00,Orlando City,New York Red Bulls,4,3,H,2.16,3.65,3.48,2.5,3.72,3.48,2.24,3.47,3.07
USA,MLS,2018,31/03/2018,20:00,Columbus Crew,Vancouver Whitecaps,1,2,A,1.48,4.68,7.31,1.65,4.94,7.31,1.49,4.41,6.07
USA,MLS,2018,31/03/2018,20:00,Los Angeles Galaxy,Los Angeles FC,4,3,H,2.19,3.7,3.34,2.21,3.8,3.45,2.11,3.58,3.23
USA,MLS,2018,31/03/2018,23:00,Chicago Fire,Portland Timbers,2,2,D,2.18,3.73,3.37,2.27,3.78,3.37,2.17,3.54,3.12
USA,MLS,2018,01/04/2018,01:00,Minnesota United,Atlanta Utd,0,1,A,3.64,3.71,2.08,3.64,3.84,2.15,3.35,3.64,2.04
USA,MLS,2018,01/04/2018,01:00,San Jose Earthquakes,New York City,1,2,A,2.59,3.75,2.69,2.65,3.75,2.8,2.52,3.5,2.63
USA,MLS,2018,01/04/2018,01:30,Houston Dynamo,New England Revolution,0,2,A,1.68,4.34,4.96,1.77,4.4,5.5,1.66,4.04,4.76
USA,MLS,2018,01/04/2018,01:30,Sporting Kansas City,DC United,1,0,H,1.47,4.79,7.27,1.5,4.8,7.75,1.45,4.39,6.67
USA,MLS,2018,01/04/2018,02:00,Colorado Rapids,Philadelphia Union,3,0,H,2.25,3.6,3.3,2.28,3.6,3.6,2.18,3.38,3.23
USA,MLS,2018,01/04/2018,03:00,Seattle Sounders,CF Montreal,0,1,A,1.58,4.38,6.01,1.64,4.38,6.25,1.58,4.07,5.48
USA,MLS,2018,07/04/2018,00:30,New England Revolution,CF Montreal,4,0,H,1.76,4.01,4.85,1.8,4.01,4.85,1.74,3.8,4.44
USA,MLS,2018,07/04/2018,22:00,Atlanta Utd,Los Angeles FC,5,0,H,1.62,4.73,5.14,1.67,4.8,5.14,1.59,4.48,4.79
USA,MLS,2018,08/04/2018,00:00,Philadelphia Union,San Jose Earthquakes,1,1,D,1.82,3.99,4.46,1.9,4.05,4.46,1.8,3.78,4.1
USA,MLS,2018,08/04/2018,01:00,FC Dallas,Colorado Rapids,1,1,D,1.48,4.68,7.41,1.51,4.7,7.5,1.47,4.33,6.67
USA,MLS,2018,08/04/2018,01:30,Chicago Fire,Columbus Crew,1,0,H,2.55,3.61,2.81,2.86,3.65,2.85,2.49,3.46,2.67
USA,MLS,2018,08/04/2018,02:30,Real Salt Lake,Vancouver Whitecaps,2,1,H,1.83,3.99,4.41,1.86,4,4.41,1.81,3.78,4.12
USA,MLS,2018,08/04/2018,21:00,Orlando City,Portland Timbers,3,2,H,2.1,3.88,3.42,2.2,3.91,3.6,2.08,3.62,3.29
USA,MLS,2018,09/04/2018,02:00,Los Angeles Galaxy,Sporting Kansas City,0,2,A,2.29,3.61,3.2,2.35,3.65,3.24,2.25,3.46,3.05
USA,MLS,2018,12/04/2018,00:00,New York City,Real Salt Lake,4,0,H,1.47,4.83,7.3,1.49,4.9,7.5,1.44,4.6,6.56
USA,MLS,2018,14/04/2018,01:00,Philadelphia Union,Orlando City,0,2,A,1.6,4.54,5.63,1.65,4.54,5.65,1.58,4.2,5.22
USA,MLS,2018,14/04/2018,03:00,Vancouver Whitecaps,Los Angeles FC,0,2,A,2.43,3.52,3.04,2.47,3.62,3.2,2.34,3.45,2.89
USA,MLS,2018,14/04/2018,18:00,New York Red Bulls,CF Montreal,3,1,H,1.47,4.73,7.41,1.5,4.84,7.8,1.45,4.52,6.7
USA,MLS,2018,14/04/2018,20:00,Colorado Rapids,Toronto FC,2,0,H,2.02,3.58,3.91,2.1,3.62,3.98,2,3.4,3.7
USA,MLS,2018,14/04/2018,20:30,Chicago Fire,Los Angeles Galaxy,0,1,A,2.45,3.62,2.94,2.45,3.65,3.2,2.3,3.52,2.92
USA,MLS,2018,15/04/2018,00:00,DC United,Columbus Crew,1,0,H,2.89,3.46,2.57,2.9,3.57,2.61,2.77,3.38,2.46
USA,MLS,2018,15/04/2018,00:30,New England Revolution,FC Dallas,0,1,A,2.14,3.69,3.48,2.15,3.72,3.62,2.08,3.53,3.36
USA,MLS,2018,15/04/2018,03:30,Portland Timbers,Minnesota United,3,2,H,1.38,5.55,8.26,1.42,5.55,9,1.36,5.16,7.63
USA,MLS,2018,15/04/2018,03:30,San Jose Earthquakes,Houston Dynamo,2,2,D,2.3,3.74,3.1,2.31,3.75,3.2,2.22,3.56,3.02
USA,MLS,2018,15/04/2018,21:00,Sporting Kansas City,Seattle Sounders,2,2,D,1.79,3.67,5.16,1.85,3.74,5.25,1.77,3.55,4.7
USA,MLS,2018,15/04/2018,23:00,Atlanta Utd,New York City,2,2,D,2.04,3.97,3.46,2.07,4,3.79,1.99,3.76,3.42
USA,MLS,2018,21/04/2018,02:00,Sporting Kansas City,Vancouver Whitecaps,6,0,H,1.62,4.06,6.21,1.62,4.3,7.5,1.56,3.91,6.08
USA,MLS,2018,21/04/2018,18:00,CF Montreal,Los Angeles FC,3,5,A,2.38,3.66,3,2.42,3.75,3,2.32,3.54,2.88
USA,MLS,2018,21/04/2018,20:00,Houston Dynamo,Toronto FC,5,1,H,1.32,5.6,11,1.42,5.75,12,1.31,5.32,9.48
USA,MLS,2018,21/04/2018,20:30,New York Red Bulls,Chicago Fire,1,2,A,1.42,5.17,7.78,1.45,5.3,8,1.4,4.84,6.91
USA,MLS,2018,22/04/2018,00:30,Columbus Crew,New England Revolution,2,2,D,1.74,4.1,4.86,1.76,4.2,5.3,1.68,3.94,4.65
USA,MLS,2018,22/04/2018,00:30,Orlando City,San Jose Earthquakes,3,2,H,1.74,4.13,4.82,1.8,4.2,5.1,1.73,3.94,4.38
USA,MLS,2018,22/04/2018,01:00,FC Dallas,Philadelphia Union,2,0,H,1.55,4.34,6.73,1.63,4.34,7,1.54,4.08,6.07
USA,MLS,2018,22/04/2018,02:00,Real Salt Lake,Colorado Rapids,3,0,H,1.83,3.83,4.63,1.89,3.83,4.65,1.81,3.62,4.28
USA,MLS,2018,22/04/2018,03:30,Los Angeles Galaxy,Atlanta Utd,0,2,A,2.14,3.97,3.26,2.17,3.97,3.5,2.07,3.73,3.2
USA,MLS,2018,22/04/2018,21:00,Seattle Sounders,Minnesota United,3,1,H,1.36,5.37,9.7,1.4,5.5,10,1.35,5.08,8.39
USA,MLS,2018,22/04/2018,23:00,Portland Timbers,New York City,3,0,H,2.25,3.81,3.14,2.37,3.84,3.14,2.22,3.65,2.96
USA,MLS,2018,28/04/2018,03:30,Vancouver Whitecaps,Real Salt Lake,2,0,H,2.09,3.7,3.63,2.09,3.82,4.1,2,3.58,3.56
USA,MLS,2018,28/04/2018,18:00,Atlanta Utd,CF Montreal,4,1,H,1.31,6.5,9.3,1.39,6.7,11,1.31,5.71,8.38
USA,MLS,2018,28/04/2018,20:00,Toronto FC,Chicago Fire,2,2,D,1.61,4.35,5.71,1.64,4.35,6,1.58,4.14,5.36
USA,MLS,2018,28/04/2018,20:30,Philadelphia Union,DC United,3,2,H,1.74,3.87,5.2,1.77,3.98,5.3,1.7,3.76,4.71
USA,MLS,2018,29/04/2018,00:30,Columbus Crew,San Jose Earthquakes,2,1,H,1.5,4.71,6.83,1.53,4.71,6.83,1.48,4.45,6.1
USA,MLS,2018,29/04/2018,00:30,New England Revolution,Sporting Kansas City,1,0,H,2.14,3.55,3.62,2.52,3.7,3.62,2.15,3.47,3.27
USA,MLS,2018,29/04/2018,01:00,Minnesota United,Houston Dynamo,2,1,H,2.71,3.75,2.57,2.76,3.76,2.61,2.65,3.53,2.48
USA,MLS,2018,29/04/2018,03:30,Los Angeles Galaxy,New York Red Bulls,2,3,A,2.64,3.6,2.71,2.64,3.62,2.93,2.5,3.47,2.67
USA,MLS,2018,29/04/2018,21:00,Colorado Rapids,Orlando City,1,2,A,1.93,3.88,4.03,2.11,3.88,4.03,1.98,3.61,3.6
USA,MLS,2018,29/04/2018,23:30,New York City,FC Dallas,3,1,H,1.72,4.21,4.81,1.76,4.3,4.81,1.7,3.98,4.45
USA,MLS,2018,30/04/2018,02:00,Los Angeles FC,Seattle Sounders,1,0,H,1.81,4.05,4.46,1.9,4.1,4.5,1.83,3.81,3.96
USA,MLS,2018,05/05/2018,01:00,Toronto FC,Philadelphia Union,3,0,H,1.52,4.62,6.5,1.55,4.8,7.1,1.5,4.41,6.07
USA,MLS,2018,05/05/2018,18:00,CF Montreal,New England Revolution,4,2,H,2.28,3.64,3.15,2.4,3.66,3.15,2.28,3.48,2.96
USA,MLS,2018,05/05/2018,18:55,New York Red Bulls,New York City,4,0,H,1.92,3.76,4.14,1.96,3.95,4.14,1.89,3.67,3.84
USA,MLS,2018,05/05/2018,19:00,Minnesota United,Vancouver Whitecaps,1,0,H,2.29,3.44,3.3,2.32,3.61,3.32,2.24,3.41,3.12
USA,MLS,2018,05/05/2018,20:55,Los Angeles FC,FC Dallas,1,1,D,2.04,3.77,3.65,2.06,3.85,3.8,2,3.64,3.49
USA,MLS,2018,05/05/2018,21:00,Seattle Sounders,Columbus Crew,0,0,D,1.87,3.82,4.3,1.91,4,4.52,1.84,3.71,4.02
USA,MLS,2018,06/05/2018,01:30,Chicago Fire,Atlanta Utd,1,2,A,3.2,3.77,2.24,3.29,3.8,2.26,3.07,3.58,2.18
USA,MLS,2018,06/05/2018,01:30,Houston Dynamo,Los Angeles Galaxy,3,2,H,1.88,4.08,3.95,1.9,4.11,4.2,1.84,3.83,3.88
USA,MLS,2018,06/05/2018,01:30,Sporting Kansas City,Colorado Rapids,1,0,H,1.43,4.8,8.61,1.46,4.8,8.61,1.41,4.53,7.47
USA,MLS,2018,06/05/2018,03:30,San Jose Earthquakes,Portland Timbers,0,1,A,2.61,3.64,2.72,2.65,3.66,2.8,2.51,3.49,2.65
USA,MLS,2018,06/05/2018,22:00,Orlando City,Real Salt Lake,3,1,H,1.78,3.88,4.74,1.74,4.32,5.1,1.67,4.07,4.57
USA,MLS,2018,10/05/2018,00:30,Atlanta Utd,Sporting Kansas City,0,2,A,1.65,4.1,5.37,1.67,4.3,5.5,1.62,4.02,5.04
USA,MLS,2018,10/05/2018,00:30,Columbus Crew,Philadelphia Union,1,0,H,1.71,3.9,5.22,1.71,4.2,5.45,1.66,3.93,4.9
USA,MLS,2018,10/05/2018,00:30,Toronto FC,Seattle Sounders,1,2,A,1.56,4.4,6.16,1.58,4.5,6.5,1.52,4.25,5.93
USA,MLS,2018,10/05/2018,01:30,Chicago Fire,CF Montreal,1,0,H,1.79,3.97,4.47,1.84,4.1,4.7,1.76,3.9,4.17
USA,MLS,2018,10/05/2018,03:00,Los Angeles FC,Minnesota United,2,0,H,1.31,6.25,9,1.34,6.4,10.02,1.29,5.82,8.56
USA,MLS,2018,12/05/2018,03:30,Vancouver Whitecaps,Houston Dynamo,2,2,D,2.28,3.67,3.1,2.31,3.7,3.14,2.24,3.51,3.03
USA,MLS,2018,12/05/2018,19:00,Minnesota United,San Jose Earthquakes,1,3,A,2.08,3.89,3.38,2.2,3.92,3.7,2.06,3.64,3.29
USA,MLS,2018,12/05/2018,20:00,CF Montreal,Philadelphia Union,0,2,A,1.85,4.06,4.04,2.05,4.2,4.2,1.86,3.77,3.88
USA,MLS,2018,12/05/2018,20:30,FC Dallas,Los Angeles Galaxy,3,2,H,1.65,4.2,5.32,1.77,4.35,5.5,1.66,3.96,4.9
USA,MLS,2018,13/05/2018,00:30,Columbus Crew,Chicago Fire,3,0,H,1.45,5.13,6.73,1.52,5.2,7.5,1.45,4.59,6.48
USA,MLS,2018,13/05/2018,00:30,New England Revolution,Toronto FC,3,2,H,1.93,4.3,3.53,2.3,4.35,3.8,1.94,3.82,3.54
USA,MLS,2018,13/05/2018,02:00,Colorado Rapids,New York Red Bulls,1,2,A,3.29,3.52,2.25,3.36,3.52,2.34,3.15,3.35,2.23
USA,MLS,2018,13/05/2018,02:00,Real Salt Lake,DC United,3,2,H,1.85,3.85,4.31,1.89,4,4.4,1.82,3.76,4.08
USA,MLS,2018,13/05/2018,21:00,Portland Timbers,Seattle Sounders,1,0,H,2.03,3.37,4.11,2.07,3.74,4.2,1.99,3.37,3.79
USA,MLS,2018,13/05/2018,23:00,Orlando City,Atlanta Utd,1,2,A,2.83,3.74,2.43,2.89,3.88,2.5,2.73,3.62,2.39
USA,MLS,2018,14/05/2018,01:30,Los Angeles FC,New York City,2,2,D,2.1,3.77,3.43,2.18,3.8,3.51,2.07,3.65,3.26
USA,MLS,2018,17/05/2018,03:30,Vancouver Whitecaps,San Jose Earthquakes,2,2,D,1.68,4.31,4.76,1.74,4.4,5,1.67,4.07,4.63
USA,MLS,2018,19/05/2018,01:00,Toronto FC,Orlando City,2,1,H,1.68,4.32,4.76,1.75,4.5,4.88,1.66,4.19,4.53
USA,MLS,2018,19/05/2018,18:00,New York City,Colorado Rapids,4,0,H,1.37,5.2,8.87,1.42,5.2,9.36,1.37,4.83,8.14
USA,MLS,2018,19/05/2018,20:00,Portland Timbers,Los Angeles FC,2,1,H,2.14,3.71,3.37,2.21,3.8,3.45,2.12,3.59,3.18
USA,MLS,2018,19/05/2018,21:00,FC Dallas,Vancouver Whitecaps,2,2,D,1.52,4.57,6.33,1.55,4.6,6.45,1.5,4.37,5.96
USA,MLS,2018,20/05/2018,00:30,New England Revolution,Columbus Crew,0,1,A,2.35,3.73,2.94,2.4,3.8,3.1,2.29,3.59,2.87
USA,MLS,2018,20/05/2018,00:30,Philadelphia Union,Real Salt Lake,4,1,H,1.73,3.93,4.94,1.8,4.1,5,1.71,3.87,4.53
USA,MLS,2018,20/05/2018,03:30,San Jose Earthquakes,DC United,1,3,A,2.05,3.66,3.69,2.08,3.75,3.82,2,3.56,3.57
USA,MLS,2018,20/05/2018,19:00,Minnesota United,Sporting Kansas City,1,1,D,3.88,3.8,1.95,4.13,3.86,1.99,3.76,3.68,1.9
USA,MLS,2018,20/05/2018,21:00,Chicago Fire,Houston Dynamo,2,3,A,2.33,3.72,2.98,2.41,3.76,3.1,2.28,3.57,2.9
USA,MLS,2018,21/05/2018,00:00,Atlanta Utd,New York Red Bulls,1,3,A,1.75,4.17,4.5,1.77,4.3,4.6,1.73,4.04,4.22
USA,MLS,2018,21/05/2018,20:00,CF Montreal,Los Angeles Galaxy,0,1,A,2.58,3.84,2.59,2.63,3.88,2.7,2.5,3.65,2.57
USA,MLS,2018,26/05/2018,01:00,Toronto FC,FC Dallas,0,1,A,1.82,3.72,4.66,1.85,3.8,4.9,1.79,3.6,4.44
USA,MLS,2018,26/05/2018,01:55,Houston Dynamo,New York City,3,1,H,2.12,3.84,3.33,2.24,3.92,3.5,2.08,3.63,3.25
USA,MLS,2018,26/05/2018,04:00,Los Angeles Galaxy,San Jose Earthquakes,1,0,H,1.59,4.57,5.42,1.65,4.65,5.6,1.59,4.23,5.07
USA,MLS,2018,26/05/2018,22:00,Seattle Sounders,Real Salt Lake,0,1,A,1.53,4.4,6.59,1.56,4.43,7.5,1.5,4.24,6.24
USA,MLS,2018,26/05/2018,22:30,Vancouver Whitecaps,New England Revolution,3,3,D,2.03,3.77,3.67,2.06,3.84,3.7,1.99,3.61,3.54
USA,MLS,2018,27/05/2018,00:00,New York Red Bulls,Philadelphia Union,0,0,D,1.5,4.56,6.91,1.53,4.8,7,1.48,4.43,6.2
USA,MLS,2018,27/05/2018,00:30,Orlando City,Chicago Fire,1,2,A,2.07,3.81,3.43,2.08,4,4.25,2,3.71,3.39
USA,MLS,2018,27/05/2018,01:00,Minnesota United,CF Montreal,2,0,H,2.21,3.69,3.19,2.25,3.8,3.3,2.18,3.57,3.08
USA,MLS,2018,27/05/2018,02:00,Colorado Rapids,Portland Timbers,2,3,A,2.61,3.5,2.68,2.67,3.66,2.76,2.55,3.4,2.66
USA,MLS,2018,27/05/2018,03:00,Los Angeles FC,DC United,1,1,D,1.43,5.13,6.76,1.48,5.15,7.5,1.42,4.83,6.57
USA,MLS,2018,27/05/2018,23:00,Sporting Kansas City,Columbus Crew,0,0,D,1.74,3.86,5,1.77,4,5.25,1.7,3.76,4.76
USA,MLS,2018,31/05/2018,00:30,New England Revolution,Atlanta Utd,1,1,D,2.4,3.95,2.75,2.75,3.96,2.82,2.4,3.65,2.69
USA,MLS,2018,31/05/2018,00:30,Philadelphia Union,Chicago Fire,3,1,H,1.46,5.08,6.55,1.49,5.2,7,1.44,4.72,6.31
USA,MLS,2018,31/05/2018,02:30,Real Salt Lake,Houston Dynamo,2,1,H,2.46,3.89,2.7,2.62,3.92,2.75,2.46,3.68,2.59
USA,MLS,2018,31/05/2018,03:30,Los Angeles Galaxy,FC Dallas,2,3,A,1.82,3.88,4.41,2,4.14,4.5,1.82,3.79,3.99
USA,MLS,2018,02/06/2018,02:00,Colorado Rapids,Vancouver Whitecaps,1,2,A,2.24,3.51,3.3,2.25,3.55,3.41,2.16,3.42,3.24
USA,MLS,2018,02/06/2018,22:00,Portland Timbers,Los Angeles Galaxy,1,1,D,1.67,4.39,4.87,1.75,4.45,5.25,1.65,4.11,4.7
USA,MLS,2018,03/06/2018,00:30,Atlanta Utd,Philadelphia Union,3,1,H,1.41,5.14,7.72,1.44,5.2,8.41,1.38,4.85,7.4
USA,MLS,2018,03/06/2018,00:30,Columbus Crew,Toronto FC,3,3,D,2.08,3.74,3.52,2.09,3.82,3.8,2,3.58,3.53
USA,MLS,2018,03/06/2018,00:30,CF Montreal,Houston Dynamo,1,0,H,1.75,4.62,4.07,1.89,4.65,4.3,1.76,4.18,3.91
USA,MLS,2018,03/06/2018,00:30,New England Revolution,New York Red Bulls,2,1,H,2.84,3.7,2.44,3,3.8,2.44,2.78,3.62,2.34
USA,MLS,2018,03/06/2018,00:30,New York City,Orlando City,3,0,H,1.49,4.69,6.78,1.51,5.3,8,1.45,4.67,6.37
USA,MLS,2018,03/06/2018,01:00,FC Dallas,Los Angeles FC,2,1,H,1.71,4.02,5.01,1.74,4.1,5.1,1.68,3.94,4.66
USA,MLS,2018,03/06/2018,01:30,Chicago Fire,San Jose Earthquakes,2,1,H,1.91,3.99,3.87,1.93,4.05,3.92,1.87,3.82,3.75
USA,MLS,2018,03/06/2018,02:30,Real Salt Lake,Seattle Sounders,2,0,H,2.38,3.57,3,2.42,3.62,3.14,2.32,3.45,2.92
USA,MLS,2018,04/06/2018,01:30,Sporting Kansas City,Minnesota United,4,1,H,1.33,5.46,10.13,1.38,5.85,10.97,1.31,5.32,8.96
USA,MLS,2018,09/06/2018,01:00,Philadelphia Union,Toronto FC,0,2,A,2.27,3.67,3.11,2.4,3.75,3.4,2.23,3.55,3.02
USA,MLS,2018,09/06/2018,17:30,New York City,Atlanta Utd,1,1,D,2.3,3.84,2.97,2.32,3.9,3.1,2.24,3.68,2.9
USA,MLS,2018,09/06/2018,22:00,Columbus Crew,New York Red Bulls,1,1,D,1.87,4.11,3.92,1.95,4.2,4.2,1.85,3.82,3.85
USA,MLS,2018,10/06/2018,00:00,Vancouver Whitecaps,Orlando City,5,2,H,1.75,4.11,4.57,1.92,4.12,4.75,1.76,3.89,4.23
USA,MLS,2018,10/06/2018,01:00,FC Dallas,CF Montreal,2,0,H,1.44,4.64,8.03,1.46,5.2,8.6,1.42,4.53,7.09
USA,MLS,2018,10/06/2018,01:30,Chicago Fire,New England Revolution,1,1,D,2.05,4.01,3.39,2.2,4.1,3.56,2,3.78,3.33
USA,MLS,2018,10/06/2018,02:00,Houston Dynamo,Colorado Rapids,2,0,H,1.44,4.51,8.43,1.46,4.9,8.8,1.42,4.48,7.42
USA,MLS,2018,10/06/2018,03:00,Seattle Sounders,DC United,2,1,H,1.68,3.77,5.86,1.71,3.88,6,1.64,3.7,5.4
USA,MLS,2018,10/06/2018,03:30,Los Angeles Galaxy,Real Salt Lake,3,0,H,1.66,4.25,5.13,1.67,4.32,5.3,1.63,4.1,4.84
USA,MLS,2018,10/06/2018,03:30,Portland Timbers,Sporting Kansas City,0,0,D,2.39,3.54,3.01,2.44,3.6,3.2,2.31,3.42,2.96
USA,MLS,2018,10/06/2018,03:30,San Jose Earthquakes,Los Angeles FC,3,4,A,2.7,3.72,2.54,2.71,3.85,2.71,2.54,3.61,2.54
USA,MLS,2018,14/06/2018,00:30,Columbus Crew,Atlanta Utd,0,2,A,2.03,3.81,3.61,2.08,4,3.74,1.98,3.68,3.5
USA,MLS,2018,14/06/2018,00:30,CF Montreal,Orlando City,3,0,H,1.74,4.34,4.4,1.8,4.4,4.5,1.72,4.05,4.26
USA,MLS,2018,14/06/2018,01:00,New York Red Bulls,Seattle Sounders,2,1,H,1.58,4.16,6.26,1.6,4.3,6.7,1.55,4.01,5.97
USA,MLS,2018,14/06/2018,01:00,Toronto FC,DC United,4,4,D,1.62,4.03,6.01,1.62,4.9,7.15,1.53,4.29,5.81
USA,MLS,2018,14/06/2018,02:00,Colorado Rapids,Chicago Fire,2,2,D,2.19,3.44,3.51,2.25,3.7,3.6,2.11,3.38,3.4
USA,MLS,2018,14/06/2018,03:30,San Jose Earthquakes,New England Revolution,2,2,D,2.21,3.82,3.14,2.29,3.84,3.22,2.18,3.6,3.06
USA,MLS,2018,23/06/2018,22:00,Philadelphia Union,Vancouver Whitecaps,4,0,H,1.77,4.16,4.41,1.95,4.2,4.5,1.78,3.88,4.16
USA,MLS,2018,23/06/2018,23:00,New York Red Bulls,FC Dallas,3,0,H,1.75,3.78,5.1,1.8,3.95,5.1,1.74,3.73,4.58
USA,MLS,2018,24/06/2018,00:30,Orlando City,CF Montreal,0,2,A,2.01,3.74,3.72,2.05,4,4,1.97,3.67,3.56
USA,MLS,2018,24/06/2018,01:30,Sporting Kansas City,Houston Dynamo,3,2,H,1.89,3.65,4.33,1.95,3.9,4.75,1.88,3.58,3.97
USA,MLS,2018,24/06/2018,02:00,Colorado Rapids,Minnesota United,3,2,H,1.85,3.83,4.35,1.93,3.9,4.4,1.84,3.69,4.07
