Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
USA,MLS,2019,28/04/2019,17:30,CF Montreal,Chicago Fire,1,0,H,2.04,3.51,3.88,2.06,3.75,4.2,1.94,3.45,3.84
USA,MLS,2019,28/04/2019,18:30,Minnesota United,DC United,1,0,H,1.83,4.09,4.11,1.9,4.09,4.25,1.82,3.8,3.95
USA,MLS,2019,28/04/2019,20:30,Seattle Sounders,Los Angeles FC,1,1,D,2.8,3.53,2.56,3,3.65,2.56,2.82,3.51,2.35
USA,MLS,2019,29/04/2019,01:00,Los Angeles Galaxy,Real Salt Lake,2,1,H,1.54,4.45,6.06,1.61,4.52,6.06,1.54,4.22,5.46
USA,MLS,2019,02/05/2019,00:30,Philadelphia Union,FC Cincinnati,2,0,H,1.7,3.83,5.36,1.7,4.3,6.4,1.61,3.92,5.34
USA,MLS,2019,04/05/2019,02:00,Colorado Rapids,Vancouver Whitecaps,2,3,A,2.06,3.69,3.62,2.12,4,3.8,2,3.61,3.47
USA,MLS,2019,04/05/2019,19:00,New York Red Bulls,Los Angeles Galaxy,3,2,H,1.96,3.98,3.68,2.07,3.98,4,1.93,3.68,3.63
USA,MLS,2019,04/05/2019,21:00,Houston Dynamo,FC Dallas,2,1,H,1.85,3.94,4.13,1.88,3.94,4.25,1.83,3.71,3.98
USA,MLS,2019,04/05/2019,21:00,Orlando City,Toronto FC,0,2,A,2.08,3.9,3.4,2.17,3.9,3.6,2.06,3.67,3.25
USA,MLS,2019,04/05/2019,22:00,CF Montreal,New York City,0,2,A,2.31,3.41,3.28,2.36,3.5,3.3,2.26,3.3,3.12
USA,MLS,2019,05/05/2019,00:30,Philadelphia Union,New England Revolution,6,1,H,1.56,4.43,5.91,1.57,4.45,7,1.53,4.22,5.65
USA,MLS,2019,05/05/2019,01:00,DC United,Columbus Crew,3,1,H,2.49,3.31,3.06,2.49,3.4,3.25,2.33,3.25,3.05
USA,MLS,2019,05/05/2019,01:00,Minnesota United,Seattle Sounders,1,1,D,2.21,3.69,3.25,2.27,3.72,3.26,2.17,3.52,3.1
USA,MLS,2019,05/05/2019,02:00,Real Salt Lake,Portland Timbers,1,2,A,2.36,3.7,2.97,2.36,3.76,3.1,2.27,3.55,2.91
USA,MLS,2019,05/05/2019,03:00,San Jose Earthquakes,FC Cincinnati,1,0,H,1.57,4.46,5.65,1.67,4.5,6.25,1.54,4.28,5.51
USA,MLS,2019,05/05/2019,03:30,Los Angeles FC,Chicago Fire,0,0,D,1.39,5.27,7.57,1.4,5.5,8,1.37,5.07,7.13
USA,MLS,2019,06/05/2019,02:00,Sporting Kansas City,Atlanta Utd,0,3,A,2.47,3.67,2.83,2.48,3.8,2.9,2.39,3.51,2.76
USA,MLS,2019,09/05/2019,00:00,Atlanta Utd,Toronto FC,2,0,H,1.45,4.96,6.66,1.57,4.96,7.5,1.45,4.71,6.19
USA,MLS,2019,09/05/2019,00:30,Columbus Crew,Los Angeles Galaxy,3,1,H,2.02,3.87,3.57,2.1,3.87,3.65,1.99,3.65,3.46
USA,MLS,2019,09/05/2019,01:00,Chicago Fire,New England Revolution,5,0,H,1.63,4.33,5.16,1.65,4.33,5.5,1.61,4.08,4.98
USA,MLS,2019,09/05/2019,01:00,New York Red Bulls,CF Montreal,1,2,A,1.89,3.58,4.41,1.89,3.85,4.73,1.79,3.67,4.28
USA,MLS,2019,11/05/2019,03:10,Vancouver Whitecaps,Portland Timbers,1,0,H,2.57,3.65,2.72,2.61,3.65,2.8,2.48,3.51,2.66
USA,MLS,2019,11/05/2019,18:00,FC Cincinnati,CF Montreal,2,1,H,2.3,3.43,3.27,2.33,3.6,3.3,2.22,3.31,3.18
USA,MLS,2019,11/05/2019,19:00,FC Dallas,New York Red Bulls,1,3,A,1.77,4.17,4.33,1.8,4.2,4.6,1.73,3.92,4.31
USA,MLS,2019,11/05/2019,20:00,Toronto FC,Philadelphia Union,1,2,A,2.04,3.79,3.57,2.06,3.9,3.6,1.98,3.7,3.43
USA,MLS,2019,11/05/2019,21:00,Los Angeles Galaxy,New York City,0,2,A,2.14,3.78,3.34,2.15,3.94,3.35,2.08,3.67,3.21
USA,MLS,2019,12/05/2019,00:30,Columbus Crew,Los Angeles FC,0,3,A,3.3,3.63,2.21,3.35,3.75,2.26,3.1,3.55,2.17
USA,MLS,2019,12/05/2019,00:30,New England Revolution,San Jose Earthquakes,3,1,H,2.03,4.08,3.39,2.06,4.08,3.45,1.98,3.84,3.32
USA,MLS,2019,12/05/2019,01:00,Chicago Fire,Minnesota United,2,0,H,1.93,3.66,4.14,1.94,4,4.14,1.89,3.64,3.83
USA,MLS,2019,12/05/2019,02:00,Colorado Rapids,Real Salt Lake,2,3,A,2.25,3.66,3.19,2.3,3.66,3.2,2.21,3.47,3.06
USA,MLS,2019,12/05/2019,03:00,Seattle Sounders,Houston Dynamo,1,0,H,1.81,3.84,4.51,1.83,4,4.6,1.77,3.83,4.21
USA,MLS,2019,12/05/2019,19:30,Atlanta Utd,Orlando City,1,0,H,1.32,5.87,8.87,1.36,5.87,10,1.31,5.5,8.51
USA,MLS,2019,13/05/2019,00:00,DC United,Sporting Kansas City,1,0,H,2.11,3.81,3.38,2.12,4,3.4,2.06,3.68,3.23
USA,MLS,2019,16/05/2019,01:00,Toronto FC,DC United,0,0,D,1.52,4.56,6.12,1.65,4.7,6.8,1.5,4.35,5.96
USA,MLS,2019,16/05/2019,01:30,Houston Dynamo,Portland Timbers,1,1,D,1.65,4.38,4.91,1.68,4.5,5.1,1.63,4.18,4.74
USA,MLS,2019,16/05/2019,03:00,Vancouver Whitecaps,Atlanta Utd,0,1,A,3.36,3.55,2.21,3.38,3.55,2.26,3.19,3.39,2.19
USA,MLS,2019,16/05/2019,03:30,Seattle Sounders,Orlando City,2,1,H,1.43,4.73,7.75,1.46,4.8,7.8,1.42,4.6,7
USA,MLS,2019,17/05/2019,03:00,Los Angeles FC,FC Dallas,2,0,H,1.33,5.47,9.41,1.35,6,10,1.31,5.31,8.76
USA,MLS,2019,18/05/2019,18:00,CF Montreal,New England Revolution,0,0,D,1.65,4.1,5.41,1.71,4.1,5.5,1.64,3.89,5.06
USA,MLS,2019,18/05/2019,20:00,Real Salt Lake,Toronto FC,3,0,H,2.2,3.9,3.11,2.28,3.9,3.15,2.19,3.7,2.95
USA,MLS,2019,18/05/2019,20:30,San Jose Earthquakes,Chicago Fire,4,1,H,2.11,3.85,3.36,2.18,3.86,3.4,2.06,3.69,3.23
USA,MLS,2019,19/05/2019,00:30,Philadelphia Union,Seattle Sounders,0,0,D,1.77,3.85,4.77,1.8,4,4.85,1.73,3.81,4.49
USA,MLS,2019,19/05/2019,01:00,Minnesota United,Columbus Crew,1,0,H,2.15,3.57,3.49,2.2,3.66,3.49,2.12,3.47,3.28
USA,MLS,2019,19/05/2019,01:30,Houston Dynamo,DC United,2,1,H,1.74,3.96,4.81,1.76,4.33,4.81,1.7,3.9,4.53
USA,MLS,2019,19/05/2019,01:30,Sporting Kansas City,Vancouver Whitecaps,1,1,D,1.47,4.65,6.8,1.5,5,7,1.46,4.6,6.23
USA,MLS,2019,19/05/2019,20:00,Orlando City,FC Cincinnati,5,1,H,1.72,3.97,4.89,1.86,3.98,5,1.71,3.81,4.63
USA,MLS,2019,19/05/2019,22:00,New York Red Bulls,Atlanta Utd,1,0,H,2.77,3.56,2.57,2.77,3.56,2.75,2.6,3.38,2.6
USA,MLS,2019,20/05/2019,00:30,FC Dallas,Los Angeles FC,1,1,D,4.56,4.27,1.71,5,4.27,1.91,4.32,3.89,1.74
USA,MLS,2019,20/05/2019,01:00,Los Angeles Galaxy,Colorado Rapids,0,1,A,1.52,4.51,6.3,1.57,4.51,7,1.5,4.34,5.96
USA,MLS,2019,23/05/2019,01:00,New York Red Bulls,Vancouver Whitecaps,2,2,D,1.68,3.85,5.58,1.69,4.4,7,1.61,3.93,5.35
USA,MLS,2019,25/05/2019,00:00,Orlando City,Los Angeles Galaxy,0,1,A,1.76,4.2,4.34,1.79,4.33,4.5,1.73,4.05,4.17
USA,MLS,2019,25/05/2019,02:00,Real Salt Lake,Atlanta Utd,2,1,H,2.57,3.45,2.85,2.63,3.48,2.92,2.47,3.34,2.77
USA,MLS,2019,25/05/2019,03:30,Los Angeles FC,CF Montreal,4,2,H,1.39,4.86,8.71,1.42,5.5,10,1.36,4.95,7.69
USA,MLS,2019,25/05/2019,20:30,Chicago Fire,New York City,1,1,D,2.29,3.64,3.13,2.4,3.65,3.15,2.24,3.5,3
USA,MLS,2019,26/05/2019,00:00,Vancouver Whitecaps,FC Dallas,2,1,H,1.99,3.74,3.8,2.05,3.75,3.8,1.96,3.57,3.65
USA,MLS,2019,26/05/2019,00:30,FC Cincinnati,New York Red Bulls,0,2,A,2.45,3.41,3.03,2.7,3.52,3.03,2.44,3.35,2.81
USA,MLS,2019,26/05/2019,00:30,New England Revolution,DC United,1,1,D,2.12,3.66,3.49,2.25,3.66,3.6,2.09,3.48,3.35
USA,MLS,2019,26/05/2019,00:30,Philadelphia Union,Portland Timbers,1,3,A,1.76,3.85,4.82,1.79,4.05,5,1.72,3.87,4.46
USA,MLS,2019,26/05/2019,01:00,Minnesota United,Houston Dynamo,1,0,H,2.16,3.59,3.44,2.16,3.65,3.5,2.08,3.52,3.32
USA,MLS,2019,26/05/2019,02:00,Colorado Rapids,Columbus Crew,3,2,H,2.28,3.49,3.28,2.33,3.56,3.28,2.26,3.36,3.07
USA,MLS,2019,26/05/2019,23:00,Sporting Kansas City,Seattle Sounders,3,2,H,1.94,3.81,3.89,2,3.81,3.89,1.94,3.64,3.63
USA,MLS,2019,27/05/2019,00:30,Toronto FC,San Jose Earthquakes,1,2,A,1.89,3.99,3.94,1.95,4.2,5,1.86,3.88,3.72
USA,MLS,2019,30/05/2019,00:00,Atlanta Utd,Minnesota United,3,0,H,1.52,4.21,6.89,1.53,4.5,7,1.5,4.21,6.26
USA,MLS,2019,30/05/2019,00:30,CF Montreal,Real Salt Lake,2,1,H,1.83,3.79,4.48,1.86,3.85,4.5,1.79,3.68,4.24
USA,MLS,2019,30/05/2019,01:00,DC United,Chicago Fire,3,3,D,2.69,3.38,2.76,2.69,3.6,3.15,2.46,3.31,2.81
USA,MLS,2019,30/05/2019,01:30,Philadelphia Union,Colorado Rapids,1,1,D,1.39,5.19,7.8,1.4,5.5,9,1.36,5.09,7.45
USA,MLS,2019,30/05/2019,01:30,Sporting Kansas City,Los Angeles Galaxy,0,2,A,1.74,4.32,4.39,1.8,4.32,4.75,1.73,4.05,4.17
USA,MLS,2019,01/06/2019,03:00,Vancouver Whitecaps,Toronto FC,1,1,D,2.8,3.57,2.54,2.83,3.6,2.63,2.69,3.44,2.48
USA,MLS,2019,01/06/2019,22:00,CF Montreal,Orlando City,0,3,A,1.98,3.51,4.13,2.05,3.6,4.2,1.97,3.39,3.82
USA,MLS,2019,01/06/2019,23:00,Atlanta Utd,Chicago Fire,2,0,H,1.7,4.06,4.94,1.75,4.1,5.1,1.68,3.93,4.65
USA,MLS,2019,02/06/2019,00:00,New York Red Bulls,Real Salt Lake,4,0,H,1.67,4.04,5.3,1.7,4.15,5.3,1.66,3.91,4.85
USA,MLS,2019,02/06/2019,00:30,Columbus Crew,New York City,2,2,D,2.66,3.32,2.83,2.75,3.5,2.89,2.53,3.26,2.77
USA,MLS,2019,02/06/2019,01:00,DC United,San Jose Earthquakes,1,1,D,1.94,3.86,3.85,1.97,3.88,3.95,1.89,3.72,3.75
