Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
USA,MLS,2021,25/04/2021,01:00,Atlanta Utd,Chicago Fire,3,1,H,1.99,3.86,3.74,2.08,3.86,3.81,2.01,3.64,3.49
USA,MLS,2021,25/04/2021,01:00,Minnesota United,Real Salt Lake,1,2,A,1.78,3.82,4.84,1.8,4.06,4.84,1.75,3.78,4.48
USA,MLS,2021,25/04/2021,01:00,New England Revolution,DC United,1,0,H,1.49,4.43,7.48,1.56,4.55,7.77,1.47,4.34,6.69
USA,MLS,2021,25/04/2021,01:00,Philadelphia Union,Inter Miami,1,2,A,2.04,3.8,3.65,2.14,3.81,3.65,2.05,3.61,3.4
USA,MLS,2021,25/04/2021,02:00,Colorado Rapids,Austin FC,1,3,A,1.6,4.33,5.75,1.75,4.33,5.75,1.61,4.09,5.2
USA,MLS,2021,25/04/2021,03:30,Portland Timbers,Houston Dynamo,2,1,H,2.08,3.76,3.54,2.17,3.76,3.55,2.1,3.58,3.3
USA,MLS,2021,25/04/2021,22:30,Los Angeles Galaxy,New York Red Bulls,3,2,H,2.07,3.79,3.55,2.12,3.85,3.69,2.03,3.63,3.44
USA,MLS,2021,01/05/2021,18:00,New York Red Bulls,Chicago Fire,2,0,H,2.13,3.86,3.34,2.17,4.47,3.4,2.06,3.78,3.26
USA,MLS,2021,01/05/2021,19:00,Real Salt Lake,Sporting Kansas City,3,1,H,2.58,3.63,2.75,2.63,3.73,2.83,2.5,3.49,2.69
USA,MLS,2021,01/05/2021,20:00,CF Montreal,Columbus Crew,0,0,D,3.13,3.69,2.28,3.18,3.72,2.32,3.02,3.57,2.24
USA,MLS,2021,01/05/2021,20:30,Houston Dynamo,Los Angeles FC,1,1,D,3.01,3.96,2.26,3.04,4.14,2.57,2.84,3.83,2.26
USA,MLS,2021,02/05/2021,00:00,New England Revolution,Atlanta Utd,2,1,H,1.88,3.71,4.4,1.91,4,4.4,1.83,3.66,4.21
USA,MLS,2021,02/05/2021,00:30,Orlando City,FC Cincinnati,3,0,H,1.47,4.67,7.29,1.5,4.7,7.29,1.46,4.48,6.71
USA,MLS,2021,02/05/2021,00:30,Philadelphia Union,New York City,0,2,A,2.55,3.6,2.79,2.62,3.82,2.81,2.5,3.51,2.68
USA,MLS,2021,02/05/2021,01:00,FC Dallas,Portland Timbers,4,1,H,1.91,3.98,3.92,1.95,4.46,4.01,1.87,3.88,3.76
USA,MLS,2021,02/05/2021,01:00,Minnesota United,Austin FC,0,1,A,1.98,3.75,3.87,2.01,4.15,3.98,1.91,3.71,3.77
USA,MLS,2021,02/05/2021,04:00,San Jose Earthquakes,DC United,4,1,H,1.93,3.68,4.19,1.97,3.75,4.63,1.88,3.59,4.04
USA,MLS,2021,02/05/2021,18:00,Nashville SC,Inter Miami,0,0,D,1.82,3.64,4.86,1.85,3.66,4.86,1.8,3.54,4.57
USA,MLS,2021,03/05/2021,02:00,Seattle Sounders,Los Angeles Galaxy,3,0,H,1.5,4.65,6.59,1.53,5,6.75,1.46,4.66,6.27
USA,MLS,2021,03/05/2021,03:00,Vancouver Whitecaps,Colorado Rapids,0,1,A,3.86,3.99,1.93,4.03,4,2.04,3.7,3.8,1.91
USA,MLS,2021,08/05/2021,02:30,Real Salt Lake,San Jose Earthquakes,1,2,A,2.02,3.81,3.69,2.08,3.88,3.74,2,3.66,3.5
USA,MLS,2021,08/05/2021,18:00,Chicago Fire,Philadelphia Union,0,2,A,2.35,3.67,3.02,2.36,3.77,3.35,2.26,3.57,2.97
USA,MLS,2021,08/05/2021,18:00,New York Red Bulls,Toronto FC,2,0,H,1.97,3.78,3.89,2.08,3.9,4.02,1.92,3.69,3.76
USA,MLS,2021,08/05/2021,18:30,Columbus Crew,DC United,3,1,H,1.67,4.03,5.48,1.72,4.15,5.8,1.64,3.9,5.24
USA,MLS,2021,08/05/2021,18:30,Nashville SC,New England Revolution,2,0,H,2.3,3.47,3.28,2.42,3.54,3.3,2.28,3.35,3.13
USA,MLS,2021,08/05/2021,20:00,Vancouver Whitecaps,CF Montreal,2,0,H,3.12,3.74,2.27,3.16,3.77,2.39,2.95,3.6,2.27
USA,MLS,2021,08/05/2021,20:30,FC Dallas,Houston Dynamo,1,1,D,2.09,3.62,3.65,2.12,3.78,3.65,2.05,3.56,3.46
USA,MLS,2021,08/05/2021,23:00,Orlando City,New York City,1,1,D,2.07,3.83,3.5,2.25,3.84,3.56,2.05,3.68,3.35
USA,MLS,2021,09/05/2021,01:00,Los Angeles Galaxy,Los Angeles FC,2,1,H,3.95,4.52,1.8,4.1,4.52,1.85,3.85,4.21,1.79
USA,MLS,2021,09/05/2021,03:00,Colorado Rapids,Minnesota United,3,2,H,1.71,4.29,4.67,1.8,4.5,4.72,1.69,4.17,4.42
USA,MLS,2021,09/05/2021,18:00,Inter Miami,Atlanta Utd,1,1,D,1.93,3.6,4.28,1.97,3.73,4.3,1.91,3.51,4.02
USA,MLS,2021,09/05/2021,20:00,Portland Timbers,Seattle Sounders,1,2,A,2.49,3.52,2.93,2.9,3.74,2.96,2.46,3.44,2.79
USA,MLS,2021,10/05/2021,00:30,Sporting Kansas City,Austin FC,2,1,H,1.93,3.86,3.95,2,3.87,3.97,1.91,3.69,3.81
USA,MLS,2021,13/05/2021,00:00,Toronto FC,Columbus Crew,2,0,H,2.39,3.52,2.99,2.46,3.6,3.05,2.35,3.45,2.91
USA,MLS,2021,13/05/2021,00:30,Inter Miami,CF Montreal,0,2,A,1.66,4.32,4.97,1.83,4.35,5.16,1.65,4.11,4.82
USA,MLS,2021,13/05/2021,00:30,Philadelphia Union,New England Revolution,1,1,D,2.13,3.78,3.31,2.21,3.81,3.42,2.11,3.66,3.24
USA,MLS,2021,13/05/2021,01:30,Houston Dynamo,Sporting Kansas City,1,0,H,2.17,3.85,3.16,2.25,3.89,3.2,2.16,3.71,3.07
USA,MLS,2021,13/05/2021,02:00,Minnesota United,Vancouver Whitecaps,1,0,H,1.57,4.53,5.53,1.6,4.55,5.98,1.56,4.39,5.35
USA,MLS,2021,13/05/2021,03:30,San Jose Earthquakes,Seattle Sounders,0,1,A,2.64,3.43,2.73,2.89,3.72,2.79,2.56,3.46,2.65
USA,MLS,2021,14/05/2021,01:00,DC United,Chicago Fire,1,0,H,2.34,3.57,3.03,2.6,3.78,3.05,2.32,3.54,2.92
USA,MLS,2021,15/05/2021,18:00,New York City,Toronto FC,1,1,D,1.69,4.11,4.99,1.71,4.3,5.12,1.66,4.07,4.81
USA,MLS,2021,15/05/2021,20:30,Los Angeles Galaxy,Austin FC,2,0,H,2.13,3.8,3.28,2.19,4.11,3.52,2.09,3.78,3.19
USA,MLS,2021,16/05/2021,00:00,Atlanta Utd,CF Montreal,1,0,H,1.7,3.96,5.07,1.72,4.49,5.22,1.68,3.94,4.77
USA,MLS,2021,16/05/2021,00:30,Philadelphia Union,New York Red Bulls,1,0,H,2.23,3.42,3.38,2.26,3.71,3.44,2.18,3.37,3.31
USA,MLS,2021,16/05/2021,01:00,Minnesota United,FC Dallas,1,0,H,2.13,3.58,3.47,2.17,3.87,3.62,2.07,3.58,3.39
USA,MLS,2021,16/05/2021,02:00,Colorado Rapids,Houston Dynamo,3,1,H,1.53,4.43,6.29,1.58,4.7,6.33,1.52,4.41,5.76
USA,MLS,2021,16/05/2021,02:30,Real Salt Lake,Nashville SC,0,0,D,2.75,3.12,2.84,2.78,3.41,2.99,2.67,3.1,2.77
USA,MLS,2021,16/05/2021,03:00,San Jose Earthquakes,Portland Timbers,0,2,A,2.08,3.68,3.53,2.11,3.86,3.57,2.04,3.69,3.38
USA,MLS,2021,16/05/2021,19:00,Sporting Kansas City,Vancouver Whitecaps,3,0,H,1.46,4.63,7.45,1.5,4.93,7.6,1.44,4.64,6.8
USA,MLS,2021,16/05/2021,21:00,FC Cincinnati,Inter Miami,2,3,A,2.55,3.31,2.93,2.79,3.51,2.96,2.58,3.28,2.76
USA,MLS,2021,16/05/2021,23:00,New England Revolution,Columbus Crew,1,0,H,1.67,4.15,5.07,1.74,4.24,5.07,1.69,3.96,4.73
USA,MLS,2021,17/05/2021,01:00,DC United,Orlando City,0,1,A,3.26,3.42,2.29,3.45,3.61,2.32,3.22,3.35,2.23
USA,MLS,2021,17/05/2021,02:30,Seattle Sounders,Los Angeles FC,2,0,H,2.52,3.56,2.79,2.57,3.74,3.05,2.42,3.49,2.8
USA,MLS,2021,22/05/2021,18:00,CF Montreal,FC Cincinnati,1,2,A,1.99,3.7,3.92,2.03,3.95,4.07,1.96,3.59,3.76
USA,MLS,2021,22/05/2021,20:30,Portland Timbers,Los Angeles Galaxy,3,0,H,1.93,4.13,3.7,1.97,4.13,3.81,1.92,3.89,3.56
USA,MLS,2021,22/05/2021,23:00,Chicago Fire,Inter Miami,1,0,H,2.37,3.57,3.08,2.41,3.72,3.1,2.29,3.51,2.97
USA,MLS,2021,23/05/2021,00:00,Orlando City,Toronto FC,1,0,H,2.28,3.43,3.36,2.31,3.61,3.5,2.22,3.32,3.27
USA,MLS,2021,23/05/2021,00:30,New York City,Columbus Crew,1,2,A,1.97,3.66,4.04,2,3.86,4.73,1.86,3.62,4.14
USA,MLS,2021,23/05/2021,01:00,FC Dallas,Real Salt Lake,2,2,D,2.05,3.55,3.87,2.08,3.77,3.92,1.99,3.51,3.71
USA,MLS,2021,23/05/2021,01:00,New England Revolution,New York Red Bulls,3,1,H,1.72,3.97,5.03,1.75,4.16,5.07,1.7,3.88,4.71
USA,MLS,2021,23/05/2021,02:00,Houston Dynamo,Vancouver Whitecaps,2,1,H,1.58,4.14,6.29,1.61,4.2,6.56,1.57,4.06,5.78
USA,MLS,2021,23/05/2021,03:00,San Jose Earthquakes,Sporting Kansas City,1,3,A,2.66,3.75,2.6,2.7,3.75,2.72,2.59,3.59,2.54
USA,MLS,2021,23/05/2021,03:30,Los Angeles FC,Colorado Rapids,2,1,H,1.52,4.68,6.2,1.58,4.76,7.2,1.5,4.46,6.02
USA,MLS,2021,23/05/2021,21:30,Seattle Sounders,Atlanta Utd,1,1,D,1.76,3.91,4.82,1.86,3.91,5.33,1.76,3.7,4.58
USA,MLS,2021,24/05/2021,00:15,DC United,Philadelphia Union,0,1,A,3.16,3.34,2.43,3.22,3.52,2.5,3.03,3.31,2.34
USA,MLS,2021,24/05/2021,02:00,Nashville SC,Austin FC,1,0,H,1.88,3.42,4.92,1.93,3.73,5,1.84,3.36,4.63
USA,MLS,2021,29/05/2021,18:00,Chicago Fire,CF Montreal,0,1,A,1.95,3.77,3.99,1.97,3.96,4.15,1.89,3.68,3.86
USA,MLS,2021,29/05/2021,18:00,New York Red Bulls,Orlando City,2,1,H,2.45,3.25,3.21,2.45,3.43,3.3,2.35,3.22,3.09
USA,MLS,2021,29/05/2021,20:00,Columbus Crew,Toronto FC,2,1,H,2.03,3.55,3.93,2.08,3.71,4,1.99,3.47,3.71
USA,MLS,2021,29/05/2021,20:00,FC Cincinnati,New England Revolution,0,1,A,3.66,3.65,2.08,3.66,3.87,2.12,3.49,3.59,2.03
USA,MLS,2021,29/05/2021,20:30,Atlanta Utd,Nashville SC,2,2,D,2.42,3.28,3.23,2.47,3.32,3.26,2.37,3.17,3.11
USA,MLS,2021,29/05/2021,22:00,Los Angeles FC,New York City,1,2,A,1.71,4.18,4.86,1.75,4.32,4.87,1.68,4.06,4.59
USA,MLS,2021,30/05/2021,00:00,Los Angeles Galaxy,San Jose Earthquakes,1,0,H,2.03,3.8,3.68,2.06,4.04,3.68,1.99,3.71,3.49
USA,MLS,2021,30/05/2021,01:00,Inter Miami,DC United,0,3,A,2.07,3.27,4.17,2.09,3.61,4.4,1.99,3.29,3.94
USA,MLS,2021,30/05/2021,01:30,Sporting Kansas City,Houston Dynamo,3,2,H,1.69,4.02,5.26,1.71,4.14,5.47,1.66,3.91,4.98
USA,MLS,2021,30/05/2021,02:00,Colorado Rapids,FC Dallas,3,0,H,1.81,4.01,4.4,1.86,4.01,4.69,1.78,3.82,4.24
USA,MLS,2021,30/05/2021,02:30,Real Salt Lake,Minnesota United,1,1,D,2.05,3.66,3.74,2.11,3.76,3.81,2.02,3.58,3.52
USA,MLS,2021,31/05/2021,00:00,Philadelphia Union,Portland Timbers,3,0,H,1.76,4.19,4.44,1.8,4.22,4.53,1.73,4.03,4.26
USA,MLS,2021,31/05/2021,02:30,Seattle Sounders,Austin FC,0,0,D,1.53,4.38,6.6,1.56,4.45,7.1,1.51,4.23,6.19
USA,MLS,2021,12/06/2021,20:00,Sporting Kansas City,Austin FC,1,1,D,1.65,4.19,5.42,1.69,4.19,5.81,1.64,3.97,5.03
USA,MLS,2021,19/06/2021,01:00,New York Red Bulls,Nashville SC,2,0,H,2.6,3.24,3,2.69,3.3,3.06,2.52,3.17,2.89
USA,MLS,2021,19/06/2021,03:00,Real Salt Lake,Vancouver Whitecaps,3,1,H,1.89,3.47,4.7,1.93,3.54,4.73,1.88,3.39,4.33
USA,MLS,2021,20/06/2021,00:30,Columbus Crew,Chicago Fire,2,0,H,1.73,4.15,4.72,1.77,4.2,4.95,1.71,3.97,4.53
USA,MLS,2021,20/06/2021,00:30,FC Cincinnati,Colorado Rapids,0,2,A,2.86,3.46,2.57,3.17,3.72,2.57,2.86,3.49,2.37
USA,MLS,2021,20/06/2021,00:30,New York City,New England Revolution,2,3,A,1.88,3.99,4.06,2,3.99,4.06,1.89,3.8,3.77
USA,MLS,2021,20/06/2021,00:30,Toronto FC,Orlando City,2,3,A,2.96,3.6,2.43,3.01,3.6,2.45,2.86,3.44,2.39
USA,MLS,2021,20/06/2021,01:00,DC United,Inter Miami,1,0,H,1.75,3.73,5.24,1.79,3.74,5.4,1.74,3.61,4.89
USA,MLS,2021,20/06/2021,01:30,FC Dallas,Minnesota United,1,1,D,2.03,3.92,3.56,2.07,3.92,3.6,2.01,3.74,3.41
USA,MLS,2021,20/06/2021,02:00,Austin FC,San Jose Earthquakes,0,0,D,1.98,3.91,3.73,2.05,3.91,3.8,1.94,3.74,3.64
USA,MLS,2021,20/06/2021,02:00,Los Angeles Galaxy,Seattle Sounders,1,2,A,2.24,3.71,3.2,2.29,3.76,3.3,2.21,3.56,3.08
USA,MLS,2021,20/06/2021,03:30,Portland Timbers,Sporting Kansas City,2,1,H,2.39,3.79,2.9,2.42,3.8,2.98,2.32,3.64,2.85
USA,MLS,2021,20/06/2021,04:00,Los Angeles FC,Houston Dynamo,1,1,D,1.34,5.46,9.72,1.36,5.66,9.72,1.33,5.25,8.61
USA,MLS,2021,20/06/2021,19:00,Atlanta Utd,Philadelphia Union,2,2,D,2.43,3.49,3.03,2.47,3.54,3.1,2.37,3.38,2.96
USA,MLS,2021,23/06/2021,00:30,Orlando City,San Jose Earthquakes,5,0,H,1.5,4.66,6.6,1.58,4.75,6.61,1.49,4.51,6.1
USA,MLS,2021,24/06/2021,00:00,New England Revolution,New York Red Bulls,3,2,H,1.54,4.52,6.21,1.67,4.52,6.22,1.54,4.31,5.71
USA,MLS,2021,24/06/2021,00:30,New York City,Atlanta Utd,1,0,H,1.62,4.28,5.56,1.64,4.5,5.9,1.57,4.23,5.44
USA,MLS,2021,24/06/2021,00:30,Philadelphia Union,Columbus Crew,1,0,H,1.8,3.86,4.66,1.91,3.86,4.7,1.8,3.68,4.32
USA,MLS,2021,24/06/2021,01:00,Chicago Fire,FC Cincinnati,0,1,A,1.83,3.94,4.38,1.86,4.21,4.52,1.78,3.87,4.22
USA,MLS,2021,24/06/2021,01:00,CF Montreal,DC United,0,0,D,2.84,3.41,2.62,2.87,3.58,2.75,2.7,3.32,2.59
USA,MLS,2021,24/06/2021,01:00,Minnesota United,Austin FC,2,0,H,1.77,4.2,4.4,1.81,4.21,4.4,1.76,3.98,4.18
USA,MLS,2021,24/06/2021,01:30,Houston Dynamo,Portland Timbers,2,2,D,1.85,3.98,4.18,1.88,4.2,4.28,1.83,3.89,3.95
USA,MLS,2021,24/06/2021,01:30,Nashville SC,Toronto FC,3,2,H,2.11,3.47,3.75,2.13,3.6,3.81,2.05,3.39,3.62
USA,MLS,2021,24/06/2021,01:30,Sporting Kansas City,Colorado Rapids,3,1,H,1.71,4.23,4.74,1.74,4.3,5,1.68,4.11,4.53
USA,MLS,2021,24/06/2021,03:00,Seattle Sounders,Real Salt Lake,2,1,H,1.72,3.9,5.14,1.74,4.11,5.5,1.68,3.82,4.92
USA,MLS,2021,24/06/2021,03:30,Los Angeles FC,FC Dallas,2,0,H,1.34,5.63,9.35,1.36,5.77,9.37,1.33,5.43,8.37
USA,MLS,2021,24/06/2021,03:30,Vancouver Whitecaps,Los Angeles Galaxy,1,2,A,3.26,3.78,2.19,3.31,3.78,2.49,3.11,3.61,2.17
USA,MLS,2021,26/06/2021,01:00,Inter Miami,Orlando City,1,2,A,3.55,3.7,2.1,3.76,3.7,2.16,3.42,3.5,2.08
USA,MLS,2021,26/06/2021,22:30,Sporting Kansas City,Los Angeles FC,2,1,H,1.96,3.94,3.77,2.21,4.06,3.78,1.99,3.84,3.4
USA,MLS,2021,27/06/2021,00:00,Toronto FC,FC Cincinnati,0,2,A,2.07,3.61,3.72,2.1,3.89,3.8,2.01,3.58,3.54
USA,MLS,2021,27/06/2021,01:00,Chicago Fire,Philadelphia Union,3,3,D,2.35,3.77,2.96,2.55,3.9,3.01,2.32,3.63,2.84
USA,MLS,2021,27/06/2021,01:00,Real Salt Lake,Houston Dynamo,1,1,D,2.08,3.54,3.76,2.12,3.7,3.82,2.04,3.47,3.58
USA,MLS,2021,27/06/2021,01:30,Nashville SC,CF Montreal,1,1,D,1.67,3.79,6,1.67,4,6.54,1.63,3.76,5.62
USA,MLS,2021,27/06/2021,02:00,Seattle Sounders,Vancouver Whitecaps,2,2,D,1.46,4.44,8.13,1.5,4.5,8.23,1.45,4.3,7.3
USA,MLS,2021,27/06/2021,03:00,San Jose Earthquakes,Los Angeles Galaxy,1,3,A,2.19,3.94,3.15,2.24,4.04,3.28,2.16,3.8,3.01
USA,MLS,2021,27/06/2021,04:30,Portland Timbers,Minnesota United,0,1,A,2.12,3.71,3.47,2.19,4,3.47,2.08,3.66,3.27
USA,MLS,2021,27/06/2021,20:30,Atlanta Utd,New York Red Bulls,0,0,D,2.02,3.69,3.83,2.09,3.69,3.83,1.99,3.51,3.66
USA,MLS,2021,27/06/2021,23:00,New York City,DC United,2,1,H,1.68,3.94,5.51,1.68,4.18,5.75,1.61,3.99,5.41
USA,MLS,2021,28/06/2021,01:00,Austin FC,Columbus Crew,0,0,D,2.75,3.4,2.7,2.82,3.4,2.75,2.69,3.25,2.63
USA,MLS,2021,28/06/2021,02:00,FC Dallas,New England Revolution,2,1,H,3.45,3.85,2.09,3.7,3.91,2.19,3.37,3.68,2.05
USA,MLS,2021,02/07/2021,02:30,Austin FC,Portland Timbers,4,1,H,2.25,3.61,3.28,2.29,3.61,3.44,2.21,3.46,3.16
USA,MLS,2021,03/07/2021,22:00,Columbus Crew,New England Revolution,2,2,D,2.71,3.53,2.66,2.75,3.61,3.1,2.61,3.42,2.59
USA,MLS,2021,03/07/2021,22:30,DC United,Toronto FC,7,1,H,1.89,3.68,4.38,1.9,3.74,4.54,1.85,3.6,4.18
USA,MLS,2021,04/07/2021,00:30,CF Montreal,Inter Miami,1,0,H,2.82,3.49,2.59,2.89,3.5,2.9,2.72,3.35,2.55
USA,MLS,2021,04/07/2021,00:30,Orlando City,New York Red Bulls,1,2,A,1.68,4.28,4.97,1.74,4.33,5.1,1.65,4.11,4.75
USA,MLS,2021,04/07/2021,01:00,Chicago Fire,Atlanta Utd,3,0,H,1.84,3.89,4.35,2.34,4.05,4.35,1.86,3.73,4
USA,MLS,2021,04/07/2021,01:00,Minnesota United,San Jose Earthquakes,2,2,D,1.58,4.48,5.75,1.63,4.6,5.9,1.54,4.43,5.52
USA,MLS,2021,04/07/2021,01:00,Nashville SC,Philadelphia Union,1,0,H,2.16,3.32,3.78,2.26,3.4,4.02,2.09,3.27,3.64
USA,MLS,2021,04/07/2021,01:30,Houston Dynamo,FC Cincinnati,1,1,D,1.97,3.74,3.94,2,3.84,3.94,1.94,3.63,3.76
USA,MLS,2021,04/07/2021,03:00,Real Salt Lake,Los Angeles FC,0,1,A,3.29,3.8,2.17,3.3,3.96,2.25,3.14,3.69,2.13
USA,MLS,2021,05/07/2021,01:30,FC Dallas,Vancouver Whitecaps,2,2,D,1.73,4.04,4.89,1.75,4.1,5.13,1.7,3.95,4.59
USA,MLS,2021,05/07/2021,02:00,Colorado Rapids,Seattle Sounders,1,1,D,2.03,3.74,3.72,2.2,4,3.75,2.02,3.63,3.49
USA,MLS,2021,05/07/2021,03:30,Los Angeles Galaxy,Sporting Kansas City,0,2,A,2.7,3.79,2.54,2.76,3.84,2.59,2.61,3.67,2.47
USA,MLS,2021,08/07/2021,00:00,New England Revolution,Toronto FC,2,3,A,1.53,4.61,6.2,1.54,4.95,6.23,1.49,4.66,5.73
USA,MLS,2021,08/07/2021,00:30,CF Montreal,New York City,2,1,H,4.35,4.17,1.78,4.5,4.23,1.8,4.22,4.04,1.74
USA,MLS,2021,08/07/2021,01:00,Chicago Fire,Orlando City,3,1,H,2.1,3.79,3.47,2.2,4,3.49,2.08,3.73,3.23
USA,MLS,2021,08/07/2021,02:00,Austin FC,Los Angeles FC,0,2,A,2.9,3.7,2.42,2.97,3.74,2.46,2.88,3.57,2.32
USA,MLS,2021,08/07/2021,02:00,Colorado Rapids,Minnesota United,2,0,H,1.87,4.03,4.08,1.92,4.18,4.1,1.86,3.9,3.77
USA,MLS,2021,08/07/2021,02:00,Seattle Sounders,Houston Dynamo,2,0,H,1.9,3.77,4.2,1.93,4.06,4.35,1.84,3.73,4.03
USA,MLS,2021,08/07/2021,03:00,Vancouver Whitecaps,Real Salt Lake,0,4,A,4.41,3.43,1.95,4.5,3.75,1.97,4.12,3.43,1.9
USA,MLS,2021,08/07/2021,03:30,Los Angeles Galaxy,FC Dallas,3,1,H,1.85,4.06,4.08,1.96,4.24,4.12,1.84,3.94,3.84
USA,MLS,2021,09/07/2021,01:00,New York Red Bulls,Philadelphia Union,1,1,D,2.21,3.61,3.36,2.24,3.84,3.37,2.17,3.54,3.17
USA,MLS,2021,09/07/2021,01:30,Nashville SC,Atlanta Utd,2,2,D,1.58,4.09,6.46,1.6,4.25,6.51,1.56,4.01,6.02
USA,MLS,2021,10/07/2021,00:30,FC Cincinnati,Columbus Crew,2,2,D,2.47,3.23,3.19,2.51,3.43,3.28,2.38,3.21,3.07
USA,MLS,2021,17/07/2021,22:00,Atlanta Utd,New England Revolution,0,1,A,3.92,4.01,1.84,3.99,4.2,2.08,3.73,3.92,1.87
USA,MLS,2021,18/07/2021,00:30,CF Montreal,FC Cincinnati,5,4,H,2,3.79,3.56,2.08,3.84,3.65,2,3.66,3.49
USA,MLS,2021,18/07/2021,00:30,Columbus Crew,New York City,2,1,H,3.25,3.62,2.25,3.28,3.65,2.26,3.15,3.5,2.2
USA,MLS,2021,18/07/2021,00:30,Philadelphia Union,DC United,2,1,H,2,3.65,3.92,2.06,3.75,3.95,1.97,3.55,3.7
USA,MLS,2021,18/07/2021,00:30,Toronto FC,Orlando City,1,1,D,2.42,3.87,2.68,2.51,3.94,2.76,2.43,3.73,2.63
USA,MLS,2021,18/07/2021,01:30,Nashville SC,Chicago Fire,5,1,H,1.78,3.82,4.85,1.8,4.11,5.6,1.74,3.75,4.61
USA,MLS,2021,18/07/2021,02:00,Colorado Rapids,San Jose Earthquakes,1,1,D,1.42,5.22,7.42,1.45,5.3,7.6,1.39,5.02,7.02
USA,MLS,2021,18/07/2021,03:00,Vancouver Whitecaps,Los Angeles Galaxy,2,1,H,3.11,3.74,2.28,3.18,3.75,2.31,3,3.6,2.23
USA,MLS,2021,18/07/2021,03:30,Los Angeles FC,Real Salt Lake,2,1,H,1.39,5.08,8.7,1.4,5.25,9.1,1.36,5.02,8.18
USA,MLS,2021,18/07/2021,03:30,Portland Timbers,FC Dallas,1,0,H,1.88,3.93,4.11,1.9,4,4.35,1.85,3.76,3.95
USA,MLS,2021,18/07/2021,19:00,Minnesota United,Seattle Sounders,1,0,H,1.88,4.03,4,2.12,4.03,4.1,1.89,3.83,3.73
USA,MLS,2021,21/07/2021,03:00,Vancouver Whitecaps,Houston Dynamo,0,0,D,2.85,3.55,2.53,2.9,3.65,2.64,2.74,3.45,2.48
USA,MLS,2021,22/07/2021,00:30,Columbus Crew,Nashville SC,0,0,D,2.2,3.39,3.59,2.52,3.47,3.59,2.18,3.32,3.34
