Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
USA,MLS,2017,25/03/2017,20:00,New York Red Bulls,Real Salt Lake,0,0,D,1.43,4.87,8.19,1.49,4.87,8.19,1.43,4.48,7.07
USA,MLS,2017,25/03/2017,23:30,Columbus Crew,Portland Timbers,3,2,H,1.77,4.15,4.58,1.84,4.26,4.85,1.73,3.95,4.3
USA,MLS,2017,01/04/2017,00:30,Toronto FC,Sporting Kansas City,0,0,D,1.71,3.84,5.53,1.8,3.84,5.53,1.72,3.62,4.82
USA,MLS,2017,01/04/2017,03:00,Seattle Sounders,Atlanta Utd,0,0,D,1.66,4.32,5.24,1.69,4.32,5.5,1.64,4.02,4.84
USA,MLS,2017,01/04/2017,19:00,New York City,San Jose Earthquakes,2,1,H,1.81,3.92,4.62,1.83,4,4.76,1.77,3.68,4.37
USA,MLS,2017,01/04/2017,20:00,Chicago Fire,CF Montreal,2,2,D,1.69,4,5.46,1.77,4.16,5.46,1.69,3.8,4.8
USA,MLS,2017,01/04/2017,21:00,Columbus Crew,Orlando City,2,0,H,1.68,4.23,5.17,1.7,4.33,5.26,1.65,4,4.74
USA,MLS,2017,02/04/2017,00:00,DC United,Philadelphia Union,2,1,H,2.22,3.42,3.54,2.24,3.5,3.6,2.17,3.3,3.33
USA,MLS,2017,02/04/2017,01:00,Minnesota United,Real Salt Lake,4,2,H,2.76,3.82,2.49,2.9,3.82,2.58,2.7,3.53,2.42
USA,MLS,2017,02/04/2017,01:30,Houston Dynamo,New York Red Bulls,4,1,H,2.67,3.44,2.78,2.68,3.52,2.88,2.51,3.32,2.73
USA,MLS,2017,02/04/2017,03:00,Vancouver Whitecaps,Los Angeles Galaxy,4,2,H,2.31,3.44,3.31,2.32,3.52,3.42,2.22,3.3,3.2
USA,MLS,2017,03/04/2017,02:00,Portland Timbers,New England Revolution,1,1,D,1.73,4.05,5.01,1.78,4.11,5.01,1.7,3.85,4.53
USA,MLS,2017,08/04/2017,03:30,Los Angeles Galaxy,CF Montreal,2,0,H,1.59,4.14,6.52,1.65,4.14,6.52,1.6,3.91,5.48
USA,MLS,2017,08/04/2017,19:00,Chicago Fire,Columbus Crew,1,0,H,2.02,3.79,3.82,2.15,3.82,3.82,2,3.56,3.5
USA,MLS,2017,08/04/2017,19:00,New England Revolution,Houston Dynamo,2,0,H,1.71,4.28,4.79,1.81,4.28,5.25,1.71,3.85,4.52
USA,MLS,2017,08/04/2017,21:00,DC United,New York City,2,1,H,2.37,3.36,3.26,2.4,3.5,3.36,2.27,3.31,3.08
USA,MLS,2017,09/04/2017,00:00,Philadelphia Union,Portland Timbers,1,3,A,2.13,3.79,3.44,2.18,3.79,3.54,2.09,3.47,3.33
USA,MLS,2017,09/04/2017,00:30,Toronto FC,Atlanta Utd,2,2,D,1.65,4.31,5.34,1.74,4.31,5.34,1.65,3.98,4.85
USA,MLS,2017,09/04/2017,01:00,FC Dallas,Minnesota United,2,0,H,1.36,5.54,9.26,1.4,5.7,9.26,1.35,5.15,7.79
USA,MLS,2017,09/04/2017,02:30,Real Salt Lake,Vancouver Whitecaps,3,0,H,1.95,3.68,4.16,1.96,3.77,4.35,1.9,3.48,3.99
USA,MLS,2017,09/04/2017,03:30,San Jose Earthquakes,Seattle Sounders,1,1,D,2.52,3.14,3.22,2.52,3.27,3.44,2.35,3.1,3.16
USA,MLS,2017,09/04/2017,21:00,Orlando City,New York Red Bulls,1,0,H,2.79,3.5,2.63,2.79,3.6,2.82,2.56,3.37,2.64
USA,MLS,2017,10/04/2017,00:00,Sporting Kansas City,Colorado Rapids,3,1,H,1.74,3.69,5.59,1.78,3.78,5.59,1.72,3.54,4.99
USA,MLS,2017,15/04/2017,00:00,Philadelphia Union,New York City,0,2,A,2.35,3.62,3.09,2.4,3.62,3.15,2.27,3.47,2.95
USA,MLS,2017,15/04/2017,03:00,Vancouver Whitecaps,Seattle Sounders,2,1,H,2.88,3.34,2.64,2.9,3.4,2.85,2.71,3.23,2.58
USA,MLS,2017,15/04/2017,04:00,San Jose Earthquakes,FC Dallas,1,1,D,2.72,3.29,2.83,2.76,3.29,2.96,2.57,3.14,2.78
USA,MLS,2017,15/04/2017,18:00,CF Montreal,Atlanta Utd,2,1,H,2.14,3.86,3.43,2.19,3.86,3.8,2.09,3.53,3.28
USA,MLS,2017,15/04/2017,19:30,Orlando City,Los Angeles Galaxy,2,1,H,2.3,3.54,3.26,2.3,3.54,3.4,2.22,3.33,3.15
USA,MLS,2017,15/04/2017,22:00,Chicago Fire,New England Revolution,3,0,H,2.03,3.75,3.77,2.06,3.78,3.9,1.99,3.54,3.56
USA,MLS,2017,16/04/2017,00:30,New York Red Bulls,DC United,2,0,H,1.52,4.54,6.7,1.56,4.54,7,1.52,4.15,6
USA,MLS,2017,16/04/2017,01:00,Columbus Crew,Toronto FC,2,1,H,2.28,3.75,3.13,2.3,3.75,3.3,2.2,3.5,3.07
USA,MLS,2017,16/04/2017,01:30,Houston Dynamo,Minnesota United,2,2,D,1.47,4.86,7.26,1.55,4.86,7.26,1.48,4.4,6.18
USA,MLS,2017,16/04/2017,02:00,Colorado Rapids,Real Salt Lake,1,2,A,1.94,3.48,4.5,1.96,3.53,4.5,1.89,3.37,4.17
USA,MLS,2017,16/04/2017,03:30,Portland Timbers,Sporting Kansas City,0,1,A,1.95,3.69,4.14,1.96,4,4.52,1.86,3.6,3.98
USA,MLS,2017,20/04/2017,00:30,New England Revolution,San Jose Earthquakes,0,0,D,1.85,3.77,4.54,1.89,3.78,4.9,1.81,3.51,4.38
USA,MLS,2017,22/04/2017,00:30,Toronto FC,Chicago Fire,3,1,H,1.62,4.2,5.91,1.67,4.21,5.91,1.6,3.94,5.42
USA,MLS,2017,22/04/2017,18:00,Philadelphia Union,CF Montreal,3,3,D,2.05,3.62,3.85,2.06,3.62,4.02,1.99,3.43,3.68
USA,MLS,2017,22/04/2017,20:55,Houston Dynamo,San Jose Earthquakes,2,0,H,2.1,3.55,3.73,2.13,3.55,4,2.02,3.37,3.63
USA,MLS,2017,22/04/2017,21:00,Portland Timbers,Vancouver Whitecaps,2,1,H,1.68,4.03,5.52,1.7,4.13,5.6,1.65,3.86,5.06
USA,MLS,2017,23/04/2017,00:30,New England Revolution,DC United,2,2,D,1.56,4.27,6.62,1.75,4.27,6.62,1.59,3.86,5.67
USA,MLS,2017,23/04/2017,00:30,New York Red Bulls,Columbus Crew,2,0,H,1.8,3.78,4.85,1.86,4,5.1,1.76,3.73,4.39
USA,MLS,2017,23/04/2017,01:00,FC Dallas,Sporting Kansas City,1,0,H,1.96,3.54,4.35,1.98,3.55,4.5,1.9,3.38,4.11
USA,MLS,2017,23/04/2017,02:30,Real Salt Lake,Atlanta Utd,1,3,A,2.04,3.72,3.76,2.08,3.78,3.76,2,3.52,3.53
USA,MLS,2017,23/04/2017,18:30,New York City,Orlando City,1,2,A,1.76,3.92,4.97,1.76,4,5.15,1.71,3.78,4.61
USA,MLS,2017,23/04/2017,21:00,Los Angeles Galaxy,Seattle Sounders,0,3,A,2.12,3.33,3.94,2.15,3.5,3.94,2.09,3.35,3.48
USA,MLS,2017,23/04/2017,23:00,Minnesota United,Colorado Rapids,1,0,H,2.42,3.57,3.03,2.42,3.75,3.18,2.32,3.43,2.9
USA,MLS,2017,29/04/2017,00:30,Toronto FC,Houston Dynamo,2,0,H,1.51,4.66,6.85,1.53,4.66,7,1.49,4.37,6.11
USA,MLS,2017,29/04/2017,20:00,CF Montreal,Vancouver Whitecaps,1,2,A,1.88,3.78,4.49,1.9,3.78,4.49,1.85,3.56,4.13
USA,MLS,2017,29/04/2017,20:55,Orlando City,Colorado Rapids,2,0,H,1.85,3.42,5.16,1.88,3.56,5.45,1.79,3.4,4.75
USA,MLS,2017,30/04/2017,00:30,Columbus Crew,New York City,2,3,A,1.65,4.18,5.53,1.8,4.33,5.53,1.66,3.95,4.81
USA,MLS,2017,30/04/2017,00:30,New York Red Bulls,Chicago Fire,2,1,H,1.65,4.15,5.64,1.72,4.2,5.64,1.62,3.96,5.1
USA,MLS,2017,30/04/2017,01:00,FC Dallas,Portland Timbers,2,2,D,1.68,3.91,5.78,1.7,4,5.78,1.66,3.74,5.08
USA,MLS,2017,30/04/2017,01:00,Minnesota United,San Jose Earthquakes,0,1,A,2.6,3.49,2.83,2.6,3.5,2.94,2.48,3.31,2.76
USA,MLS,2017,30/04/2017,01:30,Sporting Kansas City,Real Salt Lake,3,0,H,1.49,4.33,8.06,1.54,4.33,8.06,1.48,4.08,6.93
USA,MLS,2017,30/04/2017,03:00,Seattle Sounders,New England Revolution,3,3,D,1.61,4.16,6.15,1.68,4.17,6.15,1.61,3.88,5.38
USA,MLS,2017,30/04/2017,03:30,Los Angeles Galaxy,Philadelphia Union,0,0,D,1.78,3.78,5.03,1.83,3.8,5.1,1.76,3.67,4.49
USA,MLS,2017,30/04/2017,20:00,Atlanta Utd,DC United,1,3,A,1.64,4.45,5.26,1.65,4.45,5.5,1.61,4.1,4.99
USA,MLS,2017,04/05/2017,00:30,Toronto FC,Orlando City,2,1,H,1.55,4.53,6.29,1.57,4.53,6.3,1.53,4.23,5.7
USA,MLS,2017,04/05/2017,01:30,Sporting Kansas City,New York Red Bulls,2,0,H,1.75,3.77,5.29,1.84,3.77,5.29,1.76,3.6,4.59
USA,MLS,2017,06/05/2017,03:00,Colorado Rapids,Vancouver Whitecaps,0,1,A,2.33,3.23,3.5,2.36,3.24,3.8,2.23,3.08,3.41
USA,MLS,2017,06/05/2017,20:00,Seattle Sounders,Toronto FC,0,1,A,1.66,4.15,5.53,1.67,4.15,5.7,1.62,3.88,5.23
USA,MLS,2017,06/05/2017,23:00,DC United,CF Montreal,0,1,A,1.85,3.7,4.7,2,3.85,4.85,1.83,3.57,4.18
USA,MLS,2017,07/05/2017,00:00,Philadelphia Union,New York Red Bulls,3,0,H,2.91,3.49,2.54,2.92,3.52,2.6,2.74,3.37,2.47
USA,MLS,2017,07/05/2017,00:30,Columbus Crew,New England Revolution,2,0,H,1.91,3.73,4.3,1.93,3.8,4.3,1.85,3.65,3.96
USA,MLS,2017,07/05/2017,01:30,Houston Dynamo,Orlando City,4,0,H,1.97,3.84,3.91,2.01,3.84,4,1.94,3.59,3.68
USA,MLS,2017,07/05/2017,02:30,Real Salt Lake,FC Dallas,0,3,A,3.28,3.45,2.33,3.3,3.46,2.4,3.14,3.24,2.26
USA,MLS,2017,07/05/2017,03:30,Los Angeles Galaxy,Chicago Fire,2,2,D,2.09,3.36,4.01,2.15,3.5,4.01,2.07,3.32,3.56
USA,MLS,2017,07/05/2017,03:30,San Jose Earthquakes,Portland Timbers,3,0,H,2.27,3.26,3.61,2.27,3.35,3.7,2.18,3.2,3.37
USA,MLS,2017,07/05/2017,18:30,Minnesota United,Sporting Kansas City,2,0,H,3.45,3.65,2.17,3.52,3.65,2.2,3.32,3.42,2.11
USA,MLS,2017,07/05/2017,21:00,New York City,Atlanta Utd,3,1,H,1.83,4.14,4.19,1.86,4.2,4.25,1.8,3.92,3.92
USA,MLS,2017,11/05/2017,00:30,Columbus Crew,Toronto FC,1,2,A,2.32,3.43,3.31,2.34,3.75,3.4,2.22,3.35,3.14
USA,MLS,2017,13/05/2017,02:00,Houston Dynamo,Vancouver Whitecaps,2,1,H,1.79,3.88,4.81,1.81,3.9,4.9,1.78,3.66,4.38
USA,MLS,2017,13/05/2017,20:00,Toronto FC,Minnesota United,3,2,H,1.42,5.14,8.01,1.47,5.3,8.3,1.41,4.81,6.88
USA,MLS,2017,13/05/2017,21:00,Colorado Rapids,San Jose Earthquakes,3,0,H,2.4,3.22,3.36,2.42,3.22,3.5,2.3,3.08,3.26
USA,MLS,2017,13/05/2017,22:00,CF Montreal,Columbus Crew,2,3,A,2.15,3.59,3.56,2.15,3.74,3.6,2.09,3.48,3.32
USA,MLS,2017,14/05/2017,00:00,DC United,Philadelphia Union,0,4,A,1.97,3.77,3.96,2,3.92,4,1.92,3.59,3.78
USA,MLS,2017,14/05/2017,00:00,Orlando City,Sporting Kansas City,2,2,D,2.24,3.43,3.48,2.27,3.49,3.55,2.19,3.3,3.24
USA,MLS,2017,14/05/2017,00:30,New England Revolution,Real Salt Lake,4,0,H,1.49,4.87,6.74,1.5,4.95,7.2,1.45,4.54,6.54
USA,MLS,2017,14/05/2017,02:00,Chicago Fire,Seattle Sounders,4,1,H,2.32,3.44,3.3,2.32,3.5,3.5,2.18,3.32,3.26
USA,MLS,2017,14/05/2017,21:00,Portland Timbers,Atlanta Utd,1,1,D,1.72,4.23,4.82,1.75,4.3,4.82,1.7,3.98,4.47
USA,MLS,2017,14/05/2017,23:00,New York Red Bulls,Los Angeles Galaxy,1,3,A,1.68,4.16,5.33,1.68,4.2,5.75,1.62,3.97,5.17
USA,MLS,2017,15/05/2017,01:00,FC Dallas,New York City,1,1,D,1.49,4.59,7.28,1.63,4.8,8,1.5,4.31,6.13
USA,MLS,2017,18/05/2017,00:30,Philadelphia Union,Houston Dynamo,2,0,H,2.01,3.8,3.77,2.1,3.8,3.77,2,3.53,3.53
USA,MLS,2017,18/05/2017,01:30,Chicago Fire,Colorado Rapids,3,0,H,1.75,3.83,5.24,1.77,3.9,5.7,1.69,3.63,5.08
USA,MLS,2017,18/05/2017,01:30,Sporting Kansas City,Seattle Sounders,3,0,H,1.72,3.85,5.43,1.74,3.88,5.8,1.69,3.66,5.01
USA,MLS,2017,18/05/2017,02:00,Real Salt Lake,New York City,2,1,H,2.4,3.55,3.01,2.5,3.7,3.1,2.31,3.45,2.9
USA,MLS,2017,18/05/2017,03:30,San Jose Earthquakes,Orlando City,1,1,D,1.85,3.8,4.52,1.85,3.84,4.75,1.79,3.61,4.37
USA,MLS,2017,20/05/2017,00:30,New York Red Bulls,Toronto FC,1,1,D,2.19,3.35,3.71,2.2,3.66,3.75,2.1,3.35,3.41
USA,MLS,2017,20/05/2017,20:00,CF Montreal,Portland Timbers,4,1,H,2.22,3.58,3.39,2.22,3.65,3.39,2.16,3.48,3.14
USA,MLS,2017,20/05/2017,21:00,DC United,Chicago Fire,0,1,A,2.41,3.59,3.02,2.47,3.6,3.15,2.3,3.43,2.94
USA,MLS,2017,20/05/2017,22:00,Seattle Sounders,Real Salt Lake,1,0,H,1.36,5.35,9.51,1.39,5.44,9.51,1.36,4.83,8.24
USA,MLS,2017,21/05/2017,00:00,Atlanta Utd,Houston Dynamo,4,1,H,1.8,3.95,4.62,1.85,3.95,4.62,1.77,3.75,4.25
USA,MLS,2017,21/05/2017,00:00,Philadelphia Union,Colorado Rapids,2,1,H,1.88,3.67,4.54,1.91,3.76,5.2,1.79,3.52,4.47
USA,MLS,2017,21/05/2017,00:00,Vancouver Whitecaps,Sporting Kansas City,2,0,H,2.28,3.41,3.42,2.37,3.43,3.42,2.27,3.27,3.13
USA,MLS,2017,21/05/2017,01:00,FC Dallas,San Jose Earthquakes,0,1,A,1.56,4.21,6.77,1.57,4.25,7.1,1.52,3.98,6.36
USA,MLS,2017,21/05/2017,19:30,New England Revolution,Columbus Crew,2,1,H,1.89,3.92,4.16,2.04,3.94,4.16,1.87,3.74,3.8
USA,MLS,2017,21/05/2017,22:00,Minnesota United,Los Angeles Galaxy,1,2,A,2.46,3.58,2.95,2.55,3.75,2.95,2.39,3.45,2.79
USA,MLS,2017,22/05/2017,00:00,Orlando City,New York City,0,3,A,2.11,3.77,3.5,2.15,3.86,3.62,2.06,3.58,3.31
USA,MLS,2017,26/05/2017,01:30,Chicago Fire,FC Dallas,2,1,H,1.85,3.75,4.61,2.01,3.8,4.7,1.85,3.53,4.15
USA,MLS,2017,27/05/2017,00:00,Toronto FC,Columbus Crew,5,0,H,2.14,3.49,3.68,2.14,3.6,4.15,2.03,3.46,3.51
USA,MLS,2017,27/05/2017,20:00,Seattle Sounders,Portland Timbers,1,0,H,1.72,4.02,5.12,1.76,4.05,5.12,1.71,3.8,4.58
USA,MLS,2017,28/05/2017,00:00,Vancouver Whitecaps,DC United,0,1,A,1.64,4.03,6,1.69,4.03,6,1.62,3.83,5.31
USA,MLS,2017,28/05/2017,00:30,New York Red Bulls,New England Revolution,2,1,H,1.79,3.93,4.69,1.8,4.05,4.95,1.72,3.87,4.43
USA,MLS,2017,28/05/2017,01:00,Colorado Rapids,Sporting Kansas City,1,0,H,2.76,3.22,2.85,2.86,3.25,2.86,2.65,3.06,2.74
USA,MLS,2017,28/05/2017,01:00,Minnesota United,Orlando City,1,0,H,2.4,3.55,3.06,2.42,3.6,3.06,2.3,3.45,2.93
USA,MLS,2017,28/05/2017,01:00,Real Salt Lake,Philadelphia Union,1,0,H,2.24,3.63,3.31,2.27,3.63,3.4,2.16,3.45,3.19
USA,MLS,2017,28/05/2017,03:00,San Jose Earthquakes,Los Angeles Galaxy,2,4,A,2.01,3.38,4.32,2.05,3.42,4.35,1.96,3.3,3.95
USA,MLS,2017,28/05/2017,22:00,Atlanta Utd,New York City,3,1,H,2.18,3.72,3.36,2.21,3.9,3.36,2.1,3.68,3.14
USA,MLS,2017,29/05/2017,01:00,FC Dallas,Houston Dynamo,0,0,D,1.69,3.98,5.48,1.71,4.2,5.6,1.65,3.86,5
USA,MLS,2017,01/06/2017,00:30,Columbus Crew,Seattle Sounders,3,0,H,1.83,4.03,4.32,1.88,4.1,4.45,1.82,3.71,4.07
USA,MLS,2017,01/06/2017,00:30,New York City,New England Revolution,2,2,D,1.93,3.72,4.2,1.95,4,4.4,1.86,3.75,3.83
USA,MLS,2017,01/06/2017,00:30,Orlando City,DC United,2,0,H,1.61,4.36,5.69,1.65,4.36,6,1.59,4.01,5.31
USA,MLS,2017,01/06/2017,01:30,Houston Dynamo,Real Salt Lake,5,1,H,1.6,4.47,5.64,1.62,4.5,5.75,1.57,4.17,5.26
USA,MLS,2017,03/06/2017,04:00,Portland Timbers,San Jose Earthquakes,2,0,H,1.81,3.97,4.54,1.81,4,5.1,1.75,3.76,4.38
USA,MLS,2017,03/06/2017,18:00,New York City,Philadelphia Union,2,1,H,1.71,4.12,5.05,1.73,4.4,5.2,1.68,3.95,4.65
USA,MLS,2017,03/06/2017,22:00,Sporting Kansas City,Minnesota United,3,0,H,1.4,5.03,8.97,1.44,5.2,8.97,1.39,4.69,7.5
USA,MLS,2017,03/06/2017,22:30,Vancouver Whitecaps,Atlanta Utd,3,1,H,2.06,3.74,3.68,2.13,3.8,3.8,2,3.53,3.53
USA,MLS,2017,04/06/2017,00:00,DC United,Los Angeles Galaxy,0,0,D,2.34,3.6,3.12,2.37,3.66,3.35,2.24,3.42,3.04
USA,MLS,2017,04/06/2017,00:30,CF Montreal,New York Red Bulls,1,0,H,2.32,3.56,3.19,2.36,3.66,3.19,2.28,3.42,2.98
USA,MLS,2017,04/06/2017,00:30,New England Revolution,Toronto FC,3,0,H,2.32,3.5,3.25,2.32,3.66,3.3,2.21,3.37,3.15
USA,MLS,2017,04/06/2017,01:00,FC Dallas,Real Salt Lake,6,2,H,1.46,4.93,7.19,1.49,5,7.8,1.43,4.5,6.85
USA,MLS,2017,04/06/2017,02:00,Colorado Rapids,Columbus Crew,2,1,H,2.45,3.35,3.14,2.53,3.39,3.15,2.37,3.19,3
USA,MLS,2017,05/06/2017,00:30,Orlando City,Chicago Fire,0,0,D,2.34,3.54,3.18,2.34,3.62,3.26,2.25,3.42,3.04
USA,MLS,2017,05/06/2017,03:00,Seattle Sounders,Houston Dynamo,1,0,H,1.8,3.74,4.95,1.81,3.82,4.95,1.76,3.63,4.54
USA,MLS,2017,10/06/2017,21:00,Chicago Fire,Atlanta Utd,2,0,H,1.76,4.15,4.63,1.77,4.25,4.82,1.71,3.88,4.43
USA,MLS,2017,11/06/2017,01:00,Sporting Kansas City,CF Montreal,1,1,D,1.5,4.71,6.89,1.53,4.75,7.31,1.47,4.34,6.46
USA,MLS,2017,11/06/2017,03:30,Portland Timbers,FC Dallas,2,0,H,2.06,3.79,3.62,2.11,3.79,4,1.98,3.55,3.56
USA,MLS,2017,17/06/2017,18:00,New York City,Seattle Sounders,2,1,H,2.02,3.6,3.96,2.17,3.7,4,2.01,3.45,3.58
USA,MLS,2017,18/06/2017,00:00,Atlanta Utd,Columbus Crew,3,1,H,1.85,3.89,4.4,1.89,4,4.45,1.8,3.81,4.03
USA,MLS,2017,18/06/2017,00:30,New England Revolution,Chicago Fire,1,2,A,2.07,3.73,3.64,2.1,3.73,3.7,2.03,3.5,3.46
USA,MLS,2017,18/06/2017,00:30,Orlando City,CF Montreal,3,3,D,2.1,3.58,3.7,2.14,3.7,3.95,2.03,3.44,3.55
USA,MLS,2017,18/06/2017,01:00,Toronto FC,DC United,2,0,H,1.39,5.29,8.54,1.41,5.3,8.79,1.38,4.78,7.55
USA,MLS,2017,18/06/2017,02:00,San Jose Earthquakes,Sporting Kansas City,0,0,D,2.81,3.22,2.79,2.84,3.22,2.9,2.66,3.06,2.74
USA,MLS,2017,18/06/2017,02:30,Colorado Rapids,Portland Timbers,2,1,H,2.72,3.26,2.85,2.77,3.3,3.01,2.59,3.14,2.76
USA,MLS,2017,18/06/2017,03:00,Real Salt Lake,Minnesota United,1,0,H,1.72,4.12,4.97,1.76,4.15,4.97,1.69,3.9,4.57
USA,MLS,2017,18/06/2017,03:00,Vancouver Whitecaps,FC Dallas,1,1,D,2.54,3.41,2.95,2.55,3.44,3.1,2.42,3.26,2.88
USA,MLS,2017,18/06/2017,04:00,Los Angeles Galaxy,Houston Dynamo,2,2,D,2.86,3.31,2.68,2.87,3.5,2.85,2.63,3.29,2.61
USA,MLS,2017,18/06/2017,22:00,Philadelphia Union,New York Red Bulls,0,2,A,2.31,3.5,3.27,2.41,3.65,3.36,2.27,3.39,3.02
USA,MLS,2017,22/06/2017,00:30,DC United,Atlanta Utd,2,1,H,2.82,3.35,2.69,2.88,3.5,2.69,2.72,3.29,2.53
USA,MLS,2017,22/06/2017,01:00,Minnesota United,Portland Timbers,3,2,H,3.18,3.72,2.26,3.18,3.82,2.31,3.03,3.54,2.2
USA,MLS,2017,22/06/2017,02:00,Colorado Rapids,Los Angeles Galaxy,1,3,A,1.99,3.41,4.38,2.02,3.55,4.45,1.94,3.37,3.93
USA,MLS,2017,22/06/2017,03:30,Seattle Sounders,Orlando City,1,1,D,1.56,4.3,6.6,1.6,4.33,6.65,1.54,4.07,5.94
