Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Jan 26 2013,New Zealand Breakers,91,,Wollongong Hawks,74,,,
Sun Jan 27 2013,Adelaide 36ers,80,,Melbourne Tigers,87,,,
Fri Feb 1 2013,Wollongong Hawks,86,,Adelaide 36ers,78,,,
Fri Feb 1 2013,Perth Wildcats,81,,New Zealand Breakers,98,,,
Sat Feb 2 2013,Sydney Kings,78,,Townsville Crocodiles,90,,,
Sun Feb 3 2013,Cairns Taipans,64,,Melbourne Tigers,67,,,
Sun Feb 3 2013,Wollongong Hawks,52,,Perth Wildcats,80,,,
Fri Feb 8 2013,Melbourne Tigers,77,,Wollongong Hawks,70,,,
Fri Feb 8 2013,Adelaide 36ers,67,,Perth Wildcats,73,,,
Sat Feb 9 2013,New Zealand Breakers,96,,Sydney Kings,94,,,
Sat Feb 9 2013,Cairns Taipans,108,,Townsville Crocodiles,111,,,
Sun Feb 10 2013,Melbourne Tigers,84,,Adelaide 36ers,71,,,
Fri Feb 15 2013,Wollongong Hawks,84,,New Zealand Breakers,92,,,
Fri Feb 15 2013,Townsville Crocodiles,52,,Perth Wildcats,80,,,
Fri Feb 15 2013,Cairns Taipans,78,,Sydney Kings,75,,,
Sat Feb 16 2013,Adelaide 36ers,71,,Cairns Taipans,68,,,
Sun Feb 17 2013,Townsville Crocodiles,62,,Wollongong Hawks,86,,,
Sun Feb 17 2013,Perth Wildcats,83,,Melbourne Tigers,79,,,
Thu Feb 21 2013,Melbourne Tigers,58,,Perth Wildcats,78,,,
Fri Feb 22 2013,Townsville Crocodiles,75,,Cairns Taipans,78,,,
Fri Feb 22 2013,Adelaide 36ers,91,,Wollongong Hawks,90,,,
Sun Feb 24 2013,Perth Wildcats,97,,Sydney Kings,71,,,
Thu Feb 28 2013,Adelaide 36ers,79,,New Zealand Breakers,104,,,
Fri Mar 1 2013,Perth Wildcats,72,,Cairns Taipans,78,,,
Sat Mar 2 2013,Wollongong Hawks,88,,Melbourne Tigers,82,,,
Sun Mar 3 2013,Townsville Crocodiles,67,,Sydney Kings,83,,,
Thu Mar 7 2013,Cairns Taipans,77,,New Zealand Breakers,80,,,
Fri Mar 8 2013,Sydney Kings,56,,Perth Wildcats,83,,,
Sat Mar 9 2013,Cairns Taipans,70,,Adelaide 36ers,69,,,
Sat Mar 9 2013,Wollongong Hawks,64,,Townsville Crocodiles,69,,,
Sun Mar 10 2013,New Zealand Breakers,79,,Melbourne Tigers,74,,,
Thu Mar 14 2013,Melbourne Tigers,84,,New Zealand Breakers,114,,,
Fri Mar 15 2013,Adelaide 36ers,73,,Cairns Taipans,76,,,
Fri Mar 15 2013,Sydney Kings,74,,Wollongong Hawks,81,,,
Sun Mar 17 2013,Cairns Taipans,53,,Perth Wildcats,70,,,
Sun Mar 17 2013,Melbourne Tigers,73,,Townsville Crocodiles,75,,,
Fri Mar 22 2013,Melbourne Tigers,66,,Cairns Taipans,64,,,
Fri Mar 22 2013,New Zealand Breakers,58,,Perth Wildcats,73,,,
Fri Mar 22 2013,Townsville Crocodiles,74,,Sydney Kings,81,,,
Sat Mar 23 2013,Adelaide 36ers,64,,Wollongong Hawks,74,,,
Sun Mar 24 2013,Townsville Crocodiles,70,,Melbourne Tigers,78,,,
