Date,Team,PTS,,Opp,PTS,,OT,Notes
Sat Oct 1 2022,Sydney Kings,106,,Illawarra Hawks,97,,,
Sat Oct 1 2022,New Zealand Breakers,97,,Melbourne United,101,,OT,
Sat Oct 1 2022,Tasmania JackJumpers,79,,South East Melbourne Phoenix,84,,,
Sun Oct 2 2022,Brisbane Bullets,73,,Perth Wildcats,87,,,
Mon Oct 3 2022,Cairns Taipans,106,,Tasmania JackJumpers,84,,,
Thu Oct 6 2022,South East Melbourne Phoenix,72,,Illawarra Hawks,85,,,
Fri Oct 7 2022,Tasmania JackJumpers,65,,New Zealand Breakers,71,,,
Fri Oct 7 2022,Brisbane Bullets,90,,Sydney Kings,100,,,
Sat Oct 8 2022,Illawarra Hawks,71,,Perth Wildcats,77,,,
Sat Oct 8 2022,Cairns Taipans,85,,South East Melbourne Phoenix,76,,,
Sat Oct 8 2022,Brisbane Bullets,86,,Tasmania JackJumpers,90,,OT,
Sun Oct 9 2022,Sydney Kings,91,,Melbourne United,71,,,
Mon Oct 10 2022,Perth Wildcats,105,,Cairns Taipans,76,,,
Thu Oct 13 2022,Tasmania JackJumpers,97,,Adelaide 36ers,72,,,
Fri Oct 14 2022,Melbourne United,84,,Perth Wildcats,81,,,
Fri Oct 14 2022,Cairns Taipans,83,,Sydney Kings,78,,,
Sat Oct 15 2022,Illawarra Hawks,80,,Adelaide 36ers,90,,,
Sat Oct 15 2022,Tasmania JackJumpers,74,,Melbourne United,64,,,
Sat Oct 15 2022,New Zealand Breakers,85,,South East Melbourne Phoenix,77,,,
Sun Oct 16 2022,Sydney Kings,102,,Brisbane Bullets,85,,,
Mon Oct 17 2022,New Zealand Breakers,88,,Illawarra Hawks,62,,,
Thu Oct 20 2022,Cairns Taipans,81,,Melbourne United,77,,,
Thu Oct 20 2022,South East Melbourne Phoenix,99,,New Zealand Breakers,77,,,
Fri Oct 21 2022,Adelaide 36ers,92,,Sydney Kings,88,,,
Sat Oct 22 2022,New Zealand Breakers,68,,Cairns Taipans,64,,,
Sat Oct 22 2022,Brisbane Bullets,88,,South East Melbourne Phoenix,89,,,
Sat Oct 22 2022,Perth Wildcats,72,,Tasmania JackJumpers,103,,,
Sun Oct 23 2022,Sydney Kings,87,,Melbourne United,69,,,
Mon Oct 24 2022,Brisbane Bullets,82,,Illawarra Hawks,56,,,
Thu Oct 27 2022,Illawarra Hawks,61,,Brisbane Bullets,86,,,
Fri Oct 28 2022,New Zealand Breakers,99,,Adelaide 36ers,70,,,
Fri Oct 28 2022,South East Melbourne Phoenix,91,,Perth Wildcats,90,,,
Sat Oct 29 2022,Melbourne United,106,,Illawarra Hawks,100,,2OT,
Sat Oct 29 2022,Tasmania JackJumpers,62,,New Zealand Breakers,94,,,
Sat Oct 29 2022,Cairns Taipans,103,,Sydney Kings,106,,,
Sun Oct 30 2022,Adelaide 36ers,98,,South East Melbourne Phoenix,103,,OT,
Mon Oct 31 2022,Perth Wildcats,77,,Melbourne United,94,,,
Thu Nov 3 2022,Adelaide 36ers,96,,Illawarra Hawks,80,,,
Thu Nov 3 2022,Tasmania JackJumpers,85,,Perth Wildcats,77,,,
Fri Nov 4 2022,Melbourne United,72,,Cairns Taipans,97,,,
Sat Nov 5 2022,Perth Wildcats,94,,Adelaide 36ers,89,,,
Sat Nov 5 2022,Sydney Kings,81,,New Zealand Breakers,77,,,
Sat Nov 5 2022,Brisbane Bullets,74,,Tasmania JackJumpers,72,,,
Sun Nov 6 2022,South East Melbourne Phoenix,85,,Melbourne United,110,,,
Thu Nov 17 2022,Adelaide 36ers,91,,Melbourne United,86,,,
Thu Nov 17 2022,South East Melbourne Phoenix,96,,Perth Wildcats,103,,,
Fri Nov 18 2022,New Zealand Breakers,84,,Tasmania JackJumpers,76,,,
Sat Nov 19 2022,Cairns Taipans,90,,Brisbane Bullets,82,,,
Sat Nov 19 2022,Adelaide 36ers,83,,New Zealand Breakers,89,,,
Sat Nov 19 2022,Melbourne United,69,,South East Melbourne Phoenix,84,,,
Sun Nov 20 2022,Illawarra Hawks,82,,Sydney Kings,83,,,
Thu Nov 24 2022,Adelaide 36ers,96,,Perth Wildcats,82,,,
Fri Nov 25 2022,New Zealand Breakers,82,,Cairns Taipans,71,,,
Sat Nov 26 2022,Tasmania JackJumpers,94,,Melbourne United,90,,,
Sat Nov 26 2022,Brisbane Bullets,79,,New Zealand Breakers,116,,,
Sun Nov 27 2022,Illawarra Hawks,78,,South East Melbourne Phoenix,112,,,
Mon Nov 28 2022,Sydney Kings,88,,Cairns Taipans,94,,OT,
Thu Dec 1 2022,Perth Wildcats,95,,Brisbane Bullets,106,,OT,
Thu Dec 1 2022,South East Melbourne Phoenix,84,,New Zealand Breakers,110,,,
Fri Dec 2 2022,Cairns Taipans,75,,Adelaide 36ers,78,,,
Sun Dec 4 2022,Tasmania JackJumpers,99,,Brisbane Bullets,84,,,
Sat Dec 3 2022,Perth Wildcats,92,,New Zealand Breakers,84,,,
Sat Dec 3 2022,Melbourne United,72,,South East Melbourne Phoenix,78,,,
Sat Dec 3 2022,Adelaide 36ers,78,,Sydney Kings,97,,,
Mon Dec 5 2022,Melbourne United,79,,Illawarra Hawks,93,,,
Thu Dec 8 2022,Sydney Kings,88,,New Zealand Breakers,81,,,
Thu Dec 8 2022,Illawarra Hawks,72,,South East Melbourne Phoenix,111,,,
Fri Dec 9 2022,Perth Wildcats,98,,Adelaide 36ers,90,,,
Sat Dec 10 2022,Illawarra Hawks,101,,Cairns Taipans,102,,2OT,
Sat Dec 10 2022,Brisbane Bullets,88,,Melbourne United,104,,,
Sat Dec 10 2022,Adelaide 36ers,84,,South East Melbourne Phoenix,102,,,
Sun Dec 11 2022,Tasmania JackJumpers,84,,Sydney Kings,76,,,
Mon Dec 12 2022,Melbourne United,89,,Perth Wildcats,90,,,
Wed Dec 14 2022,Brisbane Bullets,76,,Cairns Taipans,85,,,
Thu Dec 15 2022,South East Melbourne Phoenix,76,,Melbourne United,92,,,
Fri Dec 16 2022,Sydney Kings,86,,Illawarra Hawks,79,,,
Fri Dec 16 2022,New Zealand Breakers,,,Perth Wildcats,,,,Postponed
Sat Dec 17 2022,Brisbane Bullets,77,,Adelaide 36ers,108,,,
Sun Dec 18 2022,Illawarra Hawks,77,,Melbourne United,88,,,
Sat Dec 17 2022,Sydney Kings,112,,South East Melbourne Phoenix,113,,2OT,
Sat Dec 17 2022,Cairns Taipans,91,,Tasmania JackJumpers,82,,,
Mon Dec 19 2022,Tasmania JackJumpers,82,,Adelaide 36ers,93,,,
Tue Dec 20 2022,Perth Wildcats,105,,Cairns Taipans,83,,,
Wed Dec 21 2022,New Zealand Breakers,,,Brisbane Bullets,,,,Postponed
Wed Dec 21 2022,South East Melbourne Phoenix,104,,Brisbane Bullets,77,,,
Thu Dec 22 2022,Illawarra Hawks,60,,Tasmania JackJumpers,87,,,
Fri Dec 23 2022,Cairns Taipans,81,,Melbourne United,84,,,
Sat Dec 24 2022,South East Melbourne Phoenix,88,,Adelaide 36ers,94,,,
Sun Dec 25 2022,Melbourne United,80,,Sydney Kings,101,,,
Mon Dec 26 2022,New Zealand Breakers,82,,Tasmania JackJumpers,93,,,
Tue Dec 27 2022,Perth Wildcats,93,,Brisbane Bullets,97,,OT,
Thu Dec 29 2022,Brisbane Bullets,84,,Adelaide 36ers,87,,,
Fri Dec 30 2022,Tasmania JackJumpers,77,,Sydney Kings,97,,,
Sun Jan 1 2023,Melbourne United,99,,Brisbane Bullets,86,,,
Sat Dec 31 2022,Adelaide 36ers,83,,Cairns Taipans,86,,,
Sat Dec 31 2022,Perth Wildcats,107,,Illawarra Hawks,97,,,
Sat Dec 31 2022,South East Melbourne Phoenix,74,,Tasmania JackJumpers,99,,,
Mon Jan 2 2023,Cairns Taipans,96,,Illawarra Hawks,89,,,
Wed Jan 4 2023,Perth Wildcats,94,,New Zealand Breakers,97,,,
Wed Jan 4 2023,South East Melbourne Phoenix,102,,Sydney Kings,118,,,
Thu Jan 5 2023,Cairns Taipans,107,,Brisbane Bullets,81,,,
Fri Jan 6 2023,Illawarra Hawks,95,,Adelaide 36ers,103,,,
Sat Jan 7 2023,New Zealand Breakers,85,,Adelaide 36ers,83,,,
Sun Jan 8 2023,South East Melbourne Phoenix,85,,Cairns Taipans,94,,,
Sat Jan 7 2023,Perth Wildcats,87,,Sydney Kings,108,,,
Sat Jan 7 2023,Melbourne United,92,,Tasmania JackJumpers,85,,,
Tue Jan 10 2023,Tasmania JackJumpers,92,,Illawarra Hawks,89,,,
Tue Jan 10 2023,New Zealand Breakers,90,,Perth Wildcats,93,,,
Wed Jan 11 2023,Sydney Kings,116,,Brisbane Bullets,67,,,
Thu Jan 12 2023,Melbourne United,77,,New Zealand Breakers,65,,,
Thu Jan 12 2023,Adelaide 36ers,82,,Tasmania JackJumpers,98,,,
Fri Jan 13 2023,Illawarra Hawks,84,,Cairns Taipans,89,,,
Sat Jan 14 2023,Melbourne United,101,,Brisbane Bullets,91,,,
