Date,Team,PTS,,Opp,PTS,,OT,Notes
Thu Oct 10 2013,Wollongong Hawks,73,,New Zealand Breakers,92,,,
Fri Oct 11 2013,Adelaide 36ers,80,,Perth Wildcats,83,,,
Sat Oct 12 2013,Cairns Taipans,103,,Townsville Crocodiles,92,,,
Sun Oct 13 2013,Melbourne Tigers,69,,Sydney Kings,73,,,
Fri Oct 18 2013,Sydney Kings,69,,Perth Wildcats,81,,,
Fri Oct 18 2013,New Zealand Breakers,84,,Townsville Crocodiles,94,,,
Sat Oct 19 2013,Wollongong Hawks,91,,Adelaide 36ers,97,,,
Sat Oct 19 2013,New Zealand Breakers,85,,Cairns Taipans,86,,,
Sun Oct 20 2013,Perth Wildcats,75,,Melbourne Tigers,71,,,
Thu Oct 24 2013,Perth Wildcats,96,,New Zealand Breakers,89,,,
Fri Oct 25 2013,Adelaide 36ers,87,,Cairns Taipans,84,,,
Sat Oct 26 2013,Townsville Crocodiles,81,,Wollongong Hawks,85,,,
Sun Oct 27 2013,Adelaide 36ers,79,,Melbourne Tigers,93,,,
Sun Oct 27 2013,Perth Wildcats,82,,Sydney Kings,72,,,
Thu Oct 31 2013,Adelaide 36ers,96,,New Zealand Breakers,93,,,
Fri Nov 1 2013,Wollongong Hawks,47,,Perth Wildcats,87,,,
Fri Nov 1 2013,Sydney Kings,88,,Townsville Crocodiles,86,,,
Sat Nov 2 2013,Melbourne Tigers,86,,Cairns Taipans,74,,,
Sun Nov 3 2013,Sydney Kings,84,,Adelaide 36ers,97,,,
Sun Nov 3 2013,New Zealand Breakers,97,,Wollongong Hawks,89,,,
Fri Nov 8 2013,Melbourne Tigers,87,,Adelaide 36ers,90,,,
Fri Nov 8 2013,Cairns Taipans,86,,Sydney Kings,99,,,
Fri Nov 8 2013,New Zealand Breakers,78,,Townsville Crocodiles,91,,,
Sun Nov 10 2013,Wollongong Hawks,76,,Melbourne Tigers,81,,,
Thu Nov 14 2013,Cairns Taipans,68,,Perth Wildcats,75,,,
Fri Nov 15 2013,Adelaide 36ers,95,,New Zealand Breakers,94,,,
Fri Nov 15 2013,Townsville Crocodiles,67,,Sydney Kings,88,,,
Sat Nov 16 2013,Cairns Taipans,85,,Melbourne Tigers,88,,,
Sun Nov 17 2013,Perth Wildcats,89,,Wollongong Hawks,76,,,
Fri Nov 22 2013,Perth Wildcats,86,,Adelaide 36ers,91,,,
Fri Nov 22 2013,Townsville Crocodiles,72,,New Zealand Breakers,78,,,
Sat Nov 23 2013,Wollongong Hawks,75,,Cairns Taipans,73,,,
Sun Nov 24 2013,Townsville Crocodiles,90,,Melbourne Tigers,75,,,
Sun Nov 24 2013,Sydney Kings,55,,Perth Wildcats,98,,,
Thu Nov 28 2013,Melbourne Tigers,74,,New Zealand Breakers,84,,,
Fri Nov 29 2013,Wollongong Hawks,81,,Adelaide 36ers,82,,,
Sat Nov 30 2013,Perth Wildcats,85,,Cairns Taipans,75,,,
