Date,Team,PTS,,Opp,PTS,,OT,Notes
Sun Nov 9 2014,Melbourne United,59,,Perth Wildcats,68,,,
Sun Nov 9 2014,Adelaide 36ers,100,,Sydney Kings,107,,,
Sun Nov 9 2014,New Zealand Breakers,87,,Townsville Crocodiles,80,,,
Wed Nov 12 2014,Cairns Taipans,76,,Melbourne United,91,,,
Fri Nov 14 2014,Wollongong Hawks,55,,New Zealand Breakers,71,,,
Fri Nov 14 2014,Townsville Crocodiles,78,,Perth Wildcats,93,,,
Sat Nov 15 2014,Melbourne United,118,,Adelaide 36ers,79,,,
Sun Nov 16 2014,Perth Wildcats,85,,Sydney Kings,66,,,
Thu Nov 20 2014,Cairns Taipans,76,,Sydney Kings,93,,,
Fri Nov 21 2014,Perth Wildcats,84,,Adelaide 36ers,74,,,
Fri Nov 21 2014,Melbourne United,72,,New Zealand Breakers,80,,,
Sat Nov 22 2014,Wollongong Hawks,65,,Cairns Taipans,69,,,
Sun Nov 23 2014,Perth Wildcats,76,,Melbourne United,91,,,
Sun Nov 23 2014,Wollongong Hawks,75,,Townsville Crocodiles,107,,,
Thu Nov 27 2014,Adelaide 36ers,91,,Melbourne United,94,,,
Fri Nov 28 2014,Townsville Crocodiles,76,,Wollongong Hawks,90,,,
Fri Nov 28 2014,Sydney Kings,96,,New Zealand Breakers,107,,,
Fri Nov 28 2014,Cairns Taipans,66,,Perth Wildcats,84,,,
Sun Nov 30 2014,Sydney Kings,90,,Adelaide 36ers,83,,,
Sun Nov 30 2014,Townsville Crocodiles,82,,Cairns Taipans,91,,,
Fri Dec 5 2014,Wollongong Hawks,55,,Perth Wildcats,79,,,
Fri Dec 5 2014,Adelaide 36ers,84,,Townsville Crocodiles,96,,,
Sat Dec 6 2014,Adelaide 36ers,80,,Cairns Taipans,85,,,
Sat Dec 6 2014,New Zealand Breakers,69,,Sydney Kings,82,,,
Sun Dec 7 2014,Townsville Crocodiles,79,,Melbourne United,83,,,
Thu Dec 11 2014,Perth Wildcats,66,,New Zealand Breakers,77,,,
Fri Dec 12 2014,Melbourne United,77,,Adelaide 36ers,90,,,
Fri Dec 12 2014,Townsville Crocodiles,61,,Cairns Taipans,77,,,
Sat Dec 13 2014,Sydney Kings,77,,Wollongong Hawks,82,,,
Sun Dec 14 2014,New Zealand Breakers,92,,Melbourne United,87,,,
Sun Dec 14 2014,Adelaide 36ers,76,,Perth Wildcats,97,,,
Thu Dec 18 2014,Perth Wildcats,74,,Sydney Kings,78,,,
Fri Dec 19 2014,Cairns Taipans,86,,Adelaide 36ers,90,,,
Fri Dec 19 2014,Melbourne United,103,,Wollongong Hawks,98,,,
Fri Dec 19 2014,Townsville Crocodiles,84,,New Zealand Breakers,96,,,
Sun Dec 21 2014,New Zealand Breakers,59,,Cairns Taipans,83,,,
Sun Dec 21 2014,Sydney Kings,101,,Melbourne United,105,,,
Fri Dec 26 2014,New Zealand Breakers,97,,Sydney Kings,85,,,
Sat Dec 27 2014,Townsville Crocodiles,84,,Adelaide 36ers,91,,,
Sat Dec 27 2014,Cairns Taipans,100,,Wollongong Hawks,93,,,
Sun Dec 28 2014,Perth Wildcats,81,,Melbourne United,80,,,
Wed Dec 31 2014,Adelaide 36ers,84,,Cairns Taipans,77,,,
Wed Dec 31 2014,Perth Wildcats,86,,Wollongong Hawks,77,,,
Wed Dec 31 2014,Sydney Kings,92,,Townsville Crocodiles,93,,,
Fri Jan 2 2015,Melbourne United,82,,Sydney Kings,68,,,
Sat Jan 3 2015,Cairns Taipans,79,,Townsville Crocodiles,75,,,
Sun Jan 4 2015,New Zealand Breakers,81,,Adelaide 36ers,74,,,
Thu Jan 8 2015,Wollongong Hawks,91,,New Zealand Breakers,98,,,
Fri Jan 9 2015,Perth Wildcats,76,,Cairns Taipans,91,,,
Fri Jan 9 2015,Townsville Crocodiles,98,,Sydney Kings,89,,,
Sat Jan 10 2015,Adelaide 36ers,91,,Melbourne United,89,,,
Sun Jan 11 2015,New Zealand Breakers,86,,Wollongong Hawks,84,,,
Sun Jan 11 2015,Cairns Taipans,78,,Townsville Crocodiles,73,,,
Fri Jan 16 2015,Adelaide 36ers,106,,Perth Wildcats,102,,,
Fri Jan 16 2015,Sydney Kings,89,,Townsville Crocodiles,81,,,
Sat Jan 17 2015,Sydney Kings,76,,Cairns Taipans,80,,,
Sun Jan 18 2015,Wollongong Hawks,78,,Adelaide 36ers,83,,,
Sun Jan 18 2015,Melbourne United,75,,New Zealand Breakers,88,,,
Wed Jan 21 2015,Melbourne United,86,,Perth Wildcats,78,,,
Fri Jan 23 2015,Adelaide 36ers,89,,Wollongong Hawks,85,,,
Fri Jan 23 2015,Sydney Kings,101,,New Zealand Breakers,81,,,
Fri Jan 23 2015,Perth Wildcats,93,,Townsville Crocodiles,85,,,
Sat Jan 24 2015,Perth Wildcats,66,,Cairns Taipans,92,,,
Sun Jan 25 2015,Townsville Crocodiles,81,,Melbourne United,69,,,
Sun Jan 25 2015,Adelaide 36ers,105,,Sydney Kings,86,,,
Thu Jan 29 2015,Perth Wildcats,79,,New Zealand Breakers,90,,,
Fri Jan 30 2015,Melbourne United,82,,Wollongong Hawks,93,,,
Sun Feb 1 2015,Townsville Crocodiles,77,,Adelaide 36ers,84,,,
Sun Feb 1 2015,Wollongong Hawks,60,,Cairns Taipans,63,,,
Sun Feb 1 2015,Sydney Kings,61,,Perth Wildcats,80,,,
Fri Feb 6 2015,Sydney Kings,78,,Adelaide 36ers,97,,,
Fri Feb 6 2015,Cairns Taipans,54,,Perth Wildcats,65,,,
Sat Feb 7 2015,Wollongong Hawks,82,,Melbourne United,76,,,
Sat Feb 7 2015,New Zealand Breakers,71,,Townsville Crocodiles,79,,,
Sun Feb 8 2015,Cairns Taipans,92,,Sydney Kings,78,,,
Thu Feb 12 2015,Adelaide 36ers,93,,New Zealand Breakers,88,,,
Fri Feb 13 2015,Melbourne United,62,,Cairns Taipans,84,,,
Sat Feb 14 2015,Melbourne United,68,,Townsville Crocodiles,105,,,
Sun Feb 15 2015,New Zealand Breakers,89,,Perth Wildcats,87,,,
Sun Feb 15 2015,Wollongong Hawks,75,,Sydney Kings,73,,,
Fri Feb 20 2015,Perth Wildcats,94,,Adelaide 36ers,101,,,
Fri Feb 20 2015,Melbourne United,91,,Sydney Kings,88,,,
Fri Feb 20 2015,Wollongong Hawks,66,,Townsville Crocodiles,82,,,
Sun Feb 22 2015,Adelaide 36ers,105,,Wollongong Hawks,85,,,
Sun Feb 22 2015,Sydney Kings,92,,Melbourne United,95,,,
Sun Feb 22 2015,Cairns Taipans,81,,New Zealand Breakers,77,,,
Sun Feb 22 2015,Townsville Crocodiles,71,,Perth Wildcats,81,,,
