Date,Team,PTS,,Opp,PTS,,OT,Notes
Thu Oct 6 2016,Perth Wildcats,65,,Brisbane Bullets,72,,,
Fri Oct 7 2016,Adelaide 36ers,88,,Illawarra Hawks,122,,,
Fri Oct 7 2016,Melbourne United,71,,New Zealand Breakers,76,,,
Sat Oct 8 2016,Cairns Taipans,74,,Perth Wildcats,84,,,
Sat Oct 8 2016,Brisbane Bullets,77,,Sydney Kings,73,,,
Sun Oct 9 2016,Adelaide 36ers,87,,Melbourne United,79,,,
Thu Oct 13 2016,Sydney Kings,88,,Illawarra Hawks,84,,,
Fri Oct 14 2016,Melbourne United,98,,Adelaide 36ers,87,,,
Fri Oct 14 2016,New Zealand Breakers,73,,Perth Wildcats,75,,,
Sat Oct 15 2016,Cairns Taipans,78,,Sydney Kings,92,,,
Sun Oct 16 2016,Adelaide 36ers,96,,Brisbane Bullets,93,,,
Sun Oct 16 2016,Illawarra Hawks,83,,Melbourne United,95,,,
Thu Oct 20 2016,Brisbane Bullets,70,,Melbourne United,78,,,
Thu Oct 20 2016,Sydney Kings,92,,New Zealand Breakers,78,,,
Fri Oct 21 2016,Cairns Taipans,67,,Adelaide 36ers,83,,,
Fri Oct 21 2016,Illawarra Hawks,73,,Perth Wildcats,80,,,
Sat Oct 22 2016,New Zealand Breakers,82,,Brisbane Bullets,88,,,
Sun Oct 23 2016,Perth Wildcats,72,,Melbourne United,69,,,
Mon Oct 24 2016,Illawarra Hawks,73,,Sydney Kings,90,,,
Thu Oct 27 2016,Melbourne United,75,,Cairns Taipans,83,,,
Fri Oct 28 2016,Perth Wildcats,76,,Illawarra Hawks,81,,,
Sat Oct 29 2016,Adelaide 36ers,93,,New Zealand Breakers,119,,,
Sun Oct 30 2016,Cairns Taipans,98,,Illawarra Hawks,83,,,
Sun Oct 30 2016,Brisbane Bullets,78,,Sydney Kings,87,,,
Fri Nov 4 2016,New Zealand Breakers,98,,Melbourne United,92,,,
Sat Nov 5 2016,Sydney Kings,57,,Cairns Taipans,64,,,
Sat Nov 5 2016,Adelaide 36ers,103,,Perth Wildcats,106,,,
Sun Nov 6 2016,Melbourne United,73,,Illawarra Hawks,82,,,
Sun Nov 6 2016,Brisbane Bullets,70,,New Zealand Breakers,86,,,
Mon Nov 7 2016,Cairns Taipans,77,,Sydney Kings,79,,,
Thu Nov 10 2016,Sydney Kings,73,,Brisbane Bullets,86,,,
Fri Nov 11 2016,Cairns Taipans,86,,New Zealand Breakers,79,,,
Sat Nov 12 2016,Illawarra Hawks,85,,Adelaide 36ers,74,,,
Sat Nov 12 2016,Sydney Kings,87,,Melbourne United,71,,,
Sun Nov 13 2016,Brisbane Bullets,84,,Cairns Taipans,76,,,
Sun Nov 13 2016,New Zealand Breakers,87,,Perth Wildcats,86,,,
Thu Nov 17 2016,Sydney Kings,80,,Perth Wildcats,93,,,
Fri Nov 18 2016,Cairns Taipans,79,,Melbourne United,84,,,
Fri Nov 18 2016,Illawarra Hawks,85,,New Zealand Breakers,100,,,
Sat Nov 19 2016,Brisbane Bullets,105,,Adelaide 36ers,87,,,
Sat Nov 19 2016,Perth Wildcats,72,,Sydney Kings,83,,,
Sun Nov 20 2016,New Zealand Breakers,78,,Illawarra Hawks,109,,,
Thu Nov 24 2016,Adelaide 36ers,101,,Brisbane Bullets,83,,,
Sat Nov 26 2016,Sydney Kings,92,,Melbourne United,95,,,
Sun Nov 27 2016,New Zealand Breakers,80,,Cairns Taipans,91,,,
Sun Nov 27 2016,Illawarra Hawks,89,,Perth Wildcats,85,,,
Mon Nov 28 2016,Adelaide 36ers,91,,Sydney Kings,85,,,
Thu Dec 1 2016,Brisbane Bullets,90,,Perth Wildcats,75,,,
Fri Dec 2 2016,Illawarra Hawks,95,,New Zealand Breakers,91,,,
Sat Dec 3 2016,Perth Wildcats,86,,Adelaide 36ers,92,,,
Sat Dec 3 2016,Cairns Taipans,89,,Brisbane Bullets,84,,,
Sun Dec 4 2016,New Zealand Breakers,74,,Melbourne United,98,,,
Mon Dec 5 2016,Sydney Kings,99,,Illawarra Hawks,93,,,
Thu Dec 8 2016,Brisbane Bullets,75,,New Zealand Breakers,82,,,
Fri Dec 9 2016,Sydney Kings,86,,Cairns Taipans,78,,,
Fri Dec 9 2016,Melbourne United,89,,Perth Wildcats,92,,,
Sat Dec 10 2016,New Zealand Breakers,92,,Adelaide 36ers,102,,,
Sat Dec 10 2016,Illawarra Hawks,98,,Brisbane Bullets,88,,,
Sun Dec 11 2016,Melbourne United,88,,Sydney Kings,81,,,
Mon Dec 12 2016,Adelaide 36ers,96,,Cairns Taipans,83,,,
Thu Dec 15 2016,Perth Wildcats,57,,New Zealand Breakers,69,,,
Fri Dec 16 2016,Sydney Kings,80,,Adelaide 36ers,79,,,
Sat Dec 17 2016,Melbourne United,90,,Brisbane Bullets,100,,,
Sat Dec 17 2016,Illawarra Hawks,82,,Cairns Taipans,99,,,
Sun Dec 18 2016,Adelaide 36ers,103,,Sydney Kings,96,,,
Mon Dec 19 2016,Illawarra Hawks,91,,Brisbane Bullets,85,,,
Thu Dec 22 2016,Perth Wildcats,74,,Adelaide 36ers,78,,,
Fri Dec 23 2016,Illawarra Hawks,87,,Sydney Kings,75,,,
Mon Dec 26 2016,Brisbane Bullets,59,,Melbourne United,97,,,
Thu Dec 29 2016,Melbourne United,79,,Cairns Taipans,78,,,
Fri Dec 30 2016,New Zealand Breakers,80,,Sydney Kings,85,,,
Sat Dec 31 2016,Cairns Taipans,76,,Brisbane Bullets,93,,,
Sat Dec 31 2016,Perth Wildcats,95,,Illawarra Hawks,87,,,
Sun Jan 1 2017,Adelaide 36ers,73,,Melbourne United,104,,,
Thu Jan 5 2017,Illawarra Hawks,85,,Adelaide 36ers,117,,,
Fri Jan 6 2017,New Zealand Breakers,63,,Cairns Taipans,65,,,
Sat Jan 7 2017,Melbourne United,88,,Illawarra Hawks,106,,,
Sat Jan 7 2017,Perth Wildcats,80,,Sydney Kings,74,,,
Sun Jan 8 2017,Adelaide 36ers,113,,New Zealand Breakers,95,,,
Mon Jan 9 2017,Perth Wildcats,72,,Brisbane Bullets,68,,,
Thu Jan 12 2017,Melbourne United,73,,Adelaide 36ers,100,,,
Fri Jan 13 2017,Brisbane Bullets,80,,Illawarra Hawks,85,,,
Fri Jan 13 2017,Sydney Kings,74,,New Zealand Breakers,92,,,
Sat Jan 14 2017,Cairns Taipans,85,,Melbourne United,92,,,
Sat Jan 14 2017,Adelaide 36ers,95,,Perth Wildcats,84,,,
Sun Jan 15 2017,New Zealand Breakers,84,,Brisbane Bullets,82,,,
Mon Jan 16 2017,Perth Wildcats,78,,Cairns Taipans,80,,,
Thu Jan 19 2017,Brisbane Bullets,68,,Adelaide 36ers,101,,,
Fri Jan 20 2017,New Zealand Breakers,95,,Illawarra Hawks,86,,,
Fri Jan 20 2017,Cairns Taipans,78,,Perth Wildcats,84,,,
Sat Jan 21 2017,Sydney Kings,73,,Adelaide 36ers,87,,,
Sat Jan 21 2017,Melbourne United,71,,Brisbane Bullets,88,,,
Sun Jan 22 2017,Illawarra Hawks,79,,Cairns Taipans,85,,,
Sun Jan 22 2017,Perth Wildcats,82,,New Zealand Breakers,86,,,
Thu Jan 26 2017,Cairns Taipans,94,,New Zealand Breakers,81,,,
Fri Jan 27 2017,Sydney Kings,80,,Brisbane Bullets,77,,,
Sat Jan 28 2017,Adelaide 36ers,92,,Illawarra Hawks,95,,,
Sat Jan 28 2017,Melbourne United,71,,Perth Wildcats,73,,,
Sun Jan 29 2017,Brisbane Bullets,83,,Cairns Taipans,97,,,
Sun Jan 29 2017,New Zealand Breakers,57,,Sydney Kings,84,,,
Fri Feb 3 2017,Cairns Taipans,73,,Illawarra Hawks,90,,,
Fri Feb 3 2017,Brisbane Bullets,63,,Perth Wildcats,94,,,
Sat Feb 4 2017,New Zealand Breakers,88,,Adelaide 36ers,87,,,
Sat Feb 4 2017,Melbourne United,89,,Sydney Kings,76,,,
Sun Feb 5 2017,Perth Wildcats,77,,Cairns Taipans,85,,,
Mon Feb 6 2017,Illawarra Hawks,72,,Melbourne United,78,,,
Thu Feb 9 2017,Adelaide 36ers,85,,Cairns Taipans,89,,,
Fri Feb 10 2017,Melbourne United,70,,New Zealand Breakers,88,,,
Fri Feb 10 2017,Sydney Kings,74,,Perth Wildcats,101,,,
Sat Feb 11 2017,Cairns Taipans,98,,Adelaide 36ers,89,,,
Sat Feb 11 2017,Brisbane Bullets,79,,Illawarra Hawks,106,,,
Sun Feb 12 2017,Perth Wildcats,96,,Melbourne United,94,,,
