Date,Team,PTS,,Opp,PTS,,OT,Notes
Thu Oct 5 2017,Melbourne United,99,,Adelaide 36ers,97,,,
Fri Oct 6 2017,Illawarra Hawks,87,,Cairns Taipans,88,,,
Sat Oct 7 2017,Brisbane Bullets,86,,Perth Wildcats,96,,,
Sat Oct 7 2017,Adelaide 36ers,105,,Sydney Kings,96,,,
Sun Oct 8 2017,Cairns Taipans,82,,New Zealand Breakers,71,,,
Thu Oct 12 2017,Adelaide 36ers,96,,Cairns Taipans,70,,,
Fri Oct 13 2017,Sydney Kings,85,,New Zealand Breakers,87,,,
Fri Oct 13 2017,Illawarra Hawks,64,,Perth Wildcats,74,,,
Sat Oct 14 2017,Melbourne United,99,,Adelaide 36ers,79,,,
Sun Oct 15 2017,Illawarra Hawks,87,,Sydney Kings,103,,,
Thu Oct 19 2017,Sydney Kings,73,,New Zealand Breakers,90,,,
Fri Oct 20 2017,Cairns Taipans,78,,Brisbane Bullets,83,,,
Fri Oct 20 2017,Melbourne United,84,,Perth Wildcats,89,,,
Sat Oct 21 2017,Sydney Kings,84,,Adelaide 36ers,114,,,
Sun Oct 22 2017,Perth Wildcats,69,,Cairns Taipans,90,,,
Sun Oct 22 2017,Brisbane Bullets,96,,Illawarra Hawks,105,,,
Sun Oct 22 2017,New Zealand Breakers,88,,Melbourne United,76,,,
Thu Oct 26 2017,New Zealand Breakers,101,,Brisbane Bullets,96,,,
Thu Oct 26 2017,Illawarra Hawks,74,,Perth Wildcats,105,,,
Fri Oct 27 2017,Adelaide 36ers,84,,Cairns Taipans,80,,,
Sat Oct 28 2017,Melbourne United,85,,Brisbane Bullets,87,,,
Sun Oct 29 2017,Sydney Kings,99,,Illawarra Hawks,94,,,
Thu Nov 2 2017,Cairns Taipans,65,,Melbourne United,87,,,
Thu Nov 2 2017,Adelaide 36ers,88,,New Zealand Breakers,92,,,
Fri Nov 3 2017,Illawarra Hawks,112,,Brisbane Bullets,81,,,
Fri Nov 3 2017,Sydney Kings,69,,Perth Wildcats,93,,,
Sat Nov 4 2017,New Zealand Breakers,73,,Cairns Taipans,70,,,
Sat Nov 4 2017,Adelaide 36ers,84,,Melbourne United,101,,,
