Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Dec 2 2011,Gold Coast Blaze,78,,Cairns Taipans,87,,,
Fri Dec 2 2011,Melbourne Tigers,98,,New Zealand Breakers,108,,,
Sat Dec 3 2011,Wollongong Hawks,81,,Townsville Crocodiles,82,,,
Sun Dec 4 2011,Adelaide 36ers,96,,Perth Wildcats,84,,,
Sun Dec 4 2011,Cairns Taipans,64,,Sydney Kings,69,,,
Thu Dec 8 2011,Gold Coast Blaze,85,,New Zealand Breakers,106,,,
Thu Dec 8 2011,Adelaide 36ers,103,,Sydney Kings,107,,,
Sat Dec 10 2011,Melbourne Tigers,77,,Cairns Taipans,79,,,
Sun Dec 11 2011,New Zealand Breakers,86,,Adelaide 36ers,73,,,
Sun Dec 11 2011,Perth Wildcats,98,,Wollongong Hawks,70,,,
Sun Dec 11 2011,Sydney Kings,69,,Townsville Crocodiles,80,,,
Fri Dec 16 2011,Wollongong Hawks,63,,Adelaide 36ers,87,,,
Fri Dec 16 2011,Cairns Taipans,65,,New Zealand Breakers,85,,,
Sat Dec 17 2011,Perth Wildcats,74,,Gold Coast Blaze,77,,,
Sun Dec 18 2011,Townsville Crocodiles,80,,Melbourne Tigers,93,,,
Fri Dec 23 2011,Adelaide 36ers,77,,Gold Coast Blaze,96,,,
Fri Dec 23 2011,Cairns Taipans,65,,Melbourne Tigers,67,,,
Fri Dec 23 2011,New Zealand Breakers,62,,Perth Wildcats,86,,,
Fri Dec 23 2011,Townsville Crocodiles,100,,Sydney Kings,93,,,
Fri Dec 30 2011,Adelaide 36ers,96,,Sydney Kings,77,,,
Sat Dec 31 2011,New Zealand Breakers,57,,Cairns Taipans,74,,,
Sat Dec 31 2011,Melbourne Tigers,79,,Gold Coast Blaze,72,,,
Sat Dec 31 2011,Sydney Kings,86,,Wollongong Hawks,83,,,
Sat Dec 31 2011,Perth Wildcats,97,,Townsville Crocodiles,76,,,
Fri Jan 6 2012,Melbourne Tigers,67,,Perth Wildcats,72,,,
Sat Jan 7 2012,Cairns Taipans,72,,Adelaide 36ers,67,,,
Sat Jan 7 2012,Townsville Crocodiles,72,,Wollongong Hawks,57,,,
Sat Jan 7 2012,Gold Coast Blaze,96,,Sydney Kings,102,,,
Sun Jan 8 2012,New Zealand Breakers,90,,Melbourne Tigers,79,,,
Fri Jan 13 2012,Cairns Taipans,61,,Wollongong Hawks,59,,,
Fri Jan 13 2012,Adelaide 36ers,63,,New Zealand Breakers,80,,,
Fri Jan 13 2012,Gold Coast Blaze,80,,Perth Wildcats,92,,,
Sat Jan 14 2012,Sydney Kings,114,,Townsville Crocodiles,118,,,
Sun Jan 15 2012,Gold Coast Blaze,73,,Melbourne Tigers,60,,,
Thu Jan 19 2012,Melbourne Tigers,77,,New Zealand Breakers,91,,,
Fri Jan 20 2012,Wollongong Hawks,80,,Cairns Taipans,74,,,
Fri Jan 20 2012,Perth Wildcats,76,,Sydney Kings,75,,,
Sat Jan 21 2012,Melbourne Tigers,78,,Gold Coast Blaze,92,,,
Sat Jan 21 2012,Wollongong Hawks,63,,Townsville Crocodiles,65,,,
Sun Jan 22 2012,Cairns Taipans,87,,Adelaide 36ers,75,,,
Wed Jan 25 2012,Adelaide 36ers,69,,Townsville Crocodiles,79,,,
Fri Jan 27 2012,Melbourne Tigers,68,,Wollongong Hawks,90,,,
Fri Jan 27 2012,Sydney Kings,64,,New Zealand Breakers,93,,,
Sat Jan 28 2012,Townsville Crocodiles,55,,Perth Wildcats,87,,,
Sun Jan 29 2012,Cairns Taipans,49,,Gold Coast Blaze,76,,,
Thu Feb 2 2012,Perth Wildcats,77,,New Zealand Breakers,83,,,
Fri Feb 3 2012,Townsville Crocodiles,81,,Cairns Taipans,85,,,
Fri Feb 3 2012,Adelaide 36ers,81,,Melbourne Tigers,87,,,
Sat Feb 4 2012,Wollongong Hawks,50,,Gold Coast Blaze,91,,,
Sun Feb 5 2012,Adelaide 36ers,71,,Townsville Crocodiles,89,,,
Fri Feb 10 2012,Perth Wildcats,67,,Cairns Taipans,76,,,
Fri Feb 10 2012,Gold Coast Blaze,84,,Sydney Kings,72,,,
Sat Feb 11 2012,New Zealand Breakers,64,,Wollongong Hawks,80,,,
Sun Feb 12 2012,Townsville Crocodiles,74,,Adelaide 36ers,79,,,
Thu Feb 16 2012,Wollongong Hawks,74,,New Zealand Breakers,82,,,
Fri Feb 17 2012,Cairns Taipans,43,,Townsville Crocodiles,75,,,
Sat Feb 18 2012,Melbourne Tigers,56,,Cairns Taipans,77,,,
Sun Feb 19 2012,Townsville Crocodiles,80,,Gold Coast Blaze,66,,,
Sun Feb 19 2012,Sydney Kings,74,,Perth Wildcats,91,,,
Thu Feb 23 2012,Townsville Crocodiles,70,,New Zealand Breakers,81,,,
Fri Feb 24 2012,Perth Wildcats,90,,Adelaide 36ers,79,,,
Fri Feb 24 2012,Gold Coast Blaze,94,,Wollongong Hawks,86,,,
Sat Feb 25 2012,Adelaide 36ers,92,,Melbourne Tigers,83,,,
Sun Feb 26 2012,Wollongong Hawks,72,,Gold Coast Blaze,85,,,
Sun Feb 26 2012,Cairns Taipans,83,,Perth Wildcats,78,,,
Sun Feb 26 2012,Townsville Crocodiles,69,,Sydney Kings,71,,,
Fri Mar 2 2012,Melbourne Tigers,66,,Sydney Kings,61,,,
Sat Mar 3 2012,Wollongong Hawks,73,,Adelaide 36ers,77,,,
Sat Mar 3 2012,Gold Coast Blaze,94,,Cairns Taipans,77,,,
Sun Mar 4 2012,Sydney Kings,83,,Gold Coast Blaze,90,,,
Sun Mar 4 2012,New Zealand Breakers,101,,Perth Wildcats,99,,,
Sun Mar 4 2012,Melbourne Tigers,64,,Townsville Crocodiles,67,,,
Fri Mar 9 2012,Sydney Kings,92,,Wollongong Hawks,81,,,
Sat Mar 10 2012,New Zealand Breakers,91,,Adelaide 36ers,76,,,
Sat Mar 10 2012,Gold Coast Blaze,76,,Townsville Crocodiles,88,,,
Sun Mar 11 2012,Cairns Taipans,59,,Perth Wildcats,94,,,
Thu Mar 15 2012,Gold Coast Blaze,93,,New Zealand Breakers,109,,,
Fri Mar 16 2012,Townsville Crocodiles,66,,Perth Wildcats,101,,,
Sat Mar 17 2012,Gold Coast Blaze,84,,Adelaide 36ers,83,,,
Sat Mar 17 2012,Sydney Kings,80,,Cairns Taipans,74,,,
Sun Mar 18 2012,Wollongong Hawks,71,,Melbourne Tigers,61,,,
Fri Mar 23 2012,Adelaide 36ers,75,,Cairns Taipans,79,,,
Fri Mar 23 2012,Perth Wildcats,72,,Melbourne Tigers,71,,,
Fri Mar 23 2012,New Zealand Breakers,76,,Townsville Crocodiles,69,,,
Sat Mar 24 2012,Wollongong Hawks,77,,Sydney Kings,68,,,
Sun Mar 25 2012,New Zealand Breakers,71,,Gold Coast Blaze,94,,,
Sun Mar 25 2012,Adelaide 36ers,78,,Wollongong Hawks,92,,,
