Date,Team,PTS,,Opp,PTS,,OT,Notes
Fri Dec 3 2021,Adelaide 36ers,73,,Perth Wildcats,85,,,
Fri Dec 3 2021,Brisbane Bullets,74,,Tasmania JackJumpers,83,,OT,
Sat Dec 4 2021,New Zealand Breakers,65,,South East Melbourne Phoenix,89,,,
Sat Dec 4 2021,Illawarra Hawks,81,,Adelaide 36ers,71,,,
Sun Dec 5 2021,Cairns Taipans,67,,Perth Wildcats,90,,,
Sat Dec 4 2021,Melbourne United,74,,Sydney Kings,79,,,
Thu Dec 9 2021,Adelaide 36ers,83,,Tasmania JackJumpers,80,,,
Fri Dec 10 2021,New Zealand Breakers,88,,South East Melbourne Phoenix,95,,,
Sat Dec 11 2021,Tasmania JackJumpers,62,,Cairns Taipans,69,,,
Sat Dec 11 2021,Illawarra Hawks,92,,Sydney Kings,84,,,
Sat Dec 11 2021,New Zealand Breakers,85,,Adelaide 36ers,98,,,
Sat Dec 11 2021,South East Melbourne Phoenix,94,,Melbourne United,86,,,
Sun Dec 12 2021,Brisbane Bullets,97,,Perth Wildcats,94,,OT,
Thu Dec 16 2021,Sydney Kings,47,,Melbourne United,89,,,
Fri Dec 17 2021,New Zealand Breakers,96,,Illawarra Hawks,97,,OT,
Fri Dec 17 2021,Brisbane Bullets,70,,Perth Wildcats,83,,,
Sat Dec 18 2021,Adelaide 36ers,67,,Cairns Taipans,93,,,
Sat Dec 18 2021,South East Melbourne Phoenix,73,,Sydney Kings,84,,,
Sat Dec 18 2021,Illawarra Hawks,92,,Brisbane Bullets,96,,,
Sat Dec 18 2021,New Zealand Breakers,60,,Melbourne United,83,,,
Sun Dec 19 2021,Tasmania JackJumpers,83,,Perth Wildcats,101,,,
Wed Dec 22 2021,Tasmania JackJumpers,71,,Sydney Kings,83,,,
Thu Dec 23 2021,South East Melbourne Phoenix,,,Illawarra Hawks,,,,Postponed
Sun Dec 26 2021,Cairns Taipans,,,Brisbane Bullets,,,,Postponed
Sat Dec 25 2021,Melbourne United,82,,Sydney Kings,68,,,
Sat Dec 25 2021,New Zealand Breakers,75,,Tasmania JackJumpers,84,,,
Tue Dec 28 2021,Perth Wildcats,,,Adelaide 36ers,,,,Postponed
Fri Dec 31 2021,New Zealand Breakers,,,Cairns Taipans,,,,Postponed
Fri Dec 31 2021,Perth Wildcats,84,,Cairns Taipans,78,,,
Fri Dec 31 2021,Sydney Kings,,,Illawarra Hawks,,,,Postponed
Sat Jan 1 2022,Perth Wildcats,,,Brisbane Bullets,,,,Cancelled
Sat Jan 1 2022,Melbourne United,76,,Tasmania JackJumpers,72,,,
Sat Jan 1 2022,South East Melbourne Phoenix,,,Adelaide 36ers,,,,Cancelled
Sat Jan 1 2022,Cairns Taipans,,,Illawarra Hawks,,,,Cancelled
Fri Jan 7 2022,Perth Wildcats,,,Adelaide 36ers,,,,Postponed
Sat Jan 8 2022,Sydney Kings,,,Cairns Taipans,,,,Cancelled
Sat Jan 8 2022,South East Melbourne Phoenix,,,Cairns Taipans,,,,Postponed
Sat Jan 8 2022,New Zealand Breakers,,,Perth Wildcats,,,,Cancelled
Sat Jan 8 2022,Sydney Kings,,,Tasmania JackJumpers,,,,Postponed
Sat Jan 8 2022,New Zealand Breakers,88,,Brisbane Bullets,83,,,
Sat Jan 8 2022,Adelaide 36ers,,,Illawarra Hawks,,,,Postponed
Sat Jan 8 2022,Melbourne United,,,Illawarra Hawks,,,,Cancelled
Sat Jan 8 2022,South East Melbourne Phoenix,,,Illawarra Hawks,,,,Postponed
Mon Jan 10 2022,Tasmania JackJumpers,,,South East Melbourne Phoenix,,,,Cancelled
Tue Jan 11 2022,Brisbane Bullets,,,Cairns Taipans,,,,Postponed
Wed Jan 12 2022,Perth Wildcats,,,Adelaide 36ers,,,,Postponed
Thu Jan 13 2022,Sydney Kings,89,,Illawarra Hawks,97,,,
Fri Jan 14 2022,Melbourne United,89,,New Zealand Breakers,78,,,
Fri Jan 14 2022,New Zealand Breakers,,,Perth Wildcats,,,,Cancelled
Fri Jan 14 2022,New Zealand Breakers,,,Tasmania JackJumpers,,,,Cancelled
Fri Jan 14 2022,Melbourne United,,,Tasmania JackJumpers,,,,Cancelled
Sat Jan 15 2022,South East Melbourne Phoenix,84,,Brisbane Bullets,100,,,
Sat Jan 15 2022,Melbourne United,,,Cairns Taipans,,,,Postponed
