Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sat Nov 8 2008,8:30p,Phoenix Suns,104,Milwaukee Bucks,96,Box Score,,17935,Bradley Center,
Sat Nov 8 2008,10:00p,Minnesota Timberwolves,93,Portland Trail Blazers,97,Box Score,,20599,Rose Garden Arena,
Sun Nov 9 2008,1:00p,Toronto Raptors,89,Charlotte Bobcats,79,Box Score,,12111,Time Warner Cable Arena,
Sun Nov 9 2008,3:00p,Utah Jazz,99,New York Knicks,107,Box Score,,19344,Madison Square Garden (IV),
Sun Nov 9 2008,3:30p,Dallas Mavericks,92,Los Angeles Clippers,103,Box Score,,14249,STAPLES Center,
Sun Nov 9 2008,6:00p,Boston Celtics,88,Detroit Pistons,76,Box Score,,22076,The Palace of Auburn Hills,
Sun Nov 9 2008,7:00p,Atlanta Hawks,89,Oklahoma City Thunder,85,Box Score,,18231,Ford Center,
Sun Nov 9 2008,8:00p,Memphis Grizzlies,90,Denver Nuggets,100,Box Score,,14359,Pepsi Center,
Sun Nov 9 2008,9:00p,Golden State Warriors,98,Sacramento Kings,115,Box Score,,12090,ARCO Arena (II),
Sun Nov 9 2008,9:30p,Houston Rockets,82,Los Angeles Lakers,111,Box Score,,18997,STAPLES Center,
Mon Nov 10 2008,7:00p,Oklahoma City Thunder,99,Indiana Pacers,107,Box Score,,10165,Conseco Fieldhouse,
Mon Nov 10 2008,7:00p,Portland Trail Blazers,106,Orlando Magic,99,Box Score,,14210,Amway Arena,
Mon Nov 10 2008,7:30p,Toronto Raptors,87,Boston Celtics,94,Box Score,,18624,TD Banknorth Garden,
Mon Nov 10 2008,7:30p,New Jersey Nets,94,Miami Heat,99,Box Score,,15028,AmericanAirlines Arena,
Mon Nov 10 2008,9:00p,Memphis Grizzlies,102,Phoenix Suns,107,Box Score,,18422,US Airways Center,
Tue Nov 11 2008,7:00p,Denver Nuggets,88,Charlotte Bobcats,80,Box Score,,10753,Time Warner Cable Arena,
Tue Nov 11 2008,7:00p,Milwaukee Bucks,93,Cleveland Cavaliers,99,Box Score,,19842,Quicken Loans Arena,
Tue Nov 11 2008,7:00p,Utah Jazz,93,Philadelphia 76ers,80,Box Score,,12839,Wachovia Center,
Tue Nov 11 2008,8:30p,Atlanta Hawks,113,Chicago Bulls,108,Box Score,,21738,United Center,
Tue Nov 11 2008,8:30p,Los Angeles Lakers,106,Dallas Mavericks,99,Box Score,,20391,American Airlines Center,
Tue Nov 11 2008,8:30p,New York Knicks,80,San Antonio Spurs,92,Box Score,,16569,AT&T Center,
Tue Nov 11 2008,10:00p,Detroit Pistons,100,Sacramento Kings,92,Box Score,,11423,ARCO Arena (II),
Tue Nov 11 2008,10:30p,Minnesota Timberwolves,110,Golden State Warriors,113,Box Score,OT,17422,Oracle Arena,
Wed Nov 12 2008,7:00p,Philadelphia 76ers,106,Toronto Raptors,96,Box Score,,18093,Air Canada Centre,
Wed Nov 12 2008,7:30p,Atlanta Hawks,102,Boston Celtics,103,Box Score,,18624,TD Banknorth Garden,
Wed Nov 12 2008,7:30p,Indiana Pacers,98,New Jersey Nets,87,Box Score,,13551,Izod Center,
Wed Nov 12 2008,8:00p,New York Knicks,132,Memphis Grizzlies,103,Box Score,,10129,FedEx Forum,
Wed Nov 12 2008,8:00p,Portland Trail Blazers,104,Miami Heat,96,Box Score,,15021,AmericanAirlines Arena,
Wed Nov 12 2008,8:00p,San Antonio Spurs,78,Milwaukee Bucks,82,Box Score,,14036,Bradley Center,
Wed Nov 12 2008,8:00p,Los Angeles Lakers,93,New Orleans Hornets,86,Box Score,,18239,New Orleans Arena,
Wed Nov 12 2008,8:00p,Orlando Magic,109,Oklahoma City Thunder,92,Box Score,,18185,Ford Center,
Wed Nov 12 2008,8:00p,Utah Jazz,87,Washington Wizards,95,Box Score,,14885,Verizon Center,
Wed Nov 12 2008,10:30p,Sacramento Kings,103,Los Angeles Clippers,98,Box Score,,13266,STAPLES Center,
Wed Nov 12 2008,10:30p,Houston Rockets,94,Phoenix Suns,82,Box Score,,18422,US Airways Center,
Thu Nov 13 2008,8:00p,Denver Nuggets,99,Cleveland Cavaliers,110,Box Score,,20562,Quicken Loans Arena,
Thu Nov 13 2008,8:30p,Dallas Mavericks,91,Chicago Bulls,98,Box Score,,21751,United Center,
Thu Nov 13 2008,10:30p,Detroit Pistons,107,Golden State Warriors,102,Box Score,,18477,Oracle Arena,
Fri Nov 14 2008,7:00p,Utah Jazz,96,Charlotte Bobcats,104,Box Score,,14189,Time Warner Cable Arena,
Fri Nov 14 2008,7:00p,Philadelphia 76ers,94,Indiana Pacers,92,Box Score,,12742,Conseco Fieldhouse,
Fri Nov 14 2008,7:30p,Washington Wizards,77,Miami Heat,97,Box Score,,15284,AmericanAirlines Arena,
Fri Nov 14 2008,7:30p,Atlanta Hawks,108,New Jersey Nets,115,Box Score,,15309,Izod Center,
Fri Nov 14 2008,7:30p,Oklahoma City Thunder,106,New York Knicks,116,Box Score,,18008,Madison Square Garden (IV),
Fri Nov 14 2008,8:00p,Denver Nuggets,94,Boston Celtics,85,Box Score,,18624,TD Banknorth Garden,
Fri Nov 14 2008,8:00p,Milwaukee Bucks,101,Memphis Grizzlies,96,Box Score,OT,11308,FedEx Forum,
Fri Nov 14 2008,8:00p,Portland Trail Blazers,82,New Orleans Hornets,87,Box Score,,16071,New Orleans Arena,
Fri Nov 14 2008,8:30p,Orlando Magic,102,Dallas Mavericks,100,Box Score,,20085,American Airlines Center,
Fri Nov 14 2008,8:30p,Houston Rockets,75,San Antonio Spurs,77,Box Score,,18797,AT&T Center,
Fri Nov 14 2008,10:00p,Phoenix Suns,97,Sacramento Kings,95,Box Score,OT,12810,ARCO Arena (II),
Fri Nov 14 2008,10:30p,Detroit Pistons,106,Los Angeles Lakers,95,Box Score,,18997,STAPLES Center,
Sat Nov 15 2008,3:30p,Golden State Warriors,121,Los Angeles Clippers,103,Box Score,,12823,STAPLES Center,
Sat Nov 15 2008,7:00p,New Jersey Nets,119,Atlanta Hawks,107,Box Score,,18729,Philips Arena,
Sat Nov 15 2008,7:00p,Oklahoma City Thunder,85,Philadelphia 76ers,110,Box Score,,13385,Wachovia Center,
Sat Nov 15 2008,7:30p,Utah Jazz,93,Cleveland Cavaliers,105,Box Score,,20562,Quicken Loans Arena,
Sat Nov 15 2008,8:00p,Portland Trail Blazers,88,Minnesota Timberwolves,83,Box Score,,12213,Target Center,
Sat Nov 15 2008,8:30p,Indiana Pacers,91,Chicago Bulls,104,Box Score,,21759,United Center,
Sat Nov 15 2008,8:30p,New Orleans Hornets,82,Houston Rockets,91,Box Score,,18303,Toyota Center,
Sat Nov 15 2008,8:30p,Boston Celtics,102,Milwaukee Bucks,97,Box Score,OT,17952,Bradley Center,
Sun Nov 16 2008,1:00p,Miami Heat,96,Toronto Raptors,107,Box Score,,19800,Air Canada Centre,
Sun Nov 16 2008,5:30p,Orlando Magic,90,Charlotte Bobcats,85,Box Score,,12639,Time Warner Cable Arena,
Sun Nov 16 2008,6:00p,Dallas Mavericks,124,New York Knicks,114,Box Score,OT,19271,Madison Square Garden (IV),
Sun Nov 16 2008,8:00p,Minnesota Timberwolves,84,Denver Nuggets,90,Box Score,,16721,Pepsi Center,
Sun Nov 16 2008,8:00p,Detroit Pistons,86,Phoenix Suns,104,Box Score,,18422,US Airways Center,
Sun Nov 16 2008,9:00p,San Antonio Spurs,90,Sacramento Kings,88,Box Score,,11699,ARCO Arena (II),
Mon Nov 17 2008,8:00p,Houston Rockets,100,Oklahoma City Thunder,89,Box Score,,18145,Ford Center,
Mon Nov 17 2008,9:00p,Phoenix Suns,97,Utah Jazz,109,Box Score,,19911,EnergySolutions Arena,
Mon Nov 17 2008,10:30p,San Antonio Spurs,86,Los Angeles Clippers,83,Box Score,,14962,STAPLES Center,
Tue Nov 18 2008,7:00p,Dallas Mavericks,100,Charlotte Bobcats,83,Box Score,,10935,Time Warner Cable Arena,
Tue Nov 18 2008,7:00p,Atlanta Hawks,96,Indiana Pacers,113,Box Score,,13379,Conseco Fieldhouse,
Tue Nov 18 2008,7:00p,Toronto Raptors,90,Orlando Magic,103,Box Score,,16353,Amway Arena,
Tue Nov 18 2008,7:00p,Miami Heat,94,Washington Wizards,87,Box Score,,15102,Verizon Center,
Tue Nov 18 2008,7:30p,New York Knicks,101,Boston Celtics,110,Box Score,,18624,TD Banknorth Garden,
Tue Nov 18 2008,7:30p,Cleveland Cavaliers,106,New Jersey Nets,82,Box Score,,16911,Izod Center,
Tue Nov 18 2008,8:00p,Sacramento Kings,94,Memphis Grizzlies,109,Box Score,,10834,FedEx Forum,
Tue Nov 18 2008,9:00p,Milwaukee Bucks,105,Denver Nuggets,114,Box Score,,14413,Pepsi Center,
Tue Nov 18 2008,10:30p,Portland Trail Blazers,106,Golden State Warriors,111,Box Score,,18284,Oracle Arena,
Tue Nov 18 2008,10:30p,Chicago Bulls,109,Los Angeles Lakers,116,Box Score,,18997,STAPLES Center,
Wed Nov 19 2008,7:00p,Washington Wizards,87,Atlanta Hawks,91,Box Score,,14416,Philips Arena,
Wed Nov 19 2008,7:30p,Cleveland Cavaliers,89,Detroit Pistons,96,Box Score,,22076,The Palace of Auburn Hills,
Wed Nov 19 2008,7:30p,Toronto Raptors,101,Miami Heat,95,Box Score,,15014,AmericanAirlines Arena,
Wed Nov 19 2008,8:00p,Dallas Mavericks,96,Houston Rockets,86,Box Score,,18203,Toyota Center,
Wed Nov 19 2008,8:00p,Philadelphia 76ers,96,Minnesota Timberwolves,102,Box Score,,10111,Target Center,
Wed Nov 19 2008,8:00p,Sacramento Kings,105,New Orleans Hornets,96,Box Score,,15533,New Orleans Arena,
Wed Nov 19 2008,8:00p,Los Angeles Clippers,108,Oklahoma City Thunder,88,Box Score,,18312,Ford Center,
Wed Nov 19 2008,8:30p,Denver Nuggets,91,San Antonio Spurs,81,Box Score,,16559,AT&T Center,
Wed Nov 19 2008,9:00p,Milwaukee Bucks,94,Utah Jazz,105,Box Score,,19911,EnergySolutions Arena,
Wed Nov 19 2008,10:30p,Chicago Bulls,74,Portland Trail Blazers,116,Box Score,,20599,Rose Garden Arena,
Thu Nov 20 2008,8:00p,Detroit Pistons,80,Boston Celtics,98,Box Score,,18624,TD Banknorth Garden,
Thu Nov 20 2008,10:30p,Los Angeles Lakers,105,Phoenix Suns,92,Box Score,,18422,US Airways Center,
Fri Nov 21 2008,7:00p,Orlando Magic,100,Indiana Pacers,98,Box Score,OT,14699,Conseco Fieldhouse,
Fri Nov 21 2008,7:00p,Los Angeles Clippers,88,Philadelphia 76ers,89,Box Score,,13474,Wachovia Center,
Fri Nov 21 2008,7:00p,New Jersey Nets,129,Toronto Raptors,127,Box Score,OT,19800,Air Canada Centre,
Fri Nov 21 2008,7:00p,Houston Rockets,103,Washington Wizards,91,Box Score,,20173,Verizon Center,
Fri Nov 21 2008,7:30p,Charlotte Bobcats,83,Atlanta Hawks,88,Box Score,,15068,Philips Arena,
Fri Nov 21 2008,8:00p,Boston Celtics,95,Minnesota Timberwolves,78,Box Score,,19107,Target Center,
Fri Nov 21 2008,8:30p,Memphis Grizzlies,76,Dallas Mavericks,91,Box Score,,20035,American Airlines Center,
Fri Nov 21 2008,8:30p,New York Knicks,87,Milwaukee Bucks,104,Box Score,,14898,Bradley Center,
Fri Nov 21 2008,8:30p,Utah Jazz,94,San Antonio Spurs,119,Box Score,,17354,AT&T Center,
Fri Nov 21 2008,9:30p,New Orleans Hornets,105,Oklahoma City Thunder,80,Box Score,,19136,Ford Center,
Fri Nov 21 2008,10:00p,Portland Trail Blazers,117,Sacramento Kings,96,Box Score,,12056,ARCO Arena (II),
Fri Nov 21 2008,10:30p,Chicago Bulls,115,Golden State Warriors,110,Box Score,,19596,Oracle Arena,
Fri Nov 21 2008,10:30p,Denver Nuggets,90,Los Angeles Lakers,104,Box Score,,18997,STAPLES Center,
Sat Nov 22 2008,7:00p,Milwaukee Bucks,79,Charlotte Bobcats,74,Box Score,,12096,Time Warner Cable Arena,
Sat Nov 22 2008,7:00p,Houston Rockets,100,Orlando Magic,95,Box Score,,17461,Amway Arena,
Sat Nov 22 2008,7:30p,Atlanta Hawks,96,Cleveland Cavaliers,110,Box Score,,20562,Quicken Loans Arena,
Sat Nov 22 2008,7:30p,Indiana Pacers,100,Miami Heat,109,Box Score,,18685,AmericanAirlines Arena,
Sat Nov 22 2008,7:30p,Los Angeles Clippers,95,New Jersey Nets,112,Box Score,,17677,Izod Center,
Sat Nov 22 2008,7:30p,Washington Wizards,117,New York Knicks,122,Box Score,,19763,Madison Square Garden (IV),
Sat Nov 22 2008,8:00p,Utah Jazz,103,Memphis Grizzlies,94,Box Score,,13121,FedEx Forum,
Sat Nov 22 2008,8:00p,Oklahoma City Thunder,97,New Orleans Hornets,109,Box Score,,16023,New Orleans Arena,
Sat Nov 22 2008,9:00p,Portland Trail Blazers,92,Phoenix Suns,102,Box Score,,18422,US Airways Center,
Sun Nov 23 2008,12:30p,Boston Celtics,118,Toronto Raptors,103,Box Score,,19800,Air Canada Centre,
Sun Nov 23 2008,5:00p,Golden State Warriors,81,Philadelphia 76ers,89,Box Score,,13556,Wachovia Center,
Sun Nov 23 2008,6:00p,Minnesota Timberwolves,106,Detroit Pistons,80,Box Score,,22076,The Palace of Auburn Hills,
Sun Nov 23 2008,9:00p,Chicago Bulls,101,Denver Nuggets,114,Box Score,,16202,Pepsi Center,
Sun Nov 23 2008,9:30p,Sacramento Kings,108,Los Angeles Lakers,118,Box Score,,18997,STAPLES Center,
Mon Nov 24 2008,7:00p,Philadelphia 76ers,84,Charlotte Bobcats,93,Box Score,,10848,Time Warner Cable Arena,
Mon Nov 24 2008,7:00p,Milwaukee Bucks,101,Orlando Magic,108,Box Score,,16245,Amway Arena,
Mon Nov 24 2008,7:30p,Houston Rockets,107,Miami Heat,98,Box Score,,18704,AmericanAirlines Arena,
Mon Nov 24 2008,8:00p,San Antonio Spurs,94,Memphis Grizzlies,81,Box Score,,12053,FedEx Forum,
Mon Nov 24 2008,9:00p,Chicago Bulls,101,Utah Jazz,100,Box Score,,19911,EnergySolutions Arena,
Mon Nov 24 2008,10:00p,Sacramento Kings,90,Portland Trail Blazers,91,Box Score,,20467,Rose Garden Arena,
Mon Nov 24 2008,10:30p,New Orleans Hornets,99,Los Angeles Clippers,87,Box Score,,14956,STAPLES Center,
Tue Nov 25 2008,7:00p,Golden State Warriors,100,Washington Wizards,124,Box Score,,13852,Verizon Center,
Tue Nov 25 2008,7:30p,Cleveland Cavaliers,119,New York Knicks,101,Box Score,,19763,Madison Square Garden (IV),
Tue Nov 25 2008,8:00p,Phoenix Suns,99,Oklahoma City Thunder,98,Box Score,,19136,Ford Center,
Tue Nov 25 2008,8:30p,Indiana Pacers,106,Dallas Mavericks,109,Box Score,,19996,American Airlines Center,
Tue Nov 25 2008,10:30p,New Jersey Nets,93,Los Angeles Lakers,120,Box Score,,18997,STAPLES Center,
Wed Nov 26 2008,7:00p,Milwaukee Bucks,96,Atlanta Hawks,102,Box Score,,15730,Philips Arena,
Wed Nov 26 2008,7:00p,Oklahoma City Thunder,82,Cleveland Cavaliers,117,Box Score,,19753,Quicken Loans Arena,
Wed Nov 26 2008,7:00p,Charlotte Bobcats,86,Toronto Raptors,93,Box Score,,17414,Air Canada Centre,
Wed Nov 26 2008,7:30p,Golden State Warriors,111,Boston Celtics,119,Box Score,,18624,TD Banknorth Garden,
Wed Nov 26 2008,7:30p,Orlando Magic,96,Philadelphia 76ers,94,Box Score,,14985,Wachovia Center,
Wed Nov 26 2008,8:00p,New York Knicks,96,Detroit Pistons,110,Box Score,,22076,The Palace of Auburn Hills,
Wed Nov 26 2008,8:00p,Phoenix Suns,110,Minnesota Timberwolves,102,Box Score,,11708,Target Center,
Wed Nov 26 2008,8:30p,Indiana Pacers,91,Houston Rockets,90,Box Score,,18194,Toyota Center,
Wed Nov 26 2008,8:30p,Chicago Bulls,88,San Antonio Spurs,98,Box Score,,17837,AT&T Center,
Wed Nov 26 2008,9:00p,Memphis Grizzlies,100,Utah Jazz,117,Box Score,,19911,EnergySolutions Arena,
Wed Nov 26 2008,10:00p,Miami Heat,68,Portland Trail Blazers,106,Box Score,,20528,Rose Garden Arena,
Wed Nov 26 2008,10:00p,New Jersey Nets,116,Sacramento Kings,114,Box Score,OT,11650,ARCO Arena (II),
Wed Nov 26 2008,10:30p,Denver Nuggets,106,Los Angeles Clippers,105,Box Score,,14934,STAPLES Center,
Thu Nov 27 2008,8:00p,Orlando Magic,105,Washington Wizards,90,Box Score,,13295,Verizon Center,
Thu Nov 27 2008,10:30p,New Orleans Hornets,105,Denver Nuggets,101,Box Score,,15563,Pepsi Center,
Fri Nov 28 2008,7:00p,Atlanta Hawks,88,Toronto Raptors,93,Box Score,,19200,Air Canada Centre,
Fri Nov 28 2008,7:30p,Philadelphia 76ers,78,Boston Celtics,102,Box Score,,18624,TD Banknorth Garden,
Fri Nov 28 2008,7:30p,Golden State Warriors,97,Cleveland Cavaliers,112,Box Score,,20562,Quicken Loans Arena,
Fri Nov 28 2008,8:00p,Milwaukee Bucks,97,Detroit Pistons,107,Box Score,,22076,The Palace of Auburn Hills,
Fri Nov 28 2008,8:00p,Charlotte Bobcats,115,Indiana Pacers,108,Box Score,OT,17160,Conseco Fieldhouse,
Fri Nov 28 2008,8:00p,Minnesota Timberwolves,105,Oklahoma City Thunder,103,Box Score,,18229,Ford Center,
Fri Nov 28 2008,8:00p,Miami Heat,107,Phoenix Suns,92,Box Score,,18422,US Airways Center,
Fri Nov 28 2008,8:30p,Memphis Grizzlies,98,San Antonio Spurs,109,Box Score,,17074,AT&T Center,
Fri Nov 28 2008,9:00p,Sacramento Kings,94,Utah Jazz,120,Box Score,,19911,EnergySolutions Arena,
Fri Nov 28 2008,10:00p,New Orleans Hornets,86,Portland Trail Blazers,101,Box Score,,20638,Rose Garden Arena,
Fri Nov 28 2008,10:30p,Dallas Mavericks,107,Los Angeles Lakers,114,Box Score,,18997,STAPLES Center,
