Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Fri Nov 2 2007,8:00p,Portland Trail Blazers,93,New Orleans Hornets,113,Box Score,,9817,New Orleans Arena,
Fri Nov 2 2007,8:30p,Philadelphia 76ers,96,Chicago Bulls,85,Box Score,,22034,United Center,
Fri Nov 2 2007,8:30p,Sacramento Kings,80,San Antonio Spurs,96,Box Score,,17072,AT&T Center,
Fri Nov 2 2007,10:30p,Golden State Warriors,114,Los Angeles Clippers,120,Box Score,,19060,STAPLES Center,
Fri Nov 2 2007,10:30p,Los Angeles Lakers,119,Phoenix Suns,98,Box Score,,18422,US Airways Center,
Sat Nov 3 2007,7:00p,New Jersey Nets,93,Philadelphia 76ers,88,Box Score,,19706,Wachovia Center,
Sat Nov 3 2007,7:00p,Orlando Magic,94,Washington Wizards,82,Box Score,,20173,Verizon Center,
Sat Nov 3 2007,8:00p,Indiana Pacers,121,Memphis Grizzlies,111,Box Score,,14878,FedEx Forum,
Sat Nov 3 2007,8:30p,Sacramento Kings,102,Dallas Mavericks,123,Box Score,,20343,American Airlines Center,
Sat Nov 3 2007,8:30p,Portland Trail Blazers,80,Houston Rockets,89,Box Score,,18232,Toyota Center,
Sat Nov 3 2007,8:30p,Chicago Bulls,72,Milwaukee Bucks,78,Box Score,,18717,Bradley Center,
Sat Nov 3 2007,9:00p,Golden State Warriors,110,Utah Jazz,133,Box Score,,19911,EnergySolutions Arena,
Sun Nov 4 2007,2:30p,Boston Celtics,98,Toronto Raptors,95,Box Score,OT,19800,Air Canada Centre,
Sun Nov 4 2007,3:30p,Seattle SuperSonics,101,Los Angeles Clippers,115,Box Score,,17376,STAPLES Center,
Sun Nov 4 2007,6:00p,Charlotte Bobcats,90,Miami Heat,88,Box Score,,19600,AmericanAirlines Arena,
Sun Nov 4 2007,6:00p,Minnesota Timberwolves,93,New York Knicks,97,Box Score,,19763,Madison Square Garden (IV),
Sun Nov 4 2007,7:30p,Atlanta Hawks,91,Detroit Pistons,92,Box Score,,22076,The Palace of Auburn Hills,
Sun Nov 4 2007,8:00p,New Orleans Hornets,93,Denver Nuggets,88,Box Score,,13156,Pepsi Center,
Sun Nov 4 2007,8:00p,Cleveland Cavaliers,92,Phoenix Suns,103,Box Score,,18422,US Airways Center,
Sun Nov 4 2007,9:30p,Utah Jazz,109,Los Angeles Lakers,119,Box Score,,18997,STAPLES Center,
Mon Nov 5 2007,8:30p,Houston Rockets,98,Dallas Mavericks,107,Box Score,,20389,American Airlines Center,
Tue Nov 6 2007,7:00p,Phoenix Suns,115,Charlotte Bobcats,83,Box Score,,12408,Charlotte Bobcats Arena,
Tue Nov 6 2007,7:30p,Atlanta Hawks,82,New Jersey Nets,87,Box Score,,12336,Izod Center,
Tue Nov 6 2007,7:30p,Denver Nuggets,112,New York Knicks,119,Box Score,,19763,Madison Square Garden (IV),
Tue Nov 6 2007,8:00p,Toronto Raptors,85,Milwaukee Bucks,112,Box Score,,13549,Bradley Center,
Tue Nov 6 2007,8:00p,Orlando Magic,111,Minnesota Timberwolves,103,Box Score,,12003,Target Center,
Tue Nov 6 2007,8:30p,Los Angeles Clippers,97,Chicago Bulls,91,Box Score,,21742,United Center,
Tue Nov 6 2007,8:30p,San Antonio Spurs,81,Houston Rockets,89,Box Score,,18280,Toyota Center,
Tue Nov 6 2007,10:00p,Seattle SuperSonics,98,Sacramento Kings,104,Box Score,,14908,ARCO Arena (II),
Tue Nov 6 2007,10:30p,Cleveland Cavaliers,108,Golden State Warriors,104,Box Score,,19596,Oracle Arena,
Tue Nov 6 2007,10:30p,New Orleans Hornets,118,Los Angeles Lakers,104,Box Score,,18997,STAPLES Center,
Wed Nov 7 2007,7:00p,Phoenix Suns,96,Atlanta Hawks,105,Box Score,,19855,Philips Arena,
Wed Nov 7 2007,7:00p,Los Angeles Clippers,104,Indiana Pacers,89,Box Score,,10122,Conseco Fieldhouse,
Wed Nov 7 2007,7:00p,Charlotte Bobcats,63,Philadelphia 76ers,94,Box Score,,9317,Wachovia Center,
Wed Nov 7 2007,7:00p,Orlando Magic,105,Toronto Raptors,96,Box Score,,17977,Air Canada Centre,
Wed Nov 7 2007,7:30p,Denver Nuggets,93,Boston Celtics,119,Box Score,,18624,TD Banknorth Garden,
Wed Nov 7 2007,8:00p,Miami Heat,78,San Antonio Spurs,88,Box Score,,17503,AT&T Center,
Wed Nov 7 2007,10:00p,Memphis Grizzlies,105,Seattle SuperSonics,98,Box Score,,10761,KeyArena at Seattle Center,
Wed Nov 7 2007,10:30p,New Orleans Hornets,90,Portland Trail Blazers,93,Box Score,,19980,Rose Garden Arena,
Wed Nov 7 2007,10:30p,Cleveland Cavaliers,101,Utah Jazz,103,Box Score,,19911,EnergySolutions Arena,
Thu Nov 8 2007,7:30p,Washington Wizards,85,New Jersey Nets,87,Box Score,,13267,Izod Center,
Thu Nov 8 2007,8:00p,Detroit Pistons,93,Chicago Bulls,97,Box Score,,21797,United Center,
Thu Nov 8 2007,10:30p,Dallas Mavericks,120,Golden State Warriors,115,Box Score,,19596,Oracle Arena,
Fri Nov 9 2007,7:00p,Indiana Pacers,87,Charlotte Bobcats,96,Box Score,,12044,Charlotte Bobcats Arena,
Fri Nov 9 2007,7:00p,Toronto Raptors,105,Philadelphia 76ers,103,Box Score,,10886,Wachovia Center,
Fri Nov 9 2007,7:30p,Atlanta Hawks,83,Boston Celtics,106,Box Score,,18624,TD Banknorth Garden,
Fri Nov 9 2007,7:30p,Phoenix Suns,106,Miami Heat,101,Box Score,,19600,AmericanAirlines Arena,
Fri Nov 9 2007,7:30p,Orlando Magic,112,New York Knicks,102,Box Score,,19763,Madison Square Garden (IV),
Fri Nov 9 2007,8:00p,Los Angeles Clippers,79,Detroit Pistons,103,Box Score,,22076,The Palace of Auburn Hills,
Fri Nov 9 2007,8:00p,San Antonio Spurs,97,New Orleans Hornets,85,Box Score,,15297,New Orleans Arena,
Fri Nov 9 2007,8:00p,Denver Nuggets,118,Washington Wizards,92,Box Score,,20173,Verizon Center,
Fri Nov 9 2007,8:30p,Milwaukee Bucks,88,Houston Rockets,104,Box Score,,18244,Toyota Center,
Fri Nov 9 2007,10:00p,Memphis Grizzlies,98,Portland Trail Blazers,110,Box Score,,18112,Rose Garden Arena,
Fri Nov 9 2007,10:30p,Minnesota Timberwolves,93,Los Angeles Lakers,107,Box Score,,18997,STAPLES Center,
Fri Nov 9 2007,10:30p,Cleveland Cavaliers,93,Sacramento Kings,91,Box Score,,15293,ARCO Arena (II),
Fri Nov 9 2007,10:30p,Utah Jazz,103,Seattle SuperSonics,101,Box Score,,15980,KeyArena at Seattle Center,
Sat Nov 10 2007,7:00p,Denver Nuggets,113,Indiana Pacers,106,Box Score,,12748,Conseco Fieldhouse,
Sat Nov 10 2007,7:00p,Phoenix Suns,106,Orlando Magic,96,Box Score,,17519,Amway Arena,
Sat Nov 10 2007,7:30p,Boston Celtics,112,New Jersey Nets,101,Box Score,,18171,Izod Center,
Sat Nov 10 2007,8:30p,Toronto Raptors,101,Chicago Bulls,71,Box Score,,22467,United Center,
Sat Nov 10 2007,9:00p,Memphis Grizzlies,94,Utah Jazz,118,Box Score,,19771,EnergySolutions Arena,
Sat Nov 10 2007,10:00p,Dallas Mavericks,82,Portland Trail Blazers,91,Box Score,,19255,Rose Garden Arena,
Sat Nov 10 2007,10:00p,Minnesota Timberwolves,93,Sacramento Kings,100,Box Score,,13170,ARCO Arena (II),
Sun Nov 11 2007,2:00p,Washington Wizards,101,Atlanta Hawks,90,Box Score,,13172,Philips Arena,
Sun Nov 11 2007,6:00p,Houston Rockets,85,Charlotte Bobcats,82,Box Score,,11936,Charlotte Bobcats Arena,
Sun Nov 11 2007,6:00p,Miami Heat,75,New York Knicks,72,Box Score,,19763,Madison Square Garden (IV),
Sun Nov 11 2007,6:00p,New Orleans Hornets,93,Philadelphia 76ers,72,Box Score,,10014,Wachovia Center,
Sun Nov 11 2007,8:00p,Milwaukee Bucks,88,San Antonio Spurs,113,Box Score,,17670,AT&T Center,
Sun Nov 11 2007,9:00p,Detroit Pistons,107,Seattle SuperSonics,103,Box Score,,16379,KeyArena at Seattle Center,
Sun Nov 11 2007,9:30p,Cleveland Cavaliers,103,Los Angeles Clippers,95,Box Score,,15541,STAPLES Center,
Mon Nov 12 2007,7:30p,New Orleans Hornets,84,New Jersey Nets,82,Box Score,,12832,Izod Center,
Mon Nov 12 2007,9:00p,Cleveland Cavaliers,100,Denver Nuggets,122,Box Score,,19155,Pepsi Center,
Mon Nov 12 2007,9:00p,Sacramento Kings,93,Utah Jazz,117,Box Score,,19911,EnergySolutions Arena,
Tue Nov 13 2007,7:00p,Miami Heat,76,Charlotte Bobcats,91,Box Score,,12169,Charlotte Bobcats Arena,
Tue Nov 13 2007,7:00p,Boston Celtics,101,Indiana Pacers,86,Box Score,,12143,Conseco Fieldhouse,
Tue Nov 13 2007,7:00p,Seattle SuperSonics,76,Orlando Magic,103,Box Score,,16101,Amway Arena,
Tue Nov 13 2007,8:00p,Houston Rockets,99,Memphis Grizzlies,105,Box Score,,12368,FedEx Forum,
Tue Nov 13 2007,8:30p,Philadelphia 76ers,84,Dallas Mavericks,99,Box Score,,19875,American Airlines Center,
Tue Nov 13 2007,8:30p,Los Angeles Lakers,92,San Antonio Spurs,107,Box Score,,18797,AT&T Center,
Tue Nov 13 2007,9:00p,New York Knicks,102,Phoenix Suns,113,Box Score,,18422,US Airways Center,
Tue Nov 13 2007,10:00p,Detroit Pistons,94,Portland Trail Blazers,102,Box Score,,19980,Rose Garden Arena,
Wed Nov 14 2007,7:00p,Charlotte Bobcats,109,Atlanta Hawks,117,Box Score,,12239,Philips Arena,
Wed Nov 14 2007,7:00p,Orlando Magic,117,Cleveland Cavaliers,116,Box Score,OT,20562,Quicken Loans Arena,
Wed Nov 14 2007,7:00p,Utah Jazz,92,Toronto Raptors,88,Box Score,,17337,Air Canada Centre,
Wed Nov 14 2007,7:00p,Indiana Pacers,90,Washington Wizards,103,Box Score,,12477,Verizon Center,
Wed Nov 14 2007,7:30p,New Jersey Nets,69,Boston Celtics,91,Box Score,,18624,TD Banknorth Garden,
Wed Nov 14 2007,7:30p,Seattle SuperSonics,104,Miami Heat,95,Box Score,,19600,AmericanAirlines Arena,
Wed Nov 14 2007,8:00p,Memphis Grizzlies,99,Milwaukee Bucks,102,Box Score,,13462,Bradley Center,
Wed Nov 14 2007,8:00p,Sacramento Kings,103,Minnesota Timberwolves,108,Box Score,,11656,Target Center,
Wed Nov 14 2007,8:00p,Philadelphia 76ers,76,New Orleans Hornets,95,Box Score,,8302,New Orleans Arena,
Wed Nov 14 2007,9:00p,Portland Trail Blazers,93,Denver Nuggets,110,Box Score,,13289,Pepsi Center,
Wed Nov 14 2007,9:00p,Los Angeles Lakers,93,Houston Rockets,90,Box Score,,18178,Toyota Center,
Wed Nov 14 2007,10:30p,Detroit Pistons,111,Golden State Warriors,104,Box Score,,18923,Oracle Arena,
Wed Nov 14 2007,10:30p,New York Knicks,81,Los Angeles Clippers,84,Box Score,,15296,STAPLES Center,
Thu Nov 15 2007,8:00p,San Antonio Spurs,92,Dallas Mavericks,105,Box Score,,20468,American Airlines Center,
Thu Nov 15 2007,10:30p,Chicago Bulls,102,Phoenix Suns,112,Box Score,,18422,US Airways Center,
Fri Nov 16 2007,7:00p,Portland Trail Blazers,88,Philadelphia 76ers,92,Box Score,,11483,Wachovia Center,
Fri Nov 16 2007,7:00p,Indiana Pacers,101,Toronto Raptors,110,Box Score,,19800,Air Canada Centre,
Fri Nov 16 2007,7:30p,Seattle SuperSonics,126,Atlanta Hawks,123,Box Score,2OT,13534,Philips Arena,
Fri Nov 16 2007,7:30p,Miami Heat,91,Boston Celtics,92,Box Score,,18624,TD Banknorth Garden,
Fri Nov 16 2007,7:30p,Utah Jazz,94,Cleveland Cavaliers,99,Box Score,,19862,Quicken Loans Arena,
Fri Nov 16 2007,7:30p,Orlando Magic,95,New Jersey Nets,70,Box Score,,15115,Izod Center,
Fri Nov 16 2007,8:00p,New Orleans Hornets,120,Memphis Grizzlies,118,Box Score,OT,13271,FedEx Forum,
Fri Nov 16 2007,8:00p,Washington Wizards,105,Minnesota Timberwolves,89,Box Score,,11783,Target Center,
Fri Nov 16 2007,8:00p,Houston Rockets,84,San Antonio Spurs,90,Box Score,,18797,AT&T Center,
Fri Nov 16 2007,10:00p,New York Knicks,118,Sacramento Kings,123,Box Score,2OT,12549,ARCO Arena (II),
Fri Nov 16 2007,10:30p,Los Angeles Clippers,105,Golden State Warriors,122,Box Score,,19596,Oracle Arena,
Fri Nov 16 2007,10:30p,Detroit Pistons,91,Los Angeles Lakers,103,Box Score,,18997,STAPLES Center,
Sat Nov 17 2007,7:00p,Seattle SuperSonics,84,Charlotte Bobcats,100,Box Score,,13697,Charlotte Bobcats Arena,
Sat Nov 17 2007,7:00p,Utah Jazz,97,Indiana Pacers,117,Box Score,,12447,Conseco Fieldhouse,
Sat Nov 17 2007,7:00p,Portland Trail Blazers,90,Washington Wizards,109,Box Score,,20173,Verizon Center,
Sat Nov 17 2007,7:30p,Miami Heat,91,New Jersey Nets,87,Box Score,,16797,Izod Center,
Sat Nov 17 2007,8:00p,New Orleans Hornets,100,Minnesota Timberwolves,82,Box Score,,15324,Target Center,
Sat Nov 17 2007,8:30p,Memphis Grizzlies,105,Dallas Mavericks,108,Box Score,,20385,American Airlines Center,
Sat Nov 17 2007,8:30p,Phoenix Suns,115,Houston Rockets,105,Box Score,,18265,Toyota Center,
Sat Nov 17 2007,8:30p,Atlanta Hawks,96,Milwaukee Bucks,105,Box Score,,14511,Bradley Center,
Sat Nov 17 2007,9:00p,New York Knicks,83,Denver Nuggets,115,Box Score,,19679,Pepsi Center,
Sat Nov 17 2007,10:30p,Chicago Bulls,92,Los Angeles Clippers,73,Box Score,,17535,STAPLES Center,
Sun Nov 18 2007,1:00p,Golden State Warriors,106,Toronto Raptors,100,Box Score,,19800,Air Canada Centre,
Sun Nov 18 2007,6:00p,Boston Celtics,102,Orlando Magic,104,Box Score,,17519,Amway Arena,
Sun Nov 18 2007,9:00p,Detroit Pistons,95,Sacramento Kings,105,Box Score,,12978,ARCO Arena (II),
Sun Nov 18 2007,9:30p,Chicago Bulls,78,Los Angeles Lakers,106,Box Score,,18997,STAPLES Center,
Mon Nov 19 2007,7:00p,Portland Trail Blazers,92,Charlotte Bobcats,101,Box Score,,10612,Charlotte Bobcats Arena,
Mon Nov 19 2007,8:00p,Seattle SuperSonics,108,Memphis Grizzlies,125,Box Score,,10863,FedEx Forum,
Mon Nov 19 2007,8:00p,Orlando Magic,95,New Orleans Hornets,88,Box Score,,11741,New Orleans Arena,
Mon Nov 19 2007,9:00p,New Jersey Nets,75,Utah Jazz,102,Box Score,,19911,EnergySolutions Arena,
Tue Nov 20 2007,7:00p,San Antonio Spurs,95,Atlanta Hawks,83,Box Score,,17025,Philips Arena,
Tue Nov 20 2007,7:00p,Milwaukee Bucks,111,Cleveland Cavaliers,107,Box Score,,20115,Quicken Loans Arena,
Tue Nov 20 2007,7:00p,Los Angeles Lakers,134,Indiana Pacers,114,Box Score,,11577,Conseco Fieldhouse,
Tue Nov 20 2007,7:00p,Philadelphia 76ers,101,Washington Wizards,116,Box Score,,12299,Verizon Center,
Tue Nov 20 2007,7:30p,Golden State Warriors,108,New York Knicks,82,Box Score,,19763,Madison Square Garden (IV),
Tue Nov 20 2007,8:30p,Toronto Raptors,99,Dallas Mavericks,105,Box Score,,20272,American Airlines Center,
Tue Nov 20 2007,9:00p,Chicago Bulls,91,Denver Nuggets,112,Box Score,,17106,Pepsi Center,
Tue Nov 20 2007,10:00p,Phoenix Suns,100,Sacramento Kings,98,Box Score,,13592,ARCO Arena (II),
Wed Nov 21 2007,7:00p,Washington Wizards,114,Charlotte Bobcats,111,Box Score,OT,12193,Charlotte Bobcats Arena,
Wed Nov 21 2007,7:30p,Golden State Warriors,82,Boston Celtics,105,Box Score,,18624,TD Banknorth Garden,
Wed Nov 21 2007,7:30p,Dallas Mavericks,100,Houston Rockets,94,Box Score,,18143,Toyota Center,
Wed Nov 21 2007,7:30p,Atlanta Hawks,82,Miami Heat,79,Box Score,,19600,AmericanAirlines Arena,
Wed Nov 21 2007,8:00p,New York Knicks,86,Detroit Pistons,98,Box Score,,22076,The Palace of Auburn Hills,
Wed Nov 21 2007,8:00p,Toronto Raptors,95,Memphis Grizzlies,89,Box Score,,12217,FedEx Forum,
Wed Nov 21 2007,8:00p,Los Angeles Lakers,103,Milwaukee Bucks,110,Box Score,,17526,Bradley Center,
Wed Nov 21 2007,8:00p,Cleveland Cavaliers,97,Minnesota Timberwolves,86,Box Score,,15224,Target Center,
Wed Nov 21 2007,8:00p,Indiana Pacers,105,New Orleans Hornets,93,Box Score,,11609,New Orleans Arena,
Wed Nov 21 2007,8:30p,Orlando Magic,110,San Antonio Spurs,128,Box Score,,18797,AT&T Center,
Wed Nov 21 2007,9:00p,Sacramento Kings,111,Phoenix Suns,127,Box Score,,18422,US Airways Center,
Wed Nov 21 2007,10:00p,New Jersey Nets,106,Portland Trail Blazers,101,Box Score,,18423,Rose Garden Arena,
Wed Nov 21 2007,10:30p,Denver Nuggets,90,Los Angeles Clippers,101,Box Score,,17221,STAPLES Center,
Fri Nov 23 2007,7:00p,Charlotte Bobcats,92,Orlando Magic,105,Box Score,,17136,Amway Arena,
Fri Nov 23 2007,7:00p,Golden State Warriors,123,Washington Wizards,115,Box Score,,20173,Verizon Center,
Fri Nov 23 2007,7:30p,Los Angeles Lakers,94,Boston Celtics,107,Box Score,,18624,TD Banknorth Garden,
Fri Nov 23 2007,8:00p,Philadelphia 76ers,78,Detroit Pistons,83,Box Score,,22076,The Palace of Auburn Hills,
Fri Nov 23 2007,8:00p,Dallas Mavericks,107,Indiana Pacers,111,Box Score,,14002,Conseco Fieldhouse,
Fri Nov 23 2007,8:00p,Houston Rockets,91,Miami Heat,98,Box Score,,19600,AmericanAirlines Arena,
Fri Nov 23 2007,8:30p,Memphis Grizzlies,88,San Antonio Spurs,101,Box Score,,18797,AT&T Center,
Fri Nov 23 2007,9:00p,Minnesota Timberwolves,93,Denver Nuggets,99,Box Score,,17097,Pepsi Center,
Fri Nov 23 2007,9:00p,Los Angeles Clippers,94,Phoenix Suns,113,Box Score,,18422,US Airways Center,
Fri Nov 23 2007,9:00p,New Orleans Hornets,71,Utah Jazz,99,Box Score,,19911,EnergySolutions Arena,
Fri Nov 23 2007,10:00p,Sacramento Kings,84,Portland Trail Blazers,87,Box Score,,19980,Rose Garden Arena,
Fri Nov 23 2007,10:30p,New Jersey Nets,98,Seattle SuperSonics,93,Box Score,,14424,KeyArena at Seattle Center,
Sat Nov 24 2007,1:00p,Toronto Raptors,108,Cleveland Cavaliers,111,Box Score,,20018,Quicken Loans Arena,
Sat Nov 24 2007,1:00p,Chicago Bulls,78,New York Knicks,85,Box Score,,19763,Madison Square Garden (IV),
Sat Nov 24 2007,7:00p,Boston Celtics,96,Charlotte Bobcats,95,Box Score,,19201,Charlotte Bobcats Arena,
Sat Nov 24 2007,7:00p,Miami Heat,99,Orlando Magic,120,Box Score,,17519,Amway Arena,
Sat Nov 24 2007,7:00p,Golden State Warriors,100,Philadelphia 76ers,98,Box Score,OT,13047,Wachovia Center,
Sat Nov 24 2007,8:00p,Washington Wizards,118,Memphis Grizzlies,124,Box Score,,13579,FedEx Forum,
Sat Nov 24 2007,8:00p,Atlanta Hawks,94,Minnesota Timberwolves,87,Box Score,,14101,Target Center,
Sat Nov 24 2007,8:30p,Denver Nuggets,81,Houston Rockets,109,Box Score,,18228,Toyota Center,
Sat Nov 24 2007,9:00p,Dallas Mavericks,95,Milwaukee Bucks,97,Box Score,,16376,Bradley Center,
Sat Nov 24 2007,10:30p,New Orleans Hornets,98,Los Angeles Clippers,89,Box Score,,15601,STAPLES Center,
Sun Nov 25 2007,12:00p,Chicago Bulls,78,Toronto Raptors,93,Box Score,,19800,Air Canada Centre,
Sun Nov 25 2007,1:00p,Utah Jazz,103,Detroit Pistons,93,Box Score,,22076,The Palace of Auburn Hills,
Sun Nov 25 2007,2:30p,Cleveland Cavaliers,111,Indiana Pacers,106,Box Score,,11603,Conseco Fieldhouse,
Sun Nov 25 2007,9:00p,San Antonio Spurs,116,Seattle SuperSonics,101,Box Score,,14186,KeyArena at Seattle Center,
Sun Nov 25 2007,9:30p,New Jersey Nets,102,Los Angeles Lakers,100,Box Score,,18997,STAPLES Center,
Mon Nov 26 2007,7:30p,Utah Jazz,109,New York Knicks,113,Box Score,,18816,Madison Square Garden (IV),
Mon Nov 26 2007,8:00p,Minnesota Timberwolves,103,New Orleans Hornets,94,Box Score,,8393,New Orleans Arena,
Mon Nov 26 2007,8:30p,Washington Wizards,110,Dallas Mavericks,98,Box Score,,19556,American Airlines Center,
Mon Nov 26 2007,10:00p,Orlando Magic,85,Portland Trail Blazers,74,Box Score,,15922,Rose Garden Arena,
Mon Nov 26 2007,10:00p,San Antonio Spurs,99,Sacramento Kings,112,Box Score,,12587,ARCO Arena (II),
Mon Nov 26 2007,10:30p,Phoenix Suns,114,Golden State Warriors,129,Box Score,,19596,Oracle Arena,
Mon Nov 26 2007,10:30p,Houston Rockets,88,Los Angeles Clippers,71,Box Score,,15452,STAPLES Center,
Tue Nov 27 2007,7:00p,Boston Celtics,104,Cleveland Cavaliers,109,Box Score,OT,20562,Quicken Loans Arena,
Tue Nov 27 2007,7:30p,Charlotte Bobcats,90,Miami Heat,110,Box Score,,19600,AmericanAirlines Arena,
Tue Nov 27 2007,7:30p,Memphis Grizzlies,110,New Jersey Nets,103,Box Score,,12092,Izod Center,
Tue Nov 27 2007,8:00p,Philadelphia 76ers,114,Milwaukee Bucks,99,Box Score,,13186,Bradley Center,
Tue Nov 27 2007,8:30p,Atlanta Hawks,78,Chicago Bulls,90,Box Score,,21826,United Center,
Tue Nov 27 2007,9:00p,Indiana Pacers,112,Denver Nuggets,110,Box Score,,13274,Pepsi Center,
Tue Nov 27 2007,10:30p,Seattle SuperSonics,99,Los Angeles Lakers,106,Box Score,,18997,STAPLES Center,
Wed Nov 28 2007,7:00p,Milwaukee Bucks,80,Atlanta Hawks,96,Box Score,,11286,Philips Arena,
Wed Nov 28 2007,7:00p,Utah Jazz,106,Philadelphia 76ers,95,Box Score,,11006,Wachovia Center,
Wed Nov 28 2007,7:00p,Memphis Grizzlies,91,Toronto Raptors,103,Box Score,,18906,Air Canada Centre,
Wed Nov 28 2007,7:30p,Cleveland Cavaliers,74,Detroit Pistons,109,Box Score,,22076,The Palace of Auburn Hills,
Wed Nov 28 2007,8:30p,Minnesota Timberwolves,103,Dallas Mavericks,109,Box Score,,20054,American Airlines Center,
Wed Nov 28 2007,8:30p,Washington Wizards,94,San Antonio Spurs,109,Box Score,,18386,AT&T Center,
Wed Nov 28 2007,9:00p,Houston Rockets,100,Phoenix Suns,94,Box Score,,18422,US Airways Center,
Wed Nov 28 2007,10:00p,Indiana Pacers,95,Portland Trail Blazers,89,Box Score,,16168,Rose Garden Arena,
Wed Nov 28 2007,10:00p,Golden State Warriors,103,Sacramento Kings,96,Box Score,,13652,ARCO Arena (II),
Wed Nov 28 2007,10:00p,Orlando Magic,110,Seattle SuperSonics,94,Box Score,,12398,KeyArena at Seattle Center,
Thu Nov 29 2007,8:00p,New York Knicks,59,Boston Celtics,104,Box Score,,18624,TD Banknorth Garden,
Thu Nov 29 2007,10:30p,Houston Rockets,94,Golden State Warriors,113,Box Score,,19596,Oracle Arena,
Thu Nov 29 2007,10:30p,Denver Nuggets,99,Los Angeles Lakers,127,Box Score,,18997,STAPLES Center,
Fri Nov 30 2007,7:00p,Washington Wizards,84,Philadelphia 76ers,85,Box Score,,10718,Wachovia Center,
Fri Nov 30 2007,7:00p,Cleveland Cavaliers,82,Toronto Raptors,91,Box Score,,19800,Air Canada Centre,
Fri Nov 30 2007,7:30p,New Orleans Hornets,92,Atlanta Hawks,86,Box Score,,14186,Philips Arena,
Fri Nov 30 2007,7:30p,Milwaukee Bucks,88,New York Knicks,91,Box Score,,18979,Madison Square Garden (IV),
Fri Nov 30 2007,8:00p,Boston Celtics,95,Miami Heat,85,Box Score,,20022,AmericanAirlines Arena,
Fri Nov 30 2007,8:00p,San Antonio Spurs,106,Minnesota Timberwolves,91,Box Score,,16297,Target Center,
Fri Nov 30 2007,8:30p,Portland Trail Blazers,80,Dallas Mavericks,91,Box Score,,20301,American Airlines Center,
Fri Nov 30 2007,9:00p,Orlando Magic,106,Phoenix Suns,110,Box Score,,18422,US Airways Center,
Fri Nov 30 2007,10:30p,Los Angeles Clippers,107,Denver Nuggets,123,Box Score,,14230,Pepsi Center,
Fri Nov 30 2007,10:30p,Indiana Pacers,93,Seattle SuperSonics,95,Box Score,,14786,KeyArena at Seattle Center,
Fri Nov 30 2007,10:30p,Los Angeles Lakers,96,Utah Jazz,120,Box Score,,19911,EnergySolutions Arena,
Sat Dec 1 2007,7:00p,Toronto Raptors,97,Washington Wizards,101,Box Score,,20173,Verizon Center,
