Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Wed Nov 18 2009,7:00p,Oklahoma City Thunder,94,Orlando Magic,108,Box Score,,17461,Amway Arena,
Wed Nov 18 2009,7:00p,Charlotte Bobcats,84,Philadelphia 76ers,86,Box Score,,11585,Wachovia Center,
Wed Nov 18 2009,7:00p,Cleveland Cavaliers,91,Washington Wizards,108,Box Score,,20173,Verizon Center,
Wed Nov 18 2009,7:30p,Golden State Warriors,95,Boston Celtics,109,Box Score,,18624,TD Garden,
Wed Nov 18 2009,8:00p,Los Angeles Clippers,91,Memphis Grizzlies,106,Box Score,,10012,FedEx Forum,
Wed Nov 18 2009,8:00p,New Jersey Nets,85,Milwaukee Bucks,99,Box Score,,13479,Bradley Center,
Wed Nov 18 2009,8:00p,Houston Rockets,97,Minnesota Timberwolves,84,Box Score,,11137,Target Center,
Wed Nov 18 2009,9:00p,Toronto Raptors,91,Utah Jazz,104,Box Score,,17879,EnergySolutions Arena,
Wed Nov 18 2009,9:30p,San Antonio Spurs,94,Dallas Mavericks,99,Box Score,OT,20110,American Airlines Center,
Wed Nov 18 2009,10:00p,Detroit Pistons,81,Portland Trail Blazers,87,Box Score,,20391,Rose Garden Arena,
Thu Nov 19 2009,8:00p,Phoenix Suns,103,New Orleans Hornets,110,Box Score,,14520,New Orleans Arena,
Thu Nov 19 2009,8:30p,Utah Jazz,90,San Antonio Spurs,83,Box Score,,17519,AT&T Center,
Thu Nov 19 2009,10:30p,Chicago Bulls,93,Los Angeles Lakers,108,Box Score,,18997,STAPLES Center,
Fri Nov 20 2009,7:00p,Cleveland Cavaliers,105,Indiana Pacers,95,Box Score,,18165,Conseco Fieldhouse,
Fri Nov 20 2009,7:00p,Memphis Grizzlies,102,Philadelphia 76ers,97,Box Score,,14269,Wachovia Center,
Fri Nov 20 2009,7:00p,Miami Heat,113,Toronto Raptors,120,Box Score,,19800,Air Canada Centre,
Fri Nov 20 2009,7:30p,Houston Rockets,103,Atlanta Hawks,105,Box Score,,16674,Philips Arena,
Fri Nov 20 2009,8:00p,Orlando Magic,83,Boston Celtics,78,Box Score,,18624,TD Garden,
Fri Nov 20 2009,8:00p,Washington Wizards,108,Oklahoma City Thunder,127,Box Score,,18203,Oklahoma City Arena,
Fri Nov 20 2009,8:30p,Sacramento Kings,102,Dallas Mavericks,104,Box Score,,19871,American Airlines Center,
Fri Nov 20 2009,8:30p,Charlotte Bobcats,88,Milwaukee Bucks,95,Box Score,,15578,Bradley Center,
Fri Nov 20 2009,10:30p,Portland Trail Blazers,94,Golden State Warriors,108,Box Score,,18630,Oracle Arena,
Fri Nov 20 2009,10:30p,Denver Nuggets,99,Los Angeles Clippers,106,Box Score,,18155,STAPLES Center,
Sat Nov 21 2009,1:00p,New York Knicks,98,New Jersey Nets,91,Box Score,,14050,Izod Center,
Sat Nov 21 2009,7:30p,Philadelphia 76ers,91,Cleveland Cavaliers,97,Box Score,,20562,Quicken Loans Arena,
Sat Nov 21 2009,8:00p,Milwaukee Bucks,103,Memphis Grizzlies,98,Box Score,,11209,FedEx Forum,
Sat Nov 21 2009,8:00p,Atlanta Hawks,88,New Orleans Hornets,96,Box Score,,15933,New Orleans Arena,
Sat Nov 21 2009,8:30p,Sacramento Kings,106,Houston Rockets,113,Box Score,,16202,Toyota Center,
Sat Nov 21 2009,8:30p,Washington Wizards,84,San Antonio Spurs,106,Box Score,,16888,AT&T Center,
Sat Nov 21 2009,9:00p,Chicago Bulls,93,Denver Nuggets,112,Box Score,,19359,Pepsi Center,
Sat Nov 21 2009,9:00p,Detroit Pistons,97,Utah Jazz,100,Box Score,OT,18355,EnergySolutions Arena,
Sat Nov 21 2009,10:00p,Minnesota Timberwolves,78,Portland Trail Blazers,106,Box Score,,20453,Rose Garden Arena,
Sun Nov 22 2009,12:30p,Orlando Magic,104,Toronto Raptors,96,Box Score,,17233,Air Canada Centre,
Sun Nov 22 2009,1:00p,Boston Celtics,107,New York Knicks,105,Box Score,OT,19763,Madison Square Garden (IV),
Sun Nov 22 2009,5:00p,Indiana Pacers,88,Charlotte Bobcats,104,Box Score,,14730,Time Warner Cable Arena,
Sun Nov 22 2009,6:00p,New Orleans Hornets,101,Miami Heat,102,Box Score,,16500,AmericanAirlines Arena,
Sun Nov 22 2009,8:00p,Detroit Pistons,91,Phoenix Suns,117,Box Score,,18422,US Airways Center,
Sun Nov 22 2009,9:30p,Oklahoma City Thunder,85,Los Angeles Lakers,101,Box Score,,18997,STAPLES Center,
Mon Nov 23 2009,8:00p,Sacramento Kings,105,Memphis Grizzlies,116,Box Score,,10109,FedEx Forum,
Mon Nov 23 2009,8:30p,Milwaukee Bucks,98,San Antonio Spurs,112,Box Score,,17677,AT&T Center,
Mon Nov 23 2009,10:00p,Chicago Bulls,98,Portland Trail Blazers,122,Box Score,,20383,Rose Garden Arena,
Mon Nov 23 2009,10:30p,Minnesota Timberwolves,87,Los Angeles Clippers,91,Box Score,,13815,STAPLES Center,
Tue Nov 24 2009,7:00p,Indiana Pacers,112,Toronto Raptors,123,Box Score,,17136,Air Canada Centre,
Tue Nov 24 2009,7:00p,Philadelphia 76ers,107,Washington Wizards,108,Box Score,,14485,Verizon Center,
Tue Nov 24 2009,8:30p,Golden State Warriors,111,Dallas Mavericks,103,Box Score,,20008,American Airlines Center,
Tue Nov 24 2009,9:00p,New Jersey Nets,87,Denver Nuggets,101,Box Score,,16307,Pepsi Center,
Tue Nov 24 2009,9:00p,Oklahoma City Thunder,104,Utah Jazz,94,Box Score,,17937,EnergySolutions Arena,
Tue Nov 24 2009,10:30p,New York Knicks,90,Los Angeles Lakers,100,Box Score,,18997,STAPLES Center,
Wed Nov 25 2009,7:00p,Toronto Raptors,81,Charlotte Bobcats,116,Box Score,,13689,Time Warner Cable Arena,
Wed Nov 25 2009,7:00p,Los Angeles Clippers,73,Indiana Pacers,86,Box Score,,12356,Conseco Fieldhouse,
Wed Nov 25 2009,7:30p,Philadelphia 76ers,110,Boston Celtics,113,Box Score,,18624,TD Garden,
Wed Nov 25 2009,7:30p,Miami Heat,99,Orlando Magic,98,Box Score,,17461,Amway Arena,
Wed Nov 25 2009,8:00p,Cleveland Cavaliers,98,Detroit Pistons,88,Box Score,,22076,The Palace of Auburn Hills,
Wed Nov 25 2009,8:00p,Denver Nuggets,124,Minnesota Timberwolves,111,Box Score,,13101,Target Center,
Wed Nov 25 2009,8:00p,Milwaukee Bucks,99,New Orleans Hornets,102,Box Score,OT,14315,New Orleans Arena,
Wed Nov 25 2009,8:30p,Dallas Mavericks,130,Houston Rockets,99,Box Score,,18157,Toyota Center,
Wed Nov 25 2009,8:30p,Golden State Warriors,104,San Antonio Spurs,118,Box Score,,17606,AT&T Center,
Wed Nov 25 2009,9:00p,Memphis Grizzlies,111,Phoenix Suns,126,Box Score,,18284,US Airways Center,
Wed Nov 25 2009,10:00p,New Jersey Nets,83,Portland Trail Blazers,93,Box Score,,20322,Rose Garden Arena,
Wed Nov 25 2009,10:00p,New York Knicks,97,Sacramento Kings,111,Box Score,,11375,Power Balance Pavilion,
Thu Nov 26 2009,8:00p,Orlando Magic,93,Atlanta Hawks,76,Box Score,,19193,Philips Arena,
Thu Nov 26 2009,10:30p,Chicago Bulls,86,Utah Jazz,105,Box Score,,18045,EnergySolutions Arena,
Fri Nov 27 2009,7:00p,Cleveland Cavaliers,87,Charlotte Bobcats,94,Box Score,,19168,Time Warner Cable Arena,
Fri Nov 27 2009,7:00p,Washington Wizards,94,Miami Heat,84,Box Score,,17684,AmericanAirlines Arena,
Fri Nov 27 2009,7:30p,Toronto Raptors,103,Boston Celtics,116,Box Score,,18624,TD Garden,
Fri Nov 27 2009,7:30p,Atlanta Hawks,100,Philadelphia 76ers,86,Box Score,,12984,Wachovia Center,
Fri Nov 27 2009,8:00p,Los Angeles Clippers,104,Detroit Pistons,96,Box Score,,18954,The Palace of Auburn Hills,
Fri Nov 27 2009,8:00p,Dallas Mavericks,113,Indiana Pacers,92,Box Score,,16613,Conseco Fieldhouse,
Fri Nov 27 2009,8:30p,San Antonio Spurs,92,Houston Rockets,84,Box Score,,18164,Toyota Center,
Fri Nov 27 2009,9:00p,New York Knicks,125,Denver Nuggets,128,Box Score,,19155,Pepsi Center,
Fri Nov 27 2009,9:30p,Phoenix Suns,120,Minnesota Timberwolves,95,Box Score,,18225,Target Center,
Fri Nov 27 2009,9:30p,Milwaukee Bucks,90,Oklahoma City Thunder,108,Box Score,,18203,Oklahoma City Arena,
Fri Nov 27 2009,10:00p,Memphis Grizzlies,106,Portland Trail Blazers,96,Box Score,,20540,Rose Garden Arena,
Fri Nov 27 2009,10:00p,New Jersey Nets,96,Sacramento Kings,109,Box Score,,12725,Power Balance Pavilion,
Sat Nov 28 2009,7:00p,Charlotte Bobcats,92,Washington Wizards,76,Box Score,,17311,Verizon Center,
Sat Nov 28 2009,7:30p,Dallas Mavericks,95,Cleveland Cavaliers,111,Box Score,,20562,Quicken Loans Arena,
