Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Wed Nov 17 2004,10:30p,Chicago Bulls,85,Golden State Warriors,98,Box Score,,14866,Oakland Arena,
Wed Nov 17 2004,10:30p,Los Angeles Clippers,89,Los Angeles Lakers,103,Box Score,,18997,STAPLES Center,
Thu Nov 18 2004,7:00p,Cleveland Cavaliers,106,Charlotte Bobcats,89,Box Score,,14706,Charlotte Coliseum,
Thu Nov 18 2004,7:00p,San Antonio Spurs,88,Philadelphia 76ers,80,Box Score,,16446,Wachovia Center,
Thu Nov 18 2004,9:30p,New York Knicks,93,Houston Rockets,92,Box Score,,11939,Toyota Center,
Fri Nov 19 2004,7:00p,Seattle SuperSonics,101,Toronto Raptors,94,Box Score,,16886,Air Canada Centre,
Fri Nov 19 2004,7:30p,San Antonio Spurs,92,Boston Celtics,84,Box Score,,15586,FleetCenter,
Fri Nov 19 2004,7:30p,Utah Jazz,105,Miami Heat,107,Box Score,OT,19735,AmericanAirlines Arena,
Fri Nov 19 2004,8:00p,Indiana Pacers,97,Detroit Pistons,82,Box Score,,22076,The Palace of Auburn Hills,Malice at the Palace
Fri Nov 19 2004,8:30p,New York Knicks,101,Dallas Mavericks,103,Box Score,,19658,American Airlines Center,
Fri Nov 19 2004,9:00p,Chicago Bulls,81,Denver Nuggets,99,Box Score,,17171,Pepsi Center,
Fri Nov 19 2004,9:00p,Los Angeles Lakers,102,Phoenix Suns,107,Box Score,,18422,America West Arena,
Fri Nov 19 2004,10:00p,Milwaukee Bucks,98,Portland Trail Blazers,110,Box Score,,15375,Rose Garden Arena,
Fri Nov 19 2004,10:30p,Memphis Grizzlies,105,Sacramento Kings,107,Box Score,,17317,ARCO Arena (II),
Sat Nov 20 2004,3:30p,Houston Rockets,91,Los Angeles Clippers,86,Box Score,OT,18255,STAPLES Center,
Sat Nov 20 2004,7:00p,Utah Jazz,92,Atlanta Hawks,79,Box Score,,11986,Philips Arena,
Sat Nov 20 2004,7:30p,Charlotte Bobcats,84,Cleveland Cavaliers,100,Box Score,,18045,Gund Arena,
Sat Nov 20 2004,8:00p,Orlando Magic,86,Indiana Pacers,83,Box Score,,17317,Conseco Fieldhouse,
Sat Nov 20 2004,8:00p,Washington Wizards,97,New Jersey Nets,86,Box Score,,14365,Continental Airlines Arena,
Sat Nov 20 2004,8:00p,Minnesota Timberwolves,99,New Orleans Hornets,94,Box Score,,15632,New Orleans Arena,
Sat Nov 20 2004,10:30p,Memphis Grizzlies,100,Golden State Warriors,87,Box Score,,16164,Oakland Arena,
Sun Nov 21 2004,1:00p,San Antonio Spurs,91,Toronto Raptors,96,Box Score,,17264,Air Canada Centre,
Sun Nov 21 2004,3:30p,Phoenix Suns,122,Los Angeles Clippers,111,Box Score,,17077,STAPLES Center,
Sun Nov 21 2004,6:00p,Seattle SuperSonics,83,Boston Celtics,102,Box Score,,15410,FleetCenter,
Sun Nov 21 2004,6:00p,Charlotte Bobcats,116,Detroit Pistons,117,Box Score,2OT,22076,The Palace of Auburn Hills,
Sun Nov 21 2004,6:00p,Philadelphia 76ers,83,Miami Heat,93,Box Score,,19600,AmericanAirlines Arena,
Sun Nov 21 2004,7:30p,Cleveland Cavaliers,88,New York Knicks,98,Box Score,,19763,Madison Square Garden (IV),
Sun Nov 21 2004,8:00p,Houston Rockets,97,Portland Trail Blazers,93,Box Score,,18025,Rose Garden Arena,
Sun Nov 21 2004,9:00p,Dallas Mavericks,82,Denver Nuggets,110,Box Score,,15622,Pepsi Center,
Sun Nov 21 2004,9:00p,Milwaukee Bucks,79,Sacramento Kings,88,Box Score,,17317,ARCO Arena (II),
Sun Nov 21 2004,9:30p,Chicago Bulls,93,Los Angeles Lakers,102,Box Score,,18997,STAPLES Center,
Mon Nov 22 2004,8:00p,San Antonio Spurs,90,Memphis Grizzlies,93,Box Score,,16127,FedEx Forum,
Mon Nov 22 2004,8:30p,Minnesota Timberwolves,83,Dallas Mavericks,82,Box Score,,19939,American Airlines Center,
Mon Nov 22 2004,9:00p,Chicago Bulls,82,Phoenix Suns,100,Box Score,,15285,America West Arena,
Mon Nov 22 2004,9:00p,New Orleans Hornets,76,Utah Jazz,75,Box Score,,19911,Delta Center,
Tue Nov 23 2004,7:00p,Detroit Pistons,89,Charlotte Bobcats,91,Box Score,,13394,Charlotte Coliseum,
Tue Nov 23 2004,7:00p,Boston Celtics,96,Indiana Pacers,106,Box Score,,17135,Conseco Fieldhouse,
Tue Nov 23 2004,7:00p,Toronto Raptors,86,Washington Wizards,102,Box Score,,14541,MCI Center,
Tue Nov 23 2004,7:30p,Portland Trail Blazers,99,Miami Heat,87,Box Score,,19065,AmericanAirlines Arena,
Tue Nov 23 2004,7:30p,Atlanta Hawks,88,New York Knicks,104,Box Score,,17952,Madison Square Garden (IV),
Tue Nov 23 2004,8:00p,Seattle SuperSonics,103,Minnesota Timberwolves,92,Box Score,,16129,Target Center,
Tue Nov 23 2004,9:00p,New Jersey Nets,88,Denver Nuggets,90,Box Score,,13448,Pepsi Center,
Tue Nov 23 2004,10:00p,Houston Rockets,96,Sacramento Kings,102,Box Score,,17317,ARCO Arena (II),
Tue Nov 23 2004,10:30p,New Orleans Hornets,109,Golden State Warriors,115,Box Score,3OT,15362,Oakland Arena,
Tue Nov 23 2004,10:30p,Milwaukee Bucks,96,Los Angeles Lakers,100,Box Score,,18215,STAPLES Center,
Wed Nov 24 2004,7:00p,Detroit Pistons,76,Cleveland Cavaliers,92,Box Score,,19192,Gund Arena,
Wed Nov 24 2004,7:00p,Portland Trail Blazers,89,Orlando Magic,83,Box Score,,13438,TD Waterhouse Centre,
Wed Nov 24 2004,7:00p,Boston Celtics,97,Philadelphia 76ers,110,Box Score,,14901,Wachovia Center,
Wed Nov 24 2004,7:00p,New York Knicks,91,Toronto Raptors,114,Box Score,,18192,Air Canada Centre,
Wed Nov 24 2004,7:30p,Miami Heat,99,Atlanta Hawks,93,Box Score,,14590,Philips Arena,
Wed Nov 24 2004,8:00p,Seattle SuperSonics,93,Memphis Grizzlies,84,Box Score,,15542,FedEx Forum,
Wed Nov 24 2004,8:30p,Dallas Mavericks,80,San Antonio Spurs,94,Box Score,,18797,SBC Center,
Wed Nov 24 2004,9:00p,Milwaukee Bucks,104,Phoenix Suns,111,Box Score,,15088,America West Arena,
Wed Nov 24 2004,9:00p,Chicago Bulls,101,Utah Jazz,99,Box Score,,18563,Delta Center,
Thu Nov 25 2004,8:00p,Minnesota Timberwolves,102,Indiana Pacers,106,Box Score,,17149,Conseco Fieldhouse,
Thu Nov 25 2004,10:30p,New Jersey Nets,88,Los Angeles Clippers,101,Box Score,,12629,STAPLES Center,
Fri Nov 26 2004,1:00p,Portland Trail Blazers,83,Dallas Mavericks,92,Box Score,,20179,American Airlines Center,
Fri Nov 26 2004,1:00p,Washington Wizards,114,Philadelphia 76ers,116,Box Score,OT,17516,Wachovia Center,
Fri Nov 26 2004,7:30p,Orlando Magic,117,Atlanta Hawks,99,Box Score,,10947,Philips Arena,
Fri Nov 26 2004,7:30p,Cleveland Cavaliers,98,Boston Celtics,96,Box Score,,18624,FleetCenter,
Fri Nov 26 2004,8:00p,Miami Heat,77,Detroit Pistons,78,Box Score,,22076,The Palace of Auburn Hills,
Fri Nov 26 2004,8:00p,Charlotte Bobcats,77,Indiana Pacers,82,Box Score,,17441,Conseco Fieldhouse,
Fri Nov 26 2004,8:00p,Memphis Grizzlies,90,Minnesota Timberwolves,115,Box Score,,17985,Target Center,
Fri Nov 26 2004,9:00p,San Antonio Spurs,89,Denver Nuggets,75,Box Score,,19099,Pepsi Center,
Fri Nov 26 2004,9:00p,New Orleans Hornets,86,Phoenix Suns,95,Box Score,,17986,America West Arena,
Fri Nov 26 2004,9:00p,Houston Rockets,80,Utah Jazz,90,Box Score,,19519,Delta Center,
Fri Nov 26 2004,10:30p,Los Angeles Clippers,98,Golden State Warriors,87,Box Score,,16564,Oakland Arena,
Fri Nov 26 2004,10:30p,Sacramento Kings,109,Los Angeles Lakers,106,Box Score,,18997,STAPLES Center,
Fri Nov 26 2004,10:30p,New Jersey Nets,79,Seattle SuperSonics,92,Box Score,,17072,KeyArena at Seattle Center,
Sat Nov 27 2004,1:00p,Toronto Raptors,102,New York Knicks,108,Box Score,,19763,Madison Square Garden (IV),
Sat Nov 27 2004,7:00p,Atlanta Hawks,92,Charlotte Bobcats,107,Box Score,,13695,Charlotte Coliseum,
Sat Nov 27 2004,7:00p,Philadelphia 76ers,99,Orlando Magic,105,Box Score,,16889,TD Waterhouse Centre,
Sat Nov 27 2004,7:30p,Chicago Bulls,74,Cleveland Cavaliers,96,Box Score,,19763,Gund Arena,
Sat Nov 27 2004,8:00p,Dallas Mavericks,98,Memphis Grizzlies,85,Box Score,,18119,FedEx Forum,
Sat Nov 27 2004,8:30p,Denver Nuggets,82,Houston Rockets,76,Box Score,,18145,Toyota Center,
Sat Nov 27 2004,8:30p,Utah Jazz,76,San Antonio Spurs,109,Box Score,,17543,SBC Center,
Sat Nov 27 2004,9:00p,Detroit Pistons,90,Milwaukee Bucks,96,Box Score,,16824,Bradley Center,
Sun Nov 28 2004,3:00p,Washington Wizards,114,Toronto Raptors,109,Box Score,OT,16121,Air Canada Centre,
Sun Nov 28 2004,3:30p,Golden State Warriors,91,Los Angeles Clippers,103,Box Score,,14567,STAPLES Center,
Sun Nov 28 2004,6:00p,Boston Celtics,104,Miami Heat,106,Box Score,,19600,AmericanAirlines Arena,
Sun Nov 28 2004,6:00p,New Jersey Nets,71,Portland Trail Blazers,83,Box Score,,14263,Rose Garden Arena,
Sun Nov 28 2004,9:00p,Minnesota Timberwolves,121,Sacramento Kings,110,Box Score,,17317,ARCO Arena (II),
Sun Nov 28 2004,9:00p,Indiana Pacers,95,Seattle SuperSonics,103,Box Score,,14808,KeyArena at Seattle Center,
Sun Nov 28 2004,9:30p,New Orleans Hornets,76,Los Angeles Lakers,89,Box Score,,18997,STAPLES Center,
Mon Nov 29 2004,7:00p,Boston Celtics,117,Orlando Magic,101,Box Score,,12124,TD Waterhouse Centre,
Mon Nov 29 2004,9:00p,New Orleans Hornets,67,Denver Nuggets,76,Box Score,,13119,Pepsi Center,
Mon Nov 29 2004,10:30p,Cleveland Cavaliers,82,Los Angeles Clippers,94,Box Score,,16465,STAPLES Center,
Tue Nov 30 2004,7:30p,New York Knicks,110,Atlanta Hawks,109,Box Score,OT,10879,Philips Arena,
Tue Nov 30 2004,7:30p,Toronto Raptors,94,Miami Heat,92,Box Score,,18993,AmericanAirlines Arena,
Tue Nov 30 2004,7:30p,Charlotte Bobcats,86,New Jersey Nets,99,Box Score,,11921,Continental Airlines Arena,
Tue Nov 30 2004,8:00p,Sacramento Kings,98,Memphis Grizzlies,93,Box Score,,14192,FedEx Forum,
Tue Nov 30 2004,8:00p,Los Angeles Lakers,95,Milwaukee Bucks,90,Box Score,,14975,Bradley Center,
Tue Nov 30 2004,8:30p,San Antonio Spurs,107,Dallas Mavericks,89,Box Score,,19455,American Airlines Center,
Tue Nov 30 2004,8:30p,Detroit Pistons,93,Houston Rockets,72,Box Score,,15330,Toyota Center,
Tue Nov 30 2004,9:00p,Phoenix Suns,115,Utah Jazz,102,Box Score,,17336,Delta Center,
Tue Nov 30 2004,10:00p,Seattle SuperSonics,94,Portland Trail Blazers,100,Box Score,,15128,Rose Garden Arena,
Wed Dec 1 2004,7:00p,Milwaukee Bucks,100,Boston Celtics,101,Box Score,,13180,FleetCenter,
Wed Dec 1 2004,7:00p,Toronto Raptors,108,Orlando Magic,129,Box Score,,12175,TD Waterhouse Centre,
Wed Dec 1 2004,7:00p,New Jersey Nets,68,Washington Wizards,95,Box Score,,15805,MCI Center,
Wed Dec 1 2004,7:30p,Memphis Grizzlies,82,New York Knicks,90,Box Score,,17858,Madison Square Garden (IV),
Wed Dec 1 2004,8:00p,Sacramento Kings,94,New Orleans Hornets,81,Box Score,,12133,New Orleans Arena,
Wed Dec 1 2004,8:30p,Los Angeles Lakers,84,Chicago Bulls,92,Box Score,,18524,United Center,
Wed Dec 1 2004,8:30p,Philadelphia 76ers,72,San Antonio Spurs,105,Box Score,,17566,SBC Center,
Wed Dec 1 2004,9:00p,Cleveland Cavaliers,101,Phoenix Suns,120,Box Score,,14795,America West Arena,
Wed Dec 1 2004,10:00p,Utah Jazz,119,Seattle SuperSonics,129,Box Score,OT,16066,KeyArena at Seattle Center,
Wed Dec 1 2004,10:30p,Minnesota Timberwolves,107,Golden State Warriors,99,Box Score,,15706,Oakland Arena,
Wed Dec 1 2004,10:30p,Indiana Pacers,76,Los Angeles Clippers,88,Box Score,,13587,STAPLES Center,
Thu Dec 2 2004,8:00p,Houston Rockets,106,Dallas Mavericks,113,Box Score,OT,19524,American Airlines Center,
Thu Dec 2 2004,10:30p,Cleveland Cavaliers,92,Denver Nuggets,73,Box Score,,19152,Pepsi Center,
Fri Dec 3 2004,7:30p,Washington Wizards,114,Atlanta Hawks,90,Box Score,,7887,Philips Arena,
Fri Dec 3 2004,7:30p,Toronto Raptors,89,Boston Celtics,91,Box Score,,15201,FleetCenter,
Fri Dec 3 2004,7:30p,Orlando Magic,104,New York Knicks,98,Box Score,,19763,Madison Square Garden (IV),
Fri Dec 3 2004,8:00p,Philadelphia 76ers,86,Memphis Grizzlies,94,Box Score,,16806,FedEx Forum,
Fri Dec 3 2004,8:00p,Detroit Pistons,77,San Antonio Spurs,80,Box Score,,18797,SBC Center,
Fri Dec 3 2004,8:30p,Miami Heat,105,Chicago Bulls,81,Box Score,,18860,United Center,
Fri Dec 3 2004,9:00p,Minnesota Timberwolves,97,Phoenix Suns,93,Box Score,,16915,America West Arena,
Fri Dec 3 2004,10:30p,Golden State Warriors,88,Los Angeles Lakers,97,Box Score,,18997,STAPLES Center,
Fri Dec 3 2004,10:30p,Indiana Pacers,87,Sacramento Kings,113,Box Score,,17317,ARCO Arena (II),
Sat Dec 4 2004,7:00p,New York Knicks,101,Charlotte Bobcats,107,Box Score,,18858,Charlotte Coliseum,
Sat Dec 4 2004,7:00p,Memphis Grizzlies,91,Orlando Magic,96,Box Score,,14518,TD Waterhouse Centre,
Sat Dec 4 2004,7:30p,Toronto Raptors,97,Cleveland Cavaliers,105,Box Score,,19205,Gund Arena,
