Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sat Nov 5 2005,7:30p,Boston Celtics,105,Charlotte Bobcats,107,Box Score,OT,19026,Charlotte Bobcats Arena,
Sat Nov 5 2005,7:30p,Toronto Raptors,84,Detroit Pistons,117,Box Score,,22076,The Palace of Auburn Hills,
Sat Nov 5 2005,7:30p,Chicago Bulls,99,New Jersey Nets,100,Box Score,,16898,Continental Airlines Arena,
Sat Nov 5 2005,8:00p,Philadelphia 76ers,111,Indiana Pacers,109,Box Score,,18345,Conseco Fieldhouse,
Sat Nov 5 2005,8:00p,Cleveland Cavaliers,106,Memphis Grizzlies,113,Box Score,,17368,FedEx Forum,
Sat Nov 5 2005,8:30p,San Antonio Spurs,84,Dallas Mavericks,103,Box Score,,20468,American Airlines Center,
Sat Nov 5 2005,8:30p,New Orleans/Oklahoma City Hornets,91,Houston Rockets,84,Box Score,,15875,Toyota Center,
Sat Nov 5 2005,8:30p,Miami Heat,100,Milwaukee Bucks,105,Box Score,,18717,Bradley Center,
Sat Nov 5 2005,9:00p,Phoenix Suns,97,Utah Jazz,88,Box Score,,18608,Delta Center,
Sat Nov 5 2005,10:00p,Atlanta Hawks,93,Portland Trail Blazers,94,Box Score,,18918,Rose Garden Arena,
Sat Nov 5 2005,10:30p,Minnesota Timberwolves,99,Los Angeles Clippers,100,Box Score,OT,16212,STAPLES Center,
Sun Nov 6 2005,1:00p,Golden State Warriors,83,New York Knicks,81,Box Score,,16221,Madison Square Garden (IV),
Sun Nov 6 2005,8:00p,Sacramento Kings,118,Phoenix Suns,117,Box Score,,17298,America West Arena,
Sun Nov 6 2005,9:30p,Denver Nuggets,92,Los Angeles Lakers,112,Box Score,,18997,STAPLES Center,
Mon Nov 7 2005,7:00p,Cleveland Cavaliers,105,Toronto Raptors,93,Box Score,,18281,Air Canada Centre,
Mon Nov 7 2005,7:30p,Utah Jazz,95,Charlotte Bobcats,91,Box Score,OT,14872,Charlotte Bobcats Arena,
Mon Nov 7 2005,7:30p,New Jersey Nets,89,Miami Heat,90,Box Score,,19600,AmericanAirlines Arena,
Mon Nov 7 2005,8:00p,Los Angeles Clippers,78,Minnesota Timberwolves,93,Box Score,,11791,Target Center,
Mon Nov 7 2005,8:30p,San Antonio Spurs,104,Chicago Bulls,95,Box Score,OT,21827,United Center,
Tue Nov 8 2005,7:00p,Los Angeles Lakers,103,Atlanta Hawks,97,Box Score,,19523,Philips Arena,
Tue Nov 8 2005,8:00p,Seattle SuperSonics,69,Memphis Grizzlies,94,Box Score,,14319,FedEx Forum,
Tue Nov 8 2005,8:00p,Golden State Warriors,110,Milwaukee Bucks,103,Box Score,,14712,Bradley Center,
Tue Nov 8 2005,8:30p,Orlando Magic,76,Houston Rockets,74,Box Score,,14616,Toyota Center,
Tue Nov 8 2005,10:00p,Detroit Pistons,102,Sacramento Kings,88,Box Score,,17317,ARCO Arena (II),
Wed Nov 9 2005,7:00p,Seattle SuperSonics,85,Cleveland Cavaliers,112,Box Score,,19564,Gund Arena,
Wed Nov 9 2005,7:00p,Dallas Mavericks,97,Philadelphia 76ers,112,Box Score,,13392,Wachovia Center,
Wed Nov 9 2005,7:00p,Los Angeles Clippers,102,Washington Wizards,97,Box Score,,13736,MCI Center,
Wed Nov 9 2005,7:30p,Memphis Grizzlies,98,Boston Celtics,99,Box Score,,15086,TD Banknorth Garden,
Wed Nov 9 2005,7:30p,San Antonio Spurs,94,Charlotte Bobcats,86,Box Score,,17237,Charlotte Bobcats Arena,
Wed Nov 9 2005,7:30p,Utah Jazz,83,New Jersey Nets,91,Box Score,,14449,Continental Airlines Arena,
Wed Nov 9 2005,8:00p,Miami Heat,90,Indiana Pacers,95,Box Score,,17586,Conseco Fieldhouse,
Wed Nov 9 2005,8:00p,Los Angeles Lakers,74,Minnesota Timberwolves,88,Box Score,,15192,Target Center,
Wed Nov 9 2005,8:00p,Orlando Magic,88,New Orleans/Oklahoma City Hornets,83,Box Score,,18508,Ford Center,
Wed Nov 9 2005,8:30p,Golden State Warriors,84,Chicago Bulls,85,Box Score,,19723,United Center,
Wed Nov 9 2005,10:00p,New York Knicks,83,Portland Trail Blazers,95,Box Score,,12296,Rose Garden Arena,
Wed Nov 9 2005,10:30p,Sacramento Kings,91,Denver Nuggets,107,Box Score,,12371,Pepsi Center,
Thu Nov 10 2005,7:00p,Los Angeles Clippers,102,Atlanta Hawks,95,Box Score,,13850,Philips Arena,
Thu Nov 10 2005,8:00p,Houston Rockets,84,Miami Heat,88,Box Score,,19600,AmericanAirlines Arena,
Thu Nov 10 2005,10:30p,Detroit Pistons,111,Phoenix Suns,104,Box Score,,17633,America West Arena,
Fri Nov 11 2005,7:00p,New Jersey Nets,90,Indiana Pacers,102,Box Score,,17584,Conseco Fieldhouse,
Fri Nov 11 2005,7:00p,Utah Jazz,99,Toronto Raptors,84,Box Score,,15617,Air Canada Centre,
Fri Nov 11 2005,7:30p,San Antonio Spurs,103,Boston Celtics,82,Box Score,,18624,TD Banknorth Garden,
Fri Nov 11 2005,7:30p,Dallas Mavericks,98,Charlotte Bobcats,88,Box Score,,18130,Charlotte Bobcats Arena,
Fri Nov 11 2005,7:30p,Memphis Grizzlies,70,Cleveland Cavaliers,89,Box Score,,16554,Gund Arena,
Fri Nov 11 2005,7:30p,Seattle SuperSonics,96,Washington Wizards,137,Box Score,,20173,MCI Center,
Fri Nov 11 2005,8:00p,Los Angeles Lakers,81,Philadelphia 76ers,85,Box Score,,20292,Wachovia Center,
Fri Nov 11 2005,10:00p,Denver Nuggets,85,Sacramento Kings,101,Box Score,,17317,ARCO Arena (II),
Fri Nov 11 2005,10:30p,New York Knicks,84,Golden State Warriors,86,Box Score,,19596,Oakland Arena,
Fri Nov 11 2005,10:30p,Detroit Pistons,84,Portland Trail Blazers,81,Box Score,,17181,Rose Garden Arena,
Sat Nov 12 2005,7:00p,Memphis Grizzlies,85,Atlanta Hawks,84,Box Score,,15949,Philips Arena,
Sat Nov 12 2005,7:00p,San Antonio Spurs,95,Washington Wizards,110,Box Score,,20173,MCI Center,
Sat Nov 12 2005,7:30p,Charlotte Bobcats,99,Miami Heat,108,Box Score,,19600,AmericanAirlines Arena,
Sat Nov 12 2005,8:00p,Houston Rockets,99,New Jersey Nets,91,Box Score,,20098,Continental Airlines Arena,
Sat Nov 12 2005,8:00p,Dallas Mavericks,109,New Orleans/Oklahoma City Hornets,103,Box Score,,19163,Ford Center,
Sat Nov 12 2005,8:30p,Utah Jazz,98,Chicago Bulls,103,Box Score,,22272,United Center,
Sat Nov 12 2005,8:30p,Indiana Pacers,102,Milwaukee Bucks,103,Box Score,,17894,Bradley Center,
Sat Nov 12 2005,9:00p,Golden State Warriors,86,Phoenix Suns,101,Box Score,,16562,America West Arena,
Sun Nov 13 2005,1:00p,Seattle SuperSonics,126,Toronto Raptors,121,Box Score,OT,15033,Air Canada Centre,
Sun Nov 13 2005,6:00p,Houston Rockets,82,Boston Celtics,102,Box Score,,16238,TD Banknorth Garden,
Sun Nov 13 2005,6:00p,Cleveland Cavaliers,108,Orlando Magic,100,Box Score,OT,15414,TD Waterhouse Centre,
Sun Nov 13 2005,6:00p,Los Angeles Clippers,108,Philadelphia 76ers,113,Box Score,,14550,Wachovia Center,
Sun Nov 13 2005,9:00p,Minnesota Timberwolves,91,Denver Nuggets,102,Box Score,,16545,Pepsi Center,
Sun Nov 13 2005,9:00p,New York Knicks,105,Sacramento Kings,95,Box Score,,17317,ARCO Arena (II),
Mon Nov 14 2005,8:00p,Los Angeles Lakers,73,Memphis Grizzlies,85,Box Score,,16671,FedEx Forum,
Mon Nov 14 2005,9:00p,New York Knicks,73,Utah Jazz,62,Box Score,,16166,Delta Center,
Mon Nov 14 2005,10:30p,Chicago Bulls,82,Golden State Warriors,100,Box Score,,16454,Oakland Arena,
Tue Nov 15 2005,7:00p,Washington Wizards,99,Cleveland Cavaliers,114,Box Score,,17685,Gund Arena,
Tue Nov 15 2005,7:00p,Charlotte Bobcats,77,Orlando Magic,85,Box Score,,12312,TD Waterhouse Centre,
Tue Nov 15 2005,7:00p,Toronto Raptors,92,Philadelphia 76ers,104,Box Score,,12211,Wachovia Center,
Tue Nov 15 2005,7:30p,Boston Celtics,100,Detroit Pistons,115,Box Score,,22076,The Palace of Auburn Hills,
Tue Nov 15 2005,7:30p,New Orleans/Oklahoma City Hornets,102,Miami Heat,109,Box Score,OT,19600,AmericanAirlines Arena,
Tue Nov 15 2005,7:30p,Seattle SuperSonics,99,New Jersey Nets,109,Box Score,,14986,Continental Airlines Arena,
Tue Nov 15 2005,8:00p,Houston Rockets,94,Minnesota Timberwolves,89,Box Score,,14091,Target Center,
Tue Nov 15 2005,8:30p,Denver Nuggets,80,Dallas Mavericks,83,Box Score,,20189,American Airlines Center,
Tue Nov 15 2005,8:30p,Atlanta Hawks,79,San Antonio Spurs,103,Box Score,,18797,SBC Center,
Tue Nov 15 2005,10:00p,Utah Jazz,83,Sacramento Kings,119,Box Score,,17317,ARCO Arena (II),
Tue Nov 15 2005,10:30p,Milwaukee Bucks,85,Los Angeles Clippers,109,Box Score,,14938,STAPLES Center,
Wed Nov 16 2005,7:00p,Philadelphia 76ers,121,Toronto Raptors,115,Box Score,,16490,Air Canada Centre,
Wed Nov 16 2005,7:30p,Seattle SuperSonics,113,Boston Celtics,100,Box Score,,14023,TD Banknorth Garden,
Wed Nov 16 2005,7:30p,Indiana Pacers,90,Charlotte Bobcats,122,Box Score,,15878,Charlotte Bobcats Arena,
Wed Nov 16 2005,8:00p,Denver Nuggets,91,New Orleans/Oklahoma City Hornets,81,Box Score,,18442,Ford Center,
Wed Nov 16 2005,9:00p,Memphis Grizzlies,115,Phoenix Suns,103,Box Score,,15808,America West Arena,
Wed Nov 16 2005,10:00p,New York Knicks,92,Los Angeles Lakers,97,Box Score,,18997,STAPLES Center,
Wed Nov 16 2005,10:00p,Chicago Bulls,93,Portland Trail Blazers,96,Box Score,,12368,Rose Garden Arena,
Wed Nov 16 2005,10:30p,Milwaukee Bucks,90,Golden State Warriors,87,Box Score,,16752,Oakland Arena,
Thu Nov 17 2005,7:00p,Washington Wizards,98,Minnesota Timberwolves,109,Box Score,,13683,Target Center,
Thu Nov 17 2005,8:30p,Atlanta Hawks,78,Dallas Mavericks,87,Box Score,,20148,American Airlines Center,
Thu Nov 17 2005,9:30p,Houston Rockets,80,San Antonio Spurs,86,Box Score,,18797,SBC Center,
Fri Nov 18 2005,7:00p,Orlando Magic,84,Cleveland Cavaliers,102,Box Score,,18591,Gund Arena,
Fri Nov 18 2005,7:00p,Charlotte Bobcats,85,Indiana Pacers,93,Box Score,,15793,Conseco Fieldhouse,
Fri Nov 18 2005,7:30p,Toronto Raptors,93,Boston Celtics,100,Box Score,,17002,TD Banknorth Garden,
Fri Nov 18 2005,7:30p,Philadelphia 76ers,96,Miami Heat,106,Box Score,,20068,AmericanAirlines Arena,
Fri Nov 18 2005,8:00p,Atlanta Hawks,92,New Orleans/Oklahoma City Hornets,95,Box Score,,17554,Ford Center,
Fri Nov 18 2005,9:00p,New York Knicks,86,Denver Nuggets,95,Box Score,,18218,Pepsi Center,
Fri Nov 18 2005,9:00p,Utah Jazz,94,Phoenix Suns,102,Box Score,,16332,America West Arena,
Fri Nov 18 2005,9:30p,Detroit Pistons,78,Houston Rockets,70,Box Score,,18189,Toyota Center,
Fri Nov 18 2005,10:00p,Golden State Warriors,91,Portland Trail Blazers,80,Box Score,,14817,Rose Garden Arena,
Fri Nov 18 2005,10:00p,Milwaukee Bucks,82,Sacramento Kings,103,Box Score,,17317,ARCO Arena (II),
Fri Nov 18 2005,10:30p,Los Angeles Clippers,97,Los Angeles Lakers,91,Box Score,,18997,STAPLES Center,
Fri Nov 18 2005,10:30p,Chicago Bulls,84,Seattle SuperSonics,98,Box Score,,16429,KeyArena at Seattle Center,
Sat Nov 19 2005,7:00p,New Orleans/Oklahoma City Hornets,98,Orlando Magic,95,Box Score,,14489,TD Waterhouse Centre,
Sat Nov 19 2005,7:00p,Cleveland Cavaliers,123,Philadelphia 76ers,120,Box Score,,18908,Wachovia Center,
Sat Nov 19 2005,7:30p,Washington Wizards,83,New Jersey Nets,89,Box Score,,16454,Continental Airlines Arena,
Sat Nov 19 2005,8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,102,Box Score,,15892,Target Center,
Sat Nov 19 2005,8:30p,Detroit Pistons,82,Dallas Mavericks,119,Box Score,,20337,American Airlines Center,
Sat Nov 19 2005,8:30p,Phoenix Suns,91,San Antonio Spurs,97,Box Score,,18797,SBC Center,
Sat Nov 19 2005,9:00p,Memphis Grizzlies,80,Utah Jazz,72,Box Score,,16356,Delta Center,
Sun Nov 20 2005,12:00p,Portland Trail Blazers,92,New York Knicks,103,Box Score,,17057,Madison Square Garden (IV),
Sun Nov 20 2005,1:00p,Miami Heat,94,Toronto Raptors,107,Box Score,,17594,Air Canada Centre,
Sun Nov 20 2005,3:30p,Golden State Warriors,101,Los Angeles Clippers,113,Box Score,,15712,STAPLES Center,
Sun Nov 20 2005,7:00p,Houston Rockets,74,Indiana Pacers,85,Box Score,,16024,Conseco Fieldhouse,
Sun Nov 20 2005,9:00p,Memphis Grizzlies,83,Denver Nuggets,99,Box Score,,16072,Pepsi Center,
Sun Nov 20 2005,9:00p,Sacramento Kings,104,Seattle SuperSonics,106,Box Score,,16113,KeyArena at Seattle Center,
Sun Nov 20 2005,9:30p,Chicago Bulls,96,Los Angeles Lakers,93,Box Score,,18997,STAPLES Center,
Mon Nov 21 2005,7:00p,New Orleans/Oklahoma City Hornets,91,Philadelphia 76ers,103,Box Score,,12452,Wachovia Center,
Mon Nov 21 2005,9:00p,Milwaukee Bucks,80,Utah Jazz,100,Box Score,,16176,Delta Center,
Mon Nov 21 2005,10:00p,San Antonio Spurs,96,Sacramento Kings,93,Box Score,,17317,ARCO Arena (II),
Mon Nov 21 2005,10:30p,New Jersey Nets,97,Golden State Warriors,100,Box Score,,16501,Oakland Arena,
Tue Nov 22 2005,7:00p,Boston Celtics,93,Cleveland Cavaliers,115,Box Score,,17139,Gund Arena,
Tue Nov 22 2005,7:00p,Denver Nuggets,108,Washington Wizards,105,Box Score,,15980,MCI Center,
Tue Nov 22 2005,8:00p,Portland Trail Blazers,95,Memphis Grizzlies,87,Box Score,,14555,FedEx Forum,
Tue Nov 22 2005,8:30p,Houston Rockets,93,Dallas Mavericks,102,Box Score,,20304,American Airlines Center,
Tue Nov 22 2005,9:00p,Toronto Raptors,82,Phoenix Suns,90,Box Score,,16259,America West Arena,
Tue Nov 22 2005,10:00p,Utah Jazz,93,Seattle SuperSonics,87,Box Score,,14834,KeyArena at Seattle Center,
Wed Nov 23 2005,7:00p,Boston Celtics,117,Atlanta Hawks,120,Box Score,,14288,Philips Arena,
Wed Nov 23 2005,7:00p,Washington Wizards,83,Orlando Magic,91,Box Score,,13104,TD Waterhouse Centre,
Wed Nov 23 2005,7:30p,New York Knicks,95,Charlotte Bobcats,108,Box Score,,16825,Charlotte Bobcats Arena,
Wed Nov 23 2005,7:30p,Denver Nuggets,89,Detroit Pistons,114,Box Score,,22076,The Palace of Auburn Hills,
Wed Nov 23 2005,7:30p,Phoenix Suns,100,Houston Rockets,88,Box Score,,18059,Toyota Center,
Wed Nov 23 2005,7:30p,Portland Trail Blazers,79,Miami Heat,100,Box Score,,19600,AmericanAirlines Arena,
Wed Nov 23 2005,8:00p,Philadelphia 76ers,97,Milwaukee Bucks,108,Box Score,,17526,Bradley Center,
Wed Nov 23 2005,8:00p,Minnesota Timberwolves,80,New Orleans/Oklahoma City Hornets,84,Box Score,,19163,Ford Center,
Wed Nov 23 2005,10:00p,New Jersey Nets,105,Sacramento Kings,114,Box Score,,17317,ARCO Arena (II),
Wed Nov 23 2005,10:30p,San Antonio Spurs,113,Golden State Warriors,89,Box Score,,18768,Oakland Arena,
Wed Nov 23 2005,10:30p,Toronto Raptors,100,Los Angeles Clippers,103,Box Score,,15927,STAPLES Center,
Thu Nov 24 2005,8:00p,Cleveland Cavaliers,76,Indiana Pacers,98,Box Score,,17243,Conseco Fieldhouse,
Thu Nov 24 2005,10:30p,Seattle SuperSonics,96,Los Angeles Lakers,108,Box Score,,18070,STAPLES Center,
Fri Nov 25 2005,7:00p,Portland Trail Blazers,89,Orlando Magic,104,Box Score,,12528,TD Waterhouse Centre,
Fri Nov 25 2005,7:30p,Charlotte Bobcats,89,Boston Celtics,90,Box Score,,18624,TD Banknorth Garden,
Fri Nov 25 2005,8:00p,Washington Wizards,120,Detroit Pistons,114,Box Score,2OT,22076,The Palace of Auburn Hills,
Fri Nov 25 2005,8:00p,Atlanta Hawks,87,Indiana Pacers,85,Box Score,,15596,Conseco Fieldhouse,
Fri Nov 25 2005,8:00p,Houston Rockets,81,Memphis Grizzlies,86,Box Score,,18119,FedEx Forum,
Fri Nov 25 2005,8:00p,Dallas Mavericks,103,Miami Heat,90,Box Score,,20246,AmericanAirlines Arena,
Fri Nov 25 2005,8:00p,Milwaukee Bucks,91,Minnesota Timberwolves,99,Box Score,,17422,Target Center,
Fri Nov 25 2005,8:30p,Chicago Bulls,106,San Antonio Spurs,99,Box Score,,18797,SBC Center,
Fri Nov 25 2005,9:00p,Los Angeles Clippers,95,Denver Nuggets,105,Box Score,,18142,Pepsi Center,
Fri Nov 25 2005,9:00p,Golden State Warriors,94,Utah Jazz,90,Box Score,,18000,Delta Center,
Fri Nov 25 2005,10:00p,Toronto Raptors,104,Sacramento Kings,106,Box Score,,17317,ARCO Arena (II),
Fri Nov 25 2005,10:30p,New Jersey Nets,81,Phoenix Suns,92,Box Score,,18068,America West Arena,
Sat Nov 26 2005,12:30p,Philadelphia 76ers,102,New York Knicks,105,Box Score,OT,19763,Madison Square Garden (IV),
Sat Nov 26 2005,3:30p,New Orleans/Oklahoma City Hornets,105,Seattle SuperSonics,99,Box Score,,16371,KeyArena at Seattle Center,
Sat Nov 26 2005,7:00p,Miami Heat,77,Orlando Magic,80,Box Score,,16619,TD Waterhouse Centre,
Sat Nov 26 2005,7:30p,Washington Wizards,82,Charlotte Bobcats,100,Box Score,,17791,Charlotte Bobcats Arena,
Sat Nov 26 2005,7:30p,Minnesota Timberwolves,89,Cleveland Cavaliers,85,Box Score,,20562,Gund Arena,
Sat Nov 26 2005,8:30p,Memphis Grizzlies,112,Dallas Mavericks,92,Box Score,,20135,American Airlines Center,
Sat Nov 26 2005,8:30p,Chicago Bulls,94,Houston Rockets,89,Box Score,,18005,Toyota Center,
Sat Nov 26 2005,9:00p,Detroit Pistons,85,Milwaukee Bucks,76,Box Score,,18717,Bradley Center,
Sat Nov 26 2005,10:30p,Toronto Raptors,91,Golden State Warriors,117,Box Score,,17119,Oakland Arena,
Sun Nov 27 2005,2:00p,Portland Trail Blazers,77,Atlanta Hawks,75,Box Score,,10421,Philips Arena,
Sun Nov 27 2005,3:30p,Indiana Pacers,97,Los Angeles Clippers,92,Box Score,,16151,STAPLES Center,
Sun Nov 27 2005,9:30p,New Jersey Nets,102,Los Angeles Lakers,96,Box Score,OT,18528,STAPLES Center,
Mon Nov 28 2005,7:00p,Dallas Mavericks,93,Toronto Raptors,91,Box Score,,15789,Air Canada Centre,
Mon Nov 28 2005,7:30p,Orlando Magic,87,Boston Celtics,83,Box Score,,14053,TD Banknorth Garden,
Mon Nov 28 2005,7:30p,New York Knicks,94,Miami Heat,107,Box Score,,19894,AmericanAirlines Arena,
Mon Nov 28 2005,9:00p,New Jersey Nets,101,Denver Nuggets,92,Box Score,,13817,Pepsi Center,
Mon Nov 28 2005,10:30p,New Orleans/Oklahoma City Hornets,83,Golden State Warriors,99,Box Score,,16270,Oakland Arena,
Tue Nov 29 2005,7:00p,Portland Trail Blazers,83,Philadelphia 76ers,107,Box Score,,12676,Wachovia Center,
Tue Nov 29 2005,8:00p,Dallas Mavericks,111,Milwaukee Bucks,113,Box Score,OT,14996,Bradley Center,
Tue Nov 29 2005,8:00p,Los Angeles Clippers,93,Minnesota Timberwolves,84,Box Score,,13101,Target Center,
Tue Nov 29 2005,8:30p,Orlando Magic,76,Chicago Bulls,85,Box Score,,21921,United Center,
Tue Nov 29 2005,8:30p,Atlanta Hawks,85,Houston Rockets,100,Box Score,,12825,Toyota Center,
Tue Nov 29 2005,8:30p,Los Angeles Lakers,84,San Antonio Spurs,90,Box Score,,18797,SBC Center,
Tue Nov 29 2005,9:00p,Indiana Pacers,84,Utah Jazz,60,Box Score,,17021,Delta Center,
Tue Nov 29 2005,10:00p,Charlotte Bobcats,92,Sacramento Kings,110,Box Score,,17317,ARCO Arena (II),
Wed Nov 30 2005,7:00p,Miami Heat,96,Atlanta Hawks,74,Box Score,,16029,Philips Arena,
Wed Nov 30 2005,7:00p,Los Angeles Clippers,105,Cleveland Cavaliers,112,Box Score,OT,18209,Gund Arena,
Wed Nov 30 2005,7:00p,Memphis Grizzlies,92,Toronto Raptors,66,Box Score,,14993,Air Canada Centre,
Wed Nov 30 2005,7:00p,Portland Trail Blazers,89,Washington Wizards,96,Box Score,,15275,MCI Center,
Wed Nov 30 2005,7:30p,Philadelphia 76ers,103,Boston Celtics,110,Box Score,,14027,TD Banknorth Garden,
Wed Nov 30 2005,7:30p,Detroit Pistons,93,New Jersey Nets,83,Box Score,,16337,Continental Airlines Arena,
Wed Nov 30 2005,7:30p,Chicago Bulls,101,New York Knicks,109,Box Score,,17909,Madison Square Garden (IV),
Wed Nov 30 2005,9:00p,New Orleans/Oklahoma City Hornets,102,Denver Nuggets,95,Box Score,,15603,Pepsi Center,
Wed Nov 30 2005,9:00p,Indiana Pacers,91,Phoenix Suns,109,Box Score,,16674,America West Arena,
Wed Nov 30 2005,10:00p,Charlotte Bobcats,94,Seattle SuperSonics,104,Box Score,,15416,KeyArena at Seattle Center,
Wed Nov 30 2005,10:30p,Sacramento Kings,106,Golden State Warriors,113,Box Score,,19279,Oakland Arena,
Thu Dec 1 2005,8:00p,San Antonio Spurs,92,Dallas Mavericks,90,Box Score,,20076,American Airlines Center,
Thu Dec 1 2005,10:30p,Los Angeles Lakers,105,Utah Jazz,101,Box Score,OT,18008,Delta Center,
Fri Dec 2 2005,7:00p,Toronto Raptors,102,Atlanta Hawks,101,Box Score,,12261,Philips Arena,
Fri Dec 2 2005,7:00p,Milwaukee Bucks,105,Washington Wizards,102,Box Score,,20173,MCI Center,
Fri Dec 2 2005,7:30p,Chicago Bulls,106,Boston Celtics,102,Box Score,,14393,TD Banknorth Garden,
Fri Dec 2 2005,8:00p,New York Knicks,98,Detroit Pistons,106,Box Score,,22076,The Palace of Auburn Hills,
Fri Dec 2 2005,8:00p,Orlando Magic,69,Memphis Grizzlies,91,Box Score,,13913,FedEx Forum,
Fri Dec 2 2005,8:00p,Philadelphia 76ers,86,New Orleans/Oklahoma City Hornets,88,Box Score,,19163,Ford Center,
Fri Dec 2 2005,9:00p,Denver Nuggets,97,Phoenix Suns,102,Box Score,,17852,America West Arena,
Fri Dec 2 2005,10:00p,Indiana Pacers,98,Portland Trail Blazers,78,Box Score,,13031,Rose Garden Arena,
Fri Dec 2 2005,10:00p,Miami Heat,98,Sacramento Kings,87,Box Score,,17317,ARCO Arena (II),
Fri Dec 2 2005,10:30p,Charlotte Bobcats,100,Golden State Warriors,107,Box Score,,18240,Oakland Arena,
Fri Dec 2 2005,10:30p,Minnesota Timberwolves,113,Los Angeles Lakers,108,Box Score,,18997,STAPLES Center,
Fri Dec 2 2005,10:30p,Cleveland Cavaliers,108,Seattle SuperSonics,115,Box Score,,17072,KeyArena at Seattle Center,
Sat Dec 3 2005,8:00p,Toronto Raptors,95,New Jersey Nets,82,Box Score,,14613,Continental Airlines Arena,
Sat Dec 3 2005,8:30p,Detroit Pistons,92,Chicago Bulls,79,Box Score,,21875,United Center,
Sat Dec 3 2005,8:30p,New Orleans/Oklahoma City Hornets,88,Dallas Mavericks,97,Box Score,,19651,American Airlines Center,
